Date	Time	Low Range (μS/cm) c:1 3	High Range (μS/cm) c:1 3	Temp (°C) c:3	Coupler Detached	Coupler Attached	Host Connected	Stopped	End Of File
13-10-22	09:20:00	2,610.6	2,629.3	26.93					
13-10-22	09:30:00	2,615.4	2,634.2	26.98					
13-10-22	09:40:00	2,622.5	2,639.8	27.04					
13-10-22	09:50:00	2,624.9	2,643.5	27.12					
13-10-22	10:00:00	2,627.3	2,646.6	27.18					
13-10-22	10:10:00	2,630.2	2,649.7	27.24					
13-10-22	10:20:00	2,632.0	2,651.6	27.27					
13-10-22	10:30:00	2,634.4	2,654.0	27.33					
13-10-22	10:40:00	2,637.4	2,656.5	27.38					
13-10-22	10:50:00	2,639.2	2,660.2	27.43					
13-10-22	11:00:00	2,641.6	2,662.7	27.48					
13-10-22	11:10:00	2,641.6	2,661.5	27.49					
13-10-22	11:20:00	2,641.6	2,661.5	27.49					
13-10-22	11:30:00	2,643.9	2,663.3	27.52					
13-10-22	11:40:00	2,651.1	2,669.5	27.59					
13-10-22	11:50:00	2,649.3	2,670.1	27.57					
13-10-22	12:00:00	2,648.7	2,667.0	27.61					
13-10-22	12:10:00	2,648.7	2,669.5	27.69					
13-10-22	12:20:00	2,651.1	2,670.1	27.72					
13-10-22	12:30:00	2,648.7	2,669.5	27.72					
13-10-22	12:40:00	2,651.7	2,671.4	27.77					
13-10-22	12:50:00	2,654.1	2,672.6	27.80					
13-10-22	13:00:00	2,656.5	2,675.1	27.83					
13-10-22	13:10:00	2,658.2	2,680.6	27.89					
13-10-22	13:20:00	2,661.2	2,681.9	27.93					
13-10-22	13:30:00	2,683.9	2,702.3	28.27					
13-10-22	13:40:00	2,670.8	2,689.9	28.03					
13-10-22	13:50:00	2,670.8	2,692.4	28.08					
13-10-22	14:00:00	2,673.8	2,693.0	28.14					
13-10-22	14:10:00	2,668.4	2,689.9	28.09					
13-10-22	14:20:00	2,558.4	2,577.5	28.08					
13-10-22	14:30:00	2,639.2	2,657.7	28.10					
13-10-22	14:40:00	2,643.9	2,662.1	28.10					
13-10-22	14:50:00	2,672.6	2,693.7	28.13					
13-10-22	15:00:00	2,672.6	2,694.3	28.14					
13-10-22	15:10:00	2,675.0	2,696.1	28.15					
13-10-22	15:20:00	2,675.0	2,696.1	28.17					
13-10-22	15:30:00	2,675.0	2,696.7	28.18					
13-10-22	15:40:00	2,675.0	2,696.1	28.18					
13-10-22	15:50:00	2,675.0	2,696.1	28.18					
13-10-22	16:00:00	2,675.0	2,695.5	28.18					
13-10-22	16:10:00	2,672.0	2,693.7	28.15					
13-10-22	16:20:00	2,675.0	2,694.9	28.17					
13-10-22	16:30:00	2,675.0	2,694.3	28.15					
13-10-22	16:40:00	2,672.0	2,691.8	28.15					
13-10-22	16:50:00	2,672.0	2,691.2	28.14					
13-10-22	17:00:00	2,669.6	2,689.9	28.13					
13-10-22	17:10:00	2,669.6	2,689.9	28.10					
13-10-22	17:20:00	2,669.6	2,689.3	28.07					
13-10-22	17:30:00	2,664.8	2,685.6	28.04					
13-10-22	17:40:00	2,664.8	2,685.0	28.02					
13-10-22	17:50:00	2,664.2	2,683.1	28.02					
13-10-22	18:00:00	2,662.4	2,682.5	27.99					
13-10-22	18:10:00	2,662.4	2,681.9	27.98					
13-10-22	18:20:00	2,660.0	2,680.0	27.97					
13-10-22	18:30:00	2,660.0	2,678.8	27.94					
13-10-22	18:40:00	2,657.1	2,677.5	27.92					
13-10-22	18:50:00	2,657.7	2,678.2	27.91					
13-10-22	19:00:00	2,657.1	2,677.5	27.91					
13-10-22	19:10:00	2,657.1	2,677.5	27.89					
13-10-22	19:20:00	2,654.7	2,675.1	27.86					
13-10-22	19:30:00	2,654.7	2,673.2	27.83					
13-10-22	19:40:00	2,652.3	2,673.2	27.81					
13-10-22	19:50:00	2,654.7	2,672.0	27.80					
13-10-22	20:00:00	2,649.9	2,672.0	27.78					
13-10-22	20:10:00	2,649.9	2,670.7	27.76					
13-10-22	20:20:00	2,649.9	2,668.9	27.73					
13-10-22	20:30:00	2,649.9	2,668.3	27.71					
13-10-22	20:40:00	2,647.5	2,667.0	27.69					
13-10-22	20:50:00	2,645.1	2,666.4	27.67					
13-10-22	21:00:00	2,606.5	2,625.0	27.65					
13-10-22	21:10:00	2,635.0	2,654.6	27.64					
13-10-22	21:20:00	2,644.5	2,663.3	27.62					
13-10-22	21:30:00	2,643.3	2,663.3	27.60					
13-10-22	21:40:00	2,643.3	2,663.3	27.59					
13-10-22	21:50:00	2,643.3	2,661.5	27.56					
13-10-22	22:00:00	2,641.0	2,661.5	27.55					
13-10-22	22:10:00	2,641.0	2,660.8	27.52					
13-10-22	22:20:00	2,641.0	2,659.6	27.52					
13-10-22	22:30:00	2,641.0	2,659.6	27.51					
13-10-22	22:40:00	2,638.6	2,659.0	27.50					
13-10-22	22:50:00	2,636.2	2,657.7	27.48					
13-10-22	23:00:00	2,636.2	2,656.5	27.45					
13-10-22	23:10:00	2,636.2	2,656.5	27.44					
13-10-22	23:20:00	2,636.2	2,654.6	27.43					
13-10-22	23:30:00	2,636.2	2,655.9	27.41					
13-10-22	23:40:00	2,636.2	2,654.0	27.40					
13-10-22	23:50:00	2,633.8	2,652.8	27.38					
14-10-22	00:00:00	2,631.4	2,652.2	27.36					
14-10-22	00:10:00	2,631.4	2,650.3	27.35					
14-10-22	00:20:00	2,631.4	2,649.7	27.34					
14-10-22	00:30:00	2,629.1	2,649.1	27.30					
14-10-22	00:40:00	2,629.1	2,647.8	27.30					
14-10-22	00:50:00	2,626.7	2,647.2	27.27					
14-10-22	01:00:00	2,626.7	2,646.6	27.25					
14-10-22	01:10:00	2,626.7	2,645.4	27.25					
14-10-22	01:20:00	2,626.7	2,644.1	27.22					
14-10-22	01:30:00	2,624.3	2,642.9	27.19					
14-10-22	01:40:00	2,621.9	2,642.3	27.18					
14-10-22	01:50:00	2,618.9	2,640.4	27.14					
14-10-22	02:00:00	2,621.3	2,639.8	27.13					
14-10-22	02:10:00	2,618.9	2,638.6	27.12					
14-10-22	02:20:00	2,619.5	2,638.0	27.09					
14-10-22	02:30:00	2,618.9	2,638.0	27.09					
14-10-22	02:40:00	2,618.9	2,637.3	27.08					
14-10-22	02:50:00	2,617.2	2,636.1	27.06					
14-10-22	03:00:00	2,617.2	2,634.9	27.04					
14-10-22	03:10:00	2,616.6	2,634.2	27.03					
14-10-22	03:20:00	2,614.2	2,633.0	27.01					
14-10-22	03:30:00	2,611.8	2,631.8	26.98					
14-10-22	03:40:00	2,611.8	2,631.2	26.97					
14-10-22	03:50:00	2,611.8	2,631.2	26.96					
14-10-22	04:00:00	2,611.8	2,630.5	26.93					
14-10-22	04:10:00	2,614.2	2,633.0	26.91					
14-10-22	04:20:00	2,607.1	2,626.2	26.88					
14-10-22	04:30:00	2,609.4	2,628.7	26.87					
14-10-22	04:40:00	2,607.1	2,624.4	26.86					
14-10-22	04:50:00	2,607.1	2,623.7	26.85					
14-10-22	05:00:00	2,607.1	2,625.6	26.83					
14-10-22	05:10:00	2,602.3	2,620.0	26.80					
14-10-22	05:20:00	2,599.9	2,618.8	26.77					
14-10-22	05:30:00	2,602.3	2,623.1	26.76					
14-10-22	05:40:00	2,597.6	2,617.6	26.75					
14-10-22	05:50:00	2,597.6	2,615.7	26.72					
14-10-22	06:00:00	2,597.6	2,616.3	26.70					
14-10-22	06:10:00	2,595.2	2,614.5	26.70					
14-10-22	06:20:00	2,595.2	2,614.5	26.65					
14-10-22	06:30:00	2,597.6	2,616.9	26.66					
14-10-22	06:40:00	2,599.9	2,619.4	26.65					
14-10-22	06:50:00	2,247.9	2,311.0	26.64					
14-10-22	07:00:00	2,602.3	2,619.4	26.62					
14-10-22	07:10:00	2,599.9	2,618.8	26.61					
14-10-22	07:20:00	2,602.3	2,621.3	26.60					
14-10-22	07:30:00	2,604.7	2,622.5	26.59					
14-10-22	07:40:00	2,609.4	2,628.1	26.57					
14-10-22	07:50:00	2,607.1	2,624.4	26.56					
14-10-22	08:00:00	2,602.3	2,620.0	26.57					
14-10-22	08:10:00	2,604.1	2,623.7	26.59					
14-10-22	08:20:00	2,601.7	2,621.9	26.62					
14-10-22	08:30:00	2,599.9	2,620.0	26.64					
14-10-22	08:40:00	2,602.3	2,621.3	26.67					
14-10-22	08:50:00	2,599.9	2,617.6	26.71					
14-10-22	09:00:00	2,597.6	2,617.6	26.76					
14-10-22	09:10:00	2,604.1	2,621.3	26.83					
14-10-22	09:20:00	2,607.1	2,625.6	26.88					
14-10-22	09:30:00	2,614.2	2,633.0	26.97					
14-10-22	09:40:00	2,616.6	2,636.1	26.99					
14-10-22	09:50:00	2,621.3	2,641.7	27.06					
14-10-22	10:00:00	2,630.2	2,647.8	27.12					
14-10-22	10:10:00	2,626.1	2,647.2	27.15					
14-10-22	10:20:00	2,632.6	2,651.6	27.19					
14-10-22	10:30:00	2,627.9	2,646.0	27.22					
14-10-22	10:40:00	2,626.1	2,644.8	27.24					
14-10-22	10:50:00	2,623.7	2,641.7	27.27					
14-10-22	11:00:00	2,623.7	2,642.3	27.35					
14-10-22	11:10:00	2,620.7	2,639.8	27.36					
14-10-22	11:20:00	2,623.1	2,641.7	27.39					
14-10-22	11:30:00	2,623.1	2,641.7	27.39					
14-10-22	11:40:00	2,625.5	2,642.3	27.40					
14-10-22	11:50:00	2,625.5	2,644.8	27.40					
14-10-22	12:00:00	2,632.6	2,650.3	27.44					
14-10-22	12:10:00	2,635.0	2,655.3	27.49					
14-10-22	12:20:00	2,635.0	2,654.0	27.48					
14-10-22	12:30:00	2,639.8	2,658.4	27.52					
14-10-22	12:40:00	2,642.2	2,662.7	27.57					
14-10-22	12:50:00	2,639.8	2,660.8	27.64					
14-10-22	13:00:00	2,649.3	2,668.9	27.65					
14-10-22	13:10:00	2,651.7	2,672.0	27.72					
14-10-22	13:20:00	2,658.8	2,676.9	27.78					
14-10-22	13:30:00	2,661.2	2,682.5	27.85					
14-10-22	13:40:00	2,661.2	2,683.1	27.86					
14-10-22	13:50:00	2,661.2	2,681.3	27.81					
14-10-22	14:00:00	2,661.2	2,680.6	27.83					
14-10-22	14:10:00	2,658.8	2,679.4	27.81					
14-10-22	14:20:00	2,661.2	2,680.6	27.83					
14-10-22	14:30:00	2,661.2	2,680.0	27.81					
14-10-22	14:40:00	2,661.2	2,682.5	27.86					
14-10-22	14:50:00	2,661.2	2,683.1	27.86					
14-10-22	15:00:00	2,661.2	2,684.4	27.89					
14-10-22	15:10:00	2,653.5	2,673.2	27.88					
14-10-22	15:20:00	2,663.0	2,685.0	27.88					
14-10-22	15:30:00	2,663.0	2,685.0	27.89					
14-10-22	15:40:00	2,665.4	2,685.6	27.91					
14-10-22	15:50:00	2,663.0	2,685.0	27.89					
14-10-22	16:00:00	2,663.6	2,685.0	27.88					
14-10-22	16:10:00	2,660.6	2,681.9	27.86					
14-10-22	16:20:00	2,660.6	2,681.9	27.85					
14-10-22	16:30:00	2,660.6	2,682.5	27.85					
14-10-22	16:40:00	2,658.2	2,680.0	27.82					
14-10-22	16:50:00	2,660.6	2,680.6	27.82					
14-10-22	17:00:00	2,445.9	2,470.5	27.80					
14-10-22	17:10:00	2,655.9	2,676.3	27.77					
14-10-22	17:20:00	2,655.3	2,675.7	27.77					
14-10-22	17:30:00	2,655.9	2,676.3	27.76					
14-10-22	17:40:00	2,655.3	2,676.3	27.73					
14-10-22	17:50:00	2,655.9	2,676.3	27.73					
14-10-22	18:00:00	2,653.5	2,672.6	27.70					
14-10-22	18:10:00	2,650.5	2,671.4	27.69					
14-10-22	18:20:00	2,650.5	2,670.7	27.67					
14-10-22	18:30:00	2,650.5	2,669.5	27.65					
14-10-22	18:40:00	2,645.7	2,666.4	27.62					
14-10-22	18:50:00	2,643.3	2,663.3	27.61					
14-10-22	19:00:00	2,635.6	2,657.1	27.59					
14-10-22	19:10:00	2,633.2	2,652.8	27.55					
14-10-22	19:20:00	2,631.4	2,650.3	27.54					
14-10-22	19:30:00	2,626.7	2,645.4	27.51					
14-10-22	19:40:00	2,624.3	2,641.7	27.49					
14-10-22	19:50:00	2,621.3	2,641.0	27.46					
14-10-22	20:00:00	2,618.9	2,638.0	27.44					
14-10-22	20:10:00	2,616.6	2,635.5	27.43					
14-10-22	20:20:00	2,611.8	2,631.2	27.41					
14-10-22	20:30:00	2,612.4	2,631.8	27.40					
14-10-22	20:40:00	2,611.8	2,630.5	27.38					
14-10-22	20:50:00	2,609.4	2,628.7	27.35					
14-10-22	21:00:00	2,604.7	2,625.0	27.33					
14-10-22	21:10:00	2,467.6	2,487.6	27.30					
14-10-22	21:20:00	2,602.3	2,621.9	27.29					
14-10-22	21:30:00	2,602.3	2,621.3	27.28					
14-10-22	21:40:00	2,599.9	2,619.4	27.25					
14-10-22	21:50:00	2,597.6	2,617.6	27.24					
14-10-22	22:00:00	2,597.6	2,616.9	27.23					
14-10-22	22:10:00	2,597.6	2,615.7	27.20					
14-10-22	22:20:00	2,595.2	2,615.1	27.19					
14-10-22	22:30:00	2,595.2	2,614.5	27.18					
14-10-22	22:40:00	2,593.4	2,612.6	27.15					
14-10-22	22:50:00	2,593.4	2,612.6	27.15					
14-10-22	23:00:00	2,590.4	2,610.2	27.12					
14-10-22	23:10:00	2,590.4	2,608.9	27.10					
14-10-22	23:20:00	2,588.1	2,606.5	27.09					
14-10-22	23:30:00	2,588.6	2,605.8	27.07					
14-10-22	23:40:00	2,586.3	2,604.6	27.06					
14-10-22	23:50:00	2,583.9	2,600.9	27.04					
15-10-22	00:00:00	2,583.3	2,600.9	27.02					
15-10-22	00:10:00	2,581.5	2,599.0	26.99					
15-10-22	00:20:00	2,581.5	2,597.2	26.97					
15-10-22	00:30:00	2,579.2	2,596.0	26.96					
15-10-22	00:40:00	2,576.2	2,595.3	26.93					
15-10-22	00:50:00	2,576.2	2,593.5	26.92					
15-10-22	01:00:00	2,576.2	2,593.5	26.92					
15-10-22	01:10:00	2,562.6	2,579.3	26.91					
15-10-22	01:20:00	2,573.8	2,591.0	26.88					
15-10-22	01:30:00	2,571.5	2,590.4	26.85					
15-10-22	01:40:00	2,569.1	2,588.6	26.85					
15-10-22	01:50:00	2,569.1	2,587.3	26.82					
15-10-22	02:00:00	2,566.7	2,584.9	26.81					
15-10-22	02:10:00	2,566.7	2,584.9	26.80					
15-10-22	02:20:00	2,566.7	2,584.9	26.78					
15-10-22	02:30:00	2,564.3	2,583.6	26.77					
15-10-22	02:40:00	2,564.3	2,581.8	26.75					
15-10-22	02:50:00	2,562.0	2,579.9	26.72					
15-10-22	03:00:00	2,559.6	2,578.7	26.71					
15-10-22	03:10:00	2,559.6	2,577.5	26.70					
15-10-22	03:20:00	2,504.1	2,519.0	26.67					
15-10-22	03:30:00	2,557.8	2,575.0	26.65					
15-10-22	03:40:00	2,557.8	2,575.0	26.65					
15-10-22	03:50:00	2,557.8	2,574.4	26.62					
15-10-22	04:00:00	2,557.2	2,573.8	26.61					
15-10-22	04:10:00	2,555.5	2,571.9	26.60					
15-10-22	04:20:00	2,555.5	2,572.5	26.59					
15-10-22	04:30:00	2,555.5	2,571.9	26.57					
15-10-22	04:40:00	2,479.4	2,491.3	26.57					
15-10-22	04:50:00	2,553.1	2,570.7	26.55					
15-10-22	05:00:00	2,553.1	2,570.1	26.52					
15-10-22	05:10:00	2,550.7	2,569.4	26.51					
15-10-22	05:20:00	2,550.7	2,567.0	26.49					
15-10-22	05:30:00	2,553.1	2,570.1	26.49					
15-10-22	05:40:00	2,553.1	2,570.7	26.48					
15-10-22	05:50:00	2,550.7	2,567.0	26.45					
15-10-22	06:00:00	2,559.6	2,576.8	26.45					
15-10-22	06:10:00	2,554.9	2,571.9	26.43					
15-10-22	06:20:00	2,554.9	2,572.5	26.41					
15-10-22	06:30:00	2,550.7	2,567.0	26.39					
15-10-22	06:40:00	2,550.7	2,567.0	26.38					
15-10-22	06:50:00	2,554.9	2,571.9	26.35					
15-10-22	07:00:00	2,553.1	2,570.7	26.34					
15-10-22	07:10:00	2,550.7	2,568.2	26.33					
15-10-22	07:20:00	2,536.5	2,552.8	26.30					
15-10-22	07:30:00	2,550.7	2,567.0	26.30					
15-10-22	07:40:00	2,550.1	2,567.6	26.29					
15-10-22	07:50:00	2,546.0	2,562.7	26.28					
15-10-22	08:00:00	2,547.8	2,565.1	26.29					
15-10-22	08:10:00	2,543.6	2,560.2	26.29					
15-10-22	08:20:00	2,536.5	2,553.4	26.30					
15-10-22	08:30:00	2,519.4	2,537.4	26.29					
15-10-22	08:40:00	2,246.8	2,273.9	26.30					
15-10-22	08:50:00	2,550.1	2,567.0	26.35					
15-10-22	09:00:00	2,554.9	2,571.9	26.38					
15-10-22	09:10:00	2,557.2	2,574.4	26.44					
15-10-22	09:20:00	2,557.2	2,573.8	26.46					
15-10-22	09:30:00	2,559.0	2,576.2	26.52					
15-10-22	09:40:00	2,561.4	2,577.5	26.56					
15-10-22	09:50:00	2,566.1	2,583.6	26.65					
15-10-22	10:00:00	2,570.9	2,589.8	26.71					
15-10-22	10:10:00	2,572.6	2,590.4	26.73					
15-10-22	10:20:00	2,580.3	2,597.2	26.82					
15-10-22	10:30:00	2,580.3	2,597.8	26.86					
15-10-22	10:40:00	2,582.1	2,600.3	26.89					
15-10-22	10:50:00	2,584.5	2,602.1	26.93					
15-10-22	11:00:00	2,584.5	2,602.1	26.93					
15-10-22	11:10:00	2,573.2	2,595.3	26.96					
15-10-22	11:20:00	2,593.4	2,613.2	26.99					
15-10-22	11:30:00	2,586.9	2,605.8	27.01					
15-10-22	11:40:00	2,584.5	2,602.1	27.04					
15-10-22	11:50:00	2,588.6	2,607.1	27.08					
15-10-22	12:00:00	2,588.6	2,606.5	27.06					
15-10-22	12:10:00	2,593.4	2,612.0	27.10					
15-10-22	12:20:00	2,591.0	2,609.5	27.12					
15-10-22	12:30:00	2,591.0	2,610.8	27.12					
15-10-22	12:40:00	2,595.8	2,613.2	27.17					
15-10-22	12:50:00	2,595.8	2,614.5	27.19					
15-10-22	13:00:00	2,598.1	2,616.3	27.22					
15-10-22	13:10:00	2,600.5	2,618.2	27.22					
15-10-22	13:20:00	2,610.0	2,629.3	27.34					
15-10-22	13:30:00	2,617.2	2,634.9	27.40					
15-10-22	13:40:00	2,617.2	2,634.9	27.46					
15-10-22	13:50:00	2,616.6	2,634.9	27.45					
15-10-22	14:00:00	2,611.8	2,629.9	27.36					
15-10-22	14:10:00	2,614.2	2,633.0	27.39					
15-10-22	14:20:00	2,609.4	2,627.4	27.24					
15-10-22	14:30:00	2,605.3	2,625.0	27.24					
15-10-22	14:40:00	2,602.3	2,622.5	27.24					
15-10-22	14:50:00	2,604.7	2,622.5	27.23					
15-10-22	15:00:00	2,600.5	2,618.8	27.20					
15-10-22	15:10:00	2,597.6	2,618.8	27.22					
15-10-22	15:20:00	2,602.9	2,620.7	27.19					
15-10-22	15:30:00	2,597.6	2,616.3	27.18					
15-10-22	15:40:00	2,593.4	2,613.2	27.17					
15-10-22	15:50:00	2,591.0	2,608.9	27.14					
15-10-22	16:00:00	2,588.1	2,605.8	27.14					
15-10-22	16:10:00	2,588.1	2,607.7	27.13					
15-10-22	16:20:00	2,586.3	2,605.2	27.10					
15-10-22	16:30:00	2,578.6	2,598.4	27.12					
15-10-22	16:40:00	2,583.3	2,602.7	27.09					
15-10-22	16:50:00	2,576.2	2,594.1	27.06					
15-10-22	17:00:00	2,576.8	2,596.6	27.06					
15-10-22	17:10:00	2,572.0	2,590.4	27.03					
15-10-22	17:20:00	2,569.7	2,589.8	27.01					
15-10-22	17:30:00	2,564.9	2,585.5	26.98					
15-10-22	17:40:00	2,564.9	2,583.6	26.97					
15-10-22	17:50:00	2,573.8	2,593.5	26.96					
15-10-22	18:00:00	2,573.8	2,592.3	26.93					
15-10-22	18:10:00	2,573.8	2,591.0	26.91					
15-10-22	18:20:00	2,569.1	2,589.8	26.88					
15-10-22	18:30:00	2,571.5	2,589.8	26.87					
15-10-22	18:40:00	2,542.5	2,558.4	26.85					
15-10-22	18:50:00	2,569.1	2,588.6	26.82					
15-10-22	19:00:00	2,564.9	2,582.4	26.80					
15-10-22	19:10:00	2,564.9	2,584.2	26.77					
15-10-22	19:20:00	2,564.9	2,584.2	26.75					
15-10-22	19:30:00	2,564.9	2,583.0	26.73					
15-10-22	19:40:00	2,564.9	2,583.0	26.71					
15-10-22	19:50:00	2,562.6	2,580.5	26.69					
15-10-22	20:00:00	2,562.6	2,579.9	26.66					
15-10-22	20:10:00	2,560.2	2,579.9	26.65					
15-10-22	20:20:00	2,560.2	2,578.7	26.64					
15-10-22	20:30:00	2,560.2	2,577.5	26.61					
15-10-22	20:40:00	2,557.8	2,576.2	26.59					
15-10-22	20:50:00	2,555.5	2,574.4	26.55					
15-10-22	21:00:00	2,553.1	2,572.5	26.54					
15-10-22	21:10:00	2,553.7	2,570.7	26.51					
15-10-22	21:20:00	2,553.1	2,570.1	26.50					
15-10-22	21:30:00	2,550.7	2,568.2	26.46					
15-10-22	21:40:00	2,549.0	2,568.2	26.45					
15-10-22	21:50:00	2,546.6	2,565.1	26.43					
15-10-22	22:00:00	2,546.6	2,563.9	26.40					
15-10-22	22:10:00	2,544.2	2,563.3	26.36					
15-10-22	22:20:00	2,544.2	2,562.1	26.36					
15-10-22	22:30:00	2,541.9	2,559.6	26.31					
15-10-22	22:40:00	2,541.9	2,559.6	26.31					
15-10-22	22:50:00	2,539.5	2,559.0	26.29					
15-10-22	23:00:00	2,539.5	2,559.0	26.29					
15-10-22	23:10:00	2,537.7	2,557.1	26.24					
15-10-22	23:20:00	2,537.7	2,556.5	26.24					
15-10-22	23:30:00	2,537.7	2,554.7	26.22					
15-10-22	23:40:00	2,537.7	2,555.9	26.22					
15-10-22	23:50:00	2,535.4	2,554.0	26.20					
16-10-22	00:00:00	2,535.4	2,553.4	26.18					
16-10-22	00:10:00	2,533.0	2,552.2	26.18					
16-10-22	00:20:00	2,533.0	2,551.6	26.15					
16-10-22	00:30:00	2,533.0	2,551.6	26.15					
16-10-22	00:40:00	2,530.6	2,549.7	26.14					
16-10-22	00:50:00	2,530.6	2,549.1	26.12					
16-10-22	01:00:00	2,533.0	2,549.1	26.13					
16-10-22	01:10:00	2,530.6	2,548.5	26.12					
16-10-22	01:20:00	2,530.6	2,548.5	26.10					
16-10-22	01:30:00	2,528.9	2,548.5	26.09					
16-10-22	01:40:00	2,528.9	2,546.7	26.09					
16-10-22	01:50:00	2,528.9	2,546.0	26.08					
16-10-22	02:00:00	2,526.5	2,544.8	26.07					
16-10-22	02:10:00	2,525.9	2,544.8	26.07					
16-10-22	02:20:00	2,526.5	2,544.8	26.07					
16-10-22	02:30:00	2,526.5	2,543.0	26.06					
16-10-22	02:40:00	2,526.5	2,543.6	26.03					
16-10-22	02:50:00	2,528.9	2,544.2	26.03					
16-10-22	03:00:00	2,526.5	2,543.6	26.02					
16-10-22	03:10:00	2,524.1	2,541.7	25.99					
16-10-22	03:20:00	2,524.1	2,542.4	25.99					
16-10-22	03:30:00	2,524.1	2,541.1	25.98					
16-10-22	03:40:00	2,524.1	2,540.5	25.96					
16-10-22	03:50:00	2,524.1	2,541.1	25.96					
16-10-22	04:00:00	2,524.1	2,541.1	25.94					
16-10-22	04:10:00	2,521.8	2,539.9	25.93					
16-10-22	04:20:00	2,521.8	2,538.0	25.92					
16-10-22	04:30:00	2,521.8	2,538.0	25.92					
16-10-22	04:40:00	2,480.0	2,493.8	25.91					
16-10-22	04:50:00	2,521.8	2,537.4	25.89					
16-10-22	05:00:00	2,519.4	2,536.8	25.88					
16-10-22	05:10:00	2,519.4	2,536.8	25.87					
16-10-22	05:20:00	2,336.1	2,373.2	25.86					
16-10-22	05:30:00	2,518.8	2,536.2	25.85					
16-10-22	05:40:00	2,518.8	2,536.8	25.83					
16-10-22	05:50:00	2,518.8	2,536.8	25.83					
16-10-22	06:00:00	2,519.4	2,536.2	25.82					
16-10-22	06:10:00	2,323.8	2,345.1	25.81					
16-10-22	06:20:00	2,517.1	2,534.4	25.80					
16-10-22	06:30:00	2,498.8	2,513.4	25.80					
16-10-22	06:40:00	2,518.8	2,535.0	25.78					
16-10-22	06:50:00	2,516.5	2,533.7	25.77					
16-10-22	07:00:00	2,516.5	2,534.4	25.77					
16-10-22	07:10:00	2,518.8	2,535.0	25.76					
16-10-22	07:20:00	2,518.8	2,535.0	25.76					
16-10-22	07:30:00	2,518.8	2,534.4	25.76					
16-10-22	07:40:00	2,521.2	2,538.7	25.75					
16-10-22	07:50:00	2,518.8	2,536.8	25.75					
16-10-22	08:00:00	2,518.8	2,536.2	25.75					
16-10-22	08:10:00	2,518.8	2,535.0	25.76					
16-10-22	08:20:00	2,520.6	2,536.2	25.78					
16-10-22	08:30:00	2,521.2	2,538.7	25.80					
16-10-22	08:40:00	2,514.1	2,531.3	25.78					
16-10-22	08:50:00	2,516.5	2,533.7	25.78					
16-10-22	09:00:00	2,523.0	2,539.9	25.81					
16-10-22	09:10:00	2,527.7	2,543.6	25.82					
16-10-22	09:20:00	2,523.0	2,539.3	25.88					
16-10-22	09:30:00	2,525.3	2,541.7	25.92					
16-10-22	09:40:00	2,530.1	2,546.0	26.01					
16-10-22	09:50:00	2,527.7	2,544.8	26.01					
16-10-22	10:00:00	2,254.9	2,289.1	26.06					
16-10-22	10:10:00	2,536.0	2,555.9	26.12					
16-10-22	10:20:00	2,545.4	2,562.1	26.20					
16-10-22	10:30:00	2,547.2	2,565.1	26.27					
16-10-22	10:40:00	2,549.6	2,568.2	26.27					
16-10-22	10:50:00	2,549.6	2,567.0	26.25					
16-10-22	11:00:00	2,560.8	2,580.5	26.29					
16-10-22	11:10:00	2,579.2	2,596.0	26.33					
16-10-22	11:20:00	2,563.2	2,583.6	26.35					
16-10-22	11:30:00	2,563.2	2,581.2	26.38					
16-10-22	11:40:00	2,565.5	2,584.9	26.40					
16-10-22	11:50:00	2,565.5	2,583.6	26.48					
16-10-22	12:00:00	2,560.8	2,578.7	26.46					
16-10-22	12:10:00	2,559.0	2,576.2	26.44					
16-10-22	12:20:00	2,558.4	2,575.6	26.43					
16-10-22	12:30:00	2,560.8	2,580.5	26.48					
16-10-22	12:40:00	2,567.3	2,587.9	26.50					
16-10-22	12:50:00	2,569.7	2,589.2	26.51					
16-10-22	13:00:00	2,572.0	2,591.0	26.54					
16-10-22	13:10:00	2,574.4	2,594.1	26.54					
16-10-22	13:20:00	2,588.1	2,608.3	26.62					
16-10-22	13:30:00	2,601.7	2,620.0	26.73					
16-10-22	13:40:00	2,594.6	2,613.9	26.80					
16-10-22	13:50:00	2,590.4	2,608.3	26.72					
16-10-22	14:00:00	2,578.6	2,599.0	26.67					
16-10-22	14:10:00	2,574.4	2,594.1	26.69					
16-10-22	14:20:00	2,572.0	2,589.8	26.61					
16-10-22	14:30:00	2,569.7	2,586.7	26.59					
16-10-22	14:40:00	2,566.7	2,586.7	26.59					
16-10-22	14:50:00	2,564.3	2,583.6	26.60					
16-10-22	15:00:00	2,566.7	2,584.2	26.60					
16-10-22	15:10:00	2,566.1	2,585.5	26.62					
16-10-22	15:20:00	2,564.3	2,581.8	26.62					
16-10-22	15:30:00	2,566.1	2,583.6	26.62					
16-10-22	15:40:00	2,562.0	2,581.8	26.64					
16-10-22	15:50:00	2,566.7	2,586.1	26.65					
16-10-22	16:00:00	2,564.3	2,582.4	26.65					
16-10-22	16:10:00	2,562.0	2,582.4	26.66					
16-10-22	16:20:00	2,563.8	2,583.6	26.66					
16-10-22	16:30:00	2,566.1	2,583.6	26.66					
16-10-22	16:40:00	2,563.8	2,583.0	26.67					
16-10-22	16:50:00	2,563.8	2,583.6	26.67					
16-10-22	17:00:00	2,566.1	2,583.6	26.69					
