"Plot Title: 21415544"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 21415544, SEN S/N: 21415544)","Temp, °C (LGR S/N: 21415544, SEN S/N: 21415544)","Coupler Detached (LGR S/N: 21415544)","Coupler Attached (LGR S/N: 21415544)","Host Connected (LGR S/N: 21415544)","Stopped (LGR S/N: 21415544)","End Of File (LGR S/N: 21415544)"
1493,02/19/23 09:40:00,4285.0,23.51,,,,,
1494,02/19/23 09:50:00,4281.1,23.51,,,,,
1495,02/19/23 10:00:00,4275.9,23.55,,,,,
1496,02/19/23 10:10:00,4262.2,23.57,,,,,
1497,02/19/23 10:20:00,4273.9,23.58,,,,,
1498,02/19/23 10:30:00,4270.0,23.59,,,,,
1499,02/19/23 10:40:00,4322.2,23.59,,,,,
1500,02/19/23 10:50:00,4326.1,23.59,,,,,
1501,02/19/23 11:00:00,4316.9,23.62,,,,,
1502,02/19/23 11:10:00,4312.4,23.64,,,,,
1503,02/19/23 11:20:00,4295.4,23.68,,,,,
1504,02/19/23 11:30:00,4297.4,23.69,,,,,
1505,02/19/23 11:40:00,4294.8,23.73,,,,,
1506,02/19/23 11:50:00,4284.3,23.72,,,,,
1507,02/19/23 12:00:00,4275.9,23.78,,,,,
1508,02/19/23 12:10:00,4261.5,23.84,,,,,
1509,02/19/23 12:20:00,4253.7,23.86,,,,,
1510,02/19/23 12:30:00,4255.7,23.85,,,,,
1511,02/19/23 12:40:00,4255.0,23.81,,,,,
1512,02/19/23 12:50:00,4250.4,23.93,,,,,
1513,02/19/23 13:00:00,4236.1,23.85,,,,,
1514,02/19/23 13:10:00,4220.5,23.90,,,,,
1515,02/19/23 13:20:00,4148.9,23.86,,,,,
1516,02/19/23 13:30:00,4212.0,24.22,,,,,
1517,02/19/23 13:40:00,4228.3,24.73,,,,,
1518,02/19/23 13:50:00,4220.5,24.70,,,,,
1519,02/19/23 14:00:00,4185.3,24.40,,,,,
1520,02/19/23 14:10:00,4218.5,25.00,,,,,
1521,02/19/23 14:20:00,4218.5,24.30,,,,,
1522,02/19/23 14:30:00,4170.4,24.07,,,,,
1523,02/19/23 14:40:00,4164.5,24.06,,,,,
1524,02/19/23 14:50:00,4154.1,24.03,,,,,
1525,02/19/23 15:00:00,4138.5,23.95,,,,,
1526,02/19/23 15:10:00,4137.9,23.91,,,,,
1527,02/19/23 15:20:00,4132.7,24.04,,,,,
1528,02/19/23 15:30:00,4107.3,24.00,,,,,
1529,02/19/23 15:40:00,4090.5,23.98,,,,,
1530,02/19/23 15:50:00,4128.8,24.25,,,,,
1531,02/19/23 16:00:00,4114.5,24.03,,,,,
1532,02/19/23 16:10:00,4113.8,24.11,,,,,
1533,02/19/23 16:20:00,4125.5,23.99,,,,,
1534,02/19/23 16:30:00,4132.7,24.02,,,,,
1535,02/19/23 16:40:00,4125.5,23.98,,,,,
1536,02/19/23 16:50:00,4119.7,23.94,,,,,
1537,02/19/23 17:00:00,4115.8,23.94,,,,,
1538,02/19/23 17:10:00,4108.0,23.90,,,,,
1539,02/19/23 17:20:00,4100.2,23.93,,,,,
1540,02/19/23 17:30:00,4098.9,23.89,,,,,
1541,02/19/23 17:40:00,4097.6,23.89,,,,,
1542,02/19/23 17:50:00,4093.0,23.84,,,,,
1543,02/19/23 18:00:00,4195.1,23.82,,,,,
1544,02/19/23 18:10:00,4192.5,23.82,,,,,
1545,02/19/23 18:20:00,4189.9,23.81,,,,,
1546,02/19/23 18:30:00,4191.2,23.81,,,,,
1547,02/19/23 18:40:00,4190.5,23.81,,,,,
1548,02/19/23 18:50:00,4187.3,23.80,,,,,
1549,02/19/23 19:00:00,4171.7,23.78,,,,,
1550,02/19/23 19:10:00,4162.6,23.77,,,,,
1551,02/19/23 19:20:00,4141.1,23.73,,,,,
1552,02/19/23 19:30:00,4125.5,23.73,,,,,
1553,02/19/23 19:40:00,4115.1,23.71,,,,,
1554,02/19/23 19:50:00,4072.9,23.68,,,,,
1555,02/19/23 20:00:00,4058.0,23.67,,,,,
1556,02/19/23 20:10:00,4056.1,23.69,,,,,
1557,02/19/23 20:20:00,4077.5,23.69,,,,,
1558,02/19/23 20:30:00,4075.5,23.67,,,,,
1559,02/19/23 20:40:00,4065.8,23.66,,,,,
1560,02/19/23 20:50:00,4056.1,23.64,,,,,
1561,02/19/23 21:00:00,4034.0,23.62,,,,,
1562,02/19/23 21:10:00,4021.7,23.60,,,,,
1563,02/19/23 21:20:00,4017.8,23.59,,,,,
1564,02/19/23 21:30:00,4003.5,23.58,,,,,
1565,02/19/23 21:40:00,4003.5,23.57,,,,,
1566,02/19/23 21:50:00,4002.2,23.55,,,,,
1567,02/19/23 22:00:00,3995.8,23.54,,,,,
1568,02/19/23 22:10:00,3993.2,23.53,,,,,
1569,02/19/23 22:20:00,3989.3,23.53,,,,,
1570,02/19/23 22:30:00,3987.3,23.51,,,,,
1571,02/19/23 22:40:00,3988.6,23.51,,,,,
1572,02/19/23 22:50:00,3993.8,23.51,,,,,
1573,02/19/23 23:00:00,3989.3,23.51,,,,,
1574,02/19/23 23:10:00,3999.7,23.51,,,,,
1575,02/19/23 23:20:00,3995.8,23.50,,,,,
1576,02/19/23 23:30:00,4008.7,23.51,,,,,
1577,02/19/23 23:40:00,4009.4,23.51,,,,,
1578,02/19/23 23:50:00,4002.9,23.50,,,,,
1579,02/20/23 00:00:00,4001.6,23.50,,,,,
1580,02/20/23 00:10:00,3998.4,23.51,,,,,
1581,02/20/23 00:20:00,4002.2,23.51,,,,,
1582,02/20/23 00:30:00,4012.0,23.51,,,,,
1583,02/20/23 00:40:00,4019.1,23.51,,,,,
1584,02/20/23 00:50:00,4014.6,23.53,,,,,
1585,02/20/23 01:00:00,4017.8,23.51,,,,,
1586,02/20/23 01:10:00,4025.6,23.53,,,,,
1587,02/20/23 01:20:00,4021.7,23.53,,,,,
1588,02/20/23 01:30:00,4026.2,23.51,,,,,
1589,02/20/23 01:40:00,4024.9,23.51,,,,,
1590,02/20/23 01:50:00,4023.6,23.51,,,,,
1591,02/20/23 02:00:00,4021.7,23.50,,,,,
1592,02/20/23 02:10:00,4021.0,23.51,,,,,
1593,02/20/23 02:20:00,4017.8,23.51,,,,,
1594,02/20/23 02:30:00,4013.3,23.51,,,,,
1595,02/20/23 02:40:00,4006.1,23.51,,,,,
1596,02/20/23 02:50:00,4004.2,23.51,,,,,
1597,02/20/23 03:00:00,4000.3,23.53,,,,,
1598,02/20/23 03:10:00,3992.5,23.53,,,,,
1599,02/20/23 03:20:00,3982.2,23.53,,,,,
1600,02/20/23 03:30:00,3977.0,23.51,,,,,
1601,02/20/23 03:40:00,3969.9,23.53,,,,,
1602,02/20/23 03:50:00,3966.6,23.53,,,,,
1603,02/20/23 04:00:00,3966.6,23.51,,,,,
1604,02/20/23 04:10:00,3964.0,23.51,,,,,
1605,02/20/23 04:20:00,3967.3,23.51,,,,,
1606,02/20/23 04:30:00,3969.2,23.50,,,,,
1607,02/20/23 04:40:00,3967.3,23.49,,,,,
1608,02/20/23 04:50:00,3966.6,23.49,,,,,
1609,02/20/23 05:00:00,3966.6,23.49,,,,,
1610,02/20/23 05:10:00,3970.5,23.49,,,,,
1611,02/20/23 05:20:00,3989.9,23.49,,,,,
1612,02/20/23 05:30:00,3998.4,23.47,,,,,
1613,02/20/23 05:40:00,4008.1,23.47,,,,,
1614,02/20/23 05:50:00,4039.2,23.46,,,,,
1615,02/20/23 06:00:00,4069.0,23.45,,,,,
1616,02/20/23 06:10:00,4092.4,23.46,,,,,
1617,02/20/23 06:20:00,4115.1,23.45,,,,,
1618,02/20/23 06:30:00,4142.4,23.45,,,,,
1619,02/20/23 06:40:00,4161.3,23.45,,,,,
1620,02/20/23 06:50:00,4198.4,23.45,,,,,
1621,02/20/23 07:00:00,4246.5,23.45,,,,,
1622,02/20/23 07:10:00,4244.6,23.44,,,,,
1623,02/20/23 07:20:00,4281.1,23.45,,,,,
1624,02/20/23 07:30:00,4307.8,23.46,,,,,
1625,02/20/23 07:40:00,4331.3,23.49,,,,,
1626,02/20/23 07:50:00,4346.3,23.47,,,,,
1627,02/20/23 08:00:00,4296.7,23.41,,,,,
1628,02/20/23 08:10:00,4253.7,23.42,,,,,
1629,02/20/23 08:20:00,4276.5,23.45,,,,,
1630,02/20/23 08:30:00,4278.5,23.46,,,,,
1631,02/20/23 08:40:00,4276.5,23.47,,,,,
1632,02/20/23 08:50:00,4271.9,23.46,,,,,
1633,02/20/23 09:00:00,4250.4,23.46,,,,,
1634,02/20/23 09:10:00,4229.6,23.47,,,,,
1635,02/20/23 09:20:00,4218.5,23.57,,,,,
1636,02/20/23 09:30:00,4210.1,23.59,,,,,
1637,02/20/23 09:40:00,4189.9,23.57,,,,,
1638,02/20/23 09:50:00,4167.8,23.51,,,,,
1639,02/20/23 10:00:00,4195.1,23.50,,,,,
1640,02/20/23 10:10:00,4188.6,23.51,,,,,
1641,02/20/23 10:20:00,4175.6,23.51,,,,,
1642,02/20/23 10:30:00,4149.6,23.59,,,,,
1643,02/20/23 10:40:00,4165.2,23.54,,,,,
1644,02/20/23 10:50:00,4178.8,23.51,,,,,
1645,02/20/23 11:00:00,4180.8,23.51,,,,,
1646,02/20/23 11:10:00,4176.2,23.51,,,,,
1647,02/20/23 11:20:00,4160.0,23.50,,,,,
1648,02/20/23 11:30:00,4145.0,23.59,,,,,
1649,02/20/23 11:40:00,4126.2,23.54,,,,,
1650,02/20/23 11:50:00,4122.9,23.60,,,,,
1651,02/20/23 12:00:00,4122.9,23.60,,,,,
1652,02/20/23 12:10:00,4111.9,23.63,,,,,
1653,02/20/23 12:20:00,4097.6,23.60,,,,,
1654,02/20/23 12:30:00,4087.9,23.62,,,,,
1655,02/20/23 12:40:00,4095.6,23.63,,,,,
1656,02/20/23 12:50:00,4089.2,23.60,,,,,
1657,02/20/23 13:00:00,4074.9,23.58,,,,,
1658,02/20/23 13:10:00,4067.1,23.63,,,,,
1659,02/20/23 13:20:00,4046.3,23.67,,,,,
1660,02/20/23 13:30:00,4046.3,23.67,,,,,
1661,02/20/23 13:40:00,4030.8,23.76,,,,,
1662,02/20/23 13:50:00,4038.5,23.72,,,,,
1663,02/20/23 14:00:00,4034.0,23.78,,,,,
1664,02/20/23 14:10:00,4032.1,23.91,,,,,
1665,02/20/23 14:20:00,4091.8,23.78,,,,,
1666,02/20/23 14:30:00,4074.9,23.71,,,,,
1667,02/20/23 14:40:00,4072.9,23.85,,,,,
1668,02/20/23 14:50:00,4052.2,23.71,,,,,
1669,02/20/23 15:00:00,4043.1,23.80,,,,,
1670,02/20/23 15:10:00,4011.3,23.72,,,,,
1671,02/20/23 15:20:00,4006.8,23.68,,,,,
1672,02/20/23 15:30:00,3996.4,23.66,,,,,
1673,02/20/23 15:40:00,4013.3,23.68,,,,,
1674,02/20/23 15:50:00,4005.5,23.69,,,,,
1675,02/20/23 16:00:00,4001.6,23.66,,,,,
1676,02/20/23 16:10:00,3994.5,23.66,,,,,
1677,02/20/23 16:20:00,3988.0,23.66,,,,,
1678,02/20/23 16:30:00,3993.2,23.66,,,,,
1679,02/20/23 16:40:00,3996.4,23.68,,,,,
1680,02/20/23 16:50:00,3982.8,23.67,,,,,
1681,02/20/23 17:00:00,3969.9,23.64,,,,,
1682,02/20/23 17:10:00,3955.6,23.71,,,,,
1683,02/20/23 17:20:00,3951.1,23.68,,,,,
1684,02/20/23 17:30:00,3949.1,23.64,,,,,
1685,02/20/23 17:40:00,3949.1,23.62,,,,,
1686,02/20/23 17:50:00,3948.5,23.60,,,,,
1687,02/20/23 18:00:00,3943.3,23.58,,,,,
1688,02/20/23 18:10:00,3934.9,23.57,,,,,
1689,02/20/23 18:20:00,3938.8,23.57,,,,,
1690,02/20/23 18:30:00,3936.2,23.55,,,,,
1691,02/20/23 18:40:00,3934.9,23.54,,,,,
1692,02/20/23 18:50:00,3921.3,23.53,,,,,
1693,02/20/23 19:00:00,3899.3,23.51,,,,,
1694,02/20/23 19:10:00,3905.8,23.51,,,,,
1695,02/20/23 19:20:00,3902.6,23.51,,,,,
1696,02/20/23 19:30:00,3903.2,23.50,,,,,
1697,02/20/23 19:40:00,3899.3,23.49,,,,,
1698,02/20/23 19:50:00,3898.0,23.49,,,,,
1699,02/20/23 20:00:00,3897.4,23.46,,,,,
1700,02/20/23 20:10:00,3894.2,23.45,,,,,
1701,02/20/23 20:20:00,3890.9,23.44,,,,,
1702,02/20/23 20:30:00,3886.4,23.42,,,,,
1703,02/20/23 20:40:00,3882.5,23.42,,,,,
1704,02/20/23 20:50:00,3882.5,23.42,,,,,
1705,02/20/23 21:00:00,3872.2,23.42,,,,,
1706,02/20/23 21:10:00,3869.0,23.42,,,,,
1707,02/20/23 21:20:00,4008.7,23.41,,,,,
1708,02/20/23 21:30:00,4007.4,23.40,,,,,
1709,02/20/23 21:40:00,4004.8,23.40,,,,,
1710,02/20/23 21:50:00,4000.9,23.38,,,,,
1711,02/20/23 22:00:00,3995.8,23.36,,,,,
1712,02/20/23 22:10:00,3994.5,23.36,,,,,
1713,02/20/23 22:20:00,3993.8,23.36,,,,,
1714,02/20/23 22:30:00,3993.8,23.36,,,,,
1715,02/20/23 22:40:00,3993.2,23.35,,,,,
1716,02/20/23 22:50:00,3991.9,23.35,,,,,
1717,02/20/23 23:00:00,3989.3,23.35,,,,,
1718,02/20/23 23:10:00,3986.7,23.33,,,,,
1719,02/20/23 23:20:00,3984.1,23.32,,,,,
1720,02/20/23 23:30:00,3981.5,23.31,,,,,
1721,02/20/23 23:40:00,3979.6,23.32,,,,,
1722,02/20/23 23:50:00,3978.9,23.31,,,,,
1723,02/21/23 00:00:00,3977.0,23.31,,,,,
1724,02/21/23 00:10:00,3974.4,23.31,,,,,
1725,02/21/23 00:20:00,3972.4,23.31,,,,,
1726,02/21/23 00:30:00,3969.9,23.29,,,,,
1727,02/21/23 00:40:00,3967.9,23.28,,,,,
1728,02/21/23 00:50:00,3966.0,23.28,,,,,
1729,02/21/23 01:00:00,3962.7,23.27,,,,,
1730,02/21/23 01:10:00,3960.8,23.27,,,,,
1731,02/21/23 01:20:00,3958.2,23.27,,,,,
1732,02/21/23 01:30:00,3954.3,23.27,,,,,
1733,02/21/23 01:40:00,3951.7,23.26,,,,,
1734,02/21/23 01:50:00,3947.8,23.24,,,,,
1735,02/21/23 02:00:00,3945.9,23.24,,,,,
1736,02/21/23 02:10:00,3941.4,23.26,,,,,
1737,02/21/23 02:20:00,3938.1,23.26,,,,,
1738,02/21/23 02:30:00,3933.0,23.26,,,,,
1739,02/21/23 02:40:00,3925.8,23.26,,,,,
1740,02/21/23 02:50:00,3923.9,23.26,,,,,
1741,02/21/23 03:00:00,3925.8,23.27,,,,,
1742,02/21/23 03:10:00,3925.8,23.27,,,,,
1743,02/21/23 03:20:00,3924.6,23.26,,,,,
1744,02/21/23 03:30:00,3916.8,23.27,,,,,
1745,02/21/23 03:40:00,3913.6,23.27,,,,,
1746,02/21/23 03:50:00,3904.5,23.28,,,,,
1747,02/21/23 04:00:00,3898.0,23.29,,,,,
1748,02/21/23 04:10:00,3889.6,23.29,,,,,
1749,02/21/23 04:20:00,3886.4,23.29,,,,,
1750,02/21/23 04:30:00,3885.1,23.29,,,,,
1751,02/21/23 04:40:00,3885.1,23.29,,,,,
1752,02/21/23 04:50:00,3883.2,23.28,,,,,
1753,02/21/23 05:00:00,3884.5,23.28,,,,,
1754,02/21/23 05:10:00,3899.3,23.31,,,,,
1755,02/21/23 05:20:00,3902.6,23.28,,,,,
1756,02/21/23 05:30:00,3902.6,23.29,,,,,
1757,02/21/23 05:40:00,3909.0,23.28,,,,,
1758,02/21/23 05:50:00,3919.4,23.28,,,,,
1759,02/21/23 06:00:00,3916.8,23.27,,,,,
1760,02/21/23 06:10:00,3919.4,23.27,,,,,
1761,02/21/23 06:20:00,3924.6,23.27,,,,,
1762,02/21/23 06:30:00,3952.4,23.27,,,,,
1763,02/21/23 06:40:00,3977.0,23.28,,,,,
1764,02/21/23 06:50:00,4002.2,23.29,,,,,
1765,02/21/23 07:00:00,4021.7,23.29,,,,,
1766,02/21/23 07:10:00,4035.3,23.32,,,,,
1767,02/21/23 07:20:00,4066.4,23.33,,,,,
1768,02/21/23 07:30:00,4078.8,23.36,,,,,
1769,02/21/23 07:40:00,4143.7,23.36,,,,,
1770,02/21/23 07:50:00,4165.2,23.38,,,,,
1771,02/21/23 08:00:00,4213.3,23.40,,,,,
1772,02/21/23 08:10:00,4227.0,23.40,,,,,
1773,02/21/23 08:20:00,4240.0,23.45,,,,,
1774,02/21/23 08:30:00,4273.9,23.50,,,,,
1775,02/21/23 08:40:00,4278.5,23.49,,,,,
1776,02/21/23 08:50:00,4266.7,23.46,,,,,
1777,02/21/23 09:00:00,4246.5,23.42,,,,,
1778,02/21/23 09:10:00,4248.5,23.45,,,,,
1779,02/21/23 09:20:00,4234.2,23.45,,,,,
1780,02/21/23 09:30:00,4215.3,23.45,,,,,
1781,02/21/23 09:40:00,4208.8,23.47,,,,,
1782,02/21/23 09:50:00,4202.9,23.51,,,,,
1783,02/21/23 10:00:00,4205.5,23.51,,,,,
1784,02/21/23 10:10:00,4197.1,23.46,,,,,
1785,02/21/23 10:20:00,4193.8,23.51,,,,,
1786,02/21/23 10:30:00,4177.5,23.47,,,,,
1787,02/21/23 10:40:00,4167.8,23.53,,,,,
1788,02/21/23 10:50:00,4178.8,23.57,,,,,
1789,02/21/23 11:00:00,4157.4,23.51,,,,,
1790,02/21/23 11:10:00,4167.1,23.62,,,,,
1791,02/21/23 11:20:00,4169.7,23.62,,,,,
1792,02/21/23 11:30:00,4186.0,23.60,,,,,
1793,02/21/23 11:40:00,4189.9,23.60,,,,,
1794,02/21/23 11:50:00,4184.0,23.60,,,,,
1795,02/21/23 12:00:00,4196.4,23.62,,,,,
1796,02/21/23 12:10:00,4232.2,23.63,,,,,
1797,02/21/23 12:20:00,4204.9,23.67,,,,,
1798,02/21/23 12:30:00,4206.2,23.76,,,,,
1799,02/21/23 12:40:00,4212.7,23.82,,,,,
1800,02/21/23 12:50:00,4210.7,23.81,,,,,
1801,02/21/23 13:00:00,4184.0,23.85,,,,,
1802,02/21/23 13:10:00,4174.9,23.85,,,,,
1803,02/21/23 13:20:00,4171.7,23.91,,,,,
1804,02/21/23 13:30:00,4181.4,24.15,,,,,
1805,02/21/23 13:40:00,4177.5,24.07,,,,,
1806,02/21/23 13:50:00,4177.5,24.17,,,,,
1807,02/21/23 14:00:00,4184.0,24.34,,,,,
1808,02/21/23 14:10:00,4159.3,24.02,,,,,
1809,02/21/23 14:20:00,4158.0,23.93,,,,,
1810,02/21/23 14:30:00,4158.0,23.87,,,,,
1811,02/21/23 14:40:00,4134.0,24.12,,,,,
1812,02/21/23 14:50:00,4136.6,24.21,,,,,
1813,02/21/23 15:00:00,4125.5,23.91,,,,,
1814,02/21/23 15:10:00,4104.7,23.85,,,,,
1815,02/21/23 15:20:00,4096.9,23.86,,,,,
1816,02/21/23 15:30:00,4091.8,23.84,,,,,
1817,02/21/23 15:40:00,4084.0,23.86,,,,,
1818,02/21/23 15:50:00,4067.7,23.80,,,,,
1819,02/21/23 16:00:00,4057.4,23.84,,,,,
1820,02/21/23 16:10:00,4051.5,23.87,,,,,
1821,02/21/23 16:20:00,4045.0,23.86,,,,,
1822,02/21/23 16:30:00,4044.4,23.86,,,,,
1823,02/21/23 16:40:00,4015.9,23.84,,,,,
1824,02/21/23 16:50:00,4035.9,23.84,,,,,
1825,02/21/23 17:00:00,4050.2,23.82,,,,,
1826,02/21/23 17:10:00,4122.3,23.76,,,,,
1827,02/21/23 17:20:00,4121.6,23.71,,,,,
1828,02/21/23 17:30:00,4112.5,23.72,,,,,
1829,02/21/23 17:40:00,4106.7,23.72,,,,,
1830,02/21/23 17:50:00,4104.7,23.68,,,,,
1831,02/21/23 18:00:00,4102.1,23.69,,,,,
1832,02/21/23 18:10:00,4103.4,23.67,,,,,
1833,02/21/23 18:20:00,4103.4,23.67,,,,,
1834,02/21/23 18:30:00,4100.2,23.66,,,,,
1835,02/21/23 18:40:00,4090.5,23.64,,,,,
1836,02/21/23 18:50:00,4084.0,23.63,,,,,
1837,02/21/23 19:00:00,4078.1,23.62,,,,,
1838,02/21/23 19:10:00,4069.0,23.62,,,,,
1839,02/21/23 19:20:00,4062.5,23.59,,,,,
1840,02/21/23 19:30:00,4055.4,23.59,,,,,
1841,02/21/23 19:40:00,4048.9,23.57,,,,,
1842,02/21/23 19:50:00,4045.7,23.55,,,,,
1843,02/21/23 20:00:00,4045.0,23.55,,,,,
1844,02/21/23 20:10:00,4038.5,23.54,,,,,
1845,02/21/23 20:20:00,4033.4,23.53,,,,,
1846,02/21/23 20:30:00,4029.5,23.51,,,,,
1847,02/21/23 20:40:00,4026.2,23.49,,,,,
1848,02/21/23 20:50:00,4023.0,23.49,,,,,
1849,02/21/23 21:00:00,4018.4,23.47,,,,,
1850,02/21/23 21:10:00,4015.9,23.47,,,,,
1851,02/21/23 21:20:00,4013.3,23.47,,,,,
1852,02/21/23 21:30:00,3966.0,23.45,,,,,
1853,02/21/23 21:40:00,3941.4,23.42,,,,,
1854,02/21/23 21:50:00,3925.2,23.42,,,,,
1855,02/21/23 22:00:00,3911.0,23.41,,,,,
1856,02/21/23 22:10:00,3872.2,23.40,,,,,
1857,02/21/23 22:20:00,3870.2,23.38,,,,,
1858,02/21/23 22:30:00,3854.7,23.36,,,,,
1859,02/21/23 22:40:00,3865.1,23.38,,,,,
1860,02/21/23 22:50:00,3856.7,23.33,,,,,
1861,02/21/23 23:00:00,3835.4,23.33,,,,,
1862,02/21/23 23:10:00,3807.0,23.28,,,,,
1863,02/21/23 23:20:00,3796.7,23.24,,,,,
1864,02/21/23 23:30:00,3786.3,23.23,,,,,
1865,02/21/23 23:40:00,3785.1,23.23,,,,,
1866,02/21/23 23:50:00,3786.3,23.22,,,,,
1867,02/22/23 00:00:00,3789.6,23.23,,,,,
1868,02/22/23 00:10:00,3791.5,23.22,,,,,
1869,02/22/23 00:20:00,3794.1,23.22,,,,,
1870,02/22/23 00:30:00,3795.4,23.22,,,,,
1871,02/22/23 00:40:00,3794.7,23.20,,,,,
1872,02/22/23 00:50:00,3796.7,23.20,,,,,
1873,02/22/23 01:00:00,3796.0,23.20,,,,,
1874,02/22/23 01:10:00,3799.9,23.20,,,,,
1875,02/22/23 01:20:00,3801.8,23.19,,,,,
1876,02/22/23 01:30:00,3803.8,23.19,,,,,
1877,02/22/23 01:40:00,3805.0,23.19,,,,,
1878,02/22/23 01:50:00,3815.4,23.22,,,,,
1879,02/22/23 02:00:00,3817.9,23.19,,,,,
1880,02/22/23 02:10:00,3814.7,23.19,,,,,
1881,02/22/23 02:20:00,3817.3,23.19,,,,,
1882,02/22/23 02:30:00,3818.6,23.19,,,,,
1883,02/22/23 02:40:00,3821.2,23.20,,,,,
1884,02/22/23 02:50:00,3825.0,23.20,,,,,
1885,02/22/23 03:00:00,3828.3,23.20,,,,,
1886,02/22/23 03:10:00,3830.2,23.22,,,,,
1887,02/22/23 03:20:00,3834.1,23.23,,,,,
1888,02/22/23 03:30:00,3835.4,23.23,,,,,
1889,02/22/23 03:40:00,3837.3,23.23,,,,,
1890,02/22/23 03:50:00,3838.0,23.23,,,,,
1891,02/22/23 04:00:00,3839.2,23.24,,,,,
1892,02/22/23 04:10:00,3840.5,23.26,,,,,
1893,02/22/23 04:20:00,3840.5,23.26,,,,,
1894,02/22/23 04:30:00,3839.9,23.26,,,,,
1895,02/22/23 04:40:00,3835.4,23.27,,,,,
1896,02/22/23 04:50:00,3834.7,23.27,,,,,
1897,02/22/23 05:00:00,3832.1,23.27,,,,,
1898,02/22/23 05:10:00,3831.5,23.28,,,,,
1899,02/22/23 05:20:00,3830.2,23.28,,,,,
1900,02/22/23 05:30:00,3830.2,23.28,,,,,
1901,02/22/23 05:40:00,3827.6,23.29,,,,,
1902,02/22/23 05:50:00,3826.3,23.31,,,,,
1903,02/22/23 06:00:00,3826.3,23.28,,,,,
1904,02/22/23 06:10:00,3828.9,23.29,,,,,
1905,02/22/23 06:20:00,3832.8,23.29,,,,,
1906,02/22/23 06:30:00,3835.4,23.28,,,,,
1907,02/22/23 06:40:00,3837.3,23.28,,,,,
1908,02/22/23 06:50:00,3845.1,23.29,,,,,
1909,02/22/23 07:00:00,3848.3,23.31,,,,,
1910,02/22/23 07:10:00,3850.2,23.29,,,,,
1911,02/22/23 07:20:00,3853.5,23.31,,,,,
1912,02/22/23 07:30:00,3852.8,23.31,,,,,
1913,02/22/23 07:40:00,3850.9,23.31,,,,,
1914,02/22/23 07:50:00,3848.9,23.31,,,,,
1915,02/22/23 08:00:00,3848.9,23.32,,,,,
1916,02/22/23 08:10:00,3849.6,23.31,,,,,
1917,02/22/23 08:20:00,3847.0,23.27,,,,,
1918,02/22/23 08:30:00,3843.8,23.28,,,,,
1919,02/22/23 08:40:00,3843.8,23.27,,,,,
1920,02/22/23 08:50:00,3847.0,23.27,,,,,
1921,02/22/23 09:00:00,3847.6,23.26,,,,,
1922,02/22/23 09:10:00,3844.4,23.28,,,,,
1923,02/22/23 09:20:00,3823.8,23.37,,,,,
1924,02/22/23 09:30:00,3819.9,23.36,,,,,
1925,02/22/23 09:40:00,3817.9,23.41,,,,,
1926,02/22/23 09:50:00,3816.0,23.42,,,,,
1927,02/22/23 10:00:00,3816.7,23.44,,,,,
1928,02/22/23 10:10:00,3823.1,23.46,,,,,
1929,02/22/23 10:20:00,3825.0,23.44,,,,,
1930,02/22/23 10:30:00,3825.0,23.49,,,,,
1931,02/22/23 10:40:00,3823.1,23.55,,,,,
1932,02/22/23 10:50:00,3821.8,23.53,,,,,
1933,02/22/23 11:00:00,3843.8,23.45,,,,,
1934,02/22/23 11:10:00,3848.9,23.50,,,,,
1935,02/22/23 11:20:00,3838.0,23.60,,,,,
1936,02/22/23 11:30:00,3834.7,23.63,,,,,
1937,02/22/23 11:40:00,3835.4,23.68,,,,,
1938,02/22/23 11:50:00,3837.3,23.76,,,,,
1939,02/22/23 12:00:00,3832.1,23.75,,,,,
1940,02/22/23 12:10:00,3827.6,23.76,,,,,
1941,02/22/23 12:20:00,3850.2,23.71,,,,,
1942,02/22/23 12:30:00,3859.9,23.64,,,,,
1943,02/22/23 12:40:00,3923.9,23.69,,,,,
1944,02/22/23 12:50:00,3911.6,23.73,,,,,
1945,02/22/23 13:00:00,3912.9,23.75,,,,,
1946,02/22/23 13:10:00,3910.3,23.76,,,,,
1947,02/22/23 13:20:00,3907.7,23.75,,,,,
1948,02/22/23 13:30:00,3911.0,23.86,,,,,
1949,02/22/23 13:40:00,3913.6,23.90,,,,,
1950,02/22/23 13:50:00,3931.0,23.85,,,,,
1951,02/22/23 14:00:00,3912.3,23.95,,,,,
1952,02/22/23 14:10:00,3924.6,24.09,,,,,
1953,02/22/23 14:20:00,3922.6,24.07,,,,,
1954,02/22/23 14:30:00,3925.8,24.15,,,,,
1955,02/22/23 14:40:00,3931.7,24.33,,,,,
1956,02/22/23 14:50:00,3929.1,24.26,,,,,
1957,02/22/23 15:00:00,3917.4,24.08,,,,,
1958,02/22/23 15:10:00,3926.5,23.98,,,,,
1959,02/22/23 15:20:00,3918.1,24.20,,,,,
1960,02/22/23 15:30:00,3918.1,24.15,,,,,
1961,02/22/23 15:40:00,3959.5,24.34,,,,,
1962,02/22/23 15:50:00,3919.4,23.98,,,,,
1963,02/22/23 16:00:00,3890.9,23.95,,,,,
1964,02/22/23 16:10:00,3889.6,23.94,,,,,
1965,02/22/23 16:20:00,3969.9,23.91,,,,,
1966,02/22/23 16:30:00,3973.7,23.91,,,,,
1967,02/22/23 16:40:00,3966.0,23.86,,,,,
1968,02/22/23 16:50:00,3965.3,23.89,,,,,
