#,Date-Time (HST),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Water Detect,Button Down,Button Up,Host Connected,Stopped,End of File
1502,02/11/2024 10:20:00,24.51,-62.00,8.02,,,,,,
1503,02/11/2024 10:30:00,24.44,-61.60,8.01,,,,,,
1504,02/11/2024 10:40:00,24.39,-59.70,7.97,,,,,,
1505,02/11/2024 10:50:00,24.34,-60.05,7.98,,,,,,
1506,02/11/2024 11:00:00,24.29,-59.91,7.98,,,,,,
1507,02/11/2024 11:10:00,24.24,-59.89,7.98,,,,,,
1508,02/11/2024 11:20:00,24.19,-59.41,7.97,,,,,,
1509,02/11/2024 11:30:00,24.19,-60.69,7.99,,,,,,
1510,02/11/2024 11:40:00,24.17,-61.16,8.00,,,,,,
1511,02/11/2024 11:50:00,24.15,-60.50,7.99,,,,,,
1512,02/11/2024 12:00:00,24.12,-60.99,8.00,,,,,,
1513,02/11/2024 12:10:00,24.15,-63.46,8.05,,,,,,
1514,02/11/2024 12:20:00,24.15,-63.56,8.05,,,,,,
1515,02/11/2024 12:30:00,24.12,-65.30,8.08,,,,,,
1516,02/11/2024 12:40:00,24.07,-61.08,8.00,,,,,,
1517,02/11/2024 12:50:00,24.05,-61.39,8.01,,,,,,
1518,02/11/2024 13:00:00,24.00,-57.22,7.93,,,,,,
1519,02/11/2024 13:10:00,23.98,-58.67,7.96,,,,,,
1520,02/11/2024 13:20:00,24.03,-62.77,8.03,,,,,,
1521,02/11/2024 13:30:00,24.07,-65.83,8.09,,,,,,
1522,02/11/2024 13:40:00,24.07,-63.81,8.05,,,,,,
1523,02/11/2024 13:50:00,24.07,-63.44,8.05,,,,,,
1524,02/11/2024 14:00:00,24.03,-61.86,8.02,,,,,,
1525,02/11/2024 14:10:00,24.07,-64.39,8.06,,,,,,
1526,02/11/2024 14:20:00,24.15,-63.85,8.05,,,,,,
1527,02/11/2024 14:30:00,24.19,-66.17,8.10,,,,,,
1528,02/11/2024 14:40:00,24.22,-68.22,8.14,,,,,,
1529,02/11/2024 14:50:00,24.22,-66.60,8.11,,,,,,
1530,02/11/2024 15:00:00,24.15,-66.17,8.10,,,,,,
1531,02/11/2024 15:10:00,24.07,-64.46,8.07,,,,,,
1532,02/11/2024 15:20:00,23.95,-60.91,8.00,,,,,,
1533,02/11/2024 15:30:00,23.88,-58.80,7.96,,,,,,
1534,02/11/2024 15:40:00,23.86,-59.55,7.97,,,,,,
1535,02/11/2024 15:50:00,23.86,-59.80,7.98,,,,,,
1536,02/11/2024 16:00:00,23.76,-58.25,7.95,,,,,,
1537,02/11/2024 16:10:00,23.74,-57.74,7.94,,,,,,
1538,02/11/2024 16:20:00,23.66,-56.63,7.92,,,,,,
1539,02/11/2024 16:30:00,23.69,-58.97,7.96,,,,,,
1540,02/11/2024 16:40:00,23.64,-56.50,7.92,,,,,,
1541,02/11/2024 16:50:00,23.62,-56.39,7.91,,,,,,
1542,02/11/2024 17:00:00,23.57,-53.31,7.86,,,,,,
1543,02/11/2024 17:10:00,23.54,-52.92,7.85,,,,,,
1544,02/11/2024 17:20:00,23.52,-51.56,7.82,,,,,,
1545,02/11/2024 17:30:00,23.47,-49.47,7.78,,,,,,
1546,02/11/2024 17:40:00,23.45,-48.45,7.76,,,,,,
1547,02/11/2024 17:50:00,23.42,-47.83,7.75,,,,,,
1548,02/11/2024 18:00:00,23.40,-47.06,7.74,,,,,,
1549,02/11/2024 18:10:00,23.38,-46.16,7.72,,,,,,
1550,02/11/2024 18:20:00,23.35,-44.83,7.70,,,,,,
1551,02/11/2024 18:30:00,23.33,-43.89,7.68,,,,,,
1552,02/11/2024 18:40:00,23.30,-44.10,7.68,,,,,,
1553,02/11/2024 18:50:00,23.28,-43.63,7.67,,,,,,
1554,02/11/2024 19:00:00,23.28,-42.17,7.65,,,,,,
1555,02/11/2024 19:10:00,23.26,-42.61,7.65,,,,,,
1556,02/11/2024 19:20:00,23.26,-42.53,7.65,,,,,,
1557,02/11/2024 19:30:00,23.23,-42.16,7.64,,,,,,
1558,02/11/2024 19:40:00,23.23,-41.27,7.63,,,,,,
1559,02/11/2024 19:50:00,23.23,-41.33,7.63,,,,,,
1560,02/11/2024 20:00:00,23.21,-41.13,7.63,,,,,,
1561,02/11/2024 20:10:00,23.21,-40.58,7.61,,,,,,
1562,02/11/2024 20:20:00,23.18,-40.27,7.61,,,,,,
1563,02/11/2024 20:30:00,23.18,-40.75,7.62,,,,,,
1564,02/11/2024 20:40:00,23.16,-40.67,7.62,,,,,,
1565,02/11/2024 20:50:00,23.16,-40.49,7.61,,,,,,
1566,02/11/2024 21:00:00,23.14,-39.95,7.60,,,,,,
1567,02/11/2024 21:10:00,23.14,-40.13,7.61,,,,,,
1568,02/11/2024 21:20:00,23.11,-40.33,7.61,,,,,,
1569,02/11/2024 21:30:00,23.11,-40.08,7.61,,,,,,
1570,02/11/2024 21:40:00,23.11,-39.77,7.60,,,,,,
1571,02/11/2024 21:50:00,23.09,-39.38,7.59,,,,,,
1572,02/11/2024 22:00:00,23.09,-39.55,7.60,,,,,,
1573,02/11/2024 22:10:00,23.06,-39.36,7.59,,,,,,
1574,02/11/2024 22:20:00,23.06,-39.52,7.60,,,,,,
1575,02/11/2024 22:30:00,23.04,-39.55,7.60,,,,,,
1576,02/11/2024 22:40:00,23.02,-39.66,7.60,,,,,,
1577,02/11/2024 22:50:00,23.02,-39.41,7.59,,,,,,
1578,02/11/2024 23:00:00,23.02,-39.34,7.59,,,,,,
1579,02/11/2024 23:10:00,22.99,-39.34,7.59,,,,,,
1580,02/11/2024 23:20:00,22.99,-38.91,7.58,,,,,,
1581,02/11/2024 23:30:00,22.99,-38.36,7.57,,,,,,
1582,02/11/2024 23:40:00,22.97,-38.94,7.58,,,,,,
1583,02/11/2024 23:50:00,22.97,-38.72,7.58,,,,,,
1584,02/12/2024 00:00:00,22.97,-38.67,7.58,,,,,,
1585,02/12/2024 00:10:00,22.94,-38.81,7.58,,,,,,
1586,02/12/2024 00:20:00,22.97,-38.31,7.57,,,,,,
1587,02/12/2024 00:30:00,22.94,-38.58,7.58,,,,,,
1588,02/12/2024 00:40:00,22.94,-37.95,7.57,,,,,,
1589,02/12/2024 00:50:00,22.94,-38.59,7.58,,,,,,
1590,02/12/2024 01:00:00,22.94,-38.42,7.57,,,,,,
1591,02/12/2024 01:10:00,22.92,-38.30,7.57,,,,,,
1592,02/12/2024 01:20:00,22.92,-38.05,7.57,,,,,,
1593,02/12/2024 01:30:00,22.92,-38.30,7.57,,,,,,
1594,02/12/2024 01:40:00,22.92,-38.33,7.57,,,,,,
1595,02/12/2024 01:50:00,22.92,-38.11,7.57,,,,,,
1596,02/12/2024 02:00:00,22.92,-38.03,7.57,,,,,,
1597,02/12/2024 02:10:00,22.92,-38.02,7.57,,,,,,
1598,02/12/2024 02:20:00,22.92,-37.59,7.56,,,,,,
1599,02/12/2024 02:30:00,22.92,-37.86,7.56,,,,,,
1600,02/12/2024 02:40:00,22.92,-38.19,7.57,,,,,,
1601,02/12/2024 02:50:00,22.92,-37.77,7.56,,,,,,
1602,02/12/2024 03:00:00,22.87,-38.63,7.58,,,,,,
1603,02/12/2024 03:10:00,22.87,-38.83,7.58,,,,,,
1604,02/12/2024 03:20:00,22.92,-37.84,7.56,,,,,,
1605,02/12/2024 03:30:00,22.97,-37.39,7.55,,,,,,
1606,02/12/2024 03:40:00,22.99,-37.16,7.55,,,,,,
1607,02/12/2024 03:50:00,23.02,-37.19,7.55,,,,,,
1608,02/12/2024 04:00:00,23.02,-36.95,7.55,,,,,,
1609,02/12/2024 04:10:00,23.02,-36.92,7.55,,,,,,
1610,02/12/2024 04:20:00,23.04,-37.11,7.55,,,,,,
1611,02/12/2024 04:30:00,23.06,-37.00,7.55,,,,,,
1612,02/12/2024 04:40:00,23.06,-37.03,7.55,,,,,,
1613,02/12/2024 04:50:00,23.09,-36.92,7.55,,,,,,
1614,02/12/2024 05:00:00,23.09,-37.24,7.55,,,,,,
1615,02/12/2024 05:10:00,23.09,-37.50,7.56,,,,,,
1616,02/12/2024 05:20:00,23.09,-37.00,7.55,,,,,,
1617,02/12/2024 05:30:00,23.11,-37.17,7.55,,,,,,
1618,02/12/2024 05:40:00,23.11,-37.27,7.55,,,,,,
1619,02/12/2024 05:50:00,23.11,-37.11,7.55,,,,,,
1620,02/12/2024 06:00:00,23.14,-37.38,7.55,,,,,,
1621,02/12/2024 06:10:00,23.14,-37.80,7.56,,,,,,
1622,02/12/2024 06:20:00,23.14,-37.27,7.55,,,,,,
1623,02/12/2024 06:30:00,23.11,-37.16,7.55,,,,,,
1624,02/12/2024 06:40:00,23.09,-37.45,7.56,,,,,,
1625,02/12/2024 06:50:00,23.06,-37.78,7.56,,,,,,
1626,02/12/2024 07:00:00,23.04,-37.36,7.55,,,,,,
1627,02/12/2024 07:10:00,23.04,-37.94,7.57,,,,,,
1628,02/12/2024 07:20:00,23.02,-38.80,7.58,,,,,,
1629,02/12/2024 07:30:00,23.02,-39.13,7.59,,,,,,
1630,02/12/2024 07:40:00,22.99,-39.55,7.60,,,,,,
1631,02/12/2024 07:50:00,23.04,-39.55,7.60,,,,,,
1632,02/12/2024 08:00:00,23.06,-39.55,7.60,,,,,,
1633,02/12/2024 08:10:00,23.09,-39.95,7.60,,,,,,
1634,02/12/2024 08:20:00,23.11,-40.39,7.61,,,,,,
1635,02/12/2024 08:30:00,23.16,-40.58,7.62,,,,,,
1636,02/12/2024 08:40:00,23.21,-41.99,7.64,,,,,,
1637,02/12/2024 08:50:00,23.23,-42.81,7.66,,,,,,
1638,02/12/2024 09:00:00,23.28,-43.50,7.67,,,,,,
1639,02/12/2024 09:10:00,23.30,-44.38,7.69,,,,,,
1640,02/12/2024 09:20:00,23.33,-45.28,7.70,,,,,,
1641,02/12/2024 09:30:00,23.38,-47.36,7.74,,,,,,
1642,02/12/2024 09:40:00,23.40,-48.53,7.77,,,,,,
1643,02/12/2024 09:50:00,23.45,-51.20,7.82,,,,,,
1644,02/12/2024 10:00:00,23.47,-53.30,7.86,,,,,,
1645,02/12/2024 10:10:00,23.50,-52.08,7.83,,,,,,
1646,02/12/2024 10:20:00,23.52,-53.33,7.86,,,,,,
1647,02/12/2024 10:30:00,23.54,-57.11,7.93,,,,,,
1648,02/12/2024 10:40:00,23.57,-56.49,7.92,,,,,,
1649,02/12/2024 10:50:00,23.57,-57.14,7.93,,,,,,
1650,02/12/2024 11:00:00,23.59,-58.67,7.96,,,,,,
1651,02/12/2024 11:10:00,23.59,-57.61,7.94,,,,,,
1652,02/12/2024 11:20:00,23.59,-56.85,7.92,,,,,,
1653,02/12/2024 11:30:00,23.59,-58.47,7.95,,,,,,
1654,02/12/2024 11:40:00,23.59,-58.28,7.95,,,,,,
1655,02/12/2024 11:50:00,23.59,-59.28,7.97,,,,,,
1656,02/12/2024 12:00:00,23.62,-59.95,7.98,,,,,,
1657,02/12/2024 12:10:00,23.59,-58.50,7.95,,,,,,
1658,02/12/2024 12:20:00,23.62,-58.60,7.96,,,,,,
1659,02/12/2024 12:30:00,23.62,-59.03,7.96,,,,,,
1660,02/12/2024 12:40:00,23.62,-61.92,8.02,,,,,,
1661,02/12/2024 12:50:00,23.62,-61.17,8.00,,,,,,
1662,02/12/2024 13:00:00,23.62,-61.16,8.00,,,,,,
1663,02/12/2024 13:10:00,23.62,-60.60,7.99,,,,,,
1664,02/12/2024 13:20:00,23.66,-64.30,8.06,,,,,,
1665,02/12/2024 13:30:00,23.69,-67.19,8.12,,,,,,
1666,02/12/2024 13:40:00,23.66,-67.02,8.12,,,,,,
1667,02/12/2024 13:50:00,23.66,-65.22,8.08,,,,,,
1668,02/12/2024 14:00:00,23.69,-65.00,8.08,,,,,,
1669,02/12/2024 14:10:00,23.66,-65.86,8.09,,,,,,
1670,02/12/2024 14:20:00,23.66,-64.53,8.07,,,,,,
1671,02/12/2024 14:30:00,23.69,-70.66,8.18,,,,,,
1672,02/12/2024 14:40:00,23.71,-69.49,8.16,,,,,,
1673,02/12/2024 14:50:00,23.69,-73.00,8.23,,,,,,
1674,02/12/2024 15:00:00,23.69,-66.44,8.10,,,,,,
1675,02/12/2024 15:10:00,23.69,-61.30,8.01,,,,,,
1676,02/12/2024 15:20:00,23.62,-57.31,7.93,,,,,,
1677,02/12/2024 15:30:00,23.59,-56.36,7.91,,,,,,
1678,02/12/2024 15:40:00,23.57,-54.88,7.89,,,,,,
1679,02/12/2024 15:50:00,23.54,-54.24,7.87,,,,,,
1680,02/12/2024 16:00:00,23.52,-54.22,7.87,,,,,,
1681,02/12/2024 16:10:00,23.52,-53.86,7.87,,,,,,
1682,02/12/2024 16:20:00,23.50,-51.36,7.82,,,,,,
1683,02/12/2024 16:30:00,23.47,-49.38,7.78,,,,,,
1684,02/12/2024 16:40:00,23.45,-48.45,7.76,,,,,,
1685,02/12/2024 16:50:00,23.42,-48.72,7.77,,,,,,
1686,02/12/2024 17:00:00,23.40,-47.00,7.74,,,,,,
1687,02/12/2024 17:10:00,23.38,-45.75,7.71,,,,,,
1688,02/12/2024 17:20:00,23.35,-45.97,7.72,,,,,,
1689,02/12/2024 17:30:00,23.35,-45.11,7.70,,,,,,
1690,02/12/2024 17:40:00,23.35,-44.50,7.69,,,,,,
1691,02/12/2024 17:50:00,23.33,-44.22,7.68,,,,,,
1692,02/12/2024 18:00:00,23.30,-43.58,7.67,,,,,,
1693,02/12/2024 18:10:00,23.30,-42.31,7.65,,,,,,
1694,02/12/2024 18:20:00,23.28,-41.66,7.64,,,,,,
1695,02/12/2024 18:30:00,23.26,-41.05,7.62,,,,,,
1696,02/12/2024 18:40:00,23.26,-40.63,7.62,,,,,,
1697,02/12/2024 18:50:00,23.23,-40.66,7.62,,,,,,
1698,02/12/2024 19:00:00,23.23,-40.33,7.61,,,,,,
1699,02/12/2024 19:10:00,23.21,-39.84,7.60,,,,,,
1700,02/12/2024 19:20:00,23.21,-39.81,7.60,,,,,,
1701,02/12/2024 19:30:00,23.21,-39.24,7.59,,,,,,
1702,02/12/2024 19:40:00,23.18,-39.22,7.59,,,,,,
1703,02/12/2024 19:50:00,23.18,-39.19,7.59,,,,,,
1704,02/12/2024 20:00:00,23.16,-38.94,7.58,,,,,,
1705,02/12/2024 20:10:00,23.16,-38.94,7.58,,,,,,
1706,02/12/2024 20:20:00,23.16,-38.84,7.58,,,,,,
1707,02/12/2024 20:30:00,23.16,-38.80,7.58,,,,,,
1708,02/12/2024 20:40:00,23.14,-37.81,7.56,,,,,,
1709,02/12/2024 20:50:00,23.14,-38.88,7.58,,,,,,
1710,02/12/2024 21:00:00,23.14,-38.33,7.57,,,,,,
1711,02/12/2024 21:10:00,23.14,-38.42,7.57,,,,,,
1712,02/12/2024 21:20:00,23.11,-37.99,7.57,,,,,,
1713,02/12/2024 21:30:00,23.11,-37.72,7.56,,,,,,
1714,02/12/2024 21:40:00,23.11,-37.89,7.56,,,,,,
1715,02/12/2024 21:50:00,23.11,-38.02,7.57,,,,,,
1716,02/12/2024 22:00:00,23.11,-37.66,7.56,,,,,,
1717,02/12/2024 22:10:00,23.09,-37.78,7.56,,,,,,
1718,02/12/2024 22:20:00,23.09,-37.34,7.55,,,,,,
1719,02/12/2024 22:30:00,23.09,-37.02,7.55,,,,,,
1720,02/12/2024 22:40:00,23.09,-36.86,7.54,,,,,,
1721,02/12/2024 22:50:00,23.09,-37.05,7.55,,,,,,
1722,02/12/2024 23:00:00,23.09,-36.95,7.55,,,,,,
1723,02/12/2024 23:10:00,23.09,-36.78,7.54,,,,,,
1724,02/12/2024 23:20:00,23.06,-37.28,7.55,,,,,,
1725,02/12/2024 23:30:00,23.06,-36.49,7.54,,,,,,
1726,02/12/2024 23:40:00,23.06,-37.08,7.55,,,,,,
1727,02/12/2024 23:50:00,23.06,-37.41,7.55,,,,,,
1728,02/13/2024 00:00:00,23.06,-37.09,7.55,,,,,,
1729,02/13/2024 00:10:00,23.04,-37.24,7.55,,,,,,
1730,02/13/2024 00:20:00,23.04,-36.80,7.54,,,,,,
1731,02/13/2024 00:30:00,23.04,-36.83,7.54,,,,,,
1732,02/13/2024 00:40:00,23.02,-37.36,7.55,,,,,,
1733,02/13/2024 00:50:00,23.02,-36.72,7.54,,,,,,
1734,02/13/2024 01:00:00,23.02,-36.92,7.55,,,,,,
1735,02/13/2024 01:10:00,22.99,-37.42,7.56,,,,,,
1736,02/13/2024 01:20:00,22.99,-37.24,7.55,,,,,,
1737,02/13/2024 01:30:00,22.99,-37.34,7.55,,,,,,
1738,02/13/2024 01:40:00,22.99,-37.50,7.56,,,,,,
1739,02/13/2024 01:50:00,22.99,-37.22,7.55,,,,,,
1740,02/13/2024 02:00:00,22.97,-37.25,7.55,,,,,,
1741,02/13/2024 02:10:00,22.97,-37.20,7.55,,,,,,
1742,02/13/2024 02:20:00,22.97,-36.56,7.54,,,,,,
1743,02/13/2024 02:30:00,22.97,-36.91,7.55,,,,,,
1744,02/13/2024 02:40:00,22.97,-37.06,7.55,,,,,,
1745,02/13/2024 02:50:00,22.97,-36.81,7.54,,,,,,
1746,02/13/2024 03:00:00,22.94,-37.77,7.56,,,,,,
1747,02/13/2024 03:10:00,22.92,-37.91,7.56,,,,,,
1748,02/13/2024 03:20:00,22.92,-37.88,7.56,,,,,,
1749,02/13/2024 03:30:00,22.97,-37.02,7.55,,,,,,
1750,02/13/2024 03:40:00,22.99,-36.81,7.54,,,,,,
1751,02/13/2024 03:50:00,23.02,-36.61,7.54,,,,,,
1752,02/13/2024 04:00:00,23.02,-36.72,7.54,,,,,,
1753,02/13/2024 04:10:00,23.04,-36.55,7.54,,,,,,
1754,02/13/2024 04:20:00,23.04,-36.55,7.54,,,,,,
1755,02/13/2024 04:30:00,23.06,-36.58,7.54,,,,,,
1756,02/13/2024 04:40:00,23.06,-36.53,7.54,,,,,,
1757,02/13/2024 04:50:00,23.09,-36.42,7.54,,,,,,
1758,02/13/2024 05:00:00,23.09,-36.50,7.54,,,,,,
1759,02/13/2024 05:10:00,23.09,-36.55,7.54,,,,,,
1760,02/13/2024 05:20:00,23.09,-36.53,7.54,,,,,,
1761,02/13/2024 05:30:00,23.09,-36.69,7.54,,,,,,
1762,02/13/2024 05:40:00,23.11,-36.67,7.54,,,,,,
1763,02/13/2024 05:50:00,23.11,-36.69,7.54,,,,,,
1764,02/13/2024 06:00:00,23.11,-36.77,7.54,,,,,,
1765,02/13/2024 06:10:00,23.11,-36.77,7.54,,,,,,
1766,02/13/2024 06:20:00,23.14,-36.72,7.54,,,,,,
1767,02/13/2024 06:30:00,23.14,-36.66,7.54,,,,,,
1768,02/13/2024 06:40:00,23.14,-36.56,7.54,,,,,,
1769,02/13/2024 06:50:00,23.14,-36.56,7.54,,,,,,
1770,02/13/2024 07:00:00,23.14,-36.63,7.54,,,,,,
1771,02/13/2024 07:10:00,23.14,-36.52,7.54,,,,,,
1772,02/13/2024 07:20:00,23.14,-36.88,7.54,,,,,,
1773,02/13/2024 07:30:00,23.16,-37.14,7.55,,,,,,
1774,02/13/2024 07:40:00,23.16,-37.42,7.56,,,,,,
1775,02/13/2024 07:50:00,23.16,-37.63,7.56,,,,,,
1776,02/13/2024 08:00:00,23.16,-38.11,7.57,,,,,,
1777,02/13/2024 08:10:00,23.16,-38.34,7.57,,,,,,
1778,02/13/2024 08:20:00,23.14,-38.49,7.58,,,,,,
1779,02/13/2024 08:30:00,23.11,-38.86,7.58,,,,,,
1780,02/13/2024 08:40:00,23.09,-39.16,7.59,,,,,,
1781,02/13/2024 08:50:00,23.09,-39.08,7.59,,,,,,
1782,02/13/2024 09:00:00,23.11,-39.53,7.60,,,,,,
1783,02/13/2024 09:10:00,23.11,-39.05,7.59,,,,,,
1784,02/13/2024 09:20:00,23.11,-39.61,7.60,,,,,,
1785,02/13/2024 09:30:00,23.11,-40.19,7.61,,,,,,
1786,02/13/2024 09:40:00,23.11,-41.56,7.63,,,,,,
1787,02/13/2024 09:50:00,23.11,-41.69,7.64,,,,,,
1788,02/13/2024 10:00:00,23.11,-41.60,7.63,,,,,,
1789,02/13/2024 10:10:00,23.11,-41.91,7.64,,,,,,
1790,02/13/2024 10:20:00,23.11,-41.70,7.64,,,,,,
1791,02/13/2024 10:30:00,23.11,-41.85,7.64,,,,,,
1792,02/13/2024 10:40:00,23.11,-41.41,7.63,,,,,,
1793,02/13/2024 10:50:00,23.16,-47.97,7.76,,,,,,
1794,02/13/2024 11:00:00,23.16,-48.89,7.77,,,,,,
1795,02/13/2024 11:10:00,23.18,-49.70,7.79,,,,,,
1796,02/13/2024 11:20:00,23.18,-49.19,7.78,,,,,,
1797,02/13/2024 11:30:00,23.16,-44.77,7.69,,,,,,
1798,02/13/2024 11:40:00,23.16,-45.83,7.71,,,,,,
1799,02/13/2024 11:50:00,23.18,-46.36,7.72,,,,,,
1800,02/13/2024 12:00:00,23.18,-47.19,7.74,,,,,,
1801,02/13/2024 12:10:00,23.18,-46.05,7.72,,,,,,
1802,02/13/2024 12:20:00,23.18,-47.86,7.75,,,,,,
1803,02/13/2024 12:30:00,23.23,-50.81,7.81,,,,,,
1804,02/13/2024 12:40:00,23.23,-48.52,7.77,,,,,,
1805,02/13/2024 12:50:00,23.23,-48.45,7.76,,,,,,
1806,02/13/2024 13:00:00,23.23,-47.85,7.75,,,,,,
1807,02/13/2024 13:10:00,23.26,-50.52,7.80,,,,,,
1808,02/13/2024 13:20:00,23.28,-52.95,7.85,,,,,,
1809,02/13/2024 13:30:00,23.28,-53.50,7.86,,,,,,
1810,02/13/2024 13:40:00,23.26,-49.89,7.79,,,,,,
1811,02/13/2024 13:50:00,23.23,-52.78,7.85,,,,,,
1812,02/13/2024 14:00:00,23.26,-50.00,7.79,,,,,,
1813,02/13/2024 14:10:00,23.28,-53.45,7.86,,,,,,
1814,02/13/2024 14:20:00,23.30,-54.99,7.89,,,,,,
1815,02/13/2024 14:30:00,23.33,-54.60,7.88,,,,,,
1816,02/13/2024 14:40:00,23.30,-53.44,7.86,,,,,,
1817,02/13/2024 14:50:00,23.33,-53.97,7.87,,,,,,
1818,02/13/2024 15:00:00,23.33,-52.70,7.85,,,,,,
1819,02/13/2024 15:10:00,23.30,-51.33,7.82,,,,,,
1820,02/13/2024 15:20:00,23.26,-47.45,7.75,,,,,,
1821,02/13/2024 15:30:00,23.23,-46.30,7.72,,,,,,
1822,02/13/2024 15:40:00,23.23,-45.72,7.71,,,,,,
1823,02/13/2024 15:50:00,23.23,-45.33,7.71,,,,,,
1824,02/13/2024 16:00:00,23.21,-43.55,7.67,,,,,,
1825,02/13/2024 16:10:00,23.21,-43.44,7.67,,,,,,
1826,02/13/2024 16:20:00,23.18,-43.03,7.66,,,,,,
1827,02/13/2024 16:30:00,23.18,-42.33,7.65,,,,,,
1828,02/13/2024 16:40:00,23.16,-42.05,7.64,,,,,,
1829,02/13/2024 16:50:00,23.16,-41.89,7.64,,,,,,
1830,02/13/2024 17:00:00,23.16,-41.25,7.63,,,,,,
1831,02/13/2024 17:10:00,23.14,-41.03,7.62,,,,,,
1832,02/13/2024 17:20:00,23.11,-40.45,7.61,,,,,,
1833,02/13/2024 17:30:00,23.09,-39.59,7.60,,,,,,
1834,02/13/2024 17:40:00,23.09,-38.99,7.58,,,,,,
1835,02/13/2024 17:50:00,23.06,-38.64,7.58,,,,,,
1836,02/13/2024 18:00:00,23.06,-38.24,7.57,,,,,,
1837,02/13/2024 18:10:00,23.06,-37.83,7.56,,,,,,
1838,02/13/2024 18:20:00,23.04,-37.47,7.56,,,,,,
1839,02/13/2024 18:30:00,23.04,-36.99,7.55,,,,,,
1840,02/13/2024 18:40:00,23.04,-36.64,7.54,,,,,,
1841,02/13/2024 18:50:00,23.04,-36.53,7.54,,,,,,
1842,02/13/2024 19:00:00,23.04,-36.31,7.53,,,,,,
1843,02/13/2024 19:10:00,23.04,-36.28,7.53,,,,,,
1844,02/13/2024 19:20:00,23.04,-36.28,7.53,,,,,,
1845,02/13/2024 19:30:00,23.04,-36.08,7.53,,,,,,
1846,02/13/2024 19:40:00,23.04,-36.31,7.53,,,,,,
1847,02/13/2024 19:50:00,23.04,-36.25,7.53,,,,,,
1848,02/13/2024 20:00:00,23.04,-36.28,7.53,,,,,,
1849,02/13/2024 20:10:00,23.04,-36.25,7.53,,,,,,
1850,02/13/2024 20:20:00,23.04,-36.22,7.53,,,,,,
1851,02/13/2024 20:30:00,23.06,-36.22,7.53,,,,,,
1852,02/13/2024 20:40:00,23.06,-36.20,7.53,,,,,,
1853,02/13/2024 20:50:00,23.06,-36.33,7.53,,,,,,
1854,02/13/2024 21:00:00,23.06,-36.17,7.53,,,,,,
1855,02/13/2024 21:10:00,23.06,-36.22,7.53,,,,,,
1856,02/13/2024 21:20:00,23.06,-36.06,7.53,,,,,,
1857,02/13/2024 21:30:00,23.06,-36.17,7.53,,,,,,
1858,02/13/2024 21:40:00,23.06,-35.94,7.53,,,,,,
1859,02/13/2024 21:50:00,23.06,-35.94,7.53,,,,,,
1860,02/13/2024 22:00:00,23.06,-35.80,7.52,,,,,,
1861,02/13/2024 22:10:00,23.04,-35.67,7.52,,,,,,
1862,02/13/2024 22:20:00,23.04,-35.64,7.52,,,,,,
1863,02/13/2024 22:30:00,23.04,-35.44,7.52,,,,,,
1864,02/13/2024 22:40:00,23.02,-35.25,7.51,,,,,,
1865,02/13/2024 22:50:00,23.02,-35.70,7.52,,,,,,
1866,02/13/2024 23:00:00,23.02,-35.78,7.52,,,,,,
1867,02/13/2024 23:10:00,23.02,-35.94,7.53,,,,,,
1868,02/13/2024 23:20:00,23.02,-35.64,7.52,,,,,,
1869,02/13/2024 23:30:00,23.02,-35.64,7.52,,,,,,
1870,02/13/2024 23:40:00,22.99,-35.70,7.52,,,,,,
1871,02/13/2024 23:50:00,22.99,-35.58,7.52,,,,,,
1872,02/14/2024 00:00:00,22.99,-35.89,7.53,,,,,,
1873,02/14/2024 00:10:00,22.99,-35.69,7.52,,,,,,
1874,02/14/2024 00:20:00,22.99,-35.02,7.51,,,,,,
1875,02/14/2024 00:30:00,22.99,-35.34,7.52,,,,,,
1876,02/14/2024 00:40:00,22.99,-35.27,7.51,,,,,,
1877,02/14/2024 00:50:00,22.97,-35.17,7.51,,,,,,
1878,02/14/2024 01:00:00,22.97,-35.05,7.51,,,,,,
1879,02/14/2024 01:10:00,22.97,-34.00,7.49,,,,,,
1880,02/14/2024 01:20:00,22.97,-35.75,7.52,,,,,,
1881,02/14/2024 01:30:00,22.97,-35.69,7.52,,,,,,
1882,02/14/2024 01:40:00,22.97,-35.59,7.52,,,,,,
1883,02/14/2024 01:50:00,22.97,-35.75,7.52,,,,,,
1884,02/14/2024 02:00:00,22.97,-35.81,7.52,,,,,,
1885,02/14/2024 02:10:00,22.94,-35.61,7.52,,,,,,
1886,02/14/2024 02:20:00,22.94,-35.49,7.52,,,,,,
1887,02/14/2024 02:30:00,22.94,-35.95,7.53,,,,,,
1888,02/14/2024 02:40:00,22.94,-35.80,7.52,,,,,,
1889,02/14/2024 02:50:00,22.94,-35.86,7.53,,,,,,
1890,02/14/2024 03:00:00,22.94,-35.58,7.52,,,,,,
1891,02/14/2024 03:10:00,22.94,-35.75,7.52,,,,,,
1892,02/14/2024 03:20:00,22.94,-35.99,7.53,,,,,,
1893,02/14/2024 03:30:00,22.94,-35.56,7.52,,,,,,
1894,02/14/2024 03:40:00,22.94,-35.42,7.52,,,,,,
1895,02/14/2024 03:50:00,22.92,-35.89,7.53,,,,,,
1896,02/14/2024 04:00:00,22.92,-35.36,7.52,,,,,,
1897,02/14/2024 04:10:00,22.92,-36.25,7.53,,,,,,
1898,02/14/2024 04:20:00,22.94,-35.84,7.53,,,,,,
