#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Water Detect,Button Down,Button Up,Host Connected,End of File
3569,07/08/2024 05:10:00,25.16,-46.44,7.89,,,,,
3570,07/08/2024 05:20:00,25.16,-46.31,7.88,,,,,
3571,07/08/2024 05:30:00,25.11,-46.30,7.88,,,,,
3572,07/08/2024 05:40:00,25.09,-45.61,7.87,,,,,
3573,07/08/2024 05:50:00,25.09,-45.47,7.87,,,,,
3574,07/08/2024 06:00:00,25.06,-45.47,7.87,,,,,
3575,07/08/2024 06:10:00,25.06,-45.33,7.86,,,,,
3576,07/08/2024 06:20:00,25.06,-44.77,7.85,,,,,
3577,07/08/2024 06:30:00,25.06,-44.52,7.85,,,,,
3578,07/08/2024 06:40:00,25.04,-44.30,7.84,,,,,
3579,07/08/2024 06:50:00,25.02,-44.28,7.84,,,,,
3580,07/08/2024 07:00:00,25.02,-44.67,7.85,,,,,
3581,07/08/2024 07:10:00,24.99,-44.38,7.85,,,,,
3582,07/08/2024 07:20:00,24.99,-44.20,7.84,,,,,
3583,07/08/2024 07:30:00,24.99,-44.45,7.85,,,,,
3584,07/08/2024 07:40:00,25.02,-44.11,7.84,,,,,
3585,07/08/2024 07:50:00,24.99,-44.13,7.84,,,,,
3586,07/08/2024 08:00:00,24.99,-43.94,7.84,,,,,
3587,07/08/2024 08:10:00,24.99,-44.06,7.84,,,,,
3588,07/08/2024 08:20:00,25.02,-43.92,7.84,,,,,
3589,07/08/2024 08:30:00,25.02,-44.00,7.84,,,,,
3590,07/08/2024 08:40:00,25.02,-44.13,7.84,,,,,
3591,07/08/2024 08:50:00,25.02,-44.00,7.84,,,,,
3592,07/08/2024 09:00:00,25.04,-44.35,7.85,,,,,
3593,07/08/2024 09:10:00,25.04,-44.17,7.84,,,,,
3594,07/08/2024 09:20:00,25.06,-44.38,7.85,,,,,
3595,07/08/2024 09:30:00,25.09,-44.50,7.85,,,,,
3596,07/08/2024 09:40:00,25.16,-44.92,7.86,,,,,
3597,07/08/2024 09:50:00,25.23,-45.47,7.87,,,,,
3598,07/08/2024 10:00:00,25.31,-46.30,7.88,,,,,
3599,07/08/2024 10:10:00,25.36,-47.13,7.90,,,,,
3600,07/08/2024 10:20:00,25.40,-46.80,7.89,,,,,
3601,07/08/2024 10:30:00,25.48,-47.16,7.90,,,,,
3602,07/08/2024 10:40:00,25.55,-47.35,7.90,,,,,
3603,07/08/2024 10:50:00,25.62,-48.22,7.92,,,,,
3604,07/08/2024 11:00:00,25.72,-48.55,7.93,,,,,
3605,07/08/2024 11:10:00,25.82,-49.58,7.95,,,,,
3606,07/08/2024 11:20:00,25.91,-50.02,7.96,,,,,
3607,07/08/2024 11:30:00,26.01,-51.27,7.98,,,,,
3608,07/08/2024 11:40:00,26.11,-52.10,8.00,,,,,
3609,07/08/2024 11:50:00,26.23,-52.39,8.00,,,,,
3610,07/08/2024 12:00:00,26.38,-54.52,8.05,,,,,
3611,07/08/2024 12:10:00,26.57,-57.58,8.11,,,,,
3612,07/08/2024 12:20:00,26.60,-55.64,8.07,,,,,
3613,07/08/2024 12:30:00,26.70,-57.53,8.11,,,,,
3614,07/08/2024 12:40:00,26.79,-58.02,8.12,,,,,
3615,07/08/2024 12:50:00,26.87,-58.06,8.12,,,,,
3616,07/08/2024 13:00:00,26.92,-59.33,8.14,,,,,
3617,07/08/2024 13:10:00,27.01,-60.08,8.16,,,,,
3618,07/08/2024 13:20:00,27.09,-60.44,8.16,,,,,
3619,07/08/2024 13:30:00,27.16,-62.13,8.20,,,,,
3620,07/08/2024 13:40:00,27.21,-61.77,8.19,,,,,
3621,07/08/2024 13:50:00,27.26,-61.46,8.18,,,,,
3622,07/08/2024 14:00:00,27.28,-62.80,8.21,,,,,
3623,07/08/2024 14:10:00,27.38,-63.64,8.23,,,,,
3624,07/08/2024 14:20:00,27.41,-61.61,8.19,,,,,
3625,07/08/2024 14:30:00,27.46,-62.25,8.20,,,,,
3626,07/08/2024 14:40:00,27.48,-62.36,8.20,,,,,
3627,07/08/2024 14:50:00,27.51,-64.71,8.25,,,,,
3628,07/08/2024 15:00:00,27.48,-62.42,8.20,,,,,
3629,07/08/2024 15:10:00,27.53,-63.72,8.23,,,,,
3630,07/08/2024 15:20:00,27.53,-63.00,8.21,,,,,
3631,07/08/2024 15:30:00,27.55,-63.22,8.22,,,,,
3632,07/08/2024 15:40:00,27.55,-63.21,8.22,,,,,
3633,07/08/2024 15:50:00,27.55,-62.89,8.21,,,,,
3634,07/08/2024 16:00:00,27.58,-63.60,8.23,,,,,
3635,07/08/2024 16:10:00,27.60,-62.55,8.20,,,,,
3636,07/08/2024 16:20:00,27.65,-63.64,8.23,,,,,
3637,07/08/2024 16:30:00,27.65,-63.44,8.22,,,,,
3638,07/08/2024 16:40:00,27.68,-62.89,8.21,,,,,
3639,07/08/2024 16:50:00,27.63,-62.74,8.21,,,,,
3640,07/08/2024 17:00:00,27.65,-63.61,8.23,,,,,
3641,07/08/2024 17:10:00,27.65,-62.53,8.20,,,,,
3642,07/08/2024 17:20:00,27.65,-62.63,8.21,,,,,
3643,07/08/2024 17:30:00,27.65,-62.30,8.20,,,,,
3644,07/08/2024 17:40:00,27.63,-61.58,8.18,,,,,
3645,07/08/2024 17:50:00,27.63,-61.44,8.18,,,,,
3646,07/08/2024 18:00:00,27.63,-61.22,8.18,,,,,
3647,07/08/2024 18:10:00,27.60,-60.89,8.17,,,,,
3648,07/08/2024 18:20:00,27.58,-60.50,8.16,,,,,
3649,07/08/2024 18:30:00,27.60,-60.02,8.15,,,,,
3650,07/08/2024 18:40:00,27.60,-58.56,8.12,,,,,
3651,07/08/2024 18:50:00,27.60,-58.70,8.13,,,,,
3652,07/08/2024 19:00:00,27.58,-57.81,8.11,,,,,
3653,07/08/2024 19:10:00,27.60,-57.88,8.11,,,,,
3654,07/08/2024 19:20:00,27.58,-57.61,8.11,,,,,
3655,07/08/2024 19:30:00,27.60,-56.85,8.09,,,,,
3656,07/08/2024 19:40:00,27.55,-56.16,8.08,,,,,
3657,07/08/2024 19:50:00,27.51,-55.14,8.06,,,,,
3658,07/08/2024 20:00:00,27.46,-54.77,8.05,,,,,
3659,07/08/2024 20:10:00,27.48,-54.24,8.04,,,,,
3660,07/08/2024 20:20:00,27.43,-53.85,8.03,,,,,
3661,07/08/2024 20:30:00,27.43,-53.80,8.03,,,,,
3662,07/08/2024 20:40:00,27.36,-52.92,8.01,,,,,
3663,07/08/2024 20:50:00,27.36,-53.20,8.02,,,,,
3664,07/08/2024 21:00:00,27.31,-52.11,8.00,,,,,
3665,07/08/2024 21:10:00,27.31,-51.47,7.98,,,,,
3666,07/08/2024 21:20:00,27.31,-51.41,7.98,,,,,
3667,07/08/2024 21:30:00,27.28,-51.10,7.97,,,,,
3668,07/08/2024 21:40:00,27.26,-50.47,7.96,,,,,
3669,07/08/2024 21:50:00,27.23,-49.94,7.95,,,,,
3670,07/08/2024 22:00:00,27.21,-49.56,7.94,,,,,
3671,07/08/2024 22:10:00,27.19,-49.44,7.94,,,,,
3672,07/08/2024 22:20:00,27.16,-48.94,7.93,,,,,
3673,07/08/2024 22:30:00,27.14,-49.02,7.93,,,,,
3674,07/08/2024 22:40:00,27.11,-48.83,7.93,,,,,
3675,07/08/2024 22:50:00,27.09,-48.88,7.93,,,,,
3676,07/08/2024 23:00:00,27.06,-48.28,7.92,,,,,
3677,07/08/2024 23:10:00,27.04,-48.31,7.92,,,,,
3678,07/08/2024 23:20:00,27.01,-48.17,7.92,,,,,
3679,07/08/2024 23:30:00,26.99,-48.19,7.92,,,,,
3680,07/08/2024 23:40:00,26.94,-47.97,7.91,,,,,
3681,07/08/2024 23:50:00,26.92,-47.72,7.91,,,,,
3682,07/09/2024 00:00:00,26.89,-47.35,7.90,,,,,
3683,07/09/2024 00:10:00,26.87,-46.74,7.89,,,,,
3684,07/09/2024 00:20:00,26.84,-46.52,7.88,,,,,
3685,07/09/2024 00:30:00,26.82,-46.75,7.89,,,,,
3686,07/09/2024 00:40:00,26.79,-46.25,7.88,,,,,
3687,07/09/2024 00:50:00,26.77,-45.81,7.87,,,,,
3688,07/09/2024 01:00:00,26.74,-45.85,7.87,,,,,
3689,07/09/2024 01:10:00,26.72,-45.52,7.86,,,,,
3690,07/09/2024 01:20:00,26.70,-45.88,7.87,,,,,
3691,07/09/2024 01:30:00,26.67,-45.53,7.86,,,,,
3692,07/09/2024 01:40:00,26.65,-45.45,7.86,,,,,
3693,07/09/2024 01:50:00,26.62,-45.42,7.86,,,,,
3694,07/09/2024 02:00:00,26.57,-45.47,7.86,,,,,
3695,07/09/2024 02:10:00,26.57,-45.24,7.86,,,,,
3696,07/09/2024 02:20:00,26.55,-45.25,7.86,,,,,
3697,07/09/2024 02:30:00,26.55,-45.02,7.85,,,,,
3698,07/09/2024 02:40:00,26.52,-44.91,7.85,,,,,
3699,07/09/2024 02:50:00,26.50,-45.03,7.85,,,,,
3700,07/09/2024 03:00:00,26.45,-45.05,7.86,,,,,
3701,07/09/2024 03:10:00,26.43,-44.80,7.85,,,,,
3702,07/09/2024 03:20:00,26.40,-45.06,7.86,,,,,
3703,07/09/2024 03:30:00,26.35,-45.02,7.85,,,,,
3704,07/09/2024 03:40:00,26.33,-44.91,7.85,,,,,
3705,07/09/2024 03:50:00,26.30,-45.03,7.86,,,,,
3706,07/09/2024 04:00:00,26.28,-44.91,7.85,,,,,
3707,07/09/2024 04:10:00,26.26,-44.80,7.85,,,,,
3708,07/09/2024 04:20:00,26.23,-44.99,7.85,,,,,
3709,07/09/2024 04:30:00,26.21,-44.83,7.85,,,,,
3710,07/09/2024 04:40:00,26.21,-44.77,7.85,,,,,
3711,07/09/2024 04:50:00,26.16,-45.06,7.86,,,,,
3712,07/09/2024 05:00:00,26.11,-44.78,7.85,,,,,
3713,07/09/2024 05:10:00,26.11,-44.63,7.85,,,,,
3714,07/09/2024 05:20:00,26.08,-44.53,7.85,,,,,
3715,07/09/2024 05:30:00,26.06,-44.86,7.85,,,,,
3716,07/09/2024 05:40:00,26.04,-44.86,7.85,,,,,
3717,07/09/2024 05:50:00,25.99,-44.70,7.85,,,,,
3718,07/09/2024 06:00:00,25.96,-44.58,7.85,,,,,
3719,07/09/2024 06:10:00,25.94,-44.55,7.85,,,,,
3720,07/09/2024 06:20:00,25.94,-44.53,7.85,,,,,
3721,07/09/2024 06:30:00,25.89,-44.56,7.85,,,,,
3722,07/09/2024 06:40:00,25.87,-44.31,7.84,,,,,
3723,07/09/2024 06:50:00,25.84,-44.83,7.85,,,,,
3724,07/09/2024 07:00:00,25.79,-44.66,7.85,,,,,
3725,07/09/2024 07:10:00,25.79,-44.30,7.84,,,,,
3726,07/09/2024 07:20:00,25.77,-44.13,7.84,,,,,
3727,07/09/2024 07:30:00,25.77,-44.31,7.84,,,,,
3728,07/09/2024 07:40:00,25.74,-44.42,7.84,,,,,
3729,07/09/2024 07:50:00,25.74,-44.38,7.84,,,,,
3730,07/09/2024 08:00:00,25.74,-44.44,7.84,,,,,
3731,07/09/2024 08:10:00,25.74,-44.41,7.84,,,,,
3732,07/09/2024 08:20:00,25.74,-44.60,7.85,,,,,
3733,07/09/2024 08:30:00,25.77,-44.61,7.85,,,,,
3734,07/09/2024 08:40:00,25.79,-44.97,7.86,,,,,
3735,07/09/2024 08:50:00,25.79,-44.50,7.85,,,,,
3736,07/09/2024 09:00:00,25.82,-44.72,7.85,,,,,
3737,07/09/2024 09:10:00,25.84,-45.08,7.86,,,,,
3738,07/09/2024 09:20:00,25.87,-45.13,7.86,,,,,
3739,07/09/2024 09:30:00,25.91,-44.85,7.85,,,,,
3740,07/09/2024 09:40:00,25.94,-44.64,7.85,,,,,
3741,07/09/2024 09:50:00,25.99,-44.74,7.85,,,,,
3742,07/09/2024 10:00:00,26.06,-44.88,7.85,,,,,
3743,07/09/2024 10:10:00,26.11,-45.16,7.86,,,,,
3744,07/09/2024 10:20:00,26.21,-45.63,7.87,,,,,
3745,07/09/2024 10:30:00,26.26,-46.35,7.88,,,,,
3746,07/09/2024 10:40:00,26.33,-46.63,7.89,,,,,
3747,07/09/2024 10:50:00,26.43,-47.67,7.91,,,,,
3748,07/09/2024 11:00:00,26.55,-48.56,7.93,,,,,
3749,07/09/2024 11:10:00,26.62,-48.99,7.93,,,,,
3750,07/09/2024 11:20:00,26.70,-49.42,7.94,,,,,
3751,07/09/2024 11:30:00,26.79,-50.24,7.96,,,,,
3752,07/09/2024 11:40:00,26.89,-50.97,7.97,,,,,
3753,07/09/2024 11:50:00,27.09,-51.94,7.99,,,,,
3754,07/09/2024 12:00:00,27.19,-53.69,8.03,,,,,
3755,07/09/2024 12:10:00,27.23,-54.47,8.04,,,,,
3756,07/09/2024 12:20:00,27.38,-56.78,8.09,,,,,
3757,07/09/2024 12:30:00,27.43,-58.11,8.12,,,,,
3758,07/09/2024 12:40:00,27.55,-59.81,8.15,,,,,
3759,07/09/2024 12:50:00,27.63,-60.95,8.17,,,,,
3760,07/09/2024 13:00:00,27.70,-61.42,8.18,,,,,
3761,07/09/2024 13:10:00,27.73,-61.72,8.19,,,,,
3762,07/09/2024 13:20:00,27.75,-62.42,8.20,,,,,
3763,07/09/2024 13:30:00,27.73,-61.30,8.18,,,,,
3764,07/09/2024 13:40:00,27.78,-62.41,8.20,,,,,
3765,07/09/2024 13:50:00,27.83,-63.80,8.23,,,,,
3766,07/09/2024 14:00:00,27.78,-61.97,8.19,,,,,
3767,07/09/2024 14:10:00,27.80,-62.81,8.21,,,,,
3768,07/09/2024 14:20:00,27.80,-63.02,8.21,,,,,
3769,07/09/2024 14:30:00,27.75,-61.27,8.18,,,,,
3770,07/09/2024 14:40:00,27.78,-61.81,8.19,,,,,
3771,07/09/2024 14:50:00,27.85,-64.06,8.23,,,,,
3772,07/09/2024 15:00:00,27.70,-60.88,8.17,,,,,
3773,07/09/2024 15:10:00,27.68,-59.14,8.14,,,,,
3774,07/09/2024 15:20:00,27.68,-59.35,8.14,,,,,
3775,07/09/2024 15:30:00,27.68,-59.85,8.15,,,,,
3776,07/09/2024 15:40:00,27.73,-62.31,8.20,,,,,
3777,07/09/2024 15:50:00,27.68,-59.50,8.14,,,,,
3778,07/09/2024 16:00:00,27.63,-59.66,8.15,,,,,
3779,07/09/2024 16:10:00,27.65,-59.67,8.15,,,,,
3780,07/09/2024 16:20:00,27.68,-60.03,8.15,,,,,
3781,07/09/2024 16:30:00,27.68,-60.33,8.16,,,,,
3782,07/09/2024 16:40:00,27.65,-60.27,8.16,,,,,
3783,07/09/2024 16:50:00,27.63,-59.33,8.14,,,,,
3784,07/09/2024 17:00:00,27.70,-59.64,8.15,,,,,
3785,07/09/2024 17:10:00,27.73,-59.02,8.13,,,,,
3786,07/09/2024 17:20:00,27.73,-57.92,8.11,,,,,
3787,07/09/2024 17:30:00,27.68,-57.02,8.09,,,,,
3788,07/09/2024 17:40:00,27.70,-56.89,8.09,,,,,
3789,07/09/2024 17:50:00,27.70,-57.44,8.10,,,,,
3790,07/09/2024 18:00:00,27.68,-57.45,8.10,,,,,
3791,07/09/2024 18:10:00,27.70,-57.08,8.09,,,,,
3792,07/09/2024 18:20:00,27.68,-56.58,8.08,,,,,
3793,07/09/2024 18:30:00,27.65,-55.75,8.07,,,,,
3794,07/09/2024 18:40:00,27.60,-55.20,8.06,,,,,
3795,07/09/2024 18:50:00,27.55,-54.36,8.04,,,,,
3796,07/09/2024 19:00:00,27.53,-53.85,8.03,,,,,
3797,07/09/2024 19:10:00,27.51,-54.19,8.04,,,,,
3798,07/09/2024 19:20:00,27.46,-53.36,8.02,,,,,
3799,07/09/2024 19:30:00,27.43,-52.94,8.01,,,,,
3800,07/09/2024 19:40:00,27.41,-52.14,8.00,,,,,
3801,07/09/2024 19:50:00,27.36,-52.44,8.00,,,,,
3802,07/09/2024 20:00:00,27.31,-52.13,8.00,,,,,
3803,07/09/2024 20:10:00,27.28,-52.24,8.00,,,,,
3804,07/09/2024 20:20:00,27.23,-52.14,8.00,,,,,
3805,07/09/2024 20:30:00,27.19,-51.38,7.98,,,,,
3806,07/09/2024 20:40:00,27.11,-50.69,7.97,,,,,
3807,07/09/2024 20:50:00,27.09,-50.56,7.96,,,,,
3808,07/09/2024 21:00:00,27.06,-50.13,7.96,,,,,
3809,07/09/2024 21:10:00,27.04,-49.31,7.94,,,,,
3810,07/09/2024 21:20:00,27.01,-49.00,7.93,,,,,
3811,07/09/2024 21:30:00,26.99,-49.16,7.94,,,,,
3812,07/09/2024 21:40:00,26.94,-48.56,7.92,,,,,
3813,07/09/2024 21:50:00,26.92,-48.27,7.92,,,,,
3814,07/09/2024 22:00:00,26.87,-48.53,7.92,,,,,
3815,07/09/2024 22:10:00,26.82,-48.28,7.92,,,,,
3816,07/09/2024 22:20:00,26.77,-47.91,7.91,,,,,
3817,07/09/2024 22:30:00,26.74,-47.49,7.90,,,,,
3818,07/09/2024 22:40:00,26.70,-47.69,7.91,,,,,
3819,07/09/2024 22:50:00,26.67,-47.17,7.90,,,,,
3820,07/09/2024 23:00:00,26.62,-46.83,7.89,,,,,
3821,07/09/2024 23:10:00,26.57,-46.67,7.89,,,,,
3822,07/09/2024 23:20:00,26.52,-46.78,7.89,,,,,
3823,07/09/2024 23:30:00,26.45,-46.74,7.89,,,,,
3824,07/09/2024 23:40:00,26.40,-46.61,7.89,,,,,
3825,07/09/2024 23:50:00,26.43,-46.05,7.88,,,,,
3826,07/10/2024 00:00:00,26.40,-45.86,7.87,,,,,
3827,07/10/2024 00:10:00,26.38,-45.72,7.87,,,,,
3828,07/10/2024 00:20:00,26.38,-45.50,7.86,,,,,
3829,07/10/2024 00:30:00,26.35,-45.45,7.86,,,,,
3830,07/10/2024 00:40:00,26.33,-45.19,7.86,,,,,
3831,07/10/2024 00:50:00,26.28,-45.25,7.86,,,,,
3832,07/10/2024 01:00:00,26.26,-45.11,7.86,,,,,
3833,07/10/2024 01:10:00,26.26,-45.05,7.86,,,,,
3834,07/10/2024 01:20:00,26.23,-44.80,7.85,,,,,
3835,07/10/2024 01:30:00,26.21,-44.95,7.85,,,,,
3836,07/10/2024 01:40:00,26.18,-44.97,7.85,,,,,
3837,07/10/2024 01:50:00,26.13,-45.17,7.86,,,,,
3838,07/10/2024 02:00:00,26.13,-44.85,7.85,,,,,
3839,07/10/2024 02:10:00,26.13,-44.49,7.84,,,,,
3840,07/10/2024 02:20:00,26.11,-44.99,7.85,,,,,
3841,07/10/2024 02:30:00,26.08,-45.05,7.86,,,,,
3842,07/10/2024 02:40:00,26.08,-44.83,7.85,,,,,
3843,07/10/2024 02:50:00,26.04,-45.08,7.86,,,,,
3844,07/10/2024 03:00:00,26.01,-44.83,7.85,,,,,
3845,07/10/2024 03:10:00,25.99,-44.85,7.85,,,,,
3846,07/10/2024 03:20:00,25.99,-44.97,7.86,,,,,
3847,07/10/2024 03:30:00,25.94,-44.74,7.85,,,,,
3848,07/10/2024 03:40:00,25.91,-44.69,7.85,,,,,
3849,07/10/2024 03:50:00,25.87,-44.66,7.85,,,,,
3850,07/10/2024 04:00:00,25.84,-44.41,7.84,,,,,
3851,07/10/2024 04:10:00,25.82,-44.33,7.84,,,,,
3852,07/10/2024 04:20:00,25.79,-44.35,7.84,,,,,
3853,07/10/2024 04:30:00,25.77,-44.25,7.84,,,,,
3854,07/10/2024 04:40:00,25.70,-44.38,7.84,,,,,
3855,07/10/2024 04:50:00,25.70,-44.28,7.84,,,,,
3856,07/10/2024 05:00:00,25.70,-44.38,7.84,,,,,
3857,07/10/2024 05:10:00,25.67,-44.35,7.84,,,,,
3858,07/10/2024 05:20:00,25.65,-44.28,7.84,,,,,
3859,07/10/2024 05:30:00,25.60,-44.31,7.84,,,,,
3860,07/10/2024 05:40:00,25.60,-44.45,7.85,,,,,
3861,07/10/2024 05:50:00,25.57,-44.39,7.84,,,,,
3862,07/10/2024 06:00:00,25.55,-44.44,7.85,,,,,
3863,07/10/2024 06:10:00,25.50,-44.16,7.84,,,,,
3864,07/10/2024 06:20:00,25.48,-44.13,7.84,,,,,
3865,07/10/2024 06:30:00,25.45,-44.10,7.84,,,,,
3866,07/10/2024 06:40:00,25.43,-44.10,7.84,,,,,
3867,07/10/2024 06:50:00,25.40,-44.20,7.84,,,,,
3868,07/10/2024 07:00:00,25.38,-43.92,7.84,,,,,
3869,07/10/2024 07:10:00,25.38,-43.91,7.84,,,,,
3870,07/10/2024 07:20:00,25.36,-43.88,7.83,,,,,
3871,07/10/2024 07:30:00,25.36,-43.95,7.84,,,,,
3872,07/10/2024 07:40:00,25.33,-43.74,7.83,,,,,
3873,07/10/2024 07:50:00,25.33,-43.86,7.83,,,,,
3874,07/10/2024 08:00:00,25.33,-44.02,7.84,,,,,
3875,07/10/2024 08:10:00,25.33,-43.91,7.84,,,,,
3876,07/10/2024 08:20:00,25.33,-43.97,7.84,,,,,
3877,07/10/2024 08:30:00,25.36,-44.13,7.84,,,,,
3878,07/10/2024 08:40:00,25.38,-44.28,7.84,,,,,
3879,07/10/2024 08:50:00,25.38,-44.13,7.84,,,,,
3880,07/10/2024 09:00:00,25.43,-44.70,7.85,,,,,
3881,07/10/2024 09:10:00,25.43,-44.36,7.84,,,,,
3882,07/10/2024 09:20:00,25.48,-44.85,7.85,,,,,
3883,07/10/2024 09:30:00,25.53,-44.85,7.85,,,,,
3884,07/10/2024 09:40:00,25.55,-44.78,7.85,,,,,
3885,07/10/2024 09:50:00,25.60,-45.10,7.86,,,,,
3886,07/10/2024 10:00:00,25.65,-45.22,7.86,,,,,
3887,07/10/2024 10:10:00,25.72,-45.60,7.87,,,,,
3888,07/10/2024 10:20:00,25.77,-45.70,7.87,,,,,
3889,07/10/2024 10:30:00,25.84,-46.24,7.88,,,,,
3890,07/10/2024 10:40:00,25.87,-46.33,7.88,,,,,
3891,07/10/2024 10:50:00,25.89,-46.53,7.89,,,,,
3892,07/10/2024 11:00:00,25.94,-47.42,7.90,,,,,
3893,07/10/2024 11:10:00,25.96,-48.24,7.92,,,,,
3894,07/10/2024 11:20:00,25.99,-48.55,7.93,,,,,
3895,07/10/2024 11:30:00,26.01,-49.30,7.94,,,,,
3896,07/10/2024 11:40:00,26.04,-49.56,7.95,,,,,
3897,07/10/2024 11:50:00,26.08,-50.88,7.97,,,,,
3898,07/10/2024 12:00:00,26.16,-50.81,7.97,,,,,
3899,07/10/2024 12:10:00,26.28,-52.81,8.01,,,,,
3900,07/10/2024 12:20:00,26.33,-53.13,8.02,,,,,
3901,07/10/2024 12:30:00,26.43,-53.94,8.04,,,,,
3902,07/10/2024 12:40:00,26.50,-53.60,8.03,,,,,
3903,07/10/2024 12:50:00,26.65,-55.27,8.06,,,,,
3904,07/10/2024 13:00:00,26.72,-56.41,8.08,,,,,
3905,07/10/2024 13:10:00,26.77,-56.36,8.08,,,,,
3906,07/10/2024 13:20:00,26.87,-56.66,8.09,,,,,
3907,07/10/2024 13:30:00,26.96,-56.66,8.09,,,,,
3908,07/10/2024 13:40:00,27.01,-57.61,8.11,,,,,
3909,07/10/2024 13:50:00,27.04,-58.95,8.13,,,,,
3910,07/10/2024 14:00:00,27.06,-58.11,8.12,,,,,
3911,07/10/2024 14:10:00,27.14,-58.95,8.13,,,,,
3912,07/10/2024 14:20:00,27.21,-59.92,8.15,,,,,
3913,07/10/2024 14:30:00,27.23,-60.00,8.15,,,,,
3914,07/10/2024 14:40:00,27.26,-59.78,8.15,,,,,
3915,07/10/2024 14:50:00,27.33,-60.16,8.16,,,,,
3916,07/10/2024 15:00:00,27.31,-60.56,8.17,,,,,
3917,07/10/2024 15:10:00,27.38,-62.06,8.20,,,,,
3918,07/10/2024 15:20:00,27.41,-61.55,8.19,,,,,
3919,07/10/2024 15:30:00,27.46,-63.06,8.22,,,,,
3920,07/10/2024 15:40:00,27.36,-61.16,8.18,,,,,
3921,07/10/2024 15:50:00,27.43,-62.81,8.21,,,,,
3922,07/10/2024 16:00:00,27.46,-62.72,8.21,,,,,
3923,07/10/2024 16:10:00,27.43,-62.08,8.20,,,,,
3924,07/10/2024 16:20:00,27.41,-61.56,8.19,,,,,
3925,07/10/2024 16:30:00,27.46,-62.21,8.20,,,,,
3926,07/10/2024 16:40:00,27.38,-60.33,8.16,,,,,
3927,07/10/2024 16:50:00,27.38,-60.64,8.17,,,,,
3928,07/10/2024 17:00:00,27.31,-60.38,8.16,,,,,
3929,07/10/2024 17:10:00,27.33,-60.20,8.16,,,,,
3930,07/10/2024 17:20:00,27.36,-60.31,8.16,,,,,
3931,07/10/2024 17:30:00,27.28,-59.28,8.14,,,,,
3932,07/10/2024 17:40:00,27.36,-60.05,8.15,,,,,
3933,07/10/2024 17:50:00,27.28,-59.97,8.15,,,,,
3934,07/10/2024 18:00:00,27.26,-58.85,8.13,,,,,
3935,07/10/2024 18:10:00,27.23,-57.06,8.10,,,,,
3936,07/10/2024 18:20:00,27.23,-56.80,8.09,,,,,
3937,07/10/2024 18:30:00,27.19,-56.81,8.09,,,,,
3938,07/10/2024 18:40:00,27.19,-57.45,8.10,,,,,
3939,07/10/2024 18:50:00,27.16,-56.95,8.09,,,,,
3940,07/10/2024 19:00:00,27.11,-56.16,8.08,,,,,
3941,07/10/2024 19:10:00,27.09,-55.52,8.06,,,,,
3942,07/10/2024 19:20:00,27.06,-55.33,8.06,,,,,
3943,07/10/2024 19:30:00,27.06,-54.45,8.04,,,,,
3944,07/10/2024 19:40:00,27.01,-54.35,8.04,,,,,
3945,07/10/2024 19:50:00,27.01,-53.63,8.03,,,,,
3946,07/10/2024 20:00:00,26.94,-53.60,8.03,,,,,
3947,07/10/2024 20:10:00,26.92,-53.16,8.02,,,,,
3948,07/10/2024 20:20:00,26.87,-52.35,8.00,,,,,
3949,07/10/2024 20:30:00,26.82,-51.86,7.99,,,,,
3950,07/10/2024 20:40:00,26.82,-51.86,7.99,,,,,
3951,07/10/2024 20:50:00,26.79,-51.33,7.98,,,,,
3952,07/10/2024 21:00:00,26.74,-50.88,7.97,,,,,
3953,07/10/2024 21:10:00,26.72,-50.56,7.97,,,,,
3954,07/10/2024 21:20:00,26.67,-50.16,7.96,,,,,
3955,07/10/2024 21:30:00,26.65,-49.75,7.95,,,,,
3956,07/10/2024 21:40:00,26.62,-49.35,7.94,,,,,
3957,07/10/2024 21:50:00,26.57,-49.33,7.94,,,,,
3958,07/10/2024 22:00:00,26.55,-48.78,7.93,,,,,
3959,07/10/2024 22:10:00,26.48,-49.10,7.94,,,,,
3960,07/10/2024 22:20:00,26.43,-48.80,7.93,,,,,
3961,07/10/2024 22:30:00,26.43,-48.22,7.92,,,,,
3962,07/10/2024 22:40:00,26.35,-48.74,7.93,,,,,
3963,07/10/2024 22:50:00,26.33,-47.99,7.92,,,,,
3964,07/10/2024 23:00:00,26.30,-47.67,7.91,,,,,
3965,07/10/2024 23:10:00,26.26,-47.69,7.91,,,,,
3966,07/10/2024 23:20:00,26.23,-47.61,7.91,,,,,
3967,07/10/2024 23:30:00,26.18,-47.64,7.91,,,,,
3968,07/10/2024 23:40:00,26.16,-47.11,7.90,,,,,
3969,07/10/2024 23:50:00,26.11,-46.77,7.89,,,,,
3970,07/11/2024 00:00:00,26.04,-46.53,7.89,,,,,
3971,07/11/2024 00:10:00,26.04,-46.08,7.88,,,,,
3972,07/11/2024 00:20:00,25.99,-46.14,7.88,,,,,
3973,07/11/2024 00:30:00,25.96,-45.99,7.88,,,,,
3974,07/11/2024 00:40:00,25.91,-45.53,7.87,,,,,
3975,07/11/2024 00:50:00,25.91,-45.53,7.87,,,,,
3976,07/11/2024 01:00:00,25.87,-45.91,7.87,,,,,
3977,07/11/2024 01:10:00,25.84,-45.49,7.87,,,,,
