#,Date-Time (HST),Ch: 1 - Temperature   (°C),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Water Detect,Button Down,Button Up,Host Connected,Stopped,End of File
955,02/15/2023 15:50:00,23.28,157.82,3.67,,,,,,
956,02/15/2023 16:00:00,23.35,157.83,3.67,,,,,,
957,02/15/2023 16:10:00,23.42,157.83,3.67,,,,,,
958,02/15/2023 16:20:00,23.42,157.83,3.67,,,,,,
959,02/15/2023 16:30:00,23.26,157.82,3.67,,,,,,
960,02/15/2023 16:40:00,23.09,157.80,3.66,,,,,,
961,02/15/2023 16:50:00,22.92,158.00,3.66,,,,,,
962,02/15/2023 17:00:00,22.85,157.55,3.67,,,,,,
963,02/15/2023 17:10:00,22.63,157.85,3.66,,,,,,
964,02/15/2023 17:20:00,22.30,158.13,3.65,,,,,,
965,02/15/2023 17:30:00,22.06,157.69,3.65,,,,,,
966,02/15/2023 17:40:00,21.72,157.75,3.65,,,,,,
967,02/15/2023 17:50:00,21.99,157.94,3.65,,,,,,
968,02/15/2023 18:00:00,22.47,158.13,3.65,,,,,,
969,02/15/2023 18:10:00,22.87,158.19,3.65,,,,,,
970,02/15/2023 18:20:00,23.26,158.22,3.66,,,,,,
971,02/15/2023 18:30:00,23.59,158.25,3.66,,,,,,
972,02/15/2023 18:40:00,23.88,158.27,3.66,,,,,,
973,02/15/2023 18:50:00,24.12,158.25,3.67,,,,,,
974,02/15/2023 19:00:00,24.32,158.22,3.67,,,,,,
975,02/15/2023 19:10:00,24.48,158.18,3.67,,,,,,
976,02/15/2023 19:20:00,24.60,158.15,3.67,,,,,,
977,02/15/2023 19:30:00,24.70,158.10,3.68,,,,,,
978,02/15/2023 19:40:00,24.80,158.05,3.68,,,,,,
979,02/15/2023 19:50:00,24.85,158.02,3.68,,,,,,
980,02/15/2023 20:00:00,24.87,157.99,3.68,,,,,,
981,02/15/2023 20:10:00,24.90,157.94,3.68,,,,,,
982,02/15/2023 20:20:00,24.92,157.91,3.68,,,,,,
983,02/15/2023 20:30:00,24.92,157.88,3.68,,,,,,
984,02/15/2023 20:40:00,24.90,157.86,3.68,,,,,,
985,02/15/2023 20:50:00,24.87,157.83,3.68,,,,,,
986,02/15/2023 21:00:00,24.85,157.82,3.68,,,,,,
987,02/15/2023 21:10:00,24.80,157.80,3.68,,,,,,
988,02/15/2023 21:20:00,24.77,157.79,3.68,,,,,,
989,02/15/2023 21:30:00,24.73,157.77,3.68,,,,,,
990,02/15/2023 21:40:00,24.68,157.75,3.68,,,,,,
991,02/15/2023 21:50:00,24.63,157.75,3.68,,,,,,
992,02/15/2023 22:00:00,24.56,157.74,3.68,,,,,,
993,02/15/2023 22:10:00,24.51,157.74,3.68,,,,,,
994,02/15/2023 22:20:00,24.44,157.72,3.68,,,,,,
995,02/15/2023 22:30:00,24.39,157.69,3.68,,,,,,
996,02/15/2023 22:40:00,24.32,157.69,3.68,,,,,,
997,02/15/2023 22:50:00,24.24,157.68,3.68,,,,,,
998,02/15/2023 23:00:00,24.17,157.66,3.68,,,,,,
999,02/15/2023 23:10:00,24.12,157.66,3.68,,,,,,
1000,02/15/2023 23:20:00,24.05,157.65,3.68,,,,,,
1001,02/15/2023 23:30:00,24.00,157.65,3.68,,,,,,
1002,02/15/2023 23:40:00,23.93,157.65,3.68,,,,,,
1003,02/15/2023 23:50:00,23.88,157.63,3.68,,,,,,
1004,02/16/2023 00:00:00,23.81,157.63,3.67,,,,,,
1005,02/16/2023 00:10:00,23.76,157.63,3.67,,,,,,
1006,02/16/2023 00:20:00,23.71,157.63,3.67,,,,,,
1007,02/16/2023 00:30:00,23.66,157.63,3.67,,,,,,
1008,02/16/2023 00:40:00,23.62,157.65,3.67,,,,,,
1009,02/16/2023 00:50:00,23.57,157.65,3.67,,,,,,
1010,02/16/2023 01:00:00,23.52,157.65,3.67,,,,,,
1011,02/16/2023 01:10:00,23.47,157.65,3.67,,,,,,
1012,02/16/2023 01:20:00,23.45,157.66,3.67,,,,,,
1013,02/16/2023 01:30:00,23.40,157.66,3.67,,,,,,
1014,02/16/2023 01:40:00,23.35,157.66,3.67,,,,,,
1015,02/16/2023 01:50:00,23.30,157.66,3.67,,,,,,
1016,02/16/2023 02:00:00,23.26,157.66,3.67,,,,,,
1017,02/16/2023 02:10:00,23.23,157.68,3.67,,,,,,
1018,02/16/2023 02:20:00,23.18,157.68,3.67,,,,,,
1019,02/16/2023 02:30:00,23.14,157.68,3.67,,,,,,
1020,02/16/2023 02:40:00,23.09,157.68,3.67,,,,,,
1021,02/16/2023 02:50:00,23.04,157.68,3.67,,,,,,
1022,02/16/2023 03:00:00,22.99,157.68,3.66,,,,,,
1023,02/16/2023 03:10:00,22.94,157.68,3.66,,,,,,
1024,02/16/2023 03:20:00,22.92,157.69,3.66,,,,,,
1025,02/16/2023 03:30:00,22.87,157.68,3.66,,,,,,
1026,02/16/2023 03:40:00,22.82,157.68,3.66,,,,,,
1027,02/16/2023 03:50:00,22.78,157.69,3.66,,,,,,
1028,02/16/2023 04:00:00,22.75,157.69,3.66,,,,,,
1029,02/16/2023 04:10:00,22.73,157.69,3.66,,,,,,
1030,02/16/2023 04:20:00,22.68,157.69,3.66,,,,,,
1031,02/16/2023 04:30:00,22.66,157.69,3.66,,,,,,
1032,02/16/2023 04:40:00,22.63,157.71,3.66,,,,,,
1033,02/16/2023 04:50:00,22.61,157.69,3.66,,,,,,
1034,02/16/2023 05:00:00,22.58,157.71,3.66,,,,,,
1035,02/16/2023 05:10:00,22.56,157.71,3.66,,,,,,
1036,02/16/2023 05:20:00,22.54,157.71,3.66,,,,,,
1037,02/16/2023 05:30:00,22.51,157.69,3.66,,,,,,
1038,02/16/2023 05:40:00,22.47,157.69,3.66,,,,,,
1039,02/16/2023 05:50:00,22.44,157.69,3.66,,,,,,
1040,02/16/2023 06:00:00,22.39,157.68,3.66,,,,,,
1041,02/16/2023 06:10:00,22.35,157.69,3.66,,,,,,
1042,02/16/2023 06:20:00,22.30,157.68,3.66,,,,,,
1043,02/16/2023 06:30:00,22.25,157.66,3.66,,,,,,
1044,02/16/2023 06:40:00,22.20,157.66,3.66,,,,,,
1045,02/16/2023 06:50:00,22.18,157.66,3.66,,,,,,
1046,02/16/2023 07:00:00,22.13,157.66,3.66,,,,,,
1047,02/16/2023 07:10:00,22.11,157.66,3.66,,,,,,
1048,02/16/2023 07:20:00,22.08,157.66,3.65,,,,,,
1049,02/16/2023 07:30:00,22.06,157.66,3.65,,,,,,
1050,02/16/2023 07:40:00,22.03,157.66,3.65,,,,,,
1051,02/16/2023 07:50:00,22.01,157.66,3.65,,,,,,
1052,02/16/2023 08:00:00,21.99,157.66,3.65,,,,,,
1053,02/16/2023 08:10:00,21.99,157.66,3.65,,,,,,
1054,02/16/2023 08:20:00,22.01,157.68,3.65,,,,,,
1055,02/16/2023 08:30:00,22.03,157.69,3.65,,,,,,
1056,02/16/2023 08:40:00,22.08,157.72,3.65,,,,,,
1057,02/16/2023 08:50:00,22.20,157.75,3.65,,,,,,
1058,02/16/2023 09:00:00,23.02,156.91,3.68,,,,,,
1059,02/16/2023 09:10:00,23.86,158.19,3.66,,,,,,
1060,02/16/2023 09:20:00,24.17,158.16,3.67,,,,,,
1061,02/16/2023 09:30:00,24.56,157.74,3.68,,,,,,
1062,02/16/2023 09:40:00,25.55,158.47,3.68,,,,,,
1063,02/16/2023 09:40:53,,,,Out,,,,,
1064,02/16/2023 09:42:53,,,,In,,,,,
1065,02/16/2023 09:43:08,,,,Out,,,,,
1066,02/16/2023 09:43:38,,,,In,,,,,
1067,02/16/2023 09:43:53,,,,Out,,,,,
1068,02/16/2023 09:50:00,25.48,153.21,3.78,,,,,,
1069,02/16/2023 09:53:23,,,,In,,,,,
1070,02/16/2023 10:00:00,23.23,-29.81,7.23,,,,,,
1071,02/16/2023 10:10:00,22.85,-30.49,7.24,,,,,,
1072,02/16/2023 10:20:00,22.80,-29.95,7.23,,,,,,
1073,02/16/2023 10:30:00,22.75,-29.17,7.21,,,,,,
1074,02/16/2023 10:40:00,22.68,-28.22,7.20,,,,,,
1075,02/16/2023 10:50:00,22.75,-28.55,7.20,,,,,,
1076,02/16/2023 11:00:00,22.73,-27.88,7.19,,,,,,
1077,02/16/2023 11:10:00,22.75,-28.02,7.19,,,,,,
1078,02/16/2023 11:20:00,22.78,-27.50,7.18,,,,,,
1079,02/16/2023 11:30:00,22.85,-27.75,7.19,,,,,,
1080,02/16/2023 11:40:00,22.90,-28.49,7.20,,,,,,
1081,02/16/2023 11:50:00,22.82,-27.84,7.19,,,,,,
1082,02/16/2023 12:00:00,22.90,-27.58,7.18,,,,,,
1083,02/16/2023 12:10:00,22.92,-28.13,7.19,,,,,,
1084,02/16/2023 12:20:00,22.94,-28.17,7.19,,,,,,
1085,02/16/2023 12:30:00,22.94,-28.31,7.20,,,,,,
1086,02/16/2023 12:40:00,22.97,-29.22,7.21,,,,,,
1087,02/16/2023 12:50:00,22.94,-29.08,7.21,,,,,,
1088,02/16/2023 13:00:00,22.97,-29.05,7.21,,,,,,
1089,02/16/2023 13:10:00,22.97,-28.69,7.20,,,,,,
1090,02/16/2023 13:20:00,23.04,-29.69,7.22,,,,,,
1091,02/16/2023 13:30:00,23.04,-29.67,7.22,,,,,,
1092,02/16/2023 13:40:00,23.06,-30.24,7.23,,,,,,
1093,02/16/2023 13:50:00,23.09,-30.61,7.24,,,,,,
1094,02/16/2023 14:00:00,23.09,-30.91,7.25,,,,,,
1095,02/16/2023 14:10:00,23.11,-31.75,7.26,,,,,,
1096,02/16/2023 14:20:00,23.14,-31.19,7.25,,,,,,
1097,02/16/2023 14:30:00,23.23,-32.91,7.28,,,,,,
1098,02/16/2023 14:40:00,23.18,-33.74,7.30,,,,,,
1099,02/16/2023 14:50:00,23.16,-32.95,7.29,,,,,,
1100,02/16/2023 15:00:00,23.16,-34.05,7.31,,,,,,
1101,02/16/2023 15:10:00,23.16,-32.56,7.28,,,,,,
1102,02/16/2023 15:20:00,23.16,-33.61,7.30,,,,,,
1103,02/16/2023 15:30:00,23.16,-33.20,7.29,,,,,,
1104,02/16/2023 15:40:00,23.16,-33.05,7.29,,,,,,
1105,02/16/2023 15:50:00,23.16,-32.88,7.28,,,,,,
1106,02/16/2023 16:00:00,23.16,-34.00,7.31,,,,,,
1107,02/16/2023 16:10:00,23.16,-33.56,7.30,,,,,,
1108,02/16/2023 16:20:00,23.16,-33.78,7.30,,,,,,
1109,02/16/2023 16:30:00,23.16,-35.52,7.33,,,,,,
1110,02/16/2023 16:40:00,23.16,-34.84,7.32,,,,,,
1111,02/16/2023 16:50:00,23.16,-34.36,7.31,,,,,,
1112,02/16/2023 17:00:00,23.14,-34.83,7.32,,,,,,
1113,02/16/2023 17:10:00,23.14,-35.25,7.33,,,,,,
1114,02/16/2023 17:20:00,23.14,-34.67,7.32,,,,,,
1115,02/16/2023 17:30:00,23.11,-34.27,7.31,,,,,,
1116,02/16/2023 17:40:00,23.11,-34.41,7.31,,,,,,
1117,02/16/2023 17:50:00,23.09,-34.39,7.31,,,,,,
1118,02/16/2023 18:00:00,23.09,-34.92,7.32,,,,,,
1119,02/16/2023 18:10:00,23.09,-35.42,7.33,,,,,,
1120,02/16/2023 18:20:00,23.09,-34.86,7.32,,,,,,
1121,02/16/2023 18:30:00,23.06,-34.17,7.31,,,,,,
1122,02/16/2023 18:40:00,23.06,-35.00,7.32,,,,,,
1123,02/16/2023 18:50:00,23.06,-34.52,7.31,,,,,,
1124,02/16/2023 19:00:00,23.04,-35.19,7.33,,,,,,
1125,02/16/2023 19:10:00,23.02,-34.77,7.32,,,,,,
1126,02/16/2023 19:20:00,23.02,-34.13,7.31,,,,,,
1127,02/16/2023 19:30:00,23.02,-33.38,7.29,,,,,,
1128,02/16/2023 19:40:00,22.99,-34.38,7.31,,,,,,
1129,02/16/2023 19:50:00,22.99,-36.67,7.36,,,,,,
1130,02/16/2023 20:00:00,22.99,-34.91,7.32,,,,,,
1131,02/16/2023 20:10:00,22.97,-35.66,7.34,,,,,,
1132,02/16/2023 20:20:00,22.97,-35.61,7.34,,,,,,
1133,02/16/2023 20:30:00,22.97,-34.91,7.32,,,,,,
1134,02/16/2023 20:40:00,22.94,-34.61,7.32,,,,,,
1135,02/16/2023 20:50:00,22.94,-35.83,7.34,,,,,,
1136,02/16/2023 21:00:00,22.94,-34.47,7.31,,,,,,
1137,02/16/2023 21:10:00,22.94,-34.89,7.32,,,,,,
1138,02/16/2023 21:20:00,22.92,-36.30,7.35,,,,,,
1139,02/16/2023 21:30:00,22.92,-36.11,7.35,,,,,,
1140,02/16/2023 21:40:00,22.92,-35.97,7.34,,,,,,
1141,02/16/2023 21:50:00,22.92,-36.11,7.35,,,,,,
1142,02/16/2023 22:00:00,22.90,-36.27,7.35,,,,,,
1143,02/16/2023 22:10:00,22.90,-35.70,7.34,,,,,,
1144,02/16/2023 22:20:00,22.87,-35.06,7.33,,,,,,
1145,02/16/2023 22:30:00,22.87,-35.36,7.33,,,,,,
1146,02/16/2023 22:40:00,22.87,-34.06,7.31,,,,,,
1147,02/16/2023 22:50:00,22.85,-33.59,7.30,,,,,,
1148,02/16/2023 23:00:00,22.85,-36.16,7.35,,,,,,
1149,02/16/2023 23:10:00,22.85,-35.14,7.33,,,,,,
1150,02/16/2023 23:20:00,22.82,-33.80,7.30,,,,,,
1151,02/16/2023 23:30:00,22.82,-33.06,7.29,,,,,,
1152,02/16/2023 23:40:00,22.82,-32.36,7.27,,,,,,
1153,02/16/2023 23:50:00,22.82,-32.36,7.27,,,,,,
1154,02/17/2023 00:00:00,22.80,-31.55,7.26,,,,,,
1155,02/17/2023 00:10:00,22.80,-31.84,7.26,,,,,,
1156,02/17/2023 00:20:00,22.80,-32.28,7.27,,,,,,
1157,02/17/2023 00:30:00,22.80,-31.99,7.27,,,,,,
1158,02/17/2023 00:40:00,22.80,-31.39,7.26,,,,,,
1159,02/17/2023 00:50:00,22.80,-35.92,7.34,,,,,,
1160,02/17/2023 01:00:00,22.78,-34.89,7.32,,,,,,
1161,02/17/2023 01:10:00,22.78,-33.99,7.31,,,,,,
1162,02/17/2023 01:20:00,22.78,-33.44,7.29,,,,,,
1163,02/17/2023 01:30:00,22.75,-33.02,7.29,,,,,,
1164,02/17/2023 01:40:00,22.75,-32.59,7.28,,,,,,
1165,02/17/2023 01:50:00,22.78,-32.94,7.29,,,,,,
1166,02/17/2023 02:00:00,22.78,-32.81,7.28,,,,,,
1167,02/17/2023 02:10:00,22.78,-32.63,7.28,,,,,,
1168,02/17/2023 02:20:00,22.75,-32.59,7.28,,,,,,
1169,02/17/2023 02:30:00,22.75,-32.47,7.28,,,,,,
1170,02/17/2023 02:40:00,22.75,-32.30,7.27,,,,,,
1171,02/17/2023 02:50:00,22.73,-32.28,7.27,,,,,,
1172,02/17/2023 03:00:00,22.70,-31.78,7.26,,,,,,
1173,02/17/2023 03:10:00,22.68,-32.20,7.27,,,,,,
1174,02/17/2023 03:20:00,22.68,-31.33,7.25,,,,,,
1175,02/17/2023 03:30:00,22.68,-30.95,7.25,,,,,,
1176,02/17/2023 03:40:00,22.68,-34.55,7.32,,,,,,
1177,02/17/2023 03:50:00,22.68,-33.97,7.30,,,,,,
1178,02/17/2023 04:00:00,22.68,-33.47,7.30,,,,,,
1179,02/17/2023 04:10:00,22.68,-33.00,7.29,,,,,,
1180,02/17/2023 04:20:00,22.70,-33.27,7.29,,,,,,
1181,02/17/2023 04:30:00,22.68,-32.69,7.28,,,,,,
1182,02/17/2023 04:40:00,22.70,-32.24,7.27,,,,,,
1183,02/17/2023 04:50:00,22.66,-32.77,7.28,,,,,,
1184,02/17/2023 05:00:00,22.66,-32.38,7.27,,,,,,
1185,02/17/2023 05:10:00,22.66,-31.64,7.26,,,,,,
1186,02/17/2023 05:20:00,22.66,-31.86,7.26,,,,,,
1187,02/17/2023 05:30:00,22.63,-31.75,7.26,,,,,,
1188,02/17/2023 05:40:00,22.63,-32.08,7.27,,,,,,
1189,02/17/2023 05:50:00,22.63,-31.47,7.26,,,,,,
1190,02/17/2023 06:00:00,22.63,-31.09,7.25,,,,,,
1191,02/17/2023 06:10:00,22.63,-31.19,7.25,,,,,,
1192,02/17/2023 06:20:00,22.66,-31.45,7.26,,,,,,
1193,02/17/2023 06:30:00,22.63,-31.61,7.26,,,,,,
1194,02/17/2023 06:40:00,22.61,-31.34,7.26,,,,,,
1195,02/17/2023 06:50:00,22.58,-31.09,7.25,,,,,,
1196,02/17/2023 07:00:00,22.58,-30.74,7.24,,,,,,
1197,02/17/2023 07:10:00,22.61,-31.31,7.25,,,,,,
1198,02/17/2023 07:20:00,22.58,-31.74,7.26,,,,,,
1199,02/17/2023 07:30:00,22.58,-30.69,7.24,,,,,,
1200,02/17/2023 07:40:00,22.58,-31.19,7.25,,,,,,
1201,02/17/2023 07:50:00,22.56,-30.39,7.24,,,,,,
1202,02/17/2023 08:00:00,22.56,-30.06,7.23,,,,,,
1203,02/17/2023 08:10:00,22.56,-29.78,7.23,,,,,,
1204,02/17/2023 08:20:00,22.56,-29.80,7.23,,,,,,
1205,02/17/2023 08:30:00,22.56,-29.52,7.22,,,,,,
1206,02/17/2023 08:40:00,22.54,-29.64,7.22,,,,,,
1207,02/17/2023 08:50:00,22.56,-30.00,7.23,,,,,,
1208,02/17/2023 09:00:00,22.56,-30.16,7.23,,,,,,
1209,02/17/2023 09:10:00,22.54,-30.55,7.24,,,,,,
1210,02/17/2023 09:20:00,22.54,-30.53,7.24,,,,,,
1211,02/17/2023 09:30:00,22.54,-29.78,7.23,,,,,,
1212,02/17/2023 09:40:00,22.54,-29.58,7.22,,,,,,
1213,02/17/2023 09:50:00,22.54,-30.16,7.23,,,,,,
1214,02/17/2023 10:00:00,22.54,-29.66,7.22,,,,,,
1215,02/17/2023 10:10:00,22.54,-29.11,7.21,,,,,,
1216,02/17/2023 10:20:00,22.54,-29.19,7.21,,,,,,
1217,02/17/2023 10:30:00,22.51,-29.16,7.21,,,,,,
1218,02/17/2023 10:40:00,22.51,-29.09,7.21,,,,,,
1219,02/17/2023 10:50:00,22.51,-29.09,7.21,,,,,,
1220,02/17/2023 11:00:00,22.54,-28.88,7.21,,,,,,
1221,02/17/2023 11:10:00,22.54,-29.16,7.21,,,,,,
1222,02/17/2023 11:20:00,22.54,-29.02,7.21,,,,,,
1223,02/17/2023 11:30:00,22.54,-29.31,7.22,,,,,,
1224,02/17/2023 11:40:00,22.54,-29.42,7.22,,,,,,
1225,02/17/2023 11:50:00,22.56,-29.69,7.22,,,,,,
1226,02/17/2023 12:00:00,22.56,-29.55,7.22,,,,,,
1227,02/17/2023 12:10:00,22.54,-30.39,7.24,,,,,,
1228,02/17/2023 12:20:00,22.56,-30.50,7.24,,,,,,
1229,02/17/2023 12:30:00,22.56,-29.95,7.23,,,,,,
1230,02/17/2023 12:40:00,22.56,-30.11,7.23,,,,,,
1231,02/17/2023 12:50:00,22.56,-29.84,7.23,,,,,,
1232,02/17/2023 13:00:00,22.56,-29.78,7.23,,,,,,
1233,02/17/2023 13:10:00,22.56,-29.70,7.22,,,,,,
1234,02/17/2023 13:20:00,22.56,-30.13,7.23,,,,,,
1235,02/17/2023 13:30:00,22.56,-30.49,7.24,,,,,,
1236,02/17/2023 13:40:00,22.56,-29.81,7.23,,,,,,
1237,02/17/2023 13:50:00,22.56,-29.66,7.22,,,,,,
1238,02/17/2023 14:00:00,22.56,-30.70,7.24,,,,,,
1239,02/17/2023 14:10:00,22.56,-29.84,7.23,,,,,,
1240,02/17/2023 14:20:00,22.56,-29.49,7.22,,,,,,
1241,02/17/2023 14:30:00,22.56,-30.59,7.24,,,,,,
1242,02/17/2023 14:40:00,22.56,-30.95,7.25,,,,,,
1243,02/17/2023 14:50:00,22.56,-30.81,7.25,,,,,,
1244,02/17/2023 15:00:00,22.54,-30.42,7.24,,,,,,
1245,02/17/2023 15:10:00,22.51,-30.38,7.24,,,,,,
1246,02/17/2023 15:20:00,22.54,-30.02,7.23,,,,,,
1247,02/17/2023 15:30:00,22.51,-30.05,7.23,,,,,,
1248,02/17/2023 15:40:00,22.51,-29.49,7.22,,,,,,
1249,02/17/2023 15:50:00,22.49,-29.94,7.23,,,,,,
1250,02/17/2023 16:00:00,22.49,-29.19,7.21,,,,,,
1251,02/17/2023 16:10:00,22.49,-29.94,7.23,,,,,,
1252,02/17/2023 16:20:00,22.49,-29.31,7.22,,,,,,
1253,02/17/2023 16:30:00,22.49,-28.88,7.21,,,,,,
1254,02/17/2023 16:40:00,22.49,-28.69,7.20,,,,,,
1255,02/17/2023 16:50:00,22.47,-28.67,7.20,,,,,,
1256,02/17/2023 17:00:00,22.47,-29.17,7.21,,,,,,
1257,02/17/2023 17:10:00,22.47,-28.97,7.21,,,,,,
1258,02/17/2023 17:20:00,22.49,-28.84,7.21,,,,,,
1259,02/17/2023 17:30:00,22.47,-29.09,7.21,,,,,,
1260,02/17/2023 17:40:00,22.47,-28.97,7.21,,,,,,
1261,02/17/2023 17:50:00,22.47,-28.88,7.21,,,,,,
1262,02/17/2023 18:00:00,22.44,-28.39,7.20,,,,,,
1263,02/17/2023 18:10:00,22.44,-28.38,7.20,,,,,,
1264,02/17/2023 18:20:00,22.44,-28.34,7.20,,,,,,
1265,02/17/2023 18:30:00,22.42,-28.39,7.20,,,,,,
1266,02/17/2023 18:40:00,22.42,-28.08,7.19,,,,,,
1267,02/17/2023 18:50:00,22.42,-28.11,7.19,,,,,,
1268,02/17/2023 19:00:00,22.42,-27.91,7.19,,,,,,
1269,02/17/2023 19:10:00,22.39,-27.84,7.19,,,,,,
1270,02/17/2023 19:20:00,22.39,-30.67,7.24,,,,,,
1271,02/17/2023 19:30:00,22.42,-30.30,7.24,,,,,,
1272,02/17/2023 19:40:00,22.42,-30.14,7.23,,,,,,
1273,02/17/2023 19:50:00,22.39,-30.13,7.23,,,,,,
1274,02/17/2023 20:00:00,22.39,-30.45,7.24,,,,,,
1275,02/17/2023 20:10:00,22.39,-30.20,7.23,,,,,,
1276,02/17/2023 20:20:00,22.39,-30.36,7.24,,,,,,
1277,02/17/2023 20:30:00,22.39,-29.80,7.23,,,,,,
1278,02/17/2023 20:40:00,22.37,-30.44,7.24,,,,,,
1279,02/17/2023 20:50:00,22.39,-30.05,7.23,,,,,,
1280,02/17/2023 21:00:00,22.37,-30.25,7.23,,,,,,
1281,02/17/2023 21:10:00,22.37,-30.47,7.24,,,,,,
1282,02/17/2023 21:20:00,22.37,-30.42,7.24,,,,,,
1283,02/17/2023 21:30:00,22.37,-30.00,7.23,,,,,,
1284,02/17/2023 21:40:00,22.37,-29.81,7.23,,,,,,
1285,02/17/2023 21:50:00,22.37,-29.99,7.23,,,,,,
1286,02/17/2023 22:00:00,22.39,-29.69,7.22,,,,,,
1287,02/17/2023 22:10:00,22.37,-29.58,7.22,,,,,,
1288,02/17/2023 22:20:00,22.37,-29.36,7.22,,,,,,
1289,02/17/2023 22:30:00,22.37,-29.58,7.22,,,,,,
1290,02/17/2023 22:40:00,22.37,-29.41,7.22,,,,,,
1291,02/17/2023 22:50:00,22.37,-28.99,7.21,,,,,,
1292,02/17/2023 23:00:00,22.37,-28.84,7.21,,,,,,
1293,02/17/2023 23:10:00,22.37,-29.28,7.22,,,,,,
1294,02/17/2023 23:20:00,22.37,-28.70,7.21,,,,,,
1295,02/17/2023 23:30:00,22.37,-29.05,7.21,,,,,,
1296,02/17/2023 23:40:00,22.37,-28.84,7.21,,,,,,
1297,02/17/2023 23:50:00,22.37,-28.49,7.20,,,,,,
1298,02/18/2023 00:00:00,22.37,-28.27,7.20,,,,,,
1299,02/18/2023 00:10:00,22.37,-27.92,7.19,,,,,,
1300,02/18/2023 00:20:00,22.37,-29.25,7.22,,,,,,
1301,02/18/2023 00:30:00,22.39,-28.53,7.20,,,,,,
1302,02/18/2023 00:40:00,22.39,-28.81,7.21,,,,,,
1303,02/18/2023 00:50:00,22.39,-28.77,7.21,,,,,,
1304,02/18/2023 01:00:00,22.37,-29.30,7.22,,,,,,
1305,02/18/2023 01:10:00,22.35,-29.14,7.21,,,,,,
1306,02/18/2023 01:20:00,22.35,-28.72,7.21,,,,,,
1307,02/18/2023 01:30:00,22.35,-29.52,7.22,,,,,,
1308,02/18/2023 01:40:00,22.35,-30.58,7.24,,,,,,
1309,02/18/2023 01:50:00,22.35,-29.08,7.21,,,,,,
1310,02/18/2023 02:00:00,22.35,-30.72,7.24,,,,,,
1311,02/18/2023 02:10:00,22.37,-29.11,7.21,,,,,,
1312,02/18/2023 02:20:00,22.37,-28.99,7.21,,,,,,
1313,02/18/2023 02:30:00,22.37,-29.95,7.23,,,,,,
1314,02/18/2023 02:40:00,22.35,-30.86,7.25,,,,,,
1315,02/18/2023 02:50:00,22.37,-29.33,7.22,,,,,,
1316,02/18/2023 03:00:00,22.37,-31.03,7.25,,,,,,
1317,02/18/2023 03:10:00,22.37,-31.17,7.25,,,,,,
1318,02/18/2023 03:20:00,22.39,-30.74,7.24,,,,,,
1319,02/18/2023 03:30:00,22.39,-29.63,7.22,,,,,,
1320,02/18/2023 03:40:00,22.39,-29.86,7.23,,,,,,
1321,02/18/2023 03:50:00,22.42,-29.69,7.22,,,,,,
1322,02/18/2023 04:00:00,22.42,-29.74,7.22,,,,,,
1323,02/18/2023 04:10:00,22.42,-29.53,7.22,,,,,,
1324,02/18/2023 04:20:00,22.42,-29.39,7.22,,,,,,
1325,02/18/2023 04:30:00,22.42,-29.17,7.21,,,,,,
1326,02/18/2023 04:40:00,22.42,-29.47,7.22,,,,,,
1327,02/18/2023 04:50:00,22.42,-29.67,7.22,,,,,,
1328,02/18/2023 05:00:00,22.42,-29.45,7.22,,,,,,
1329,02/18/2023 05:10:00,22.44,-29.14,7.21,,,,,,
1330,02/18/2023 05:20:00,22.42,-29.28,7.22,,,,,,
1331,02/18/2023 05:30:00,22.42,-30.20,7.23,,,,,,
1332,02/18/2023 05:40:00,22.42,-29.94,7.23,,,,,,
1333,02/18/2023 05:50:00,22.42,-29.66,7.22,,,,,,
1334,02/18/2023 06:00:00,22.39,-29.33,7.22,,,,,,
1335,02/18/2023 06:10:00,22.39,-29.53,7.22,,,,,,
1336,02/18/2023 06:20:00,22.39,-29.25,7.22,,,,,,
1337,02/18/2023 06:30:00,22.39,-29.14,7.21,,,,,,
1338,02/18/2023 06:40:00,22.37,-29.52,7.22,,,,,,
1339,02/18/2023 06:50:00,22.37,-29.19,7.21,,,,,,
1340,02/18/2023 07:00:00,22.37,-28.53,7.20,,,,,,
1341,02/18/2023 07:10:00,22.37,-28.74,7.21,,,,,,
1342,02/18/2023 07:20:00,22.37,-29.17,7.21,,,,,,
1343,02/18/2023 07:30:00,22.37,-28.86,7.21,,,,,,
1344,02/18/2023 07:40:00,22.37,-29.17,7.21,,,,,,
1345,02/18/2023 07:50:00,22.37,-29.00,7.21,,,,,,
1346,02/18/2023 08:00:00,22.37,-28.80,7.21,,,,,,
1347,02/18/2023 08:10:00,22.37,-28.53,7.20,,,,,,
1348,02/18/2023 08:20:00,22.39,-29.06,7.21,,,,,,
1349,02/18/2023 08:30:00,22.42,-28.89,7.21,,,,,,
1350,02/18/2023 08:40:00,22.42,-28.77,7.21,,,,,,
1351,02/18/2023 08:50:00,22.44,-28.31,7.20,,,,,,
1352,02/18/2023 09:00:00,22.44,-28.05,7.19,,,,,,
1353,02/18/2023 09:10:00,22.49,-27.63,7.18,,,,,,
1354,02/18/2023 09:20:00,22.49,-27.86,7.19,,,,,,
1355,02/18/2023 09:30:00,22.49,-27.09,7.17,,,,,,
1356,02/18/2023 09:40:00,22.51,-26.89,7.17,,,,,,
1357,02/18/2023 09:50:00,22.54,-29.00,7.21,,,,,,
