#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),End of File
3470,07/07/2024 13:10:00,24.48,-130.29,9.43,
3471,07/07/2024 13:20:00,24.56,-147.35,9.76,
3472,07/07/2024 13:30:00,24.56,-143.07,9.68,
3473,07/07/2024 13:40:00,24.56,-142.43,9.67,
3474,07/07/2024 13:50:00,24.51,-137.13,9.57,
3475,07/07/2024 14:00:00,24.53,-135.99,9.54,
3476,07/07/2024 14:10:00,24.53,-129.27,9.42,
3477,07/07/2024 14:20:00,24.46,-117.11,9.18,
3478,07/07/2024 14:30:00,24.44,-114.75,9.14,
3479,07/07/2024 14:40:00,24.41,-134.75,9.52,
3480,07/07/2024 14:50:00,24.36,-134.82,9.52,
3481,07/07/2024 15:00:00,24.27,-109.00,9.03,
3482,07/07/2024 15:10:00,24.24,-114.19,9.13,
3483,07/07/2024 15:20:00,24.24,-116.24,9.17,
3484,07/07/2024 15:30:00,24.24,-119.14,9.22,
3485,07/07/2024 15:40:00,24.19,-120.36,9.25,
3486,07/07/2024 15:50:00,24.15,-122.11,9.28,
3487,07/07/2024 16:00:00,24.12,-124.16,9.32,
3488,07/07/2024 16:10:00,24.07,-121.58,9.27,
3489,07/07/2024 16:20:00,23.98,-101.17,8.88,
3490,07/07/2024 16:30:00,23.93,-92.46,8.71,
3491,07/07/2024 16:40:00,25.16,-63.86,8.16,
3492,07/07/2024 16:50:00,28.05,-70.39,8.27,
3493,07/07/2024 17:00:00,29.09,-83.24,8.51,
3494,07/07/2024 17:10:00,29.49,-99.72,8.82,
3495,07/07/2024 17:20:00,29.79,-93.35,8.70,
3496,07/07/2024 17:30:00,29.89,-89.60,8.63,
3497,07/07/2024 17:40:00,29.84,-88.86,8.61,
3498,07/07/2024 17:50:00,29.92,-88.25,8.60,
3499,07/07/2024 18:00:00,29.92,-88.27,8.60,
3500,07/07/2024 18:10:00,29.84,-87.46,8.59,
3501,07/07/2024 18:20:00,29.87,-87.07,8.58,
3502,07/07/2024 18:30:00,29.79,-86.42,8.57,
3503,07/07/2024 18:40:00,29.69,-85.82,8.56,
3504,07/07/2024 18:50:00,29.54,-85.36,8.55,
3505,07/07/2024 19:00:00,29.44,-85.24,8.55,
3506,07/07/2024 19:10:00,29.36,-84.36,8.53,
3507,07/07/2024 19:20:00,29.29,-83.55,8.52,
3508,07/07/2024 19:30:00,29.24,-82.78,8.50,
3509,07/07/2024 19:40:00,29.11,-82.00,8.49,
3510,07/07/2024 19:50:00,29.07,-81.58,8.48,
3511,07/07/2024 20:00:00,29.04,-80.60,8.46,
3512,07/07/2024 20:10:00,28.82,-80.08,8.45,
3513,07/07/2024 20:20:00,28.59,-79.30,8.44,
3514,07/07/2024 20:30:00,28.69,-79.39,8.44,
3515,07/07/2024 20:40:00,28.67,-78.27,8.42,
3516,07/07/2024 20:50:00,28.52,-76.96,8.40,
3517,07/07/2024 21:00:00,28.37,-75.99,8.38,
3518,07/07/2024 21:10:00,28.22,-74.60,8.35,
3519,07/07/2024 21:20:00,28.02,-73.72,8.34,
3520,07/07/2024 21:30:00,27.78,-72.72,8.32,
3521,07/07/2024 21:40:00,27.60,-72.17,8.31,
3522,07/07/2024 21:50:00,27.46,-70.83,8.28,
3523,07/07/2024 22:00:00,27.28,-69.75,8.26,
3524,07/07/2024 22:10:00,27.16,-68.63,8.24,
3525,07/07/2024 22:20:00,27.01,-67.60,8.23,
3526,07/07/2024 22:30:00,26.89,-66.16,8.20,
3527,07/07/2024 22:40:00,26.79,-64.71,8.17,
3528,07/07/2024 22:50:00,26.70,-63.36,8.15,
3529,07/07/2024 23:00:00,26.60,-61.99,8.12,
3530,07/07/2024 23:10:00,26.52,-60.81,8.10,
3531,07/07/2024 23:20:00,26.40,-59.89,8.08,
3532,07/07/2024 23:30:00,26.30,-58.80,8.06,
3533,07/07/2024 23:40:00,26.21,-57.86,8.04,
3534,07/07/2024 23:50:00,26.13,-57.05,8.03,
3535,07/08/2024 00:00:00,26.06,-56.66,8.02,
3536,07/08/2024 00:10:00,25.99,-55.69,8.00,
3537,07/08/2024 00:20:00,25.89,-54.85,7.99,
3538,07/08/2024 00:30:00,25.82,-54.06,7.97,
3539,07/08/2024 00:40:00,25.74,-53.47,7.96,
3540,07/08/2024 00:50:00,25.67,-52.94,7.95,
3541,07/08/2024 01:00:00,25.60,-51.72,7.93,
3542,07/08/2024 01:10:00,25.55,-50.85,7.91,
3543,07/08/2024 01:20:00,25.48,-50.06,7.90,
3544,07/08/2024 01:30:00,25.40,-49.44,7.89,
3545,07/08/2024 01:40:00,25.33,-48.94,7.88,
3546,07/08/2024 01:50:00,25.28,-48.20,7.86,
3547,07/08/2024 02:00:00,25.21,-47.25,7.84,
3548,07/08/2024 02:10:00,25.14,-46.39,7.83,
3549,07/08/2024 02:20:00,25.06,-45.86,7.82,
3550,07/08/2024 02:30:00,25.02,-45.19,7.81,
3551,07/08/2024 02:40:00,24.97,-44.36,7.79,
3552,07/08/2024 02:50:00,24.90,-43.35,7.77,
3553,07/08/2024 03:00:00,24.85,-43.02,7.76,
3554,07/08/2024 03:10:00,24.80,-41.74,7.74,
3555,07/08/2024 03:20:00,24.75,-41.25,7.73,
3556,07/08/2024 03:30:00,24.70,-40.39,7.71,
3557,07/08/2024 03:40:00,24.63,-39.49,7.70,
3558,07/08/2024 03:50:00,24.58,-38.59,7.68,
3559,07/08/2024 04:00:00,24.53,-37.99,7.67,
3560,07/08/2024 04:10:00,24.51,-37.77,7.66,
3561,07/08/2024 04:20:00,24.46,-37.25,7.65,
3562,07/08/2024 04:30:00,24.39,-37.30,7.66,
3563,07/08/2024 04:40:00,24.36,-36.06,7.63,
3564,07/08/2024 04:50:00,24.32,-35.64,7.62,
3565,07/08/2024 05:00:00,24.29,-35.19,7.62,
3566,07/08/2024 05:10:00,24.24,-35.03,7.61,
3567,07/08/2024 05:20:00,24.19,-34.72,7.61,
3568,07/08/2024 05:30:00,24.17,-34.61,7.61,
3569,07/08/2024 05:40:00,24.12,-33.45,7.58,
3570,07/08/2024 05:50:00,24.10,-32.63,7.57,
3571,07/08/2024 06:00:00,24.05,-33.13,7.58,
3572,07/08/2024 06:10:00,24.03,-33.52,7.58,
3573,07/08/2024 06:20:00,24.00,-33.97,7.59,
3574,07/08/2024 06:30:00,24.00,-33.70,7.59,
3575,07/08/2024 06:40:00,23.98,-34.63,7.61,
3576,07/08/2024 06:50:00,23.95,-36.28,7.64,
3577,07/08/2024 07:00:00,23.95,-38.31,7.68,
3578,07/08/2024 07:10:00,23.93,-39.39,7.70,
3579,07/08/2024 07:20:00,23.91,-38.72,7.68,
3580,07/08/2024 07:30:00,23.91,-38.42,7.68,
3581,07/08/2024 07:40:00,23.88,-38.78,7.69,
3582,07/08/2024 07:50:00,23.88,-39.19,7.69,
3583,07/08/2024 08:00:00,23.86,-39.00,7.69,
3584,07/08/2024 08:10:00,23.81,-40.09,7.71,
3585,07/08/2024 08:20:00,23.86,-44.88,7.80,
3586,07/08/2024 08:30:00,23.86,-54.03,7.98,
3587,07/08/2024 08:40:00,23.88,-59.91,8.09,
3588,07/08/2024 08:50:00,23.88,-62.86,8.15,
3589,07/08/2024 09:00:00,23.86,-64.60,8.18,
3590,07/08/2024 09:10:00,23.91,-68.08,8.25,
3591,07/08/2024 09:20:00,23.98,-88.89,8.65,
3592,07/08/2024 09:30:00,24.10,-107.10,8.99,
3593,07/08/2024 09:40:00,24.05,-111.08,9.07,
3594,07/08/2024 09:50:00,24.17,-123.52,9.31,
3595,07/08/2024 10:00:00,24.12,-126.50,9.37,
3596,07/08/2024 10:10:00,24.17,-131.58,9.46,
3597,07/08/2024 10:20:00,24.19,-133.49,9.50,
3598,07/08/2024 10:30:00,24.12,-124.97,9.34,
3599,07/08/2024 10:40:00,24.12,-113.88,9.12,
3600,07/08/2024 10:50:00,24.17,-126.25,9.36,
3601,07/08/2024 11:00:00,24.19,-109.49,9.04,
3602,07/08/2024 11:10:00,24.19,-104.27,8.94,
3603,07/08/2024 11:20:00,24.19,-107.44,9.00,
3604,07/08/2024 11:30:00,24.22,-113.86,9.12,
3605,07/08/2024 11:40:00,24.29,-123.58,9.31,
3606,07/08/2024 11:50:00,24.29,-117.82,9.20,
3607,07/08/2024 12:00:00,24.27,-125.11,9.34,
3608,07/08/2024 12:10:00,24.29,-118.91,9.22,
3609,07/08/2024 12:20:00,24.32,-108.93,9.03,
3610,07/08/2024 12:30:00,24.29,-103.64,8.93,
3611,07/08/2024 12:40:00,24.32,-107.83,9.01,
3612,07/08/2024 12:50:00,24.32,-104.58,8.94,
3613,07/08/2024 13:00:00,24.36,-120.33,9.25,
3614,07/08/2024 13:10:00,24.36,-137.10,9.57,
3615,07/08/2024 13:20:00,24.39,-150.25,9.82,
3616,07/08/2024 13:30:00,24.41,-149.08,9.80,
3617,07/08/2024 13:40:00,24.44,-151.94,9.85,
3618,07/08/2024 13:50:00,24.46,-150.21,9.82,
3619,07/08/2024 14:00:00,24.41,-131.85,9.47,
3620,07/08/2024 14:10:00,24.36,-123.25,9.30,
3621,07/08/2024 14:20:00,24.39,-110.75,9.06,
3622,07/08/2024 14:30:00,24.36,-118.94,9.22,
3623,07/08/2024 14:40:00,24.36,-137.79,9.58,
3624,07/08/2024 14:50:00,24.34,-130.29,9.44,
3625,07/08/2024 15:00:00,24.32,-135.19,9.53,
3626,07/08/2024 15:10:00,24.29,-136.61,9.56,
3627,07/08/2024 15:20:00,24.22,-135.35,9.53,
3628,07/08/2024 15:30:00,24.10,-133.39,9.50,
3629,07/08/2024 15:40:00,23.98,-129.30,9.42,
3630,07/08/2024 15:50:00,23.93,-126.96,9.38,
3631,07/08/2024 16:00:00,23.86,-118.07,9.21,
3632,07/08/2024 16:10:00,23.83,-120.38,9.25,
3633,07/08/2024 16:20:00,23.79,-94.92,8.76,
3634,07/08/2024 16:30:00,23.66,-86.52,8.60,
3635,07/08/2024 16:40:00,23.59,-72.80,8.34,
3636,07/08/2024 16:50:00,23.57,-65.88,8.21,
3637,07/08/2024 17:00:00,23.57,-75.52,8.39,
3638,07/08/2024 17:10:00,23.57,-86.05,8.59,
3639,07/08/2024 17:20:00,25.14,-64.63,8.18,
3640,07/08/2024 17:30:00,28.44,-67.27,8.21,
3641,07/08/2024 17:40:00,29.61,-77.19,8.40,
3642,07/08/2024 17:50:00,30.02,-82.03,8.48,
3643,07/08/2024 18:00:00,30.12,-85.28,8.54,
3644,07/08/2024 18:10:00,30.22,-87.49,8.59,
3645,07/08/2024 18:20:00,30.22,-87.58,8.59,
3646,07/08/2024 18:30:00,30.27,-86.52,8.57,
3647,07/08/2024 18:40:00,30.34,-85.39,8.55,
3648,07/08/2024 18:50:00,30.32,-84.00,8.52,
3649,07/08/2024 19:00:00,30.24,-82.88,8.50,
3650,07/08/2024 19:10:00,30.09,-82.55,8.49,
3651,07/08/2024 19:20:00,30.07,-82.22,8.49,
3652,07/08/2024 19:30:00,30.07,-81.86,8.48,
3653,07/08/2024 19:40:00,30.02,-81.64,8.48,
3654,07/08/2024 19:50:00,29.79,-81.97,8.48,
3655,07/08/2024 20:00:00,29.69,-81.24,8.47,
3656,07/08/2024 20:10:00,29.51,-80.31,8.45,
3657,07/08/2024 20:20:00,29.34,-79.60,8.44,
3658,07/08/2024 20:30:00,29.04,-79.14,8.43,
3659,07/08/2024 20:40:00,28.79,-78.03,8.41,
3660,07/08/2024 20:50:00,28.92,-76.96,8.39,
3661,07/08/2024 21:00:00,28.82,-75.53,8.37,
3662,07/08/2024 21:10:00,28.69,-73.60,8.33,
3663,07/08/2024 21:20:00,28.49,-72.17,8.31,
3664,07/08/2024 21:30:00,28.32,-70.86,8.28,
3665,07/08/2024 21:40:00,28.12,-69.53,8.26,
3666,07/08/2024 21:50:00,27.87,-68.64,8.24,
3667,07/08/2024 22:00:00,27.68,-67.38,8.22,
3668,07/08/2024 22:10:00,27.48,-66.13,8.20,
3669,07/08/2024 22:20:00,27.33,-64.83,8.17,
3670,07/08/2024 22:30:00,27.16,-63.83,8.15,
3671,07/08/2024 22:40:00,27.04,-62.96,8.14,
3672,07/08/2024 22:50:00,26.89,-61.60,8.11,
3673,07/08/2024 23:00:00,26.79,-59.94,8.08,
3674,07/08/2024 23:10:00,26.70,-58.77,8.06,
3675,07/08/2024 23:20:00,26.60,-57.50,8.03,
3676,07/08/2024 23:30:00,26.50,-56.22,8.01,
3677,07/08/2024 23:40:00,26.43,-55.63,8.00,
3678,07/08/2024 23:50:00,26.33,-54.64,7.98,
3679,07/09/2024 00:00:00,26.26,-53.20,7.95,
3680,07/09/2024 00:10:00,26.16,-52.49,7.94,
3681,07/09/2024 00:20:00,26.08,-51.02,7.91,
3682,07/09/2024 00:30:00,26.01,-49.77,7.89,
3683,07/09/2024 00:40:00,25.91,-48.66,7.87,
3684,07/09/2024 00:50:00,25.84,-47.81,7.85,
3685,07/09/2024 01:00:00,25.79,-46.91,7.84,
3686,07/09/2024 01:10:00,25.70,-45.83,7.82,
3687,07/09/2024 01:20:00,25.65,-44.85,7.80,
3688,07/09/2024 01:30:00,25.57,-44.24,7.79,
3689,07/09/2024 01:40:00,25.50,-42.77,7.76,
3690,07/09/2024 01:50:00,25.43,-41.35,7.73,
3691,07/09/2024 02:00:00,25.38,-40.30,7.71,
3692,07/09/2024 02:10:00,25.31,-39.13,7.69,
3693,07/09/2024 02:20:00,25.26,-38.74,7.68,
3694,07/09/2024 02:30:00,25.19,-38.22,7.67,
3695,07/09/2024 02:40:00,25.14,-37.58,7.66,
3696,07/09/2024 02:50:00,25.06,-37.27,7.65,
3697,07/09/2024 03:00:00,25.02,-36.27,7.63,
3698,07/09/2024 03:10:00,24.94,-35.55,7.62,
3699,07/09/2024 03:20:00,24.90,-34.88,7.61,
3700,07/09/2024 03:30:00,24.82,-34.75,7.61,
3701,07/09/2024 03:40:00,24.77,-34.14,7.59,
3702,07/09/2024 03:50:00,24.73,-33.99,7.59,
3703,07/09/2024 04:00:00,24.65,-33.92,7.59,
3704,07/09/2024 04:10:00,24.63,-33.42,7.58,
3705,07/09/2024 04:20:00,24.56,-33.17,7.58,
3706,07/09/2024 04:30:00,24.53,-32.97,7.57,
3707,07/09/2024 04:40:00,24.48,-32.42,7.56,
3708,07/09/2024 04:50:00,24.44,-32.47,7.56,
3709,07/09/2024 05:00:00,24.39,-32.22,7.56,
3710,07/09/2024 05:10:00,24.34,-32.39,7.56,
3711,07/09/2024 05:20:00,24.29,-32.05,7.56,
3712,07/09/2024 05:30:00,24.27,-31.70,7.55,
3713,07/09/2024 05:40:00,24.24,-31.45,7.54,
3714,07/09/2024 05:50:00,24.19,-31.17,7.54,
3715,07/09/2024 06:00:00,24.17,-30.91,7.53,
3716,07/09/2024 06:10:00,24.15,-31.14,7.54,
3717,07/09/2024 06:20:00,24.10,-32.47,7.56,
3718,07/09/2024 06:30:00,24.07,-33.47,7.58,
3719,07/09/2024 06:40:00,24.05,-34.61,7.61,
3720,07/09/2024 06:50:00,24.03,-35.83,7.63,
3721,07/09/2024 07:00:00,23.98,-37.06,7.65,
3722,07/09/2024 07:10:00,23.95,-37.91,7.67,
3723,07/09/2024 07:20:00,23.95,-38.64,7.68,
3724,07/09/2024 07:30:00,23.93,-39.38,7.70,
3725,07/09/2024 07:40:00,23.91,-40.30,7.71,
3726,07/09/2024 07:50:00,23.88,-41.50,7.74,
3727,07/09/2024 08:00:00,23.88,-42.25,7.75,
3728,07/09/2024 08:10:00,23.88,-42.91,7.76,
3729,07/09/2024 08:20:00,23.86,-44.14,7.79,
3730,07/09/2024 08:30:00,23.86,-47.91,7.86,
3731,07/09/2024 08:40:00,23.88,-49.85,7.90,
3732,07/09/2024 08:50:00,23.88,-55.41,8.00,
3733,07/09/2024 09:00:00,23.88,-62.60,8.14,
3734,07/09/2024 09:10:00,23.93,-69.21,8.27,
3735,07/09/2024 09:20:00,23.98,-91.91,8.70,
3736,07/09/2024 09:30:00,24.05,-112.64,9.10,
3737,07/09/2024 09:40:00,24.17,-126.75,9.37,
3738,07/09/2024 09:50:00,24.12,-132.35,9.48,
3739,07/09/2024 10:00:00,24.10,-125.96,9.36,
3740,07/09/2024 10:10:00,24.17,-142.08,9.66,
3741,07/09/2024 10:20:00,24.24,-140.46,9.63,
3742,07/09/2024 10:30:00,24.24,-134.21,9.51,
3743,07/09/2024 10:40:00,24.22,-121.94,9.28,
3744,07/09/2024 10:50:00,24.24,-106.57,8.98,
3745,07/09/2024 11:00:00,24.24,-99.57,8.85,
3746,07/09/2024 11:10:00,24.32,-98.24,8.82,
3747,07/09/2024 11:20:00,24.27,-101.10,8.88,
3748,07/09/2024 11:30:00,24.29,-100.33,8.86,
3749,07/09/2024 11:40:00,24.32,-103.03,8.91,
3750,07/09/2024 11:50:00,24.34,-100.91,8.87,
3751,07/09/2024 12:00:00,24.34,-99.53,8.85,
3752,07/09/2024 12:10:00,24.44,-83.36,8.54,
3753,07/09/2024 12:20:00,24.46,-78.11,8.44,
3754,07/09/2024 12:30:00,24.46,-77.52,8.43,
3755,07/09/2024 12:40:00,24.44,-77.60,8.43,
3756,07/09/2024 12:50:00,24.46,-79.91,8.47,
3757,07/09/2024 13:00:00,24.51,-86.94,8.61,
3758,07/09/2024 13:10:00,24.48,-99.07,8.84,
3759,07/09/2024 13:20:00,24.46,-107.30,9.00,
3760,07/09/2024 13:30:00,24.44,-111.14,9.07,
3761,07/09/2024 13:40:00,24.44,-117.60,9.19,
3762,07/09/2024 13:50:00,24.44,-119.86,9.24,
3763,07/09/2024 14:00:00,24.46,-118.89,9.22,
3764,07/09/2024 14:10:00,24.41,-111.22,9.07,
3765,07/09/2024 14:20:00,24.41,-101.41,8.88,
3766,07/09/2024 14:30:00,24.44,-103.47,8.92,
3767,07/09/2024 14:40:00,24.39,-116.28,9.17,
3768,07/09/2024 14:50:00,24.36,-118.60,9.21,
3769,07/09/2024 15:00:00,24.34,-117.88,9.20,
3770,07/09/2024 15:10:00,24.34,-122.72,9.29,
3771,07/09/2024 15:20:00,24.34,-120.82,9.25,
3772,07/09/2024 15:30:00,24.29,-122.57,9.29,
3773,07/09/2024 15:40:00,24.22,-121.27,9.26,
3774,07/09/2024 15:50:00,24.17,-110.22,9.05,
3775,07/09/2024 16:00:00,24.03,-110.38,9.06,
3776,07/09/2024 16:10:00,23.93,-102.19,8.90,
3777,07/09/2024 16:20:00,23.88,-86.36,8.60,
3778,07/09/2024 16:30:00,23.83,-76.10,8.40,
3779,07/09/2024 16:40:00,23.79,-66.55,8.22,
3780,07/09/2024 16:50:00,23.69,-62.24,8.14,
3781,07/09/2024 17:00:00,23.64,-65.46,8.20,
3782,07/09/2024 17:10:00,23.62,-77.78,8.43,
3783,07/09/2024 17:20:00,23.57,-72.14,8.33,
3784,07/09/2024 17:30:00,23.52,-60.56,8.10,
3785,07/09/2024 17:40:00,23.52,-55.00,8.00,
3786,07/09/2024 17:50:00,23.52,-51.24,7.93,
3787,07/09/2024 18:00:00,24.94,-36.11,7.63,
3788,07/09/2024 18:10:00,26.99,-41.78,7.74,
3789,07/09/2024 18:20:00,28.12,-52.38,7.93,
3790,07/09/2024 18:30:00,28.47,-59.99,8.08,
3791,07/09/2024 18:40:00,28.87,-64.83,8.17,
3792,07/09/2024 18:50:00,28.79,-69.27,8.25,
3793,07/09/2024 19:00:00,28.72,-71.28,8.29,
3794,07/09/2024 19:10:00,28.49,-73.33,8.33,
3795,07/09/2024 19:20:00,28.30,-73.74,8.34,
3796,07/09/2024 19:30:00,28.27,-73.60,8.33,
3797,07/09/2024 19:40:00,28.15,-74.11,8.34,
3798,07/09/2024 19:50:00,27.87,-74.72,8.36,
3799,07/09/2024 20:00:00,27.65,-74.66,8.36,
3800,07/09/2024 20:10:00,27.38,-74.97,8.36,
3801,07/09/2024 20:20:00,27.01,-74.10,8.35,
3802,07/09/2024 20:30:00,27.01,-72.00,8.31,
3803,07/09/2024 20:40:00,26.96,-70.50,8.28,
3804,07/09/2024 20:50:00,26.79,-69.27,8.26,
3805,07/09/2024 21:00:00,26.60,-67.96,8.23,
3806,07/09/2024 21:10:00,26.40,-66.35,8.20,
3807,07/09/2024 21:20:00,26.18,-64.96,8.18,
3808,07/09/2024 21:30:00,25.99,-63.49,8.15,
3809,07/09/2024 21:40:00,25.77,-61.91,8.12,
3810,07/09/2024 21:50:00,25.62,-60.24,8.09,
3811,07/09/2024 22:00:00,25.48,-58.70,8.06,
3812,07/09/2024 22:10:00,25.38,-57.14,8.03,
3813,07/09/2024 22:20:00,25.31,-55.83,8.01,
3814,07/09/2024 22:30:00,25.21,-54.78,7.99,
3815,07/09/2024 22:40:00,25.11,-53.86,7.97,
3816,07/09/2024 22:50:00,25.06,-52.78,7.95,
3817,07/09/2024 23:00:00,25.04,-51.64,7.93,
3818,07/09/2024 23:10:00,24.99,-50.67,7.91,
3819,07/09/2024 23:20:00,24.94,-49.89,7.90,
3820,07/09/2024 23:30:00,24.90,-49.11,7.88,
3821,07/09/2024 23:40:00,24.85,-48.47,7.87,
3822,07/09/2024 23:50:00,24.80,-48.00,7.86,
3823,07/10/2024 00:00:00,24.80,-47.49,7.85,
3824,07/10/2024 00:10:00,24.77,-46.77,7.84,
3825,07/10/2024 00:20:00,24.75,-46.02,7.82,
3826,07/10/2024 00:30:00,24.73,-45.11,7.80,
3827,07/10/2024 00:40:00,24.70,-44.38,7.79,
3828,07/10/2024 00:50:00,24.65,-43.63,7.78,
3829,07/10/2024 01:00:00,24.63,-42.80,7.76,
3830,07/10/2024 01:10:00,24.58,-41.41,7.73,
3831,07/10/2024 01:20:00,24.56,-40.86,7.72,
3832,07/10/2024 01:30:00,24.53,-40.55,7.72,
3833,07/10/2024 01:40:00,24.48,-39.72,7.70,
3834,07/10/2024 01:50:00,24.46,-39.30,7.69,
3835,07/10/2024 02:00:00,24.44,-38.72,7.68,
3836,07/10/2024 02:10:00,24.41,-38.31,7.68,
3837,07/10/2024 02:20:00,24.36,-37.92,7.67,
3838,07/10/2024 02:30:00,24.34,-37.91,7.67,
3839,07/10/2024 02:40:00,24.32,-37.31,7.66,
3840,07/10/2024 02:50:00,24.29,-36.94,7.65,
3841,07/10/2024 03:00:00,24.24,-36.92,7.65,
3842,07/10/2024 03:10:00,24.19,-36.58,7.64,
3843,07/10/2024 03:20:00,24.17,-36.19,7.64,
3844,07/10/2024 03:30:00,24.12,-36.31,7.64,
3845,07/10/2024 03:40:00,24.10,-36.34,7.64,
3846,07/10/2024 03:50:00,24.07,-35.83,7.63,
3847,07/10/2024 04:00:00,24.03,-35.36,7.62,
3848,07/10/2024 04:10:00,24.00,-35.09,7.61,
3849,07/10/2024 04:20:00,23.95,-34.83,7.61,
3850,07/10/2024 04:30:00,23.93,-34.31,7.60,
3851,07/10/2024 04:40:00,23.91,-34.69,7.61,
3852,07/10/2024 04:50:00,23.88,-34.34,7.60,
3853,07/10/2024 05:00:00,23.86,-34.44,7.60,
3854,07/10/2024 05:10:00,23.83,-34.20,7.60,
3855,07/10/2024 05:20:00,23.81,-33.75,7.59,
3856,07/10/2024 05:30:00,23.79,-33.34,7.58,
3857,07/10/2024 05:40:00,23.76,-32.81,7.57,
3858,07/10/2024 05:50:00,23.74,-32.41,7.56,
3859,07/10/2024 06:00:00,23.71,-32.02,7.56,
3860,07/10/2024 06:10:00,23.69,-32.64,7.57,
3861,07/10/2024 06:20:00,23.66,-33.25,7.58,
3862,07/10/2024 06:30:00,23.66,-33.56,7.59,
3863,07/10/2024 06:40:00,23.64,-33.70,7.59,
3864,07/10/2024 06:50:00,23.64,-34.50,7.60,
3865,07/10/2024 07:00:00,23.64,-35.56,7.62,
3866,07/10/2024 07:10:00,23.62,-35.74,7.63,
3867,07/10/2024 07:20:00,23.62,-36.38,7.64,
3868,07/10/2024 07:30:00,23.62,-36.72,7.65,
3869,07/10/2024 07:40:00,23.59,-38.05,7.67,
3870,07/10/2024 07:50:00,23.59,-38.64,7.68,
3871,07/10/2024 08:00:00,23.59,-38.84,7.69,
3872,07/10/2024 08:10:00,23.59,-38.03,7.67,
3873,07/10/2024 08:20:00,23.59,-41.17,7.73,
3874,07/10/2024 08:30:00,23.59,-41.78,7.74,
3875,07/10/2024 08:40:00,23.59,-44.11,7.79,
3876,07/10/2024 08:50:00,23.59,-45.50,7.82,
3877,07/10/2024 09:00:00,23.62,-50.38,7.91,
3878,07/10/2024 09:10:00,23.62,-53.20,7.96,
3879,07/10/2024 09:20:00,23.66,-63.44,8.16,
3880,07/10/2024 09:30:00,23.74,-74.10,8.36,
3881,07/10/2024 09:40:00,23.79,-92.10,8.71,
3882,07/10/2024 09:50:00,23.81,-98.97,8.84,
3883,07/10/2024 10:00:00,23.83,-101.58,8.89,
3884,07/10/2024 10:10:00,23.79,-83.77,8.55,
3885,07/10/2024 10:20:00,23.74,-75.88,8.40,
3886,07/10/2024 10:30:00,23.69,-74.36,8.37,
3887,07/10/2024 10:40:00,23.71,-73.55,8.35,
3888,07/10/2024 10:50:00,23.69,-75.66,8.39,
3889,07/10/2024 11:00:00,23.71,-81.63,8.51,
3890,07/10/2024 11:10:00,23.71,-80.94,8.49,
3891,07/10/2024 11:20:00,23.69,-84.32,8.56,
3892,07/10/2024 11:30:00,23.69,-94.27,8.75,
3893,07/10/2024 11:40:00,23.76,-101.88,8.90,
3894,07/10/2024 11:50:00,23.81,-101.14,8.88,
3895,07/10/2024 12:00:00,23.86,-104.11,8.94,
3896,07/10/2024 12:10:00,23.91,-100.44,8.87,
3897,07/10/2024 12:20:00,23.93,-96.14,8.78,
3898,07/10/2024 12:30:00,23.95,-99.97,8.86,
3899,07/10/2024 12:40:00,23.95,-111.30,9.08,
3900,07/10/2024 12:50:00,23.98,-114.58,9.14,
3901,07/10/2024 13:00:00,23.98,-118.58,9.21,
3902,07/10/2024 13:10:00,23.95,-126.50,9.37,
3903,07/10/2024 13:20:00,24.00,-133.82,9.51,
3904,07/10/2024 13:30:00,24.03,-136.49,9.56,
3905,07/10/2024 13:40:00,24.00,-136.00,9.55,
3906,07/10/2024 13:50:00,24.05,-137.61,9.58,
3907,07/10/2024 14:00:00,24.07,-132.41,9.48,
3908,07/10/2024 14:10:00,24.10,-122.28,9.28,
3909,07/10/2024 14:20:00,24.05,-112.22,9.09,
3910,07/10/2024 14:30:00,24.00,-98.28,8.83,
3911,07/10/2024 14:40:00,24.03,-114.64,9.14,
3912,07/10/2024 14:50:00,24.03,-125.36,9.34,
3913,07/10/2024 15:00:00,23.93,-110.18,9.05,
3914,07/10/2024 15:10:00,23.93,-92.35,8.71,
3915,07/10/2024 15:20:00,23.83,-78.14,8.44,
3916,07/10/2024 15:30:00,23.81,-75.42,8.39,
3917,07/10/2024 15:40:00,23.74,-71.75,8.32,
3918,07/10/2024 15:50:00,23.74,-102.80,8.91,
3919,07/10/2024 16:00:00,23.69,-100.44,8.87,
3920,07/10/2024 16:10:00,23.64,-96.78,8.80,
3921,07/10/2024 16:20:00,23.59,-83.19,8.54,
3922,07/10/2024 16:30:00,23.54,-71.27,8.31,
3923,07/10/2024 16:40:00,23.52,-62.96,8.15,
3924,07/10/2024 16:50:00,23.50,-60.06,8.10,
3925,07/10/2024 17:00:00,23.47,-72.27,8.33,
3926,07/10/2024 17:10:00,23.45,-66.30,8.21,
3927,07/10/2024 17:20:00,23.42,-60.69,8.11,
3928,07/10/2024 17:30:00,23.40,-55.22,8.00,
3929,07/10/2024 17:40:00,23.38,-51.22,7.93,
3930,07/10/2024 17:50:00,23.38,-50.10,7.90,
3931,07/10/2024 18:00:00,23.38,-47.61,7.86,
3932,07/10/2024 18:10:00,23.38,-45.47,7.82,
3933,07/10/2024 18:20:00,23.38,-43.83,7.78,
3934,07/10/2024 18:30:00,23.38,-40.99,7.73,
