#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
1747,10/02/2024 04:00:00,26.40,-35.19,7.44,,,,,
1748,10/02/2024 04:10:00,26.38,-35.41,7.44,,,,,
1749,10/02/2024 04:20:00,26.33,-35.39,7.44,,,,,
1750,10/02/2024 04:30:00,26.30,-35.42,7.44,,,,,
1751,10/02/2024 04:40:00,26.28,-35.47,7.44,,,,,
1752,10/02/2024 04:50:00,26.28,-35.17,7.44,,,,,
1753,10/02/2024 05:00:00,26.26,-35.22,7.44,,,,,
1754,10/02/2024 05:10:00,26.23,-35.22,7.44,,,,,
1755,10/02/2024 05:20:00,26.23,-35.31,7.44,,,,,
1756,10/02/2024 05:30:00,26.21,-35.16,7.44,,,,,
1757,10/02/2024 05:40:00,26.18,-35.28,7.44,,,,,
1758,10/02/2024 05:50:00,26.18,-34.84,7.43,,,,,
1759,10/02/2024 06:00:00,26.16,-34.86,7.43,,,,,
1760,10/02/2024 06:10:00,26.16,-34.88,7.43,,,,,
1761,10/02/2024 06:20:00,26.13,-34.27,7.42,,,,,
1762,10/02/2024 06:30:00,26.08,-34.94,7.43,,,,,
1763,10/02/2024 06:40:00,26.08,-35.03,7.43,,,,,
1764,10/02/2024 06:50:00,26.06,-34.31,7.42,,,,,
1765,10/02/2024 07:00:00,26.06,-34.14,7.42,,,,,
1766,10/02/2024 07:10:00,26.04,-34.33,7.42,,,,,
1767,10/02/2024 07:20:00,26.04,-34.11,7.42,,,,,
1768,10/02/2024 07:30:00,26.01,-34.53,7.42,,,,,
1769,10/02/2024 07:40:00,26.01,-34.24,7.42,,,,,
1770,10/02/2024 07:50:00,26.01,-34.45,7.42,,,,,
1771,10/02/2024 08:00:00,25.99,-34.19,7.42,,,,,
1772,10/02/2024 08:10:00,25.99,-34.22,7.42,,,,,
1773,10/02/2024 08:20:00,26.04,-34.39,7.42,,,,,
1774,10/02/2024 08:30:00,26.04,-34.70,7.43,,,,,
1775,10/02/2024 08:40:00,26.18,-35.33,7.44,,,,,
1776,10/02/2024 08:50:00,26.26,-36.24,7.46,,,,,
1777,10/02/2024 09:00:00,26.30,-36.94,7.47,,,,,
1778,10/02/2024 09:10:00,26.45,-37.53,7.48,,,,,
1779,10/02/2024 09:20:00,26.38,-37.89,7.49,,,,,
1780,10/02/2024 09:30:00,26.52,-38.63,7.50,,,,,
1781,10/02/2024 09:40:00,26.50,-38.17,7.49,,,,,
1782,10/02/2024 09:50:00,26.65,-39.66,7.52,,,,,
1783,10/02/2024 10:00:00,26.77,-40.41,7.53,,,,,
1784,10/02/2024 10:10:00,26.84,-41.61,7.56,,,,,
1785,10/02/2024 10:20:00,26.82,-41.39,7.55,,,,,
1786,10/02/2024 10:30:00,26.74,-41.08,7.55,,,,,
1787,10/02/2024 10:40:00,26.89,-41.72,7.56,,,,,
1788,10/02/2024 10:50:00,27.04,-42.81,7.58,,,,,
1789,10/02/2024 11:00:00,27.14,-44.28,7.61,,,,,
1790,10/02/2024 11:10:00,27.33,-46.08,7.64,,,,,
1791,10/02/2024 11:20:00,27.41,-44.80,7.62,,,,,
1792,10/02/2024 11:30:00,27.43,-45.88,7.64,,,,,
1793,10/02/2024 11:40:00,27.53,-49.36,7.70,,,,,
1794,10/02/2024 11:50:00,27.55,-49.42,7.70,,,,,
1795,10/02/2024 12:00:00,27.63,-49.86,7.71,,,,,
1796,10/02/2024 12:10:00,27.68,-49.72,7.71,,,,,
1797,10/02/2024 12:20:00,27.68,-50.20,7.72,,,,,
1798,10/02/2024 12:30:00,27.78,-51.16,7.73,,,,,
1799,10/02/2024 12:40:00,27.80,-50.74,7.73,,,,,
1800,10/02/2024 12:50:00,27.85,-47.85,7.67,,,,,
1801,10/02/2024 13:00:00,27.87,-49.31,7.70,,,,,
1802,10/02/2024 13:10:00,27.97,-47.70,7.67,,,,,
1803,10/02/2024 13:20:00,27.95,-48.31,7.68,,,,,
1804,10/02/2024 13:30:00,28.00,-47.49,7.66,,,,,
1805,10/02/2024 13:40:00,28.15,-47.31,7.66,,,,,
1806,10/02/2024 13:50:00,28.12,-46.49,7.65,,,,,
1807,10/02/2024 14:00:00,28.15,-49.08,7.69,,,,,
1808,10/02/2024 14:10:00,28.22,-48.14,7.68,,,,,
1809,10/02/2024 14:20:00,28.27,-49.81,7.71,,,,,
1810,10/02/2024 14:30:00,28.30,-49.19,7.70,,,,,
1811,10/02/2024 14:40:00,28.32,-50.36,7.72,,,,,
1812,10/02/2024 14:50:00,28.20,-50.38,7.72,,,,,
1813,10/02/2024 15:00:00,28.17,-49.69,7.71,,,,,
1814,10/02/2024 15:10:00,28.20,-50.52,7.72,,,,,
1815,10/02/2024 15:20:00,28.22,-50.94,7.73,,,,,
1816,10/02/2024 15:30:00,28.25,-51.06,7.73,,,,,
1817,10/02/2024 15:40:00,28.30,-50.58,7.72,,,,,
1818,10/02/2024 15:50:00,28.32,-49.88,7.71,,,,,
1819,10/02/2024 16:00:00,28.34,-51.85,7.75,,,,,
1820,10/02/2024 16:10:00,28.37,-51.74,7.74,,,,,
1821,10/02/2024 16:20:00,28.37,-51.52,7.74,,,,,
1822,10/02/2024 16:30:00,28.39,-53.88,7.78,,,,,
1823,10/02/2024 16:40:00,28.39,-51.08,7.73,,,,,
1824,10/02/2024 16:50:00,28.39,-53.28,7.77,,,,,
1825,10/02/2024 17:00:00,28.39,-52.86,7.76,,,,,
1826,10/02/2024 17:10:00,28.37,-51.42,7.74,,,,,
1827,10/02/2024 17:20:00,28.37,-53.11,7.77,,,,,
1828,10/02/2024 17:30:00,28.34,-53.44,7.78,,,,,
1829,10/02/2024 17:40:00,28.30,-52.56,7.76,,,,,
1830,10/02/2024 17:50:00,28.30,-52.47,7.76,,,,,
1831,10/02/2024 18:00:00,28.25,-52.24,7.75,,,,,
1832,10/02/2024 18:10:00,28.22,-51.64,7.74,,,,,
1833,10/02/2024 18:20:00,28.17,-51.45,7.74,,,,,
1834,10/02/2024 18:30:00,28.12,-50.41,7.72,,,,,
1835,10/02/2024 18:40:00,28.10,-49.56,7.70,,,,,
1836,10/02/2024 18:50:00,28.05,-49.47,7.70,,,,,
1837,10/02/2024 19:00:00,28.00,-48.30,7.68,,,,,
1838,10/02/2024 19:10:00,27.97,-46.41,7.64,,,,,
1839,10/02/2024 19:20:00,27.95,-46.53,7.65,,,,,
1840,10/02/2024 19:30:00,27.90,-46.74,7.65,,,,,
1841,10/02/2024 19:40:00,27.87,-46.20,7.64,,,,,
1842,10/02/2024 19:50:00,27.85,-44.88,7.62,,,,,
1843,10/02/2024 20:00:00,27.80,-44.08,7.60,,,,,
1844,10/02/2024 20:10:00,27.75,-42.28,7.57,,,,,
1845,10/02/2024 20:20:00,27.73,-42.35,7.57,,,,,
1846,10/02/2024 20:30:00,27.70,-41.25,7.55,,,,,
1847,10/02/2024 20:40:00,27.65,-41.14,7.55,,,,,
1848,10/02/2024 20:50:00,27.60,-40.42,7.53,,,,,
1849,10/02/2024 21:00:00,27.58,-39.74,7.52,,,,,
1850,10/02/2024 21:10:00,27.55,-39.92,7.52,,,,,
1851,10/02/2024 21:20:00,27.51,-39.99,7.52,,,,,
1852,10/02/2024 21:30:00,27.48,-40.19,7.53,,,,,
1853,10/02/2024 21:40:00,27.43,-40.08,7.53,,,,,
1854,10/02/2024 21:50:00,27.41,-38.44,7.50,,,,,
1855,10/02/2024 22:00:00,27.38,-38.36,7.49,,,,,
1856,10/02/2024 22:10:00,27.33,-38.34,7.49,,,,,
1857,10/02/2024 22:20:00,27.33,-38.22,7.49,,,,,
1858,10/02/2024 22:30:00,27.28,-38.08,7.49,,,,,
1859,10/02/2024 22:40:00,27.23,-36.89,7.47,,,,,
1860,10/02/2024 22:50:00,27.21,-37.49,7.48,,,,,
1861,10/02/2024 23:00:00,27.19,-37.13,7.47,,,,,
1862,10/02/2024 23:10:00,27.14,-36.91,7.47,,,,,
1863,10/02/2024 23:20:00,27.11,-36.56,7.46,,,,,
1864,10/02/2024 23:30:00,27.09,-36.41,7.46,,,,,
1865,10/02/2024 23:40:00,27.06,-36.58,7.46,,,,,
1866,10/02/2024 23:50:00,27.01,-36.55,7.46,,,,,
1867,10/03/2024 00:00:00,26.99,-36.24,7.46,,,,,
1868,10/03/2024 00:10:00,26.96,-36.34,7.46,,,,,
1869,10/03/2024 00:20:00,26.94,-36.16,7.45,,,,,
1870,10/03/2024 00:30:00,26.92,-35.66,7.44,,,,,
1871,10/03/2024 00:40:00,26.89,-35.92,7.45,,,,,
1872,10/03/2024 00:50:00,26.87,-35.92,7.45,,,,,
1873,10/03/2024 01:00:00,26.82,-35.80,7.45,,,,,
1874,10/03/2024 01:10:00,26.79,-35.52,7.44,,,,,
1875,10/03/2024 01:20:00,26.77,-35.75,7.45,,,,,
1876,10/03/2024 01:30:00,26.72,-35.49,7.44,,,,,
1877,10/03/2024 01:40:00,26.72,-35.44,7.44,,,,,
1878,10/03/2024 01:50:00,26.67,-35.41,7.44,,,,,
1879,10/03/2024 02:00:00,26.67,-35.52,7.44,,,,,
1880,10/03/2024 02:10:00,26.65,-35.03,7.43,,,,,
1881,10/03/2024 02:20:00,26.62,-35.45,7.44,,,,,
1882,10/03/2024 02:30:00,26.57,-35.49,7.44,,,,,
1883,10/03/2024 02:40:00,26.55,-35.08,7.43,,,,,
1884,10/03/2024 02:50:00,26.52,-35.44,7.44,,,,,
1885,10/03/2024 03:00:00,26.50,-35.45,7.44,,,,,
1886,10/03/2024 03:10:00,26.48,-35.39,7.44,,,,,
1887,10/03/2024 03:20:00,26.45,-35.00,7.43,,,,,
1888,10/03/2024 03:30:00,26.45,-35.25,7.44,,,,,
1889,10/03/2024 03:40:00,26.43,-35.58,7.44,,,,,
1890,10/03/2024 03:50:00,26.40,-35.38,7.44,,,,,
1891,10/03/2024 04:00:00,26.38,-34.88,7.43,,,,,
1892,10/03/2024 04:10:00,26.35,-35.08,7.43,,,,,
1893,10/03/2024 04:20:00,26.33,-35.05,7.43,,,,,
1894,10/03/2024 04:30:00,26.30,-35.28,7.44,,,,,
1895,10/03/2024 04:40:00,26.28,-35.22,7.44,,,,,
1896,10/03/2024 04:50:00,26.26,-35.41,7.44,,,,,
1897,10/03/2024 05:00:00,26.23,-35.28,7.44,,,,,
1898,10/03/2024 05:10:00,26.21,-35.27,7.44,,,,,
1899,10/03/2024 05:20:00,26.21,-35.13,7.44,,,,,
1900,10/03/2024 05:30:00,26.18,-34.86,7.43,,,,,
1901,10/03/2024 05:40:00,26.16,-34.83,7.43,,,,,
1902,10/03/2024 05:50:00,26.13,-34.67,7.43,,,,,
1903,10/03/2024 06:00:00,26.11,-35.70,7.45,,,,,
1904,10/03/2024 06:10:00,26.08,-35.36,7.44,,,,,
1905,10/03/2024 06:20:00,26.08,-34.86,7.43,,,,,
1906,10/03/2024 06:30:00,26.06,-34.45,7.42,,,,,
1907,10/03/2024 06:40:00,26.04,-34.42,7.42,,,,,
1908,10/03/2024 06:50:00,26.04,-34.52,7.42,,,,,
1909,10/03/2024 07:00:00,26.04,-34.52,7.42,,,,,
1910,10/03/2024 07:10:00,26.01,-34.36,7.42,,,,,
1911,10/03/2024 07:20:00,26.01,-34.49,7.42,,,,,
1912,10/03/2024 07:30:00,25.99,-34.42,7.42,,,,,
1913,10/03/2024 07:40:00,25.96,-34.44,7.42,,,,,
1914,10/03/2024 07:50:00,25.94,-34.38,7.42,,,,,
1915,10/03/2024 08:00:00,26.01,-34.59,7.43,,,,,
1916,10/03/2024 08:10:00,25.94,-34.20,7.42,,,,,
1917,10/03/2024 08:20:00,25.96,-34.25,7.42,,,,,
1918,10/03/2024 08:30:00,25.99,-34.78,7.43,,,,,
1919,10/03/2024 08:40:00,26.16,-36.42,7.46,,,,,
1920,10/03/2024 08:50:00,26.23,-36.77,7.47,,,,,
1921,10/03/2024 09:00:00,26.30,-37.17,7.47,,,,,
1922,10/03/2024 09:10:00,26.45,-39.14,7.51,,,,,
1923,10/03/2024 09:20:00,26.50,-39.39,7.52,,,,,
1924,10/03/2024 09:30:00,26.62,-40.67,7.54,,,,,
1925,10/03/2024 09:40:00,26.72,-42.52,7.57,,,,,
1926,10/03/2024 09:50:00,26.52,-39.50,7.52,,,,,
1927,10/03/2024 10:00:00,26.74,-40.77,7.54,,,,,
1928,10/03/2024 10:10:00,26.70,-39.99,7.53,,,,,
1929,10/03/2024 10:20:00,26.65,-39.84,7.52,,,,,
1930,10/03/2024 10:30:00,26.60,-37.19,7.47,,,,,
1931,10/03/2024 10:40:00,26.65,-36.89,7.47,,,,,
1932,10/03/2024 10:50:00,27.01,-41.80,7.56,,,,,
1933,10/03/2024 11:00:00,27.01,-40.61,7.54,,,,,
1934,10/03/2024 11:10:00,26.99,-41.85,7.56,,,,,
1935,10/03/2024 11:20:00,27.26,-45.36,7.63,,,,,
1936,10/03/2024 11:30:00,27.19,-43.13,7.58,,,,,
1937,10/03/2024 11:40:00,27.36,-46.17,7.64,,,,,
1938,10/03/2024 11:50:00,27.36,-44.85,7.62,,,,,
1939,10/03/2024 12:00:00,27.38,-45.86,7.64,,,,,
1940,10/03/2024 12:10:00,27.48,-46.25,7.64,,,,,
1941,10/03/2024 12:20:00,27.55,-47.47,7.67,,,,,
1942,10/03/2024 12:30:00,27.63,-47.11,7.66,,,,,
1943,10/03/2024 12:40:00,27.58,-46.30,7.64,,,,,
1944,10/03/2024 12:50:00,27.70,-46.89,7.65,,,,,
1945,10/03/2024 13:00:00,27.78,-47.17,7.66,,,,,
1946,10/03/2024 13:10:00,27.78,-46.63,7.65,,,,,
1947,10/03/2024 13:20:00,27.78,-44.39,7.61,,,,,
1948,10/03/2024 13:30:00,27.68,-42.66,7.57,,,,,
1949,10/03/2024 13:40:00,27.85,-45.31,7.62,,,,,
1950,10/03/2024 13:50:00,27.90,-46.49,7.65,,,,,
1951,10/03/2024 14:00:00,28.00,-46.91,7.65,,,,,
1952,10/03/2024 14:10:00,27.92,-45.27,7.62,,,,,
1953,10/03/2024 14:20:00,28.05,-48.28,7.68,,,,,
1954,10/03/2024 14:30:00,28.05,-49.95,7.71,,,,,
1955,10/03/2024 14:40:00,28.10,-49.72,7.71,,,,,
1956,10/03/2024 14:50:00,28.00,-46.86,7.65,,,,,
1957,10/03/2024 15:00:00,27.97,-48.69,7.69,,,,,
1958,10/03/2024 15:10:00,27.97,-47.77,7.67,,,,,
1959,10/03/2024 15:20:00,28.02,-48.94,7.69,,,,,
1960,10/03/2024 15:30:00,28.05,-50.13,7.71,,,,,
1961,10/03/2024 15:40:00,28.05,-49.94,7.71,,,,,
1962,10/03/2024 15:50:00,28.10,-50.24,7.72,,,,,
1963,10/03/2024 16:00:00,28.12,-50.31,7.72,,,,,
1964,10/03/2024 16:10:00,28.12,-50.91,7.73,,,,,
1965,10/03/2024 16:20:00,28.15,-49.80,7.71,,,,,
1966,10/03/2024 16:30:00,28.15,-52.06,7.75,,,,,
1967,10/03/2024 16:40:00,28.15,-54.38,7.79,,,,,
1968,10/03/2024 16:50:00,28.12,-53.56,7.78,,,,,
1969,10/03/2024 17:00:00,28.12,-53.45,7.78,,,,,
1970,10/03/2024 17:10:00,28.10,-53.97,7.79,,,,,
1971,10/03/2024 17:20:00,28.10,-52.45,7.76,,,,,
1972,10/03/2024 17:30:00,28.05,-52.60,7.76,,,,,
1973,10/03/2024 17:40:00,28.02,-51.56,7.74,,,,,
1974,10/03/2024 17:50:00,27.97,-51.25,7.74,,,,,
1975,10/03/2024 18:00:00,27.95,-50.49,7.72,,,,,
1976,10/03/2024 18:10:00,27.92,-50.50,7.72,,,,,
1977,10/03/2024 18:20:00,27.87,-49.27,7.70,,,,,
1978,10/03/2024 18:30:00,27.85,-48.17,7.68,,,,,
1979,10/03/2024 18:40:00,27.80,-47.27,7.66,,,,,
1980,10/03/2024 18:50:00,27.78,-47.05,7.66,,,,,
1981,10/03/2024 19:00:00,27.73,-46.28,7.64,,,,,
1982,10/03/2024 19:10:00,27.68,-46.22,7.64,,,,,
1983,10/03/2024 19:20:00,27.65,-45.86,7.63,,,,,
1984,10/03/2024 19:30:00,27.63,-44.78,7.61,,,,,
1985,10/03/2024 19:40:00,27.58,-44.63,7.61,,,,,
1986,10/03/2024 19:50:00,27.53,-43.52,7.59,,,,,
1987,10/03/2024 20:00:00,27.51,-42.20,7.57,,,,,
1988,10/03/2024 20:10:00,27.48,-41.61,7.56,,,,,
1989,10/03/2024 20:20:00,27.46,-41.03,7.54,,,,,
1990,10/03/2024 20:30:00,27.43,-41.45,7.55,,,,,
1991,10/03/2024 20:40:00,27.41,-40.45,7.53,,,,,
1992,10/03/2024 20:50:00,27.38,-40.05,7.53,,,,,
1993,10/03/2024 21:00:00,27.33,-39.22,7.51,,,,,
1994,10/03/2024 21:10:00,27.31,-39.45,7.52,,,,,
1995,10/03/2024 21:20:00,27.26,-38.81,7.50,,,,,
1996,10/03/2024 21:30:00,27.23,-39.17,7.51,,,,,
1997,10/03/2024 21:40:00,27.21,-38.44,7.50,,,,,
1998,10/03/2024 21:50:00,27.16,-38.58,7.50,,,,,
1999,10/03/2024 22:00:00,27.14,-38.22,7.49,,,,,
2000,10/03/2024 22:10:00,27.09,-37.45,7.48,,,,,
2001,10/03/2024 22:20:00,27.04,-37.16,7.47,,,,,
2002,10/03/2024 22:30:00,27.04,-37.19,7.47,,,,,
2003,10/03/2024 22:40:00,27.01,-37.49,7.48,,,,,
2004,10/03/2024 22:50:00,26.96,-36.67,7.46,,,,,
2005,10/03/2024 23:00:00,26.92,-36.02,7.45,,,,,
2006,10/03/2024 23:10:00,26.89,-36.34,7.46,,,,,
2007,10/03/2024 23:20:00,26.87,-36.92,7.47,,,,,
2008,10/03/2024 23:30:00,26.84,-36.45,7.46,,,,,
2009,10/03/2024 23:40:00,26.82,-36.39,7.46,,,,,
2010,10/03/2024 23:50:00,26.79,-36.28,7.46,,,,,
2011,10/04/2024 00:00:00,26.74,-36.03,7.45,,,,,
2012,10/04/2024 00:10:00,26.72,-35.86,7.45,,,,,
2013,10/04/2024 00:20:00,26.70,-35.39,7.44,,,,,
2014,10/04/2024 00:30:00,26.67,-35.63,7.44,,,,,
2015,10/04/2024 00:40:00,26.65,-35.25,7.44,,,,,
2016,10/04/2024 00:50:00,26.62,-35.20,7.44,,,,,
2017,10/04/2024 01:00:00,26.60,-35.38,7.44,,,,,
2018,10/04/2024 01:10:00,26.57,-35.22,7.44,,,,,
2019,10/04/2024 01:20:00,26.55,-34.99,7.43,,,,,
2020,10/04/2024 01:30:00,26.52,-35.22,7.44,,,,,
2021,10/04/2024 01:40:00,26.50,-35.31,7.44,,,,,
2022,10/04/2024 01:50:00,26.50,-35.44,7.44,,,,,
2023,10/04/2024 02:00:00,26.48,-35.11,7.43,,,,,
2024,10/04/2024 02:10:00,26.45,-35.03,7.43,,,,,
2025,10/04/2024 02:20:00,26.43,-34.99,7.43,,,,,
2026,10/04/2024 02:30:00,26.40,-36.56,7.46,,,,,
2027,10/04/2024 02:40:00,26.38,-35.78,7.45,,,,,
2028,10/04/2024 02:50:00,26.35,-35.38,7.44,,,,,
2029,10/04/2024 03:00:00,26.35,-34.92,7.43,,,,,
2030,10/04/2024 03:10:00,26.33,-34.92,7.43,,,,,
2031,10/04/2024 03:20:00,26.30,-35.06,7.43,,,,,
2032,10/04/2024 03:30:00,26.28,-35.11,7.44,,,,,
2033,10/04/2024 03:40:00,26.26,-34.95,7.43,,,,,
2034,10/04/2024 03:50:00,26.23,-34.92,7.43,,,,,
2035,10/04/2024 04:00:00,26.21,-35.00,7.43,,,,,
2036,10/04/2024 04:10:00,26.18,-34.47,7.42,,,,,
2037,10/04/2024 04:20:00,26.18,-34.58,7.43,,,,,
2038,10/04/2024 04:30:00,26.16,-34.86,7.43,,,,,
2039,10/04/2024 04:40:00,26.16,-34.84,7.43,,,,,
2040,10/04/2024 04:50:00,26.13,-34.91,7.43,,,,,
2041,10/04/2024 05:00:00,26.11,-34.49,7.42,,,,,
2042,10/04/2024 05:10:00,26.08,-34.89,7.43,,,,,
2043,10/04/2024 05:20:00,26.06,-34.69,7.43,,,,,
2044,10/04/2024 05:30:00,26.06,-34.81,7.43,,,,,
2045,10/04/2024 05:40:00,26.04,-34.63,7.43,,,,,
2046,10/04/2024 05:50:00,26.01,-34.74,7.43,,,,,
2047,10/04/2024 06:00:00,25.99,-34.63,7.43,,,,,
2048,10/04/2024 06:10:00,25.96,-34.66,7.43,,,,,
2049,10/04/2024 06:20:00,25.94,-34.53,7.42,,,,,
2050,10/04/2024 06:30:00,25.94,-34.52,7.42,,,,,
2051,10/04/2024 06:40:00,25.94,-34.33,7.42,,,,,
2052,10/04/2024 06:50:00,25.91,-34.31,7.42,,,,,
2053,10/04/2024 07:00:00,25.91,-34.24,7.42,,,,,
2054,10/04/2024 07:10:00,25.89,-34.55,7.43,,,,,
2055,10/04/2024 07:20:00,25.89,-34.38,7.42,,,,,
2056,10/04/2024 07:30:00,25.91,-34.47,7.42,,,,,
2057,10/04/2024 07:40:00,25.87,-34.03,7.42,,,,,
2058,10/04/2024 07:50:00,25.84,-34.22,7.42,,,,,
2059,10/04/2024 08:00:00,25.89,-35.45,7.44,,,,,
2060,10/04/2024 08:10:00,25.87,-34.31,7.42,,,,,
2061,10/04/2024 08:20:00,25.89,-34.75,7.43,,,,,
2062,10/04/2024 08:30:00,25.89,-34.59,7.43,,,,,
2063,10/04/2024 08:40:00,25.91,-35.69,7.45,,,,,
2064,10/04/2024 08:50:00,25.96,-36.64,7.46,,,,,
2065,10/04/2024 09:00:00,26.06,-37.69,7.48,,,,,
2066,10/04/2024 09:10:00,26.18,-39.67,7.52,,,,,
2067,10/04/2024 09:20:00,26.30,-40.78,7.54,,,,,
2068,10/04/2024 09:30:00,26.30,-41.30,7.55,,,,,
2069,10/04/2024 09:40:00,26.23,-39.86,7.52,,,,,
2070,10/04/2024 09:50:00,26.35,-40.42,7.54,,,,,
2071,10/04/2024 10:00:00,26.65,-43.41,7.59,,,,,
2072,10/04/2024 10:10:00,26.79,-46.92,7.66,,,,,
2073,10/04/2024 10:20:00,26.74,-44.25,7.61,,,,,
2074,10/04/2024 10:30:00,26.74,-42.77,7.58,,,,,
2075,10/04/2024 10:40:00,26.48,-38.00,7.49,,,,,
2076,10/04/2024 10:50:00,26.55,-38.00,7.49,,,,,
2077,10/04/2024 11:00:00,26.67,-39.49,7.52,,,,,
2078,10/04/2024 11:10:00,26.62,-39.16,7.51,,,,,
2079,10/04/2024 11:20:00,26.65,-38.58,7.50,,,,,
2080,10/04/2024 11:30:00,26.65,-37.99,7.49,,,,,
2081,10/04/2024 11:40:00,26.82,-44.41,7.61,,,,,
2082,10/04/2024 11:50:00,27.06,-46.50,7.65,,,,,
2083,10/04/2024 12:00:00,27.11,-46.78,7.65,,,,,
2084,10/04/2024 12:10:00,27.09,-46.05,7.64,,,,,
2085,10/04/2024 12:20:00,27.01,-44.38,7.61,,,,,
2086,10/04/2024 12:30:00,27.01,-43.70,7.60,,,,,
2087,10/04/2024 12:40:00,27.04,-47.49,7.67,,,,,
2088,10/04/2024 12:50:00,27.19,-47.70,7.67,,,,,
2089,10/04/2024 13:00:00,27.31,-51.94,7.75,,,,,
2090,10/04/2024 13:10:00,27.41,-50.13,7.72,,,,,
2091,10/04/2024 13:20:00,27.53,-51.81,7.75,,,,,
2092,10/04/2024 13:30:00,27.58,-52.97,7.77,,,,,
2093,10/04/2024 13:40:00,27.60,-52.92,7.77,,,,,
2094,10/04/2024 13:50:00,27.63,-51.38,7.74,,,,,
2095,10/04/2024 14:00:00,27.63,-51.30,7.74,,,,,
2096,10/04/2024 14:10:00,27.65,-51.20,7.74,,,,,
2097,10/04/2024 14:20:00,27.65,-54.22,7.79,,,,,
2098,10/04/2024 14:30:00,27.75,-55.97,7.82,,,,,
2099,10/04/2024 14:40:00,27.70,-53.60,7.78,,,,,
2100,10/04/2024 14:50:00,27.68,-50.06,7.71,,,,,
2101,10/04/2024 15:00:00,27.70,-48.89,7.69,,,,,
2102,10/04/2024 15:10:00,27.70,-49.05,7.69,,,,,
2103,10/04/2024 15:20:00,27.70,-49.20,7.70,,,,,
2104,10/04/2024 15:30:00,27.75,-47.86,7.67,,,,,
2105,10/04/2024 15:40:00,27.78,-49.36,7.70,,,,,
2106,10/04/2024 15:50:00,27.83,-50.80,7.73,,,,,
2107,10/04/2024 16:00:00,27.85,-52.36,7.76,,,,,
2108,10/04/2024 16:10:00,27.85,-52.67,7.76,,,,,
2109,10/04/2024 16:20:00,27.85,-52.91,7.77,,,,,
2110,10/04/2024 16:30:00,27.85,-53.60,7.78,,,,,
2111,10/04/2024 16:40:00,27.85,-53.47,7.78,,,,,
2112,10/04/2024 16:50:00,27.83,-53.08,7.77,,,,,
2113,10/04/2024 17:00:00,27.83,-52.86,7.77,,,,,
2114,10/04/2024 17:10:00,27.83,-53.30,7.77,,,,,
2115,10/04/2024 17:20:00,27.80,-52.74,7.76,,,,,
2116,10/04/2024 17:30:00,27.78,-53.25,7.77,,,,,
2117,10/04/2024 17:40:00,27.75,-52.97,7.77,,,,,
2118,10/04/2024 17:50:00,27.73,-51.60,7.74,,,,,
2119,10/04/2024 18:00:00,27.70,-50.25,7.72,,,,,
2120,10/04/2024 18:10:00,27.68,-49.42,7.70,,,,,
2121,10/04/2024 18:20:00,27.65,-48.78,7.69,,,,,
2122,10/04/2024 18:30:00,27.60,-48.14,7.68,,,,,
2123,10/04/2024 18:40:00,27.58,-48.02,7.68,,,,,
2124,10/04/2024 18:50:00,27.55,-45.89,7.64,,,,,
2125,10/04/2024 19:00:00,27.53,-46.63,7.65,,,,,
2126,10/04/2024 19:10:00,27.51,-45.20,7.62,,,,,
2127,10/04/2024 19:20:00,27.48,-46.17,7.64,,,,,
2128,10/04/2024 19:30:00,27.46,-44.38,7.61,,,,,
2129,10/04/2024 19:40:00,27.43,-43.60,7.59,,,,,
2130,10/04/2024 19:50:00,27.41,-44.36,7.61,,,,,
2131,10/04/2024 20:00:00,27.38,-43.81,7.60,,,,,
2132,10/04/2024 20:10:00,27.36,-43.58,7.59,,,,,
2133,10/04/2024 20:20:00,27.33,-43.39,7.59,,,,,
2134,10/04/2024 20:30:00,27.31,-42.00,7.56,,,,,
2135,10/04/2024 20:40:00,27.28,-41.39,7.55,,,,,
2136,10/04/2024 20:50:00,27.26,-41.03,7.54,,,,,
2137,10/04/2024 21:00:00,27.23,-40.95,7.54,,,,,
2138,10/04/2024 21:10:00,27.21,-41.11,7.55,,,,,
2139,10/04/2024 21:20:00,27.19,-40.50,7.54,,,,,
2140,10/04/2024 21:30:00,27.16,-39.88,7.52,,,,,
2141,10/04/2024 21:40:00,27.11,-38.86,7.50,,,,,
2142,10/04/2024 21:50:00,27.11,-39.13,7.51,,,,,
2143,10/04/2024 22:00:00,27.09,-38.66,7.50,,,,,
2144,10/04/2024 22:10:00,27.06,-38.16,7.49,,,,,
2145,10/04/2024 22:20:00,27.01,-37.95,7.49,,,,,
2146,10/04/2024 22:30:00,26.99,-37.77,7.48,,,,,
2147,10/04/2024 22:40:00,26.99,-37.61,7.48,,,,,
2148,10/04/2024 22:50:00,26.96,-37.06,7.47,,,,,
2149,10/04/2024 23:00:00,26.94,-37.55,7.48,,,,,
2150,10/04/2024 23:10:00,26.92,-37.17,7.47,,,,,
2151,10/04/2024 23:20:00,26.89,-37.28,7.48,,,,,
2152,10/04/2024 23:30:00,26.84,-36.81,7.47,,,,,
2153,10/04/2024 23:40:00,26.82,-36.64,7.46,,,,,
2154,10/04/2024 23:50:00,26.79,-36.20,7.45,,,,,
2155,10/05/2024 00:00:00,26.77,-35.81,7.45,,,,,
