Date	Time	Temp (°C) c:1	mV (mv) c:2	pH c:4	Water Detect	Button Down	Button Up	Host Connected	End Of File
15-10-22	03:00:00	26.48	-25.72	7.43					
15-10-22	03:10:00	26.43	-25.39	7.43					
15-10-22	03:20:00	26.43	-25.50	7.43					
15-10-22	03:30:00	26.40	-25.52	7.43					
15-10-22	03:40:00	26.40	-25.44	7.43					
15-10-22	03:50:00	26.38	-25.58	7.43					
15-10-22	04:00:00	26.35	-25.52	7.43					
15-10-22	04:10:00	26.35	-25.33	7.43					
15-10-22	04:20:00	26.33	-25.88	7.44					
15-10-22	04:30:00	26.33	-25.38	7.43					
15-10-22	04:40:00	26.30	-25.44	7.43					
15-10-22	04:50:00	26.30	-25.78	7.43					
15-10-22	05:00:00	26.28	-25.80	7.43					
15-10-22	05:10:00	26.26	-25.56	7.43					
15-10-22	05:20:00	26.23	-26.00	7.44					
15-10-22	05:30:00	26.23	-26.08	7.44					
15-10-22	05:40:00	26.21	-25.88	7.44					
15-10-22	05:50:00	26.21	-25.97	7.44					
15-10-22	06:00:00	26.21	-26.06	7.44					
15-10-22	06:10:00	26.18	-26.47	7.45					
15-10-22	06:20:00	26.16	-26.16	7.44					
15-10-22	06:30:00	26.13	-26.09	7.44					
15-10-22	06:40:00	26.13	-25.92	7.44					
15-10-22	06:50:00	26.11	-26.58	7.45					
15-10-22	07:00:00	26.08	-26.34	7.44					
15-10-22	07:10:00	26.08	-26.14	7.44					
15-10-22	07:20:00	26.06	-26.49	7.45					
15-10-22	07:30:00	26.06	-26.49	7.45					
15-10-22	07:40:00	26.04	-26.52	7.45					
15-10-22	07:50:00	26.01	-26.56	7.45					
15-10-22	08:00:00	26.04	-26.42	7.45					
15-10-22	08:10:00	26.04	-26.13	7.44					
15-10-22	08:20:00	26.04	-25.72	7.43					
15-10-22	08:30:00	26.01	-26.45	7.45					
15-10-22	08:40:00	26.04	-26.58	7.45					
15-10-22	08:50:00	26.06	-26.52	7.45					
15-10-22	09:00:00	26.08	-26.49	7.45					
15-10-22	09:10:00	26.13	-26.38	7.44					
15-10-22	09:20:00	26.18	-26.47	7.45					
15-10-22	09:30:00	26.21	-26.53	7.45					
15-10-22	09:40:00	26.23	-26.30	7.44					
15-10-22	09:50:00	26.30	-26.39	7.44					
15-10-22	10:00:00	26.35	-26.70	7.45					
15-10-22	10:10:00	26.40	-26.83	7.45					
15-10-22	10:20:00	26.48	-26.95	7.45					
15-10-22	10:30:00	26.52	-26.81	7.45					
15-10-22	10:40:00	26.57	-27.30	7.46					
15-10-22	10:50:00	26.62	-26.89	7.45					
15-10-22	11:00:00	26.65	-26.66	7.45					
15-10-22	11:10:00	26.70	-26.20	7.44					
15-10-22	11:20:00	26.72	-26.89	7.45					
15-10-22	11:30:00	26.74	-25.83	7.43					
15-10-22	11:40:00	26.77	-25.70	7.43					
15-10-22	11:50:00	26.77	-25.74	7.43					
15-10-22	12:00:00	26.79	-26.30	7.44					
15-10-22	12:10:00	26.84	-26.39	7.44					
15-10-22	12:20:00	26.82	-26.66	7.45					
15-10-22	12:30:00	26.84	-27.47	7.46					
15-10-22	12:40:00	26.87	-27.59	7.46					
15-10-22	12:50:00	26.87	-28.42	7.48					
15-10-22	13:00:00	26.92	-28.67	7.48					
15-10-22	13:10:00	26.94	-29.24	7.49					
15-10-22	13:20:00	27.06	-28.99	7.49					
15-10-22	13:30:00	27.11	-28.20	7.47					
15-10-22	13:40:00	27.21	-28.08	7.47					
15-10-22	13:50:00	27.14	-27.99	7.47					
15-10-22	14:00:00	27.23	-28.03	7.47					
15-10-22	14:10:00	27.21	-28.58	7.48					
15-10-22	14:20:00	27.01	-28.58	7.48					
15-10-22	14:30:00	26.99	-29.27	7.49					
15-10-22	14:40:00	26.96	-29.17	7.49					
15-10-22	14:50:00	26.96	-29.97	7.50					
15-10-22	15:00:00	26.94	-29.92	7.50					
15-10-22	15:10:00	26.96	-29.64	7.50					
15-10-22	15:20:00	26.94	-29.69	7.50					
15-10-22	15:30:00	26.94	-30.05	7.50					
15-10-22	15:40:00	26.92	-30.45	7.51					
15-10-22	15:50:00	26.89	-30.28	7.51					
15-10-22	16:00:00	26.87	-30.55	7.51					
15-10-22	16:10:00	26.87	-30.38	7.51					
15-10-22	16:20:00	26.87	-30.70	7.52					
15-10-22	16:30:00	26.87	-30.50	7.51					
15-10-22	16:40:00	26.84	-30.22	7.51					
15-10-22	16:50:00	26.82	-30.53	7.51					
15-10-22	17:00:00	26.79	-30.34	7.51					
15-10-22	17:10:00	26.77	-29.78	7.50					
15-10-22	17:20:00	26.77	-29.30	7.49					
15-10-22	17:30:00	26.74	-29.95	7.50					
15-10-22	17:40:00	26.72	-30.11	7.51					
15-10-22	17:50:00	26.70	-29.49	7.50					
15-10-22	18:00:00	26.67	-29.14	7.49					
15-10-22	18:10:00	26.65	-28.84	7.48					
15-10-22	18:20:00	26.65	-29.44	7.49					
15-10-22	18:30:00	26.62	-28.49	7.48					
15-10-22	18:40:00	26.60	-28.84	7.48					
15-10-22	18:50:00	26.57	-28.77	7.48					
15-10-22	19:00:00	26.55	-28.08	7.47					
15-10-22	19:10:00	26.52	-28.02	7.47					
15-10-22	19:20:00	26.50	-28.31	7.48					
15-10-22	19:30:00	26.48	-28.27	7.48					
15-10-22	19:40:00	26.45	-28.77	7.48					
15-10-22	19:50:00	26.43	-28.74	7.48					
15-10-22	20:00:00	26.40	-28.49	7.48					
15-10-22	20:10:00	26.40	-27.81	7.47					
15-10-22	20:20:00	26.38	-27.77	7.47					
15-10-22	20:30:00	26.35	-27.66	7.47					
15-10-22	20:40:00	26.33	-28.08	7.47					
15-10-22	20:50:00	26.30	-27.97	7.47					
15-10-22	21:00:00	26.28	-28.00	7.47					
15-10-22	21:10:00	26.26	-28.02	7.47					
15-10-22	21:20:00	26.23	-28.24	7.48					
15-10-22	21:30:00	26.23	-28.20	7.47					
15-10-22	21:40:00	26.18	-28.00	7.47					
15-10-22	21:50:00	26.18	-28.05	7.47					
15-10-22	22:00:00	26.16	-28.09	7.47					
15-10-22	22:10:00	26.13	-28.59	7.48					
15-10-22	22:20:00	26.11	-28.58	7.48					
15-10-22	22:30:00	26.08	-28.11	7.47					
15-10-22	22:40:00	26.06	-28.42	7.48					
15-10-22	22:50:00	26.04	-27.55	7.46					
15-10-22	23:00:00	26.04	-27.59	7.46					
15-10-22	23:10:00	25.99	-28.31	7.48					
15-10-22	23:20:00	25.99	-27.78	7.47					
15-10-22	23:30:00	25.96	-27.19	7.46					
15-10-22	23:40:00	25.96	-28.30	7.48					
15-10-22	23:50:00	25.96	-27.97	7.47					
16-10-22	00:00:00	25.91	-27.41	7.46					
16-10-22	00:10:00	25.91	-26.89	7.45					
16-10-22	00:20:00	25.91	-26.58	7.45					
16-10-22	00:30:00	25.91	-26.53	7.45					
16-10-22	00:40:00	25.89	-26.99	7.45					
16-10-22	00:50:00	25.87	-26.33	7.44					
16-10-22	01:00:00	25.87	-26.36	7.44					
16-10-22	01:10:00	25.87	-26.22	7.44					
16-10-22	01:20:00	25.87	-25.94	7.44					
16-10-22	01:30:00	25.84	-26.14	7.44					
16-10-22	01:40:00	25.84	-25.70	7.43					
16-10-22	01:50:00	25.84	-26.11	7.44					
16-10-22	02:00:00	25.82	-26.09	7.44					
16-10-22	02:10:00	25.82	-25.72	7.43					
16-10-22	02:20:00	25.82	-26.00	7.44					
16-10-22	02:30:00	25.79	-25.95	7.44					
16-10-22	02:40:00	25.79	-25.70	7.43					
16-10-22	02:50:00	25.79	-25.78	7.43					
16-10-22	03:00:00	25.77	-25.50	7.43					
16-10-22	03:10:00	25.77	-25.30	7.43					
16-10-22	03:20:00	25.74	-25.53	7.43					
16-10-22	03:30:00	25.74	-25.39	7.43					
16-10-22	03:40:00	25.72	-25.16	7.42					
16-10-22	03:50:00	25.72	-25.28	7.43					
16-10-22	04:00:00	25.70	-25.34	7.43					
16-10-22	04:10:00	25.70	-25.20	7.42					
16-10-22	04:20:00	25.67	-25.75	7.43					
16-10-22	04:30:00	25.67	-25.70	7.43					
16-10-22	04:40:00	25.67	-25.74	7.43					
16-10-22	04:50:00	25.65	-25.47	7.43					
16-10-22	05:00:00	25.65	-25.50	7.43					
16-10-22	05:10:00	25.62	-25.69	7.43					
16-10-22	05:20:00	25.62	-25.69	7.43					
16-10-22	05:30:00	25.60	-25.81	7.44					
16-10-22	05:40:00	25.60	-25.86	7.44					
16-10-22	05:50:00	25.57	-25.89	7.44					
16-10-22	06:00:00	25.57	-25.77	7.43					
16-10-22	06:10:00	25.57	-25.77	7.43					
16-10-22	06:20:00	25.55	-25.72	7.43					
16-10-22	06:30:00	25.55	-25.52	7.43					
16-10-22	06:40:00	25.55	-25.58	7.43					
16-10-22	06:50:00	25.53	-25.67	7.43					
16-10-22	07:00:00	25.53	-25.36	7.43					
16-10-22	07:10:00	25.53	-25.30	7.43					
16-10-22	07:20:00	25.50	-25.49	7.43					
16-10-22	07:30:00	25.50	-25.30	7.43					
16-10-22	07:40:00	25.50	-25.45	7.43					
16-10-22	07:50:00	25.50	-25.38	7.43					
16-10-22	08:00:00	25.50	-25.11	7.42					
16-10-22	08:10:00	25.50	-25.09	7.42					
16-10-22	08:20:00	25.53	-25.02	7.42					
16-10-22	08:30:00	25.53	-25.30	7.43					
16-10-22	08:40:00	25.53	-25.55	7.43					
16-10-22	08:50:00	25.53	-25.69	7.43					
16-10-22	09:00:00	25.53	-26.08	7.44					
16-10-22	09:10:00	25.55	-25.83	7.44					
16-10-22	09:20:00	25.57	-25.92	7.44					
16-10-22	09:30:00	25.60	-25.72	7.43					
16-10-22	09:40:00	25.67	-26.02	7.44					
16-10-22	09:50:00	25.70	-25.94	7.44					
16-10-22	10:00:00	25.74	-25.67	7.43					
16-10-22	10:10:00	25.79	-25.77	7.43					
16-10-22	10:20:00	25.87	-26.05	7.44					
16-10-22	10:30:00	25.94	-25.50	7.43					
16-10-22	10:40:00	25.96	-25.78	7.43					
16-10-22	10:50:00	25.99	-26.06	7.44					
16-10-22	11:00:00	25.99	-25.92	7.44					
16-10-22	11:10:00	26.01	-26.38	7.44					
16-10-22	11:20:00	26.08	-26.81	7.45					
16-10-22	11:30:00	26.11	-26.88	7.45					
16-10-22	11:40:00	26.16	-26.80	7.45					
16-10-22	11:50:00	26.16	-26.59	7.45					
16-10-22	12:00:00	26.18	-26.99	7.45					
16-10-22	12:10:00	26.23	-26.59	7.45					
16-10-22	12:20:00	26.18	-26.64	7.45					
16-10-22	12:30:00	26.21	-28.28	7.48					
16-10-22	12:40:00	26.23	-27.84	7.47					
16-10-22	12:50:00	26.21	-27.99	7.47					
16-10-22	13:00:00	26.26	-28.19	7.47					
16-10-22	13:10:00	26.28	-28.28	7.48					
16-10-22	13:20:00	26.35	-28.75	7.48					
16-10-22	13:30:00	26.48	-28.63	7.48					
16-10-22	13:40:00	26.57	-29.16	7.49					
16-10-22	13:50:00	26.52	-29.34	7.49					
16-10-22	14:00:00	26.48	-29.33	7.49					
16-10-22	14:10:00	26.48	-29.69	7.50					
16-10-22	14:20:00	26.35	-29.94	7.50					
16-10-22	14:30:00	26.33	-30.06	7.51					
16-10-22	14:40:00	26.33	-29.67	7.50					
16-10-22	14:50:00	26.33	-30.42	7.51					
16-10-22	15:00:00	26.33	-30.44	7.51					
16-10-22	15:10:00	26.35	-30.61	7.52					
16-10-22	15:20:00	26.35	-30.53	7.51					
16-10-22	15:30:00	26.35	-30.41	7.51					
16-10-22	15:40:00	26.35	-30.49	7.51					
16-10-22	15:50:00	26.38	-30.75	7.52					
16-10-22	16:00:00	26.38	-30.72	7.52					
16-10-22	16:10:00	26.38	-30.25	7.51					
16-10-22	16:20:00	26.40	-30.53	7.51					
16-10-22	16:30:00	26.40	-30.70	7.52					
16-10-22	16:40:00	26.40	-30.19	7.51					
16-10-22	16:50:00	26.40	-30.59	7.51					
16-10-22	17:00:00	26.43	-30.19	7.51					
16-10-22	17:10:00	26.43	-30.13	7.51					
16-10-22	17:20:00	26.43	-30.52	7.51					
16-10-22	17:30:00	26.43	-29.91	7.50					
16-10-22	17:40:00	26.43	-30.44	7.51					
16-10-22	17:50:00	26.40	-30.34	7.51					
16-10-22	18:00:00	26.40	-29.86	7.50					
16-10-22	18:10:00	26.38	-29.70	7.50					
16-10-22	18:20:00	26.38	-29.16	7.49					
16-10-22	18:30:00	26.35	-29.16	7.49					
16-10-22	18:40:00	26.35	-29.53	7.50					
16-10-22	18:50:00	26.33	-29.74	7.50					
16-10-22	19:00:00	26.30	-31.03	7.52					
16-10-22	19:10:00	26.30	-29.22	7.49					
16-10-22	19:20:00	26.28	-29.30	7.49					
16-10-22	19:30:00	26.26	-28.84	7.49					
16-10-22	19:40:00	26.26	-28.66	7.48					
16-10-22	19:50:00	26.23	-28.39	7.48					
16-10-22	20:00:00	26.23	-28.41	7.48					
16-10-22	20:10:00	26.21	-28.86	7.49					
16-10-22	20:20:00	26.21	-28.53	7.48					
16-10-22	20:30:00	26.18	-28.39	7.48					
16-10-22	20:40:00	26.16	-28.75	7.48					
16-10-22	20:50:00	26.16	-28.58	7.48					
16-10-22	21:00:00	26.13	-28.50	7.48					
16-10-22	21:10:00	26.11	-29.24	7.49					
16-10-22	21:20:00	26.11	-28.84	7.49					
16-10-22	21:30:00	26.08	-28.55	7.48					
16-10-22	21:40:00	26.06	-28.14	7.47					
16-10-22	21:50:00	26.04	-29.14	7.49					
16-10-22	22:00:00	26.01	-29.11	7.49					
16-10-22	22:10:00	26.01	-28.92	7.49					
16-10-22	22:20:00	25.96	-29.94	7.50					
16-10-22	22:30:00	25.96	-29.53	7.50					
16-10-22	22:40:00	25.94	-29.50	7.50					
16-10-22	22:50:00	25.89	-29.25	7.49					
16-10-22	23:00:00	25.89	-29.42	7.50					
16-10-22	23:10:00	25.87	-28.56	7.48					
16-10-22	23:20:00	25.87	-28.30	7.48					
16-10-22	23:30:00	25.87	-28.39	7.48					
16-10-22	23:40:00	25.84	-27.92	7.47					
16-10-22	23:50:00	25.84	-31.92	7.54					
17-10-22	00:00:00	25.82	-30.63	7.52					
17-10-22	00:10:00	25.82	-30.17	7.51					
17-10-22	00:20:00	25.82	-29.84	7.50					
17-10-22	00:30:00	25.79	-28.88	7.49					
17-10-22	00:40:00	25.79	-28.55	7.48					
17-10-22	00:50:00	25.77	-28.53	7.48					
17-10-22	01:00:00	25.77	-28.42	7.48					
17-10-22	01:10:00	25.74	-28.03	7.47					
17-10-22	01:20:00	25.74	-28.06	7.47					
17-10-22	01:30:00	25.74	-27.50	7.46					
17-10-22	01:40:00	25.72	-27.72	7.47					
17-10-22	01:50:00	25.70	-27.55	7.46					
17-10-22	02:00:00	25.70	-27.31	7.46					
17-10-22	02:10:00	25.70	-27.33	7.46					
17-10-22	02:20:00	25.70	-27.09	7.46					
17-10-22	02:30:00	25.67	-26.66	7.45					
17-10-22	02:40:00	25.65	-26.44	7.45					
17-10-22	02:50:00	25.65	-26.44	7.45					
17-10-22	03:00:00	25.62	-25.95	7.44					
17-10-22	03:10:00	25.62	-25.56	7.43					
17-10-22	03:20:00	25.60	-25.55	7.43					
17-10-22	03:30:00	25.60	-25.56	7.43					
17-10-22	03:40:00	25.60	-25.63	7.43					
17-10-22	03:50:00	25.57	-25.63	7.43					
17-10-22	04:00:00	25.57	-25.50	7.43					
17-10-22	04:10:00	25.55	-25.00	7.42					
17-10-22	04:20:00	25.55	-25.00	7.42					
17-10-22	04:30:00	25.53	-24.50	7.41					
17-10-22	04:40:00	25.53	-25.20	7.43					
17-10-22	04:50:00	25.53	-24.97	7.42					
17-10-22	05:00:00	25.50	-24.97	7.42					
17-10-22	05:10:00	25.50	-24.97	7.42					
17-10-22	05:20:00	25.48	-25.05	7.42					
17-10-22	05:30:00	25.48	-24.56	7.41					
17-10-22	05:40:00	25.45	-24.55	7.41					
17-10-22	05:50:00	25.45	-24.42	7.41					
17-10-22	06:00:00	25.45	-24.45	7.41					
17-10-22	06:10:00	25.43	-24.28	7.41					
17-10-22	06:20:00	25.43	-24.34	7.41					
17-10-22	06:30:00	25.40	-23.97	7.40					
17-10-22	06:40:00	25.40	-24.05	7.41					
17-10-22	06:50:00	25.40	-24.22	7.41					
17-10-22	07:00:00	25.40	-24.02	7.41					
17-10-22	07:10:00	25.38	-23.94	7.40					
17-10-22	07:20:00	25.38	-23.94	7.40					
17-10-22	07:30:00	25.38	-23.95	7.40					
17-10-22	07:40:00	25.38	-23.84	7.40					
17-10-22	07:50:00	25.36	-24.02	7.41					
17-10-22	08:00:00	25.36	-23.95	7.40					
17-10-22	08:10:00	25.36	-23.74	7.40					
17-10-22	08:20:00	25.38	-23.97	7.40					
17-10-22	08:30:00	25.38	-23.91	7.40					
17-10-22	08:40:00	25.40	-24.13	7.41					
17-10-22	08:50:00	25.43	-24.27	7.41					
17-10-22	09:00:00	25.48	-24.16	7.41					
17-10-22	09:10:00	25.53	-24.42	7.41					
17-10-22	09:20:00	25.57	-24.95	7.42					
17-10-22	09:30:00	25.62	-24.70	7.42					
17-10-22	09:40:00	25.70	-25.00	7.42					
17-10-22	09:50:00	25.74	-25.16	7.42					
17-10-22	10:00:00	25.82	-24.94	7.42					
17-10-22	10:10:00	25.84	-25.03	7.42					
17-10-22	10:20:00	25.94	-25.34	7.43					
17-10-22	10:30:00	25.99	-25.31	7.43					
17-10-22	10:40:00	26.04	-25.64	7.43					
17-10-22	10:50:00	26.08	-25.80	7.43					
17-10-22	11:00:00	26.13	-25.66	7.43					
17-10-22	11:10:00	26.18	-25.67	7.43					
17-10-22	11:20:00	26.18	-26.20	7.44					
17-10-22	11:30:00	26.23	-26.31	7.44					
17-10-22	11:40:00	26.26	-26.09	7.44					
17-10-22	11:50:00	26.28	-25.92	7.44					
17-10-22	12:00:00	26.28	-26.83	7.45					
17-10-22	12:10:00	26.28	-27.00	7.45					
17-10-22	12:20:00	26.26	-27.33	7.46					
17-10-22	12:30:00	26.26	-26.86	7.45					
17-10-22	12:40:00	26.28	-27.53	7.46					
17-10-22	12:50:00	26.28	-28.63	7.48					
17-10-22	13:00:00	26.30	-28.47	7.48					
17-10-22	13:10:00	26.30	-28.66	7.48					
17-10-22	13:20:00	26.50	-28.63	7.48					
17-10-22	13:30:00	26.65	-29.53	7.50					
17-10-22	13:40:00	26.70	-29.47	7.50					
17-10-22	13:50:00	26.67	-30.30	7.51					
17-10-22	14:00:00	26.57	-30.67	7.52					
17-10-22	14:10:00	26.57	-30.75	7.52					
17-10-22	14:20:00	26.45	-30.31	7.51					
17-10-22	14:30:00	26.40	-30.28	7.51					
17-10-22	14:40:00	26.43	-30.80	7.52					
17-10-22	14:50:00	26.40	-31.00	7.52					
17-10-22	15:00:00	26.40	-31.19	7.52					
17-10-22	15:10:00	26.40	-30.63	7.52					
17-10-22	15:20:00	26.43	-31.16	7.52					
17-10-22	15:30:00	26.43	-30.86	7.52					
17-10-22	15:40:00	26.45	-31.49	7.53					
17-10-22	15:50:00	26.48	-31.81	7.54					
17-10-22	16:00:00	26.43	-31.27	7.53					
17-10-22	16:10:00	26.45	-31.34	7.53					
17-10-22	16:20:00	26.45	-31.16	7.52					
17-10-22	16:30:00	26.45	-30.80	7.52					
17-10-22	16:40:00	26.48	-35.11	7.59					
17-10-22	16:50:00	26.45	-31.45	7.53					
17-10-22	17:00:00	26.45	-31.00	7.52					
17-10-22	17:10:00	26.45	-31.42	7.53					
17-10-22	17:20:00	26.45	-31.14	7.52					
17-10-22	17:30:00	26.45	-30.84	7.52					
17-10-22	17:40:00	26.43	-30.63	7.52					
17-10-22	17:50:00	26.43	-30.08	7.51					
17-10-22	18:00:00	26.40	-30.53	7.51					
17-10-22	18:10:00	26.40	-29.92	7.50					
17-10-22	18:20:00	26.38	-30.95	7.52					
17-10-22	18:30:00	26.38	-30.70	7.52					
17-10-22	18:40:00	26.35	-30.33	7.51					
17-10-22	18:50:00	26.33	-30.33	7.51					
17-10-22	19:00:00	26.33	-29.58	7.50					
17-10-22	19:10:00	26.33	-29.58	7.50					
17-10-22	19:20:00	26.30	-29.45	7.50					
17-10-22	19:30:00	26.30	-28.92	7.49					
17-10-22	19:40:00	26.28	-28.70	7.48					
17-10-22	19:50:00	26.28	-28.69	7.48					
17-10-22	20:00:00	26.26	-28.69	7.48					
17-10-22	20:10:00	26.23	-29.84	7.50					
17-10-22	20:20:00	26.21	-29.53	7.50					
17-10-22	20:30:00	26.18	-30.16	7.51					
17-10-22	20:40:00	26.16	-29.59	7.50					
17-10-22	20:50:00	26.13	-30.34	7.51					
17-10-22	21:00:00	26.11	-30.38	7.51					
17-10-22	21:10:00	26.08	-30.86	7.52					
17-10-22	21:20:00	26.08	-30.56	7.51					
17-10-22	21:30:00	26.06	-30.24	7.51					
17-10-22	21:40:00	26.04	-30.06	7.51					
17-10-22	21:50:00	26.01	-29.84	7.50					
17-10-22	22:00:00	26.01	-29.67	7.50					
17-10-22	22:10:00	25.99	-29.33	7.49					
17-10-22	22:20:00	25.99	-29.25	7.49					
17-10-22	22:30:00	25.99	-28.88	7.49					
17-10-22	22:40:00	25.99	-28.67	7.48					
17-10-22	22:50:00	25.96	-28.78	7.48					
17-10-22	23:00:00	25.94	-28.53	7.48					
17-10-22	23:10:00	25.94	-28.28	7.48					
17-10-22	23:20:00	25.94	-27.91	7.47					
17-10-22	23:30:00	25.94	-27.78	7.47					
17-10-22	23:40:00	25.91	-28.05	7.47					
17-10-22	23:50:00	25.89	-27.80	7.47					
18-10-22	00:00:00	25.89	-28.11	7.47					
18-10-22	00:10:00	25.89	-28.59	7.48					
18-10-22	00:20:00	25.89	-28.11	7.47					
18-10-22	00:30:00	25.89	-28.05	7.47					
18-10-22	00:40:00	25.87	-27.84	7.47					
18-10-22	00:50:00	25.87	-28.25	7.48					
18-10-22	01:00:00	25.84	-27.84	7.47					
18-10-22	01:10:00	25.84	-28.05	7.47					
18-10-22	01:20:00	25.82	-28.64	7.48					
18-10-22	01:30:00	25.82	-27.84	7.47					
18-10-22	01:40:00	25.79	-28.00	7.47					
18-10-22	01:50:00	25.77	-27.63	7.47					
18-10-22	02:00:00	25.79	-27.06	7.46					
18-10-22	02:10:00	25.77	-26.20	7.44					
18-10-22	02:20:00	25.77	-26.70	7.45					
18-10-22	02:30:00	25.74	-26.66	7.45					
18-10-22	02:40:00	25.72	-27.25	7.46					
18-10-22	02:50:00	25.72	-27.09	7.46					
18-10-22	03:00:00	25.70	-26.92	7.45					
18-10-22	03:10:00	25.67	-26.36	7.44					
18-10-22	03:20:00	25.67	-25.36	7.43					
18-10-22	03:30:00	25.67	-25.22	7.43					
18-10-22	03:40:00	25.65	-25.20	7.43					
18-10-22	03:50:00	25.65	-24.94	7.42					
18-10-22	04:00:00	25.62	-24.86	7.42					
18-10-22	04:10:00	25.62	-25.38	7.43					
18-10-22	04:20:00	25.60	-24.88	7.42					
18-10-22	04:30:00	25.60	-25.41	7.43					
18-10-22	04:40:00	25.57	-25.06	7.42					
18-10-22	04:50:00	25.57	-25.09	7.42					
18-10-22	05:00:00	25.55	-24.58	7.41					
18-10-22	05:10:00	25.55	-25.08	7.42					
18-10-22	05:20:00	25.53	-25.22	7.43					
18-10-22	05:30:00	25.53	-24.91	7.42					
18-10-22	05:40:00	25.50	-25.39	7.43					
18-10-22	05:50:00	25.50	-25.20	7.43					
18-10-22	06:00:00	25.48	-24.89	7.42					
18-10-22	06:10:00	25.45	-24.80	7.42					
18-10-22	06:20:00	25.45	-24.86	7.42					
18-10-22	06:30:00	25.43	-24.77	7.42					
18-10-22	06:40:00	25.43	-25.19	7.43					
18-10-22	06:50:00	25.40	-25.67	7.43					
18-10-22	07:00:00	25.40	-25.08	7.42					
18-10-22	07:10:00	25.40	-24.63	7.42					
18-10-22	07:20:00	25.38	-24.88	7.42					
18-10-22	07:30:00	25.38	-24.66	7.42					
18-10-22	07:40:00	25.38	-24.66	7.42					
18-10-22	07:50:00	25.38	-24.83	7.42					
18-10-22	08:00:00	25.38	-24.28	7.41					
18-10-22	08:10:00	25.40	-24.50	7.41					
18-10-22	08:20:00	25.43	-24.86	7.42					
18-10-22	08:30:00	25.45	-25.20	7.43					
18-10-22	08:40:00	25.45	-25.06	7.42					
18-10-22	08:50:00	25.43	-26.30	7.44					
18-10-22	09:00:00	25.45	-26.17	7.44					
18-10-22	09:10:00	25.50	-25.55	7.43					
18-10-22	09:20:00	25.55	-26.08	7.44					
18-10-22	09:30:00	25.62	-26.30	7.44					
18-10-22	09:40:00	25.70	-26.39	7.44					
18-10-22	09:50:00	25.74	-26.55	7.45					
18-10-22	10:00:00	25.79	-25.80	7.43					
18-10-22	10:10:00	25.87	-26.41	7.45					
18-10-22	10:20:00	25.94	-26.06	7.44					
18-10-22	10:30:00	25.96	-25.91	7.44					
18-10-22	10:40:00	26.01	-26.08	7.44					
18-10-22	10:50:00	26.08	-25.89	7.44					
18-10-22	11:00:00	26.16	-25.70	7.43					
18-10-22	11:10:00	26.16	-25.20	7.42					
18-10-22	11:20:00	26.18	-25.75	7.43					
18-10-22	11:30:00	26.28	-25.38	7.43					
18-10-22	11:40:00	26.33	-26.45	7.45					
18-10-22	11:50:00	26.35	-26.77	7.45					
18-10-22	12:00:00	26.43	-26.42	7.44					
18-10-22	12:10:00	26.35	-25.66	7.43					
18-10-22	12:20:00	26.38	-25.86	7.44					
18-10-22	12:30:00	26.40	-26.99	7.45					
18-10-22	12:40:00	26.40	-26.77	7.45					
18-10-22	12:50:00	26.45	-27.41	7.46					
18-10-22	13:00:00	26.45	-27.70	7.47					
18-10-22	13:10:00	26.50	-28.22	7.47					
18-10-22	13:20:00	26.60	-28.80	7.48					
18-10-22	13:30:00	26.89	-30.13	7.51					
18-10-22	13:40:00	26.77	-30.02	7.50					
18-10-22	13:50:00	26.74	-30.33	7.51					
18-10-22	14:00:00	26.72	-30.52	7.51					
18-10-22	14:10:00	26.74	-30.34	7.51					
18-10-22	14:20:00	26.67	-30.00	7.50					
18-10-22	14:30:00	26.67	-30.59	7.51					
18-10-22	14:40:00	26.67	-29.75	7.50					
18-10-22	14:50:00	26.70	-30.05	7.50					
18-10-22	15:00:00	26.72	-30.11	7.51					
18-10-22	15:10:00	26.72	-30.06	7.51					
18-10-22	15:20:00	26.74	-30.53	7.51					
18-10-22	15:30:00	26.77	-30.59	7.51					
18-10-22	15:40:00	26.74	-30.66	7.52					
18-10-22	15:50:00	26.74	-31.33	7.53					
18-10-22	16:00:00	26.77	-30.94	7.52					
18-10-22	16:10:00	26.77	-30.94	7.52					
18-10-22	16:20:00	26.79	-30.81	7.52					
18-10-22	16:30:00	26.79	-30.80	7.52					
18-10-22	16:40:00	26.79	-30.70	7.52					
18-10-22	16:50:00	26.82	-31.28	7.53					
18-10-22	17:00:00	26.82	-31.45	7.53					
18-10-22	17:10:00	26.87	-31.31	7.53					
18-10-22	17:20:00	26.84	-31.24	7.52					
18-10-22	17:30:00	26.84	-31.05	7.52					
18-10-22	17:40:00	26.84	-31.17	7.52					
18-10-22	17:50:00	26.84	-31.31	7.53					
18-10-22	18:00:00	26.82	-30.70	7.52					
18-10-22	18:10:00	26.87	-30.92	7.52					
18-10-22	18:20:00	26.84	-30.70	7.52					
18-10-22	18:30:00	26.84	-30.63	7.51					
18-10-22	18:40:00	26.82	-30.72	7.52					
18-10-22	18:50:00	26.82	-30.69	7.52					
18-10-22	19:00:00	26.82	-30.24	7.51					
18-10-22	19:10:00	26.79	-30.16	7.51					
18-10-22	19:20:00	26.79	-30.39	7.51					
18-10-22	19:30:00	26.79	-29.95	7.50					
18-10-22	19:40:00	26.79	-29.70	7.50					
18-10-22	19:50:00	26.77	-29.58	7.50					
18-10-22	20:00:00	26.77	-29.42	7.49					
18-10-22	20:10:00	26.74	-29.24	7.49					
