#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Button Down,Button Up,Host Connected,End of File
1360,04/13/2024 11:30:00,25.72,-45.92,7.72,,,,
1361,04/13/2024 11:40:00,25.89,-47.05,7.74,,,,
1362,04/13/2024 11:50:00,26.01,-47.92,7.75,,,,
1363,04/13/2024 12:00:00,26.16,-49.50,7.78,,,,
1364,04/13/2024 12:10:00,26.21,-47.56,7.75,,,,
1365,04/13/2024 12:20:00,26.23,-47.28,7.74,,,,
1366,04/13/2024 12:30:00,26.33,-48.89,7.77,,,,
1367,04/13/2024 12:40:00,26.38,-48.41,7.76,,,,
1368,04/13/2024 12:50:00,26.48,-48.31,7.76,,,,
1369,04/13/2024 13:00:00,26.60,-49.05,7.77,,,,
1370,04/13/2024 13:10:00,26.60,-48.64,7.77,,,,
1371,04/13/2024 13:20:00,26.72,-50.53,7.80,,,,
1372,04/13/2024 13:30:00,26.72,-51.16,7.81,,,,
1373,04/13/2024 13:40:00,26.84,-51.30,7.81,,,,
1374,04/13/2024 13:50:00,26.84,-51.24,7.81,,,,
1375,04/13/2024 14:00:00,26.87,-50.61,7.80,,,,
1376,04/13/2024 14:10:00,26.87,-50.80,7.80,,,,
1377,04/13/2024 14:20:00,26.89,-50.66,7.80,,,,
1378,04/13/2024 14:30:00,26.92,-49.38,7.78,,,,
1379,04/13/2024 14:40:00,26.94,-50.02,7.79,,,,
1380,04/13/2024 14:50:00,26.92,-50.02,7.79,,,,
1381,04/13/2024 15:00:00,26.99,-50.58,7.80,,,,
1382,04/13/2024 15:10:00,27.04,-51.02,7.81,,,,
1383,04/13/2024 15:20:00,27.04,-50.25,7.79,,,,
1384,04/13/2024 15:30:00,27.09,-50.99,7.81,,,,
1385,04/13/2024 15:40:00,27.06,-50.77,7.80,,,,
1386,04/13/2024 15:50:00,27.04,-50.08,7.79,,,,
1387,04/13/2024 16:00:00,27.06,-50.75,7.80,,,,
1388,04/13/2024 16:10:00,27.06,-51.78,7.82,,,,
1389,04/13/2024 16:20:00,27.04,-51.50,7.82,,,,
1390,04/13/2024 16:30:00,27.09,-51.72,7.82,,,,
1391,04/13/2024 16:40:00,27.04,-51.45,7.82,,,,
1392,04/13/2024 16:50:00,27.04,-51.27,7.81,,,,
1393,04/13/2024 17:00:00,27.01,-50.92,7.81,,,,
1394,04/13/2024 17:10:00,27.01,-50.41,7.80,,,,
1395,04/13/2024 17:20:00,27.01,-49.74,7.78,,,,
1396,04/13/2024 17:30:00,26.96,-50.30,7.80,,,,
1397,04/13/2024 17:40:00,26.94,-50.11,7.79,,,,
1398,04/13/2024 17:50:00,26.92,-49.30,7.78,,,,
1399,04/13/2024 18:00:00,26.92,-48.94,7.77,,,,
1400,04/13/2024 18:10:00,26.89,-49.20,7.78,,,,
1401,04/13/2024 18:20:00,26.82,-48.89,7.77,,,,
1402,04/13/2024 18:30:00,26.79,-48.38,7.76,,,,
1403,04/13/2024 18:40:00,26.74,-47.27,7.74,,,,
1404,04/13/2024 18:50:00,26.74,-47.10,7.74,,,,
1405,04/13/2024 19:00:00,26.74,-46.08,7.72,,,,
1406,04/13/2024 19:10:00,26.74,-45.75,7.71,,,,
1407,04/13/2024 19:20:00,26.65,-45.25,7.70,,,,
1408,04/13/2024 19:30:00,26.65,-45.83,7.71,,,,
1409,04/13/2024 19:40:00,26.62,-45.20,7.70,,,,
1410,04/13/2024 19:50:00,26.57,-44.39,7.69,,,,
1411,04/13/2024 20:00:00,26.52,-44.14,7.68,,,,
1412,04/13/2024 20:10:00,26.50,-43.81,7.68,,,,
1413,04/13/2024 20:20:00,26.48,-43.03,7.66,,,,
1414,04/13/2024 20:30:00,26.52,-38.70,7.58,,,,
1415,04/13/2024 20:40:00,26.50,-38.58,7.58,,,,
1416,04/13/2024 20:50:00,26.43,-37.67,7.56,,,,
1417,04/13/2024 21:00:00,26.40,-36.86,7.55,,,,
1418,04/13/2024 21:10:00,26.38,-36.47,7.54,,,,
1419,04/13/2024 21:20:00,26.35,-35.88,7.53,,,,
1420,04/13/2024 21:30:00,26.33,-34.92,7.51,,,,
1421,04/13/2024 21:40:00,26.30,-35.24,7.52,,,,
1422,04/13/2024 21:50:00,26.28,-34.94,7.51,,,,
1423,04/13/2024 22:00:00,26.23,-34.67,7.51,,,,
1424,04/13/2024 22:10:00,26.23,-35.06,7.52,,,,
1425,04/13/2024 22:20:00,26.21,-34.52,7.51,,,,
1426,04/13/2024 22:30:00,26.16,-34.28,7.50,,,,
1427,04/13/2024 22:40:00,26.13,-34.14,7.50,,,,
1428,04/13/2024 22:50:00,26.11,-34.06,7.50,,,,
1429,04/13/2024 23:00:00,26.11,-33.89,7.50,,,,
1430,04/13/2024 23:10:00,26.08,-33.86,7.49,,,,
1431,04/13/2024 23:20:00,26.04,-33.80,7.49,,,,
1432,04/13/2024 23:30:00,26.04,-33.56,7.49,,,,
1433,04/13/2024 23:40:00,26.01,-33.72,7.49,,,,
1434,04/13/2024 23:50:00,25.99,-33.50,7.49,,,,
1435,04/14/2024 00:00:00,25.99,-33.20,7.48,,,,
1436,04/14/2024 00:10:00,25.96,-33.24,7.48,,,,
1437,04/14/2024 00:20:00,25.94,-33.20,7.48,,,,
1438,04/14/2024 00:30:00,25.91,-34.03,7.50,,,,
1439,04/14/2024 00:40:00,25.89,-34.05,7.50,,,,
1440,04/14/2024 00:50:00,25.87,-33.30,7.48,,,,
1441,04/14/2024 01:00:00,25.84,-33.27,7.48,,,,
1442,04/14/2024 01:10:00,25.82,-33.41,7.49,,,,
1443,04/14/2024 01:20:00,25.82,-32.55,7.47,,,,
1444,04/14/2024 01:30:00,25.79,-32.42,7.47,,,,
1445,04/14/2024 01:40:00,25.77,-32.16,7.46,,,,
1446,04/14/2024 01:50:00,25.74,-32.31,7.47,,,,
1447,04/14/2024 02:00:00,25.70,-32.45,7.47,,,,
1448,04/14/2024 02:10:00,25.67,-32.05,7.46,,,,
1449,04/14/2024 02:20:00,25.65,-31.63,7.45,,,,
1450,04/14/2024 02:30:00,25.62,-31.49,7.45,,,,
1451,04/14/2024 02:40:00,25.60,-31.41,7.45,,,,
1452,04/14/2024 02:50:00,25.55,-31.38,7.45,,,,
1453,04/14/2024 03:00:00,25.53,-31.53,7.45,,,,
1454,04/14/2024 03:10:00,25.50,-31.44,7.45,,,,
1455,04/14/2024 03:20:00,25.48,-31.25,7.45,,,,
1456,04/14/2024 03:30:00,25.45,-31.28,7.45,,,,
1457,04/14/2024 03:40:00,25.43,-31.33,7.45,,,,
1458,04/14/2024 03:50:00,25.40,-31.14,7.45,,,,
1459,04/14/2024 04:00:00,25.40,-31.11,7.45,,,,
1460,04/14/2024 04:10:00,25.38,-31.14,7.45,,,,
1461,04/14/2024 04:20:00,25.38,-31.05,7.44,,,,
1462,04/14/2024 04:30:00,25.36,-31.42,7.45,,,,
1463,04/14/2024 04:40:00,25.33,-32.36,7.47,,,,
1464,04/14/2024 04:50:00,25.33,-32.33,7.47,,,,
1465,04/14/2024 05:00:00,25.31,-32.19,7.47,,,,
1466,04/14/2024 05:10:00,25.28,-32.05,7.46,,,,
1467,04/14/2024 05:20:00,25.26,-31.92,7.46,,,,
1468,04/14/2024 05:30:00,25.23,-31.80,7.46,,,,
1469,04/14/2024 05:40:00,25.21,-31.75,7.46,,,,
1470,04/14/2024 05:50:00,25.21,-31.61,7.45,,,,
1471,04/14/2024 06:00:00,25.19,-31.41,7.45,,,,
1472,04/14/2024 06:10:00,25.19,-31.27,7.45,,,,
1473,04/14/2024 06:20:00,25.16,-31.19,7.45,,,,
1474,04/14/2024 06:30:00,25.14,-31.08,7.45,,,,
1475,04/14/2024 06:40:00,25.11,-31.09,7.45,,,,
1476,04/14/2024 06:50:00,25.09,-31.16,7.45,,,,
1477,04/14/2024 07:00:00,25.06,-31.11,7.45,,,,
1478,04/14/2024 07:10:00,25.04,-31.14,7.45,,,,
1479,04/14/2024 07:20:00,25.04,-31.06,7.44,,,,
1480,04/14/2024 07:30:00,24.99,-31.11,7.45,,,,
1481,04/14/2024 07:40:00,24.99,-31.06,7.44,,,,
1482,04/14/2024 07:50:00,24.97,-31.02,7.44,,,,
1483,04/14/2024 08:00:00,24.97,-31.09,7.45,,,,
1484,04/14/2024 08:10:00,24.94,-31.20,7.45,,,,
1485,04/14/2024 08:20:00,24.94,-31.33,7.45,,,,
1486,04/14/2024 08:30:00,24.92,-31.33,7.45,,,,
1487,04/14/2024 08:40:00,24.94,-31.44,7.45,,,,
1488,04/14/2024 08:50:00,24.92,-31.56,7.45,,,,
1489,04/14/2024 09:00:00,24.92,-31.77,7.46,,,,
1490,04/14/2024 09:10:00,24.94,-31.99,7.46,,,,
1491,04/14/2024 09:20:00,24.94,-32.27,7.47,,,,
1492,04/14/2024 09:30:00,24.97,-32.36,7.47,,,,
1493,04/14/2024 09:40:00,24.99,-32.97,7.48,,,,
1494,04/14/2024 09:50:00,25.04,-33.38,7.49,,,,
1495,04/14/2024 10:00:00,25.14,-33.80,7.50,,,,
1496,04/14/2024 10:10:00,25.19,-35.20,7.52,,,,
1497,04/14/2024 10:20:00,25.26,-35.49,7.53,,,,
1498,04/14/2024 10:30:00,25.31,-35.94,7.53,,,,
1499,04/14/2024 10:40:00,25.38,-36.53,7.55,,,,
1500,04/14/2024 10:50:00,25.43,-35.84,7.53,,,,
1501,04/14/2024 11:00:00,25.48,-37.58,7.56,,,,
1502,04/14/2024 11:10:00,25.55,-37.74,7.57,,,,
1503,04/14/2024 11:20:00,25.57,-37.34,7.56,,,,
1504,04/14/2024 11:30:00,25.60,-36.89,7.55,,,,
1505,04/14/2024 11:40:00,25.60,-37.03,7.55,,,,
1506,04/14/2024 11:50:00,25.62,-36.91,7.55,,,,
1507,04/14/2024 12:00:00,25.65,-38.08,7.57,,,,
1508,04/14/2024 12:10:00,25.65,-38.30,7.58,,,,
1509,04/14/2024 12:20:00,25.65,-39.00,7.59,,,,
1510,04/14/2024 12:30:00,25.65,-39.02,7.59,,,,
1511,04/14/2024 12:40:00,25.65,-39.17,7.59,,,,
1512,04/14/2024 12:50:00,25.65,-39.45,7.60,,,,
1513,04/14/2024 13:00:00,25.62,-40.95,7.63,,,,
1514,04/14/2024 13:10:00,25.62,-41.33,7.63,,,,
1515,04/14/2024 13:20:00,25.62,-41.22,7.63,,,,
1516,04/14/2024 13:30:00,25.62,-41.22,7.63,,,,
1517,04/14/2024 13:40:00,25.60,-41.78,7.64,,,,
1518,04/14/2024 13:50:00,25.60,-41.89,7.64,,,,
1519,04/14/2024 14:00:00,25.60,-42.44,7.65,,,,
1520,04/14/2024 14:10:00,25.60,-42.36,7.65,,,,
1521,04/14/2024 14:20:00,25.57,-42.99,7.66,,,,
1522,04/14/2024 14:30:00,25.57,-43.20,7.67,,,,
1523,04/14/2024 14:40:00,25.57,-43.52,7.67,,,,
1524,04/14/2024 14:50:00,25.60,-44.38,7.69,,,,
1525,04/14/2024 15:00:00,25.60,-44.00,7.68,,,,
1526,04/14/2024 15:10:00,25.57,-44.55,7.69,,,,
1527,04/14/2024 15:20:00,25.57,-43.99,7.68,,,,
1528,04/14/2024 15:30:00,25.57,-43.45,7.67,,,,
1529,04/14/2024 15:40:00,25.55,-43.17,7.67,,,,
1530,04/14/2024 15:50:00,25.55,-41.80,7.64,,,,
1531,04/14/2024 16:00:00,25.53,-42.38,7.65,,,,
1532,04/14/2024 16:10:00,25.50,-41.61,7.64,,,,
1533,04/14/2024 16:20:00,25.50,-42.83,7.66,,,,
1534,04/14/2024 16:30:00,25.48,-42.31,7.65,,,,
1535,04/14/2024 16:40:00,25.45,-42.39,7.65,,,,
1536,04/14/2024 16:50:00,25.43,-43.00,7.66,,,,
1537,04/14/2024 17:00:00,25.43,-42.80,7.66,,,,
1538,04/14/2024 17:10:00,25.38,-42.11,7.65,,,,
1539,04/14/2024 17:20:00,25.36,-40.03,7.61,,,,
1540,04/14/2024 17:30:00,25.33,-40.72,7.62,,,,
1541,04/14/2024 17:40:00,25.33,-40.53,7.62,,,,
1542,04/14/2024 17:50:00,25.31,-38.94,7.59,,,,
1543,04/14/2024 18:00:00,25.31,-38.52,7.58,,,,
1544,04/14/2024 18:10:00,25.28,-36.97,7.55,,,,
1545,04/14/2024 18:20:00,25.28,-35.74,7.53,,,,
1546,04/14/2024 18:30:00,25.26,-35.49,7.53,,,,
1547,04/14/2024 18:40:00,25.23,-34.20,7.50,,,,
1548,04/14/2024 18:50:00,25.23,-33.88,7.50,,,,
1549,04/14/2024 19:00:00,25.21,-34.05,7.50,,,,
1550,04/14/2024 19:10:00,25.21,-33.39,7.49,,,,
1551,04/14/2024 19:20:00,25.19,-33.39,7.49,,,,
1552,04/14/2024 19:30:00,25.16,-33.49,7.49,,,,
1553,04/14/2024 19:40:00,25.14,-33.56,7.49,,,,
1554,04/14/2024 19:50:00,25.11,-32.74,7.48,,,,
1555,04/14/2024 20:00:00,25.11,-32.56,7.47,,,,
1556,04/14/2024 20:10:00,25.09,-32.03,7.46,,,,
1557,04/14/2024 20:20:00,25.09,-31.36,7.45,,,,
1558,04/14/2024 20:30:00,25.06,-31.38,7.45,,,,
1559,04/14/2024 20:40:00,25.06,-31.52,7.45,,,,
1560,04/14/2024 20:50:00,25.04,-31.17,7.45,,,,
1561,04/14/2024 21:00:00,25.04,-31.20,7.45,,,,
1562,04/14/2024 21:10:00,25.04,-31.47,7.45,,,,
1563,04/14/2024 21:20:00,25.02,-31.78,7.46,,,,
1564,04/14/2024 21:30:00,25.02,-31.52,7.45,,,,
1565,04/14/2024 21:40:00,24.99,-30.70,7.44,,,,
1566,04/14/2024 21:50:00,24.99,-30.11,7.43,,,,
1567,04/14/2024 22:00:00,24.97,-30.16,7.43,,,,
1568,04/14/2024 22:10:00,24.97,-30.11,7.43,,,,
1569,04/14/2024 22:20:00,24.94,-29.86,7.42,,,,
1570,04/14/2024 22:30:00,24.94,-29.72,7.42,,,,
1571,04/14/2024 22:40:00,24.92,-29.17,7.41,,,,
1572,04/14/2024 22:50:00,24.92,-29.08,7.41,,,,
1573,04/14/2024 23:00:00,24.90,-29.09,7.41,,,,
1574,04/14/2024 23:10:00,24.90,-29.22,7.41,,,,
1575,04/14/2024 23:20:00,24.87,-29.52,7.42,,,,
1576,04/14/2024 23:30:00,24.85,-29.47,7.42,,,,
1577,04/14/2024 23:40:00,24.85,-29.00,7.41,,,,
1578,04/14/2024 23:50:00,24.82,-28.89,7.41,,,,
1579,04/15/2024 00:00:00,24.82,-28.97,7.41,,,,
1580,04/15/2024 00:10:00,24.80,-29.11,7.41,,,,
1581,04/15/2024 00:20:00,24.77,-28.97,7.41,,,,
1582,04/15/2024 00:30:00,24.77,-28.94,7.41,,,,
1583,04/15/2024 00:40:00,24.75,-29.17,7.41,,,,
1584,04/15/2024 00:50:00,24.73,-29.05,7.41,,,,
1585,04/15/2024 01:00:00,24.73,-29.08,7.41,,,,
1586,04/15/2024 01:10:00,24.73,-29.09,7.41,,,,
1587,04/15/2024 01:20:00,24.70,-29.05,7.41,,,,
1588,04/15/2024 01:30:00,24.68,-29.16,7.41,,,,
1589,04/15/2024 01:40:00,24.65,-29.19,7.41,,,,
1590,04/15/2024 01:50:00,24.65,-29.00,7.41,,,,
1591,04/15/2024 02:00:00,24.63,-29.00,7.41,,,,
1592,04/15/2024 02:10:00,24.60,-29.00,7.41,,,,
1593,04/15/2024 02:20:00,24.58,-29.11,7.41,,,,
1594,04/15/2024 02:30:00,24.58,-29.19,7.41,,,,
1595,04/15/2024 02:40:00,24.56,-29.17,7.41,,,,
1596,04/15/2024 02:50:00,24.53,-28.99,7.41,,,,
1597,04/15/2024 03:00:00,24.53,-29.09,7.41,,,,
1598,04/15/2024 03:10:00,24.51,-29.14,7.41,,,,
1599,04/15/2024 03:20:00,24.48,-29.27,7.41,,,,
1600,04/15/2024 03:30:00,24.46,-29.22,7.41,,,,
1601,04/15/2024 03:40:00,24.46,-29.19,7.41,,,,
1602,04/15/2024 03:50:00,24.44,-29.20,7.41,,,,
1603,04/15/2024 04:00:00,24.44,-29.30,7.41,,,,
1604,04/15/2024 04:10:00,24.41,-29.45,7.42,,,,
1605,04/15/2024 04:20:00,24.39,-29.47,7.42,,,,
1606,04/15/2024 04:30:00,24.36,-29.39,7.41,,,,
1607,04/15/2024 04:40:00,24.34,-29.42,7.42,,,,
1608,04/15/2024 04:50:00,24.34,-29.41,7.42,,,,
1609,04/15/2024 05:00:00,24.32,-29.56,7.42,,,,
1610,04/15/2024 05:10:00,24.29,-29.77,7.42,,,,
1611,04/15/2024 05:20:00,24.29,-29.69,7.42,,,,
1612,04/15/2024 05:30:00,24.29,-29.81,7.42,,,,
1613,04/15/2024 05:40:00,24.29,-29.83,7.42,,,,
1614,04/15/2024 05:50:00,24.27,-29.89,7.42,,,,
1615,04/15/2024 06:00:00,24.24,-29.91,7.42,,,,
1616,04/15/2024 06:10:00,24.22,-30.02,7.43,,,,
1617,04/15/2024 06:20:00,24.22,-30.02,7.43,,,,
1618,04/15/2024 06:30:00,24.19,-29.99,7.43,,,,
1619,04/15/2024 06:40:00,24.17,-30.16,7.43,,,,
1620,04/15/2024 06:50:00,24.17,-29.97,7.43,,,,
1621,04/15/2024 07:00:00,24.17,-29.75,7.42,,,,
1622,04/15/2024 07:10:00,24.17,-29.84,7.42,,,,
1623,04/15/2024 07:20:00,24.15,-29.83,7.42,,,,
1624,04/15/2024 07:30:00,24.12,-29.81,7.42,,,,
1625,04/15/2024 07:40:00,24.12,-29.88,7.42,,,,
1626,04/15/2024 07:50:00,24.12,-29.80,7.42,,,,
1627,04/15/2024 08:00:00,24.15,-29.94,7.43,,,,
1628,04/15/2024 08:10:00,24.12,-30.17,7.43,,,,
1629,04/15/2024 08:20:00,24.12,-30.25,7.43,,,,
1630,04/15/2024 08:30:00,24.12,-30.33,7.43,,,,
1631,04/15/2024 08:40:00,24.15,-30.34,7.43,,,,
1632,04/15/2024 08:50:00,24.15,-30.34,7.43,,,,
1633,04/15/2024 09:00:00,24.19,-30.38,7.43,,,,
1634,04/15/2024 09:10:00,24.24,-30.49,7.44,,,,
1635,04/15/2024 09:20:00,24.32,-30.61,7.44,,,,
1636,04/15/2024 09:30:00,24.39,-30.95,7.44,,,,
1637,04/15/2024 09:40:00,24.46,-31.31,7.45,,,,
1638,04/15/2024 09:50:00,24.56,-31.08,7.45,,,,
1639,04/15/2024 10:00:00,24.65,-32.49,7.47,,,,
1640,04/15/2024 10:10:00,24.75,-32.56,7.47,,,,
1641,04/15/2024 10:20:00,24.92,-32.45,7.47,,,,
1642,04/15/2024 10:30:00,25.04,-33.84,7.50,,,,
1643,04/15/2024 10:40:00,25.14,-34.39,7.51,,,,
1644,04/15/2024 10:50:00,25.23,-34.47,7.51,,,,
1645,04/15/2024 11:00:00,25.38,-35.53,7.53,,,,
1646,04/15/2024 11:10:00,25.48,-35.78,7.53,,,,
1647,04/15/2024 11:20:00,25.55,-36.22,7.54,,,,
1648,04/15/2024 11:30:00,25.72,-38.56,7.58,,,,
1649,04/15/2024 11:40:00,25.79,-38.74,7.59,,,,
1650,04/15/2024 11:50:00,25.89,-39.42,7.60,,,,
1651,04/15/2024 12:00:00,26.01,-38.84,7.59,,,,
1652,04/15/2024 12:10:00,26.11,-39.63,7.60,,,,
1653,04/15/2024 12:20:00,26.16,-39.97,7.61,,,,
1654,04/15/2024 12:30:00,26.23,-39.94,7.61,,,,
1655,04/15/2024 12:40:00,26.33,-40.00,7.61,,,,
1656,04/15/2024 12:50:00,26.35,-40.34,7.61,,,,
1657,04/15/2024 13:00:00,26.40,-40.50,7.62,,,,
1658,04/15/2024 13:10:00,26.45,-40.86,7.62,,,,
1659,04/15/2024 13:20:00,26.48,-40.19,7.61,,,,
1660,04/15/2024 13:30:00,26.52,-41.61,7.64,,,,
1661,04/15/2024 13:40:00,26.55,-41.41,7.63,,,,
1662,04/15/2024 13:50:00,26.60,-41.69,7.64,,,,
1663,04/15/2024 14:00:00,26.60,-42.20,7.65,,,,
1664,04/15/2024 14:10:00,26.65,-43.77,7.68,,,,
1665,04/15/2024 14:20:00,26.65,-44.35,7.69,,,,
1666,04/15/2024 14:30:00,26.65,-44.78,7.69,,,,
1667,04/15/2024 14:40:00,26.62,-44.36,7.69,,,,
1668,04/15/2024 14:50:00,26.67,-44.69,7.69,,,,
1669,04/15/2024 15:00:00,26.67,-44.61,7.69,,,,
1670,04/15/2024 15:10:00,26.67,-44.80,7.69,,,,
1671,04/15/2024 15:20:00,26.65,-44.27,7.69,,,,
1672,04/15/2024 15:30:00,26.65,-43.75,7.68,,,,
1673,04/15/2024 15:40:00,26.65,-43.81,7.68,,,,
1674,04/15/2024 15:50:00,26.67,-43.80,7.68,,,,
1675,04/15/2024 16:00:00,26.67,-43.30,7.67,,,,
1676,04/15/2024 16:10:00,26.65,-42.89,7.66,,,,
1677,04/15/2024 16:20:00,26.62,-42.17,7.65,,,,
1678,04/15/2024 16:30:00,26.60,-42.67,7.66,,,,
1679,04/15/2024 16:40:00,26.60,-42.99,7.66,,,,
1680,04/15/2024 16:50:00,26.57,-43.16,7.67,,,,
1681,04/15/2024 17:00:00,26.57,-42.85,7.66,,,,
1682,04/15/2024 17:10:00,26.55,-42.66,7.66,,,,
1683,04/15/2024 17:20:00,26.52,-42.39,7.65,,,,
1684,04/15/2024 17:30:00,26.48,-42.00,7.64,,,,
1685,04/15/2024 17:40:00,26.45,-41.41,7.63,,,,
1686,04/15/2024 17:50:00,26.40,-41.14,7.63,,,,
1687,04/15/2024 18:00:00,26.38,-40.86,7.62,,,,
1688,04/15/2024 18:10:00,26.33,-41.03,7.63,,,,
1689,04/15/2024 18:20:00,26.26,-41.61,7.64,,,,
1690,04/15/2024 18:30:00,26.21,-40.92,7.62,,,,
1691,04/15/2024 18:40:00,26.18,-40.41,7.62,,,,
1692,04/15/2024 18:50:00,26.13,-39.14,7.59,,,,
1693,04/15/2024 19:00:00,26.08,-39.44,7.60,,,,
1694,04/15/2024 19:10:00,26.04,-38.95,7.59,,,,
1695,04/15/2024 19:20:00,25.99,-38.17,7.57,,,,
1696,04/15/2024 19:30:00,25.94,-37.91,7.57,,,,
1697,04/15/2024 19:40:00,25.91,-38.02,7.57,,,,
1698,04/15/2024 19:50:00,25.87,-37.69,7.57,,,,
1699,04/15/2024 20:00:00,25.84,-37.28,7.56,,,,
1700,04/15/2024 20:10:00,25.79,-36.86,7.55,,,,
1701,04/15/2024 20:20:00,25.74,-36.64,7.55,,,,
1702,04/15/2024 20:30:00,25.72,-36.70,7.55,,,,
1703,04/15/2024 20:40:00,25.67,-36.30,7.54,,,,
1704,04/15/2024 20:50:00,25.62,-35.94,7.53,,,,
1705,04/15/2024 21:00:00,25.60,-35.86,7.53,,,,
1706,04/15/2024 21:10:00,25.55,-36.33,7.54,,,,
1707,04/15/2024 21:20:00,25.50,-35.81,7.53,,,,
1708,04/15/2024 21:30:00,25.48,-35.63,7.53,,,,
1709,04/15/2024 21:40:00,25.43,-35.39,7.52,,,,
1710,04/15/2024 21:50:00,25.40,-35.25,7.52,,,,
1711,04/15/2024 22:00:00,25.38,-34.88,7.51,,,,
1712,04/15/2024 22:10:00,25.33,-34.86,7.51,,,,
1713,04/15/2024 22:20:00,25.31,-34.92,7.52,,,,
1714,04/15/2024 22:30:00,25.28,-34.47,7.51,,,,
1715,04/15/2024 22:40:00,25.23,-34.36,7.51,,,,
1716,04/15/2024 22:50:00,25.19,-33.78,7.49,,,,
1717,04/15/2024 23:00:00,25.16,-33.81,7.50,,,,
1718,04/15/2024 23:10:00,25.14,-33.56,7.49,,,,
1719,04/15/2024 23:20:00,25.09,-33.25,7.49,,,,
1720,04/15/2024 23:30:00,25.06,-32.89,7.48,,,,
1721,04/15/2024 23:40:00,25.04,-32.55,7.47,,,,
1722,04/15/2024 23:50:00,25.02,-32.30,7.47,,,,
1723,04/16/2024 00:00:00,24.99,-32.05,7.46,,,,
1724,04/16/2024 00:10:00,24.97,-31.94,7.46,,,,
1725,04/16/2024 00:20:00,24.94,-31.61,7.46,,,,
1726,04/16/2024 00:30:00,24.92,-31.17,7.45,,,,
1727,04/16/2024 00:40:00,24.90,-30.92,7.44,,,,
1728,04/16/2024 00:50:00,24.85,-30.83,7.44,,,,
1729,04/16/2024 01:00:00,24.82,-30.77,7.44,,,,
1730,04/16/2024 01:10:00,24.80,-30.75,7.44,,,,
1731,04/16/2024 01:20:00,24.75,-30.44,7.43,,,,
1732,04/16/2024 01:30:00,24.73,-30.45,7.43,,,,
1733,04/16/2024 01:40:00,24.73,-30.30,7.43,,,,
1734,04/16/2024 01:50:00,24.68,-30.14,7.43,,,,
1735,04/16/2024 02:00:00,24.65,-30.03,7.43,,,,
1736,04/16/2024 02:10:00,24.63,-29.94,7.42,,,,
1737,04/16/2024 02:20:00,24.60,-29.95,7.43,,,,
1738,04/16/2024 02:30:00,24.58,-30.05,7.43,,,,
1739,04/16/2024 02:40:00,24.56,-29.83,7.42,,,,
1740,04/16/2024 02:50:00,24.53,-29.77,7.42,,,,
1741,04/16/2024 03:00:00,24.48,-29.78,7.42,,,,
1742,04/16/2024 03:10:00,24.46,-29.75,7.42,,,,
1743,04/16/2024 03:20:00,24.44,-29.80,7.42,,,,
1744,04/16/2024 03:30:00,24.41,-29.80,7.42,,,,
1745,04/16/2024 03:40:00,24.39,-29.88,7.42,,,,
1746,04/16/2024 03:50:00,24.36,-29.74,7.42,,,,
1747,04/16/2024 04:00:00,24.34,-29.78,7.42,,,,
1748,04/16/2024 04:10:00,24.29,-29.84,7.42,,,,
1749,04/16/2024 04:20:00,24.29,-29.77,7.42,,,,
1750,04/16/2024 04:30:00,24.27,-29.74,7.42,,,,
1751,04/16/2024 04:40:00,24.24,-29.80,7.42,,,,
1752,04/16/2024 04:50:00,24.22,-29.72,7.42,,,,
1753,04/16/2024 05:00:00,24.22,-29.69,7.42,,,,
1754,04/16/2024 05:10:00,24.19,-29.75,7.42,,,,
1755,04/16/2024 05:20:00,24.17,-29.72,7.42,,,,
1756,04/16/2024 05:30:00,24.15,-29.72,7.42,,,,
1757,04/16/2024 05:40:00,24.12,-29.74,7.42,,,,
1758,04/16/2024 05:50:00,24.10,-29.70,7.42,,,,
1759,04/16/2024 06:00:00,24.07,-29.55,7.42,,,,
1760,04/16/2024 06:10:00,24.03,-29.49,7.42,,,,
1761,04/16/2024 06:20:00,24.00,-29.47,7.42,,,,
1762,04/16/2024 06:30:00,23.98,-29.41,7.42,,,,
1763,04/16/2024 06:40:00,23.95,-29.38,7.42,,,,
1764,04/16/2024 06:50:00,23.95,-29.36,7.41,,,,
1765,04/16/2024 07:00:00,23.93,-29.34,7.41,,,,
1766,04/16/2024 07:10:00,23.91,-29.49,7.42,,,,
1767,04/16/2024 07:20:00,23.88,-29.44,7.42,,,,
1768,04/16/2024 07:30:00,23.86,-29.44,7.42,,,,
1769,04/16/2024 07:40:00,23.86,-29.45,7.42,,,,
1770,04/16/2024 07:50:00,23.86,-29.44,7.42,,,,
1771,04/16/2024 08:00:00,23.86,-29.52,7.42,,,,
1772,04/16/2024 08:10:00,23.86,-29.58,7.42,,,,
1773,04/16/2024 08:20:00,23.86,-29.52,7.42,,,,
1774,04/16/2024 08:30:00,23.86,-29.56,7.42,,,,
1775,04/16/2024 08:40:00,23.88,-29.61,7.42,,,,
1776,04/16/2024 08:50:00,23.88,-29.58,7.42,,,,
1777,04/16/2024 09:00:00,23.91,-29.59,7.42,,,,
1778,04/16/2024 09:10:00,23.95,-29.72,7.42,,,,
1779,04/16/2024 09:20:00,24.00,-29.89,7.42,,,,
1780,04/16/2024 09:30:00,24.15,-30.67,7.44,,,,
1781,04/16/2024 09:40:00,24.22,-31.80,7.46,,,,
