#,Date-Time (HST),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
2532,02/18/2024 14:50:00,21.82,-38.28,7.78,,,,,
2533,02/18/2024 15:00:00,21.80,-37.69,7.77,,,,,
2534,02/18/2024 15:10:00,21.80,-38.31,7.78,,,,,
2535,02/18/2024 15:20:00,21.80,-37.94,7.78,,,,,
2536,02/18/2024 15:30:00,21.77,-37.41,7.77,,,,,
2537,02/18/2024 15:40:00,21.77,-37.31,7.76,,,,,
2538,02/18/2024 15:50:00,21.75,-37.30,7.76,,,,,
2539,02/18/2024 16:00:00,21.72,-37.30,7.76,,,,,
2540,02/18/2024 16:10:00,21.72,-38.16,7.78,,,,,
2541,02/18/2024 16:20:00,21.72,-38.86,7.79,,,,,
2542,02/18/2024 16:30:00,21.72,-39.03,7.80,,,,,
2543,02/18/2024 16:40:00,21.72,-38.24,7.78,,,,,
2544,02/18/2024 16:50:00,21.72,-40.38,7.82,,,,,
2545,02/18/2024 17:00:00,21.72,-39.63,7.81,,,,,
2546,02/18/2024 17:10:00,21.70,-39.02,7.80,,,,,
2547,02/18/2024 17:20:00,21.65,-38.64,7.79,,,,,
2548,02/18/2024 17:30:00,21.63,-39.13,7.80,,,,,
2549,02/18/2024 17:40:00,21.60,-39.44,7.80,,,,,
2550,02/18/2024 17:50:00,21.56,-39.56,7.81,,,,,
2551,02/18/2024 18:00:00,21.53,-39.28,7.80,,,,,
2552,02/18/2024 18:10:00,21.49,-38.70,7.79,,,,,
2553,02/18/2024 18:20:00,21.46,-38.20,7.78,,,,,
2554,02/18/2024 18:30:00,21.41,-37.86,7.78,,,,,
2555,02/18/2024 18:40:00,21.39,-37.99,7.78,,,,,
2556,02/18/2024 18:50:00,21.34,-37.45,7.77,,,,,
2557,02/18/2024 19:00:00,21.32,-37.24,7.76,,,,,
2558,02/18/2024 19:10:00,21.27,-36.67,7.75,,,,,
2559,02/18/2024 19:20:00,21.22,-36.17,7.74,,,,,
2560,02/18/2024 19:30:00,21.20,-35.67,7.73,,,,,
2561,02/18/2024 19:40:00,21.17,-35.80,7.74,,,,,
2562,02/18/2024 19:50:00,21.15,-35.63,7.73,,,,,
2563,02/18/2024 20:00:00,21.13,-35.84,7.74,,,,,
2564,02/18/2024 20:10:00,21.08,-35.38,7.73,,,,,
2565,02/18/2024 20:20:00,21.06,-35.27,7.73,,,,,
2566,02/18/2024 20:30:00,21.03,-35.44,7.73,,,,,
2567,02/18/2024 20:40:00,20.98,-35.09,7.72,,,,,
2568,02/18/2024 20:50:00,20.98,-34.58,7.71,,,,,
2569,02/18/2024 21:00:00,20.96,-34.67,7.72,,,,,
2570,02/18/2024 21:10:00,20.94,-34.22,7.71,,,,,
2571,02/18/2024 21:20:00,20.89,-33.97,7.70,,,,,
2572,02/18/2024 21:30:00,20.86,-33.81,7.70,,,,,
2573,02/18/2024 21:40:00,20.82,-33.70,7.70,,,,,
2574,02/18/2024 21:50:00,20.79,-33.41,7.69,,,,,
2575,02/18/2024 22:00:00,20.77,-32.83,7.68,,,,,
2576,02/18/2024 22:10:00,20.75,-32.95,7.69,,,,,
2577,02/18/2024 22:20:00,20.67,-32.97,7.69,,,,,
2578,02/18/2024 22:30:00,20.63,-33.25,7.69,,,,,
2579,02/18/2024 22:40:00,20.58,-33.02,7.69,,,,,
2580,02/18/2024 22:50:00,20.58,-33.06,7.69,,,,,
2581,02/18/2024 23:00:00,20.53,-32.63,7.68,,,,,
2582,02/18/2024 23:10:00,20.51,-32.70,7.68,,,,,
2583,02/18/2024 23:20:00,20.46,-33.59,7.70,,,,,
2584,02/18/2024 23:30:00,20.44,-32.84,7.68,,,,,
2585,02/18/2024 23:40:00,20.44,-32.50,7.68,,,,,
2586,02/18/2024 23:50:00,20.41,-32.20,7.67,,,,,
2587,02/19/2024 00:00:00,20.41,-32.61,7.68,,,,,
2588,02/19/2024 00:10:00,20.41,-32.41,7.68,,,,,
2589,02/19/2024 00:20:00,20.39,-32.05,7.67,,,,,
2590,02/19/2024 00:30:00,20.39,-31.49,7.66,,,,,
2591,02/19/2024 00:40:00,20.36,-31.20,7.65,,,,,
2592,02/19/2024 00:50:00,20.34,-31.42,7.66,,,,,
2593,02/19/2024 01:00:00,20.32,-31.30,7.66,,,,,
2594,02/19/2024 01:10:00,20.32,-31.16,7.65,,,,,
2595,02/19/2024 01:20:00,20.27,-31.33,7.66,,,,,
2596,02/19/2024 01:30:00,20.25,-30.45,7.64,,,,,
2597,02/19/2024 01:40:00,20.22,-30.25,7.64,,,,,
2598,02/19/2024 01:50:00,20.22,-30.02,7.63,,,,,
2599,02/19/2024 02:00:00,20.20,-29.74,7.63,,,,,
2600,02/19/2024 02:10:00,20.20,-29.61,7.62,,,,,
2601,02/19/2024 02:20:00,20.20,-29.50,7.62,,,,,
2602,02/19/2024 02:30:00,20.17,-29.39,7.62,,,,,
2603,02/19/2024 02:40:00,20.15,-29.24,7.62,,,,,
2604,02/19/2024 02:50:00,20.15,-29.05,7.61,,,,,
2605,02/19/2024 03:00:00,20.13,-29.55,7.62,,,,,
2606,02/19/2024 03:10:00,20.10,-28.89,7.61,,,,,
2607,02/19/2024 03:20:00,20.10,-28.99,7.61,,,,,
2608,02/19/2024 03:30:00,20.08,-28.44,7.60,,,,,
2609,02/19/2024 03:40:00,20.06,-27.92,7.59,,,,,
2610,02/19/2024 03:50:00,20.06,-27.56,7.59,,,,,
2611,02/19/2024 04:00:00,20.06,-27.72,7.59,,,,,
2612,02/19/2024 04:10:00,20.03,-27.59,7.59,,,,,
2613,02/19/2024 04:20:00,20.03,-27.69,7.59,,,,,
2614,02/19/2024 04:30:00,20.01,-27.64,7.59,,,,,
2615,02/19/2024 04:40:00,20.01,-27.31,7.58,,,,,
2616,02/19/2024 04:50:00,19.98,-27.30,7.58,,,,,
2617,02/19/2024 05:00:00,19.98,-26.99,7.57,,,,,
2618,02/19/2024 05:10:00,19.96,-26.94,7.57,,,,,
2619,02/19/2024 05:20:00,19.96,-26.55,7.57,,,,,
2620,02/19/2024 05:30:00,19.96,-26.80,7.57,,,,,
2621,02/19/2024 05:40:00,19.94,-27.03,7.58,,,,,
2622,02/19/2024 05:50:00,19.91,-26.75,7.57,,,,,
2623,02/19/2024 06:00:00,19.89,-26.75,7.57,,,,,
2624,02/19/2024 06:10:00,19.86,-26.38,7.56,,,,,
2625,02/19/2024 06:20:00,19.86,-26.20,7.56,,,,,
2626,02/19/2024 06:30:00,19.84,-26.25,7.56,,,,,
2627,02/19/2024 06:40:00,19.84,-26.20,7.56,,,,,
2628,02/19/2024 06:50:00,19.82,-26.17,7.56,,,,,
2629,02/19/2024 07:00:00,19.79,-25.72,7.55,,,,,
2630,02/19/2024 07:10:00,19.77,-25.88,7.55,,,,,
2631,02/19/2024 07:20:00,19.77,-25.89,7.55,,,,,
2632,02/19/2024 07:30:00,19.75,-26.00,7.56,,,,,
2633,02/19/2024 07:40:00,19.72,-25.75,7.55,,,,,
2634,02/19/2024 07:50:00,19.72,-25.64,7.55,,,,,
2635,02/19/2024 08:00:00,19.72,-25.72,7.55,,,,,
2636,02/19/2024 08:10:00,19.75,-25.39,7.55,,,,,
2637,02/19/2024 08:20:00,19.75,-25.53,7.55,,,,,
2638,02/19/2024 08:30:00,19.75,-25.70,7.55,,,,,
2639,02/19/2024 08:40:00,19.77,-25.94,7.56,,,,,
2640,02/19/2024 08:50:00,19.77,-25.91,7.56,,,,,
2641,02/19/2024 09:00:00,19.84,-26.55,7.57,,,,,
2642,02/19/2024 09:10:00,19.96,-26.95,7.57,,,,,
2643,02/19/2024 09:20:00,20.03,-27.22,7.58,,,,,
2644,02/19/2024 09:30:00,20.06,-27.33,7.58,,,,,
2645,02/19/2024 09:40:00,20.17,-27.99,7.59,,,,,
2646,02/19/2024 09:50:00,20.17,-28.00,7.59,,,,,
2647,02/19/2024 10:00:00,20.34,-28.94,7.61,,,,,
2648,02/19/2024 10:10:00,20.48,-29.63,7.62,,,,,
2649,02/19/2024 10:20:00,20.53,-30.19,7.63,,,,,
2650,02/19/2024 10:30:00,20.48,-30.08,7.63,,,,,
2651,02/19/2024 10:40:00,20.65,-30.91,7.65,,,,,
2652,02/19/2024 10:50:00,20.79,-31.92,7.67,,,,,
2653,02/19/2024 11:00:00,20.84,-32.08,7.67,,,,,
2654,02/19/2024 11:10:00,20.86,-32.36,7.67,,,,,
2655,02/19/2024 11:20:00,20.96,-32.69,7.68,,,,,
2656,02/19/2024 11:30:00,20.98,-32.91,7.68,,,,,
2657,02/19/2024 11:40:00,21.13,-33.24,7.69,,,,,
2658,02/19/2024 11:50:00,21.13,-33.70,7.70,,,,,
2659,02/19/2024 12:00:00,21.20,-34.13,7.71,,,,,
2660,02/19/2024 12:10:00,21.32,-35.13,7.72,,,,,
2661,02/19/2024 12:20:00,21.29,-34.67,7.72,,,,,
2662,02/19/2024 12:30:00,21.22,-34.13,7.71,,,,,
2663,02/19/2024 12:40:00,21.20,-34.09,7.71,,,,,
2664,02/19/2024 12:50:00,21.20,-34.30,7.71,,,,,
2665,02/19/2024 13:00:00,21.22,-34.05,7.70,,,,,
2666,02/19/2024 13:10:00,21.27,-35.33,7.73,,,,,
2667,02/19/2024 13:20:00,21.37,-36.49,7.75,,,,,
2668,02/19/2024 13:30:00,21.51,-37.91,7.78,,,,,
2669,02/19/2024 13:40:00,21.44,-37.39,7.77,,,,,
2670,02/19/2024 13:50:00,21.41,-37.22,7.76,,,,,
2671,02/19/2024 14:00:00,21.46,-37.53,7.77,,,,,
2672,02/19/2024 14:10:00,21.44,-37.97,7.78,,,,,
2673,02/19/2024 14:20:00,21.49,-38.58,7.79,,,,,
2674,02/19/2024 14:30:00,21.44,-38.81,7.79,,,,,
2675,02/19/2024 14:40:00,21.46,-39.52,7.81,,,,,
2676,02/19/2024 14:50:00,21.41,-39.30,7.80,,,,,
2677,02/19/2024 15:00:00,21.44,-40.06,7.82,,,,,
2678,02/19/2024 15:10:00,21.41,-39.55,7.81,,,,,
2679,02/19/2024 15:20:00,21.41,-40.31,7.82,,,,,
2680,02/19/2024 15:30:00,21.46,-40.53,7.82,,,,,
2681,02/19/2024 15:40:00,21.46,-42.00,7.85,,,,,
2682,02/19/2024 15:50:00,21.46,-42.05,7.85,,,,,
2683,02/19/2024 16:00:00,21.44,-41.89,7.85,,,,,
2684,02/19/2024 16:10:00,21.44,-42.85,7.87,,,,,
2685,02/19/2024 16:20:00,21.44,-42.66,7.86,,,,,
2686,02/19/2024 16:30:00,21.46,-42.45,7.86,,,,,
2687,02/19/2024 16:40:00,21.46,-43.28,7.88,,,,,
2688,02/19/2024 16:50:00,21.46,-42.91,7.87,,,,,
2689,02/19/2024 17:00:00,21.46,-43.08,7.87,,,,,
2690,02/19/2024 17:10:00,21.46,-42.72,7.87,,,,,
2691,02/19/2024 17:20:00,21.44,-43.14,7.87,,,,,
2692,02/19/2024 17:30:00,21.44,-42.02,7.85,,,,,
2693,02/19/2024 17:40:00,21.44,-42.53,7.86,,,,,
2694,02/19/2024 17:50:00,21.44,-41.28,7.84,,,,,
2695,02/19/2024 18:00:00,21.44,-41.81,7.85,,,,,
2696,02/19/2024 18:10:00,21.41,-41.75,7.85,,,,,
2697,02/19/2024 18:20:00,21.41,-42.41,7.86,,,,,
2698,02/19/2024 18:30:00,21.39,-42.39,7.86,,,,,
2699,02/19/2024 18:40:00,21.39,-41.52,7.84,,,,,
2700,02/19/2024 18:50:00,21.39,-41.67,7.85,,,,,
2701,02/19/2024 19:00:00,21.37,-40.80,7.83,,,,,
2702,02/19/2024 19:10:00,21.37,-40.53,7.83,,,,,
2703,02/19/2024 19:20:00,21.34,-40.20,7.82,,,,,
2704,02/19/2024 19:30:00,21.34,-39.75,7.81,,,,,
2705,02/19/2024 19:40:00,21.32,-38.91,7.79,,,,,
2706,02/19/2024 19:50:00,21.32,-38.56,7.79,,,,,
2707,02/19/2024 20:00:00,21.32,-38.20,7.78,,,,,
2708,02/19/2024 20:10:00,21.29,-37.80,7.77,,,,,
2709,02/19/2024 20:20:00,21.29,-37.50,7.77,,,,,
2710,02/19/2024 20:30:00,21.29,-37.95,7.78,,,,,
2711,02/19/2024 20:40:00,21.27,-37.44,7.77,,,,,
2712,02/19/2024 20:50:00,21.27,-37.74,7.77,,,,,
2713,02/19/2024 21:00:00,21.25,-37.86,7.78,,,,,
2714,02/19/2024 21:10:00,21.22,-36.92,7.76,,,,,
2715,02/19/2024 21:20:00,21.20,-37.24,7.76,,,,,
2716,02/19/2024 21:30:00,21.20,-36.45,7.75,,,,,
2717,02/19/2024 21:40:00,21.17,-36.28,7.75,,,,,
2718,02/19/2024 21:50:00,21.17,-36.33,7.75,,,,,
2719,02/19/2024 22:00:00,21.15,-35.81,7.74,,,,,
2720,02/19/2024 22:10:00,21.13,-35.94,7.74,,,,,
2721,02/19/2024 22:20:00,21.10,-35.56,7.73,,,,,
2722,02/19/2024 22:30:00,21.08,-35.67,7.74,,,,,
2723,02/19/2024 22:40:00,21.08,-35.39,7.73,,,,,
2724,02/19/2024 22:50:00,21.06,-35.16,7.73,,,,,
2725,02/19/2024 23:00:00,21.01,-35.47,7.73,,,,,
2726,02/19/2024 23:10:00,21.01,-35.16,7.73,,,,,
2727,02/19/2024 23:20:00,20.98,-34.56,7.71,,,,,
2728,02/19/2024 23:30:00,20.98,-34.22,7.71,,,,,
2729,02/19/2024 23:40:00,20.96,-33.75,7.70,,,,,
2730,02/19/2024 23:50:00,20.94,-33.97,7.70,,,,,
2731,02/20/2024 00:00:00,20.91,-34.17,7.71,,,,,
2732,02/20/2024 00:10:00,20.91,-33.50,7.69,,,,,
2733,02/20/2024 00:20:00,20.89,-33.97,7.70,,,,,
2734,02/20/2024 00:30:00,20.89,-33.61,7.70,,,,,
2735,02/20/2024 00:40:00,20.89,-32.81,7.68,,,,,
2736,02/20/2024 00:50:00,20.86,-32.67,7.68,,,,,
2737,02/20/2024 01:00:00,20.86,-32.05,7.67,,,,,
2738,02/20/2024 01:10:00,20.84,-31.78,7.66,,,,,
2739,02/20/2024 01:20:00,20.84,-31.09,7.65,,,,,
2740,02/20/2024 01:30:00,20.84,-31.38,7.66,,,,,
2741,02/20/2024 01:40:00,20.84,-30.97,7.65,,,,,
2742,02/20/2024 01:50:00,20.82,-30.67,7.64,,,,,
2743,02/20/2024 02:00:00,20.82,-30.08,7.63,,,,,
2744,02/20/2024 02:10:00,20.82,-30.08,7.63,,,,,
2745,02/20/2024 02:20:00,20.82,-29.41,7.62,,,,,
2746,02/20/2024 02:30:00,20.82,-29.69,7.62,,,,,
2747,02/20/2024 02:40:00,20.79,-29.24,7.62,,,,,
2748,02/20/2024 02:50:00,20.79,-28.95,7.61,,,,,
2749,02/20/2024 03:00:00,20.79,-28.64,7.60,,,,,
2750,02/20/2024 03:10:00,20.79,-28.50,7.60,,,,,
2751,02/20/2024 03:20:00,20.79,-28.47,7.60,,,,,
2752,02/20/2024 03:30:00,20.79,-27.99,7.59,,,,,
2753,02/20/2024 03:40:00,20.79,-27.27,7.58,,,,,
2754,02/20/2024 03:50:00,20.79,-27.33,7.58,,,,,
2755,02/20/2024 04:00:00,20.79,-27.03,7.57,,,,,
2756,02/20/2024 04:10:00,20.79,-26.83,7.57,,,,,
2757,02/20/2024 04:20:00,20.77,-26.75,7.57,,,,,
2758,02/20/2024 04:30:00,20.77,-26.50,7.56,,,,,
2759,02/20/2024 04:40:00,20.77,-26.00,7.55,,,,,
2760,02/20/2024 04:50:00,20.77,-26.53,7.56,,,,,
2761,02/20/2024 05:00:00,20.77,-26.02,7.56,,,,,
2762,02/20/2024 05:10:00,20.77,-25.70,7.55,,,,,
2763,02/20/2024 05:20:00,20.75,-25.63,7.55,,,,,
2764,02/20/2024 05:30:00,20.75,-25.44,7.54,,,,,
2765,02/20/2024 05:40:00,20.75,-25.13,7.54,,,,,
2766,02/20/2024 05:50:00,20.75,-24.80,7.53,,,,,
2767,02/20/2024 06:00:00,20.75,-24.67,7.53,,,,,
2768,02/20/2024 06:10:00,20.75,-24.59,7.53,,,,,
2769,02/20/2024 06:20:00,20.75,-24.52,7.53,,,,,
2770,02/20/2024 06:30:00,20.72,-24.80,7.53,,,,,
2771,02/20/2024 06:40:00,20.72,-24.88,7.53,,,,,
2772,02/20/2024 06:50:00,20.70,-24.49,7.53,,,,,
2773,02/20/2024 07:00:00,20.70,-24.34,7.52,,,,,
2774,02/20/2024 07:10:00,20.70,-24.47,7.53,,,,,
2775,02/20/2024 07:20:00,20.70,-24.16,7.52,,,,,
2776,02/20/2024 07:30:00,20.70,-24.19,7.52,,,,,
2777,02/20/2024 07:40:00,20.70,-24.14,7.52,,,,,
2778,02/20/2024 07:50:00,20.72,-24.19,7.52,,,,,
2779,02/20/2024 08:00:00,20.72,-24.24,7.52,,,,,
2780,02/20/2024 08:10:00,20.75,-24.44,7.53,,,,,
2781,02/20/2024 08:20:00,20.75,-24.38,7.52,,,,,
2782,02/20/2024 08:30:00,20.75,-24.49,7.53,,,,,
2783,02/20/2024 08:40:00,20.75,-24.70,7.53,,,,,
2784,02/20/2024 08:50:00,20.77,-24.61,7.53,,,,,
2785,02/20/2024 09:00:00,20.86,-25.25,7.54,,,,,
2786,02/20/2024 09:10:00,21.01,-26.16,7.56,,,,,
2787,02/20/2024 09:20:00,21.10,-26.74,7.57,,,,,
2788,02/20/2024 09:30:00,21.17,-27.19,7.58,,,,,
2789,02/20/2024 09:40:00,21.25,-27.94,7.59,,,,,
2790,02/20/2024 09:50:00,21.34,-28.28,7.60,,,,,
2791,02/20/2024 10:00:00,21.44,-28.94,7.61,,,,,
2792,02/20/2024 10:10:00,21.46,-29.08,7.61,,,,,
2793,02/20/2024 10:20:00,21.44,-29.27,7.61,,,,,
2794,02/20/2024 10:30:00,21.49,-29.61,7.62,,,,,
2795,02/20/2024 10:40:00,21.53,-30.27,7.63,,,,,
2796,02/20/2024 10:50:00,21.56,-30.52,7.64,,,,,
2797,02/20/2024 11:00:00,21.63,-31.13,7.65,,,,,
2798,02/20/2024 11:10:00,21.68,-31.81,7.66,,,,,
2799,02/20/2024 11:20:00,21.72,-32.34,7.67,,,,,
2800,02/20/2024 11:30:00,21.84,-32.59,7.68,,,,,
2801,02/20/2024 11:40:00,21.89,-33.64,7.70,,,,,
2802,02/20/2024 11:50:00,21.96,-34.77,7.72,,,,,
2803,02/20/2024 12:00:00,22.01,-35.13,7.72,,,,,
2804,02/20/2024 12:10:00,22.18,-36.16,7.74,,,,,
2805,02/20/2024 12:20:00,22.11,-36.53,7.75,,,,,
2806,02/20/2024 12:30:00,22.15,-36.38,7.75,,,,,
2807,02/20/2024 12:40:00,22.18,-37.64,7.77,,,,,
2808,02/20/2024 12:50:00,22.13,-36.99,7.76,,,,,
2809,02/20/2024 13:00:00,22.15,-36.74,7.75,,,,,
2810,02/20/2024 13:10:00,22.42,-38.36,7.78,,,,,
2811,02/20/2024 13:20:00,22.58,-40.06,7.81,,,,,
2812,02/20/2024 13:30:00,22.44,-39.41,7.80,,,,,
2813,02/20/2024 13:40:00,22.49,-39.05,7.79,,,,,
2814,02/20/2024 13:50:00,22.54,-40.22,7.82,,,,,
2815,02/20/2024 14:00:00,22.61,-42.05,7.85,,,,,
2816,02/20/2024 14:10:00,22.75,-44.28,7.89,,,,,
2817,02/20/2024 14:20:00,22.85,-44.52,7.90,,,,,
2818,02/20/2024 14:30:00,22.87,-45.11,7.91,,,,,
2819,02/20/2024 14:40:00,22.87,-44.31,7.89,,,,,
2820,02/20/2024 14:50:00,22.68,-43.08,7.87,,,,,
2821,02/20/2024 15:00:00,22.66,-42.28,7.85,,,,,
2822,02/20/2024 15:10:00,22.66,-41.49,7.84,,,,,
2823,02/20/2024 15:20:00,22.68,-41.39,7.84,,,,,
2824,02/20/2024 15:30:00,22.73,-41.63,7.84,,,,,
2825,02/20/2024 15:40:00,22.73,-41.17,7.83,,,,,
2826,02/20/2024 15:50:00,22.75,-40.61,7.82,,,,,
2827,02/20/2024 16:00:00,22.82,-41.99,7.85,,,,,
2828,02/20/2024 16:10:00,22.82,-41.58,7.84,,,,,
2829,02/20/2024 16:20:00,22.85,-41.55,7.84,,,,,
2830,02/20/2024 16:30:00,22.87,-41.88,7.85,,,,,
2831,02/20/2024 16:40:00,22.87,-42.16,7.85,,,,,
2832,02/20/2024 16:50:00,22.87,-42.25,7.85,,,,,
2833,02/20/2024 17:00:00,22.87,-41.31,7.84,,,,,
2834,02/20/2024 17:10:00,22.87,-41.30,7.84,,,,,
2835,02/20/2024 17:20:00,22.90,-40.69,7.82,,,,,
2836,02/20/2024 17:30:00,22.87,-39.89,7.81,,,,,
2837,02/20/2024 17:40:00,22.87,-39.66,7.80,,,,,
2838,02/20/2024 17:50:00,22.87,-40.66,7.82,,,,,
2839,02/20/2024 18:00:00,22.87,-40.86,7.83,,,,,
2840,02/20/2024 18:10:00,22.85,-40.27,7.82,,,,,
2841,02/20/2024 18:20:00,22.85,-39.80,7.81,,,,,
2842,02/20/2024 18:30:00,22.82,-39.50,7.80,,,,,
2843,02/20/2024 18:40:00,22.82,-39.36,7.80,,,,,
2844,02/20/2024 18:50:00,22.80,-38.56,7.78,,,,,
2845,02/20/2024 19:00:00,22.78,-39.02,7.79,,,,,
2846,02/20/2024 19:10:00,22.75,-38.02,7.77,,,,,
2847,02/20/2024 19:20:00,22.73,-38.20,7.78,,,,,
2848,02/20/2024 19:30:00,22.70,-37.14,7.76,,,,,
2849,02/20/2024 19:40:00,22.68,-37.13,7.76,,,,,
2850,02/20/2024 19:50:00,22.68,-36.59,7.75,,,,,
2851,02/20/2024 20:00:00,22.66,-35.74,7.73,,,,,
2852,02/20/2024 20:10:00,22.66,-36.50,7.75,,,,,
2853,02/20/2024 20:20:00,22.63,-36.27,7.74,,,,,
2854,02/20/2024 20:30:00,22.63,-35.66,7.73,,,,,
2855,02/20/2024 20:40:00,22.61,-35.47,7.73,,,,,
2856,02/20/2024 20:50:00,22.58,-35.55,7.73,,,,,
2857,02/20/2024 21:00:00,22.56,-35.61,7.73,,,,,
2858,02/20/2024 21:10:00,22.56,-35.59,7.73,,,,,
2859,02/20/2024 21:20:00,22.54,-35.09,7.72,,,,,
2860,02/20/2024 21:30:00,22.51,-34.39,7.71,,,,,
2861,02/20/2024 21:40:00,22.49,-34.47,7.71,,,,,
2862,02/20/2024 21:50:00,22.47,-34.02,7.70,,,,,
2863,02/20/2024 22:00:00,22.44,-33.91,7.70,,,,,
2864,02/20/2024 22:10:00,22.44,-33.74,7.70,,,,,
2865,02/20/2024 22:20:00,22.42,-33.52,7.69,,,,,
2866,02/20/2024 22:30:00,22.39,-33.06,7.68,,,,,
2867,02/20/2024 22:40:00,22.37,-32.83,7.68,,,,,
2868,02/20/2024 22:50:00,22.37,-32.64,7.68,,,,,
2869,02/20/2024 23:00:00,22.35,-32.56,7.67,,,,,
2870,02/20/2024 23:10:00,22.32,-32.27,7.67,,,,,
2871,02/20/2024 23:20:00,22.30,-32.59,7.67,,,,,
2872,02/20/2024 23:30:00,22.27,-32.09,7.67,,,,,
2873,02/20/2024 23:40:00,22.25,-32.19,7.67,,,,,
2874,02/20/2024 23:50:00,22.23,-32.06,7.67,,,,,
2875,02/21/2024 00:00:00,22.20,-31.75,7.66,,,,,
2876,02/21/2024 00:10:00,22.18,-31.86,7.66,,,,,
2877,02/21/2024 00:20:00,22.15,-31.58,7.66,,,,,
2878,02/21/2024 00:30:00,22.13,-31.11,7.65,,,,,
2879,02/21/2024 00:40:00,22.11,-30.75,7.64,,,,,
2880,02/21/2024 00:50:00,22.08,-30.45,7.64,,,,,
2881,02/21/2024 01:00:00,22.06,-30.00,7.63,,,,,
2882,02/21/2024 01:10:00,22.01,-29.75,7.62,,,,,
2883,02/21/2024 01:20:00,22.01,-29.69,7.62,,,,,
2884,02/21/2024 01:30:00,21.99,-29.42,7.62,,,,,
2885,02/21/2024 01:40:00,21.99,-28.89,7.61,,,,,
2886,02/21/2024 01:50:00,21.99,-28.81,7.60,,,,,
2887,02/21/2024 02:00:00,21.99,-28.81,7.60,,,,,
2888,02/21/2024 02:10:00,21.99,-29.02,7.61,,,,,
2889,02/21/2024 02:20:00,21.99,-28.63,7.60,,,,,
2890,02/21/2024 02:30:00,21.96,-28.59,7.60,,,,,
2891,02/21/2024 02:40:00,21.96,-28.58,7.60,,,,,
2892,02/21/2024 02:50:00,21.94,-28.38,7.60,,,,,
2893,02/21/2024 03:00:00,21.91,-28.14,7.59,,,,,
2894,02/21/2024 03:10:00,21.91,-27.50,7.58,,,,,
2895,02/21/2024 03:20:00,21.91,-27.22,7.58,,,,,
2896,02/21/2024 03:30:00,21.91,-27.17,7.57,,,,,
2897,02/21/2024 03:40:00,21.89,-27.00,7.57,,,,,
2898,02/21/2024 03:50:00,21.89,-26.97,7.57,,,,,
2899,02/21/2024 04:00:00,21.89,-27.06,7.57,,,,,
2900,02/21/2024 04:10:00,21.89,-26.55,7.56,,,,,
2901,02/21/2024 04:20:00,21.89,-26.25,7.56,,,,,
2902,02/21/2024 04:30:00,21.89,-26.20,7.56,,,,,
2903,02/21/2024 04:40:00,21.89,-25.83,7.55,,,,,
2904,02/21/2024 04:50:00,21.89,-25.78,7.55,,,,,
2905,02/21/2024 05:00:00,21.89,-25.61,7.55,,,,,
2906,02/21/2024 05:10:00,21.89,-25.58,7.54,,,,,
2907,02/21/2024 05:20:00,21.89,-25.39,7.54,,,,,
2908,02/21/2024 05:30:00,21.87,-25.14,7.54,,,,,
2909,02/21/2024 05:40:00,21.84,-25.16,7.54,,,,,
2910,02/21/2024 05:50:00,21.84,-25.19,7.54,,,,,
2911,02/21/2024 06:00:00,21.84,-24.92,7.53,,,,,
2912,02/21/2024 06:10:00,21.84,-24.74,7.53,,,,,
2913,02/21/2024 06:20:00,21.82,-24.58,7.53,,,,,
2914,02/21/2024 06:30:00,21.82,-24.91,7.53,,,,,
2915,02/21/2024 06:40:00,21.82,-24.70,7.53,,,,,
2916,02/21/2024 06:50:00,21.82,-24.97,7.53,,,,,
2917,02/21/2024 07:00:00,21.80,-24.75,7.53,,,,,
2918,02/21/2024 07:10:00,21.77,-24.84,7.53,,,,,
2919,02/21/2024 07:20:00,21.77,-24.59,7.53,,,,,
2920,02/21/2024 07:30:00,21.77,-24.69,7.53,,,,,
2921,02/21/2024 07:40:00,21.77,-24.70,7.53,,,,,
2922,02/21/2024 07:50:00,21.77,-24.64,7.53,,,,,
2923,02/21/2024 08:00:00,21.77,-24.61,7.53,,,,,
2924,02/21/2024 08:10:00,21.77,-24.59,7.53,,,,,
2925,02/21/2024 08:20:00,21.77,-24.58,7.53,,,,,
2926,02/21/2024 08:30:00,21.77,-24.50,7.53,,,,,
2927,02/21/2024 08:40:00,21.80,-24.70,7.53,,,,,
2928,02/21/2024 08:50:00,21.82,-24.88,7.53,,,,,
2929,02/21/2024 09:00:00,21.82,-25.08,7.54,,,,,
2930,02/21/2024 09:10:00,21.84,-25.08,7.54,,,,,
2931,02/21/2024 09:20:00,21.84,-25.24,7.54,,,,,
2932,02/21/2024 09:30:00,21.87,-25.06,7.54,,,,,
2933,02/21/2024 09:40:00,21.87,-25.05,7.54,,,,,
2934,02/21/2024 09:50:00,21.87,-25.31,7.54,,,,,
2935,02/21/2024 10:00:00,21.91,-25.63,7.55,,,,,
2936,02/21/2024 10:10:00,21.91,-26.02,7.55,,,,,
2937,02/21/2024 10:20:00,21.94,-26.05,7.55,,,,,
2938,02/21/2024 10:30:00,22.01,-26.38,7.56,,,,,
2939,02/21/2024 10:40:00,22.06,-26.44,7.56,,,,,
2940,02/21/2024 10:50:00,22.20,-27.91,7.59,,,,,
