#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Button Down,Button Up,Host Connected,End of File
1581,04/15/2024 00:20:00,23.02,-31.13,7.58,,,,
1582,04/15/2024 00:30:00,23.02,-31.17,7.58,,,,
1583,04/15/2024 00:40:00,23.02,-31.14,7.58,,,,
1584,04/15/2024 00:50:00,23.02,-31.11,7.58,,,,
1585,04/15/2024 01:00:00,23.02,-31.22,7.58,,,,
1586,04/15/2024 01:10:00,23.02,-31.13,7.58,,,,
1587,04/15/2024 01:20:00,23.02,-30.92,7.58,,,,
1588,04/15/2024 01:30:00,23.02,-30.77,7.58,,,,
1589,04/15/2024 01:40:00,23.02,-30.66,7.57,,,,
1590,04/15/2024 01:50:00,23.02,-30.41,7.57,,,,
1591,04/15/2024 02:00:00,23.02,-30.14,7.56,,,,
1592,04/15/2024 02:10:00,23.02,-30.28,7.57,,,,
1593,04/15/2024 02:20:00,23.02,-29.58,7.55,,,,
1594,04/15/2024 02:30:00,22.99,-29.78,7.56,,,,
1595,04/15/2024 02:40:00,22.99,-29.67,7.56,,,,
1596,04/15/2024 02:50:00,22.97,-29.13,7.54,,,,
1597,04/15/2024 03:00:00,22.97,-29.31,7.55,,,,
1598,04/15/2024 03:10:00,22.97,-29.27,7.55,,,,
1599,04/15/2024 03:20:00,22.97,-29.63,7.55,,,,
1600,04/15/2024 03:30:00,22.97,-29.77,7.56,,,,
1601,04/15/2024 03:40:00,22.97,-29.88,7.56,,,,
1602,04/15/2024 03:50:00,22.97,-29.70,7.56,,,,
1603,04/15/2024 04:00:00,22.97,-29.94,7.56,,,,
1604,04/15/2024 04:10:00,22.97,-29.59,7.55,,,,
1605,04/15/2024 04:20:00,22.94,-29.94,7.56,,,,
1606,04/15/2024 04:30:00,22.94,-29.92,7.56,,,,
1607,04/15/2024 04:40:00,22.94,-29.84,7.56,,,,
1608,04/15/2024 04:50:00,22.94,-28.64,7.54,,,,
1609,04/15/2024 05:00:00,22.94,-29.55,7.55,,,,
1610,04/15/2024 05:10:00,22.94,-29.11,7.54,,,,
1611,04/15/2024 05:20:00,22.92,-29.94,7.56,,,,
1612,04/15/2024 05:30:00,22.92,-29.77,7.56,,,,
1613,04/15/2024 05:40:00,22.92,-29.03,7.54,,,,
1614,04/15/2024 05:50:00,22.92,-29.17,7.55,,,,
1615,04/15/2024 06:00:00,22.92,-29.81,7.56,,,,
1616,04/15/2024 06:10:00,22.92,-29.94,7.56,,,,
1617,04/15/2024 06:20:00,22.92,-29.61,7.55,,,,
1618,04/15/2024 06:30:00,22.92,-29.84,7.56,,,,
1619,04/15/2024 06:40:00,22.92,-30.13,7.56,,,,
1620,04/15/2024 06:50:00,22.92,-29.83,7.56,,,,
1621,04/15/2024 07:00:00,22.92,-30.28,7.57,,,,
1622,04/15/2024 07:10:00,22.92,-29.52,7.55,,,,
1623,04/15/2024 07:20:00,22.92,-30.72,7.58,,,,
1624,04/15/2024 07:30:00,22.94,-31.00,7.58,,,,
1625,04/15/2024 07:40:00,22.94,-31.44,7.59,,,,
1626,04/15/2024 07:50:00,22.94,-31.19,7.58,,,,
1627,04/15/2024 08:00:00,22.94,-31.09,7.58,,,,
1628,04/15/2024 08:10:00,22.94,-32.20,7.60,,,,
1629,04/15/2024 08:20:00,22.94,-31.88,7.60,,,,
1630,04/15/2024 08:30:00,22.94,-31.72,7.59,,,,
1631,04/15/2024 08:40:00,22.94,-32.75,7.61,,,,
1632,04/15/2024 08:50:00,22.94,-32.63,7.61,,,,
1633,04/15/2024 09:00:00,22.94,-32.95,7.62,,,,
1634,04/15/2024 09:10:00,22.97,-33.09,7.62,,,,
1635,04/15/2024 09:20:00,22.99,-33.38,7.62,,,,
1636,04/15/2024 09:30:00,23.02,-34.13,7.64,,,,
1637,04/15/2024 09:40:00,23.02,-34.39,7.64,,,,
1638,04/15/2024 09:50:00,23.04,-34.63,7.65,,,,
1639,04/15/2024 10:00:00,23.06,-35.52,7.67,,,,
1640,04/15/2024 10:10:00,23.09,-35.38,7.66,,,,
1641,04/15/2024 10:20:00,23.11,-35.44,7.66,,,,
1642,04/15/2024 10:30:00,23.14,-34.63,7.65,,,,
1643,04/15/2024 10:40:00,23.16,-35.39,7.66,,,,
1644,04/15/2024 10:50:00,23.18,-35.13,7.66,,,,
1645,04/15/2024 11:00:00,23.18,-35.33,7.66,,,,
1646,04/15/2024 11:10:00,23.21,-35.45,7.66,,,,
1647,04/15/2024 11:20:00,23.21,-35.55,7.67,,,,
1648,04/15/2024 11:30:00,23.23,-35.92,7.67,,,,
1649,04/15/2024 11:40:00,23.26,-36.88,7.69,,,,
1650,04/15/2024 11:50:00,23.28,-37.64,7.70,,,,
1651,04/15/2024 12:00:00,23.30,-38.55,7.72,,,,
1652,04/15/2024 12:10:00,23.33,-37.81,7.71,,,,
1653,04/15/2024 12:20:00,23.33,-36.13,7.68,,,,
1654,04/15/2024 12:30:00,23.33,-36.16,7.68,,,,
1655,04/15/2024 12:40:00,23.35,-40.77,7.76,,,,
1656,04/15/2024 12:50:00,23.40,-43.58,7.82,,,,
1657,04/15/2024 13:00:00,23.42,-46.47,7.87,,,,
1658,04/15/2024 13:10:00,23.47,-46.86,7.88,,,,
1659,04/15/2024 13:20:00,23.50,-47.61,7.89,,,,
1660,04/15/2024 13:30:00,23.52,-52.85,7.99,,,,
1661,04/15/2024 13:40:00,23.62,-53.99,8.01,,,,
1662,04/15/2024 13:50:00,23.59,-55.19,8.03,,,,
1663,04/15/2024 14:00:00,23.59,-53.60,8.00,,,,
1664,04/15/2024 14:10:00,23.59,-56.03,8.05,,,,
1665,04/15/2024 14:20:00,23.59,-53.36,8.00,,,,
1666,04/15/2024 14:30:00,23.50,-45.36,7.85,,,,
1667,04/15/2024 14:40:00,23.42,-42.97,7.80,,,,
1668,04/15/2024 14:50:00,23.42,-41.13,7.77,,,,
1669,04/15/2024 15:00:00,23.40,-41.60,7.78,,,,
1670,04/15/2024 15:10:00,23.38,-41.02,7.77,,,,
1671,04/15/2024 15:20:00,23.45,-49.30,7.92,,,,
1672,04/15/2024 15:30:00,23.42,-44.89,7.84,,,,
1673,04/15/2024 15:40:00,23.35,-41.89,7.78,,,,
1674,04/15/2024 15:50:00,23.35,-41.19,7.77,,,,
1675,04/15/2024 16:00:00,23.33,-43.10,7.81,,,,
1676,04/15/2024 16:10:00,23.30,-42.86,7.80,,,,
1677,04/15/2024 16:20:00,23.28,-42.33,7.79,,,,
1678,04/15/2024 16:30:00,23.30,-46.10,7.86,,,,
1679,04/15/2024 16:40:00,23.40,-50.44,7.95,,,,
1680,04/15/2024 16:50:00,23.33,-49.30,7.92,,,,
1681,04/15/2024 17:00:00,23.21,-39.34,7.74,,,,
1682,04/15/2024 17:10:00,23.16,-37.24,7.70,,,,
1683,04/15/2024 17:20:00,23.14,-35.84,7.67,,,,
1684,04/15/2024 17:30:00,23.11,-35.02,7.66,,,,
1685,04/15/2024 17:40:00,23.09,-34.69,7.65,,,,
1686,04/15/2024 17:50:00,23.09,-34.08,7.64,,,,
1687,04/15/2024 18:00:00,23.06,-33.66,7.63,,,,
1688,04/15/2024 18:10:00,23.06,-33.31,7.62,,,,
1689,04/15/2024 18:20:00,23.06,-32.92,7.62,,,,
1690,04/15/2024 18:30:00,23.04,-32.56,7.61,,,,
1691,04/15/2024 18:40:00,23.04,-32.34,7.61,,,,
1692,04/15/2024 18:50:00,23.02,-31.99,7.60,,,,
1693,04/15/2024 19:00:00,23.02,-31.75,7.59,,,,
1694,04/15/2024 19:10:00,23.02,-31.61,7.59,,,,
1695,04/15/2024 19:20:00,23.02,-31.45,7.59,,,,
1696,04/15/2024 19:30:00,22.99,-31.19,7.58,,,,
1697,04/15/2024 19:40:00,22.99,-31.25,7.58,,,,
1698,04/15/2024 19:50:00,22.99,-31.14,7.58,,,,
1699,04/15/2024 20:00:00,22.97,-31.22,7.58,,,,
1700,04/15/2024 20:10:00,22.97,-31.02,7.58,,,,
1701,04/15/2024 20:20:00,22.97,-30.97,7.58,,,,
1702,04/15/2024 20:30:00,22.97,-31.38,7.59,,,,
1703,04/15/2024 20:40:00,22.94,-31.47,7.59,,,,
1704,04/15/2024 20:50:00,22.94,-31.64,7.59,,,,
1705,04/15/2024 21:00:00,22.92,-31.50,7.59,,,,
1706,04/15/2024 21:10:00,22.92,-31.19,7.58,,,,
1707,04/15/2024 21:20:00,22.92,-31.17,7.58,,,,
1708,04/15/2024 21:30:00,22.92,-30.99,7.58,,,,
1709,04/15/2024 21:40:00,22.92,-31.11,7.58,,,,
1710,04/15/2024 21:50:00,22.92,-30.99,7.58,,,,
1711,04/15/2024 22:00:00,22.92,-30.72,7.58,,,,
1712,04/15/2024 22:10:00,22.92,-30.86,7.58,,,,
1713,04/15/2024 22:20:00,22.92,-30.72,7.58,,,,
1714,04/15/2024 22:30:00,22.92,-30.84,7.58,,,,
1715,04/15/2024 22:40:00,22.92,-30.80,7.58,,,,
1716,04/15/2024 22:50:00,22.92,-30.63,7.57,,,,
1717,04/15/2024 23:00:00,22.92,-30.80,7.58,,,,
1718,04/15/2024 23:10:00,22.92,-30.72,7.58,,,,
1719,04/15/2024 23:20:00,22.92,-30.66,7.57,,,,
1720,04/15/2024 23:30:00,22.92,-30.72,7.58,,,,
1721,04/15/2024 23:40:00,22.92,-30.66,7.57,,,,
1722,04/15/2024 23:50:00,22.92,-30.75,7.58,,,,
1723,04/16/2024 00:00:00,22.94,-30.75,7.58,,,,
1724,04/16/2024 00:10:00,22.94,-30.66,7.57,,,,
1725,04/16/2024 00:20:00,22.94,-30.72,7.57,,,,
1726,04/16/2024 00:30:00,22.94,-30.81,7.58,,,,
1727,04/16/2024 00:40:00,22.94,-30.83,7.58,,,,
1728,04/16/2024 00:50:00,22.94,-30.75,7.58,,,,
1729,04/16/2024 01:00:00,22.94,-30.84,7.58,,,,
1730,04/16/2024 01:10:00,22.94,-30.81,7.58,,,,
1731,04/16/2024 01:20:00,22.97,-30.83,7.58,,,,
1732,04/16/2024 01:30:00,22.97,-30.81,7.58,,,,
1733,04/16/2024 01:40:00,22.94,-30.75,7.58,,,,
1734,04/16/2024 01:50:00,22.94,-30.64,7.57,,,,
1735,04/16/2024 02:00:00,22.94,-30.33,7.57,,,,
1736,04/16/2024 02:10:00,22.90,-29.59,7.55,,,,
1737,04/16/2024 02:20:00,22.87,-29.92,7.56,,,,
1738,04/16/2024 02:30:00,22.87,-29.99,7.56,,,,
1739,04/16/2024 02:40:00,22.87,-29.56,7.55,,,,
1740,04/16/2024 02:50:00,22.87,-29.74,7.56,,,,
1741,04/16/2024 03:00:00,22.87,-29.89,7.56,,,,
1742,04/16/2024 03:10:00,22.87,-30.30,7.57,,,,
1743,04/16/2024 03:20:00,22.87,-30.41,7.57,,,,
1744,04/16/2024 03:30:00,22.87,-30.50,7.57,,,,
1745,04/16/2024 03:40:00,22.87,-30.25,7.57,,,,
1746,04/16/2024 03:50:00,22.87,-30.28,7.57,,,,
1747,04/16/2024 04:00:00,22.87,-30.70,7.57,,,,
1748,04/16/2024 04:10:00,22.85,-30.55,7.57,,,,
1749,04/16/2024 04:20:00,22.85,-30.70,7.57,,,,
1750,04/16/2024 04:30:00,22.85,-30.61,7.57,,,,
1751,04/16/2024 04:40:00,22.85,-30.38,7.57,,,,
1752,04/16/2024 04:50:00,22.85,-30.06,7.56,,,,
1753,04/16/2024 05:00:00,22.85,-30.55,7.57,,,,
1754,04/16/2024 05:10:00,22.85,-30.17,7.56,,,,
1755,04/16/2024 05:20:00,22.82,-30.52,7.57,,,,
1756,04/16/2024 05:30:00,22.82,-30.67,7.57,,,,
1757,04/16/2024 05:40:00,22.82,-30.52,7.57,,,,
1758,04/16/2024 05:50:00,22.82,-30.75,7.58,,,,
1759,04/16/2024 06:00:00,22.82,-30.49,7.57,,,,
1760,04/16/2024 06:10:00,22.80,-30.45,7.57,,,,
1761,04/16/2024 06:20:00,22.80,-30.67,7.57,,,,
1762,04/16/2024 06:30:00,22.80,-30.59,7.57,,,,
1763,04/16/2024 06:40:00,22.80,-31.03,7.58,,,,
1764,04/16/2024 06:50:00,22.80,-30.99,7.58,,,,
1765,04/16/2024 07:00:00,22.80,-31.03,7.58,,,,
1766,04/16/2024 07:10:00,22.80,-31.00,7.58,,,,
1767,04/16/2024 07:20:00,22.80,-31.34,7.59,,,,
1768,04/16/2024 07:30:00,22.82,-31.33,7.59,,,,
1769,04/16/2024 07:40:00,22.82,-31.08,7.58,,,,
1770,04/16/2024 07:50:00,22.82,-31.88,7.60,,,,
1771,04/16/2024 08:00:00,22.82,-32.08,7.60,,,,
1772,04/16/2024 08:10:00,22.85,-31.59,7.59,,,,
1773,04/16/2024 08:20:00,22.85,-32.00,7.60,,,,
1774,04/16/2024 08:30:00,22.85,-32.77,7.61,,,,
1775,04/16/2024 08:40:00,22.85,-33.08,7.62,,,,
1776,04/16/2024 08:50:00,22.85,-33.02,7.62,,,,
1777,04/16/2024 09:00:00,22.85,-34.02,7.64,,,,
1778,04/16/2024 09:10:00,22.87,-33.94,7.64,,,,
1779,04/16/2024 09:20:00,22.90,-34.72,7.65,,,,
1780,04/16/2024 09:30:00,22.90,-34.52,7.65,,,,
1781,04/16/2024 09:40:00,22.92,-35.74,7.67,,,,
1782,04/16/2024 09:50:00,22.97,-35.66,7.67,,,,
1783,04/16/2024 10:00:00,22.99,-35.67,7.67,,,,
1784,04/16/2024 10:10:00,23.04,-36.83,7.69,,,,
1785,04/16/2024 10:20:00,23.06,-36.47,7.68,,,,
1786,04/16/2024 10:30:00,23.09,-35.95,7.67,,,,
1787,04/16/2024 10:40:00,23.11,-36.84,7.69,,,,
1788,04/16/2024 10:50:00,23.16,-36.33,7.68,,,,
1789,04/16/2024 11:00:00,23.16,-36.05,7.68,,,,
1790,04/16/2024 11:10:00,23.18,-37.02,7.69,,,,
1791,04/16/2024 11:20:00,23.18,-37.25,7.70,,,,
1792,04/16/2024 11:30:00,23.18,-37.81,7.71,,,,
1793,04/16/2024 11:40:00,23.18,-38.67,7.72,,,,
1794,04/16/2024 11:50:00,23.18,-38.91,7.73,,,,
1795,04/16/2024 12:00:00,23.16,-37.97,7.71,,,,
1796,04/16/2024 12:10:00,23.16,-37.03,7.69,,,,
1797,04/16/2024 12:20:00,23.14,-36.24,7.68,,,,
1798,04/16/2024 12:30:00,23.14,-37.69,7.71,,,,
1799,04/16/2024 12:40:00,23.14,-38.11,7.71,,,,
1800,04/16/2024 12:50:00,23.14,-37.11,7.70,,,,
1801,04/16/2024 13:00:00,23.14,-39.56,7.74,,,,
1802,04/16/2024 13:10:00,23.11,-38.00,7.71,,,,
1803,04/16/2024 13:20:00,23.11,-37.28,7.70,,,,
1804,04/16/2024 13:30:00,23.09,-38.49,7.72,,,,
1805,04/16/2024 13:40:00,23.09,-37.33,7.70,,,,
1806,04/16/2024 13:50:00,23.09,-36.77,7.69,,,,
1807,04/16/2024 14:00:00,23.06,-38.36,7.72,,,,
1808,04/16/2024 14:10:00,23.06,-38.72,7.73,,,,
1809,04/16/2024 14:20:00,23.06,-38.47,7.72,,,,
1810,04/16/2024 14:30:00,23.06,-37.74,7.71,,,,
1811,04/16/2024 14:40:00,23.06,-37.56,7.70,,,,
1812,04/16/2024 14:50:00,23.06,-37.59,7.70,,,,
1813,04/16/2024 15:00:00,23.04,-36.74,7.69,,,,
1814,04/16/2024 15:10:00,23.04,-36.55,7.68,,,,
1815,04/16/2024 15:20:00,23.04,-37.41,7.70,,,,
1816,04/16/2024 15:30:00,23.04,-39.06,7.73,,,,
1817,04/16/2024 15:40:00,23.04,-37.41,7.70,,,,
1818,04/16/2024 15:50:00,23.04,-36.99,7.69,,,,
1819,04/16/2024 16:00:00,23.02,-36.17,7.68,,,,
1820,04/16/2024 16:10:00,23.02,-35.49,7.66,,,,
1821,04/16/2024 16:20:00,23.02,-35.25,7.66,,,,
1822,04/16/2024 16:30:00,23.02,-35.47,7.66,,,,
1823,04/16/2024 16:40:00,23.02,-35.47,7.66,,,,
1824,04/16/2024 16:50:00,22.99,-35.70,7.67,,,,
1825,04/16/2024 17:00:00,22.99,-35.64,7.67,,,,
1826,04/16/2024 17:10:00,22.99,-35.14,7.66,,,,
1827,04/16/2024 17:20:00,22.99,-34.58,7.65,,,,
1828,04/16/2024 17:30:00,22.99,-34.28,7.64,,,,
1829,04/16/2024 17:40:00,22.99,-33.91,7.64,,,,
1830,04/16/2024 17:50:00,22.97,-33.38,7.63,,,,
1831,04/16/2024 18:00:00,22.97,-32.77,7.61,,,,
1832,04/16/2024 18:10:00,22.97,-33.14,7.62,,,,
1833,04/16/2024 18:20:00,22.94,-32.61,7.61,,,,
1834,04/16/2024 18:30:00,22.94,-32.06,7.60,,,,
1835,04/16/2024 18:40:00,22.92,-31.77,7.59,,,,
1836,04/16/2024 18:50:00,22.92,-31.64,7.59,,,,
1837,04/16/2024 19:00:00,22.92,-31.17,7.58,,,,
1838,04/16/2024 19:10:00,22.92,-31.39,7.59,,,,
1839,04/16/2024 19:20:00,22.90,-31.39,7.59,,,,
1840,04/16/2024 19:30:00,22.90,-31.19,7.58,,,,
1841,04/16/2024 19:40:00,22.90,-31.24,7.58,,,,
1842,04/16/2024 19:50:00,22.87,-30.83,7.58,,,,
1843,04/16/2024 20:00:00,22.87,-30.89,7.58,,,,
1844,04/16/2024 20:10:00,22.87,-30.77,7.58,,,,
1845,04/16/2024 20:20:00,22.87,-30.80,7.58,,,,
1846,04/16/2024 20:30:00,22.87,-30.99,7.58,,,,
1847,04/16/2024 20:40:00,22.85,-30.34,7.57,,,,
1848,04/16/2024 20:50:00,22.85,-30.28,7.57,,,,
1849,04/16/2024 21:00:00,22.85,-29.61,7.55,,,,
1850,04/16/2024 21:10:00,22.85,-30.28,7.57,,,,
1851,04/16/2024 21:20:00,22.85,-29.83,7.56,,,,
1852,04/16/2024 21:30:00,22.85,-30.41,7.57,,,,
1853,04/16/2024 21:40:00,22.85,-29.94,7.56,,,,
1854,04/16/2024 21:50:00,22.85,-29.77,7.56,,,,
1855,04/16/2024 22:00:00,22.85,-29.69,7.56,,,,
1856,04/16/2024 22:10:00,22.85,-29.66,7.56,,,,
1857,04/16/2024 22:20:00,22.85,-29.84,7.56,,,,
1858,04/16/2024 22:30:00,22.85,-29.83,7.56,,,,
1859,04/16/2024 22:40:00,22.82,-29.84,7.56,,,,
1860,04/16/2024 22:50:00,22.85,-30.28,7.57,,,,
1861,04/16/2024 23:00:00,22.85,-30.25,7.57,,,,
1862,04/16/2024 23:10:00,22.85,-30.24,7.57,,,,
1863,04/16/2024 23:20:00,22.85,-29.80,7.56,,,,
1864,04/16/2024 23:30:00,22.85,-30.16,7.56,,,,
1865,04/16/2024 23:40:00,22.85,-30.14,7.56,,,,
1866,04/16/2024 23:50:00,22.85,-30.39,7.57,,,,
1867,04/17/2024 00:00:00,22.82,-30.27,7.57,,,,
1868,04/17/2024 00:10:00,22.85,-30.44,7.57,,,,
1869,04/17/2024 00:20:00,22.85,-30.52,7.57,,,,
1870,04/17/2024 00:30:00,22.85,-30.53,7.57,,,,
1871,04/17/2024 00:40:00,22.85,-30.47,7.57,,,,
1872,04/17/2024 00:50:00,22.82,-30.41,7.57,,,,
1873,04/17/2024 01:00:00,22.85,-30.45,7.57,,,,
1874,04/17/2024 01:10:00,22.85,-30.74,7.58,,,,
1875,04/17/2024 01:20:00,22.85,-30.55,7.57,,,,
1876,04/17/2024 01:30:00,22.85,-30.66,7.57,,,,
1877,04/17/2024 01:40:00,22.85,-30.33,7.57,,,,
1878,04/17/2024 01:50:00,22.85,-30.20,7.57,,,,
1879,04/17/2024 02:00:00,22.85,-29.70,7.56,,,,
1880,04/17/2024 02:10:00,22.85,-29.84,7.56,,,,
1881,04/17/2024 02:20:00,22.82,-29.77,7.56,,,,
1882,04/17/2024 02:30:00,22.82,-29.92,7.56,,,,
1883,04/17/2024 02:40:00,22.82,-29.74,7.56,,,,
1884,04/17/2024 02:50:00,22.82,-29.64,7.55,,,,
1885,04/17/2024 03:00:00,22.82,-29.61,7.55,,,,
1886,04/17/2024 03:10:00,22.82,-29.84,7.56,,,,
1887,04/17/2024 03:20:00,22.85,-30.16,7.56,,,,
1888,04/17/2024 03:30:00,22.85,-29.74,7.56,,,,
1889,04/17/2024 03:40:00,22.82,-28.75,7.54,,,,
1890,04/17/2024 03:50:00,22.85,-29.44,7.55,,,,
1891,04/17/2024 04:00:00,22.85,-29.77,7.56,,,,
1892,04/17/2024 04:10:00,22.85,-29.74,7.56,,,,
1893,04/17/2024 04:20:00,22.85,-29.75,7.56,,,,
1894,04/17/2024 04:30:00,22.85,-29.61,7.55,,,,
1895,04/17/2024 04:40:00,22.85,-30.08,7.56,,,,
1896,04/17/2024 04:50:00,22.85,-29.89,7.56,,,,
1897,04/17/2024 05:00:00,22.85,-29.61,7.55,,,,
1898,04/17/2024 05:10:00,22.85,-29.70,7.56,,,,
1899,04/17/2024 05:20:00,22.85,-29.56,7.55,,,,
1900,04/17/2024 05:30:00,22.85,-30.30,7.57,,,,
1901,04/17/2024 05:40:00,22.85,-30.52,7.57,,,,
1902,04/17/2024 05:50:00,22.82,-29.94,7.56,,,,
1903,04/17/2024 06:00:00,22.82,-29.61,7.55,,,,
1904,04/17/2024 06:10:00,22.82,-30.08,7.56,,,,
1905,04/17/2024 06:20:00,22.82,-30.49,7.57,,,,
1906,04/17/2024 06:30:00,22.82,-30.38,7.57,,,,
1907,04/17/2024 06:40:00,22.82,-30.20,7.57,,,,
1908,04/17/2024 06:50:00,22.82,-30.84,7.58,,,,
1909,04/17/2024 07:00:00,22.82,-30.11,7.56,,,,
1910,04/17/2024 07:10:00,22.82,-31.14,7.58,,,,
1911,04/17/2024 07:20:00,22.82,-31.17,7.58,,,,
1912,04/17/2024 07:30:00,22.80,-31.17,7.58,,,,
1913,04/17/2024 07:40:00,22.80,-31.50,7.59,,,,
1914,04/17/2024 07:50:00,22.80,-31.52,7.59,,,,
1915,04/17/2024 08:00:00,22.82,-31.75,7.59,,,,
1916,04/17/2024 08:10:00,22.82,-32.16,7.60,,,,
1917,04/17/2024 08:20:00,22.82,-32.47,7.61,,,,
1918,04/17/2024 08:30:00,22.82,-32.53,7.61,,,,
1919,04/17/2024 08:40:00,22.82,-32.22,7.60,,,,
1920,04/17/2024 08:50:00,22.85,-32.67,7.61,,,,
1921,04/17/2024 09:00:00,22.85,-32.64,7.61,,,,
1922,04/17/2024 09:10:00,22.87,-33.50,7.63,,,,
1923,04/17/2024 09:20:00,22.90,-33.31,7.62,,,,
1924,04/17/2024 09:30:00,22.90,-33.66,7.63,,,,
1925,04/17/2024 09:40:00,22.92,-34.00,7.64,,,,
1926,04/17/2024 09:50:00,22.94,-34.20,7.64,,,,
1927,04/17/2024 10:00:00,22.97,-33.92,7.64,,,,
1928,04/17/2024 10:10:00,23.02,-33.84,7.63,,,,
1929,04/17/2024 10:20:00,23.04,-34.13,7.64,,,,
1930,04/17/2024 10:30:00,23.09,-34.56,7.65,,,,
1931,04/17/2024 10:40:00,23.11,-35.50,7.66,,,,
1932,04/17/2024 10:50:00,23.11,-34.92,7.65,,,,
1933,04/17/2024 11:00:00,23.14,-34.95,7.65,,,,
1934,04/17/2024 11:10:00,23.16,-34.97,7.65,,,,
1935,04/17/2024 11:20:00,23.21,-35.92,7.67,,,,
1936,04/17/2024 11:30:00,23.23,-35.67,7.67,,,,
1937,04/17/2024 11:40:00,23.23,-36.05,7.67,,,,
1938,04/17/2024 11:50:00,23.23,-36.42,7.68,,,,
1939,04/17/2024 12:00:00,23.26,-37.41,7.70,,,,
1940,04/17/2024 12:10:00,23.26,-39.75,7.74,,,,
1941,04/17/2024 12:20:00,23.28,-40.17,7.75,,,,
1942,04/17/2024 12:30:00,23.28,-40.45,7.76,,,,
1943,04/17/2024 12:40:00,23.30,-40.52,7.76,,,,
1944,04/17/2024 12:50:00,23.30,-40.44,7.76,,,,
1945,04/17/2024 13:00:00,23.33,-40.11,7.75,,,,
1946,04/17/2024 13:10:00,23.35,-42.41,7.79,,,,
1947,04/17/2024 13:20:00,23.38,-41.89,7.78,,,,
1948,04/17/2024 13:30:00,23.38,-44.72,7.84,,,,
1949,04/17/2024 13:40:00,23.40,-49.66,7.93,,,,
1950,04/17/2024 13:50:00,23.42,-49.02,7.92,,,,
1951,04/17/2024 14:00:00,23.47,-48.25,7.90,,,,
1952,04/17/2024 14:10:00,23.47,-48.08,7.90,,,,
1953,04/17/2024 14:20:00,23.40,-45.91,7.86,,,,
1954,04/17/2024 14:30:00,23.40,-45.27,7.85,,,,
1955,04/17/2024 14:40:00,23.35,-43.03,7.81,,,,
1956,04/17/2024 14:50:00,23.35,-42.52,7.80,,,,
1957,04/17/2024 15:00:00,23.38,-44.61,7.84,,,,
1958,04/17/2024 15:10:00,23.35,-44.31,7.83,,,,
1959,04/17/2024 15:20:00,23.38,-47.99,7.90,,,,
1960,04/17/2024 15:30:00,23.35,-44.95,7.84,,,,
1961,04/17/2024 15:40:00,23.33,-46.67,7.87,,,,
1962,04/17/2024 15:50:00,23.30,-46.24,7.87,,,,
1963,04/17/2024 16:00:00,23.30,-46.28,7.87,,,,
1964,04/17/2024 16:10:00,23.28,-45.11,7.85,,,,
1965,04/17/2024 16:20:00,23.26,-43.25,7.81,,,,
1966,04/17/2024 16:30:00,23.28,-47.89,7.90,,,,
1967,04/17/2024 16:40:00,23.30,-46.38,7.87,,,,
1968,04/17/2024 16:50:00,23.26,-44.35,7.83,,,,
1969,04/17/2024 17:00:00,23.21,-39.52,7.74,,,,
1970,04/17/2024 17:10:00,23.16,-38.03,7.71,,,,
1971,04/17/2024 17:20:00,23.14,-37.19,7.70,,,,
1972,04/17/2024 17:30:00,23.14,-36.64,7.69,,,,
1973,04/17/2024 17:40:00,23.14,-36.44,7.68,,,,
1974,04/17/2024 17:50:00,23.11,-35.42,7.66,,,,
1975,04/17/2024 18:00:00,23.11,-35.03,7.66,,,,
1976,04/17/2024 18:10:00,23.11,-34.56,7.65,,,,
1977,04/17/2024 18:20:00,23.09,-34.16,7.64,,,,
1978,04/17/2024 18:30:00,23.09,-33.39,7.63,,,,
1979,04/17/2024 18:40:00,23.06,-33.42,7.63,,,,
1980,04/17/2024 18:50:00,23.04,-32.75,7.61,,,,
1981,04/17/2024 19:00:00,23.04,-32.52,7.61,,,,
1982,04/17/2024 19:10:00,23.02,-32.28,7.60,,,,
1983,04/17/2024 19:20:00,22.99,-32.39,7.61,,,,
1984,04/17/2024 19:30:00,22.97,-31.67,7.59,,,,
1985,04/17/2024 19:40:00,22.97,-31.55,7.59,,,,
1986,04/17/2024 19:50:00,22.94,-31.30,7.59,,,,
1987,04/17/2024 20:00:00,22.94,-31.14,7.58,,,,
1988,04/17/2024 20:10:00,22.94,-30.88,7.58,,,,
1989,04/17/2024 20:20:00,22.92,-30.52,7.57,,,,
1990,04/17/2024 20:30:00,22.92,-30.45,7.57,,,,
1991,04/17/2024 20:40:00,22.90,-30.74,7.58,,,,
1992,04/17/2024 20:50:00,22.90,-30.39,7.57,,,,
1993,04/17/2024 21:00:00,22.90,-30.19,7.57,,,,
1994,04/17/2024 21:10:00,22.90,-30.22,7.57,,,,
1995,04/17/2024 21:20:00,22.87,-30.36,7.57,,,,
1996,04/17/2024 21:30:00,22.90,-30.24,7.57,,,,
1997,04/17/2024 21:40:00,22.87,-30.33,7.57,,,,
1998,04/17/2024 21:50:00,22.87,-29.88,7.56,,,,
1999,04/17/2024 22:00:00,22.87,-30.05,7.56,,,,
2000,04/17/2024 22:10:00,22.87,-30.00,7.56,,,,
2001,04/17/2024 22:20:00,22.85,-30.58,7.57,,,,
2002,04/17/2024 22:30:00,22.85,-30.36,7.57,,,,
