#,Date-Time (HST),Ch:1 - Temperature   (°F),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
1823,07/25/2023 05:40:00,77.29,-28.00,7.93,,,,,
1824,07/25/2023 05:50:00,77.25,-27.94,7.93,,,,,
1825,07/25/2023 06:00:00,77.20,-28.05,7.93,,,,,
1826,07/25/2023 06:10:00,77.16,-28.08,7.93,,,,,
1827,07/25/2023 06:20:00,77.11,-28.16,7.93,,,,,
1828,07/25/2023 06:30:00,77.07,-28.02,7.93,,,,,
1829,07/25/2023 06:40:00,77.04,-27.56,7.92,,,,,
1830,07/25/2023 06:50:00,77.04,-27.70,7.92,,,,,
1831,07/25/2023 07:00:00,76.98,-27.77,7.93,,,,,
1832,07/25/2023 07:10:00,77.04,-27.64,7.92,,,,,
1833,07/25/2023 07:20:00,76.98,-27.50,7.92,,,,,
1834,07/25/2023 07:30:00,76.98,-27.27,7.92,,,,,
1835,07/25/2023 07:40:00,76.98,-27.30,7.92,,,,,
1836,07/25/2023 07:50:00,76.95,-27.58,7.92,,,,,
1837,07/25/2023 08:00:00,76.95,-27.59,7.92,,,,,
1838,07/25/2023 08:10:00,76.95,-27.55,7.92,,,,,
1839,07/25/2023 08:20:00,76.98,-27.34,7.92,,,,,
1840,07/25/2023 08:30:00,76.98,-27.38,7.92,,,,,
1841,07/25/2023 08:40:00,77.04,-27.09,7.91,,,,,
1842,07/25/2023 08:50:00,77.07,-27.31,7.92,,,,,
1843,07/25/2023 09:00:00,77.07,-27.28,7.92,,,,,
1844,07/25/2023 09:10:00,77.07,-27.31,7.92,,,,,
1845,07/25/2023 09:20:00,77.11,-27.34,7.92,,,,,
1846,07/25/2023 09:30:00,77.16,-27.67,7.92,,,,,
1847,07/25/2023 09:40:00,77.25,-28.22,7.93,,,,,
1848,07/25/2023 09:50:00,77.34,-28.75,7.94,,,,,
1849,07/25/2023 10:00:00,77.38,-29.03,7.95,,,,,
1850,07/25/2023 10:10:00,77.47,-29.83,7.97,,,,,
1851,07/25/2023 10:20:00,77.56,-29.67,7.96,,,,,
1852,07/25/2023 10:30:00,77.65,-31.02,7.99,,,,,
1853,07/25/2023 10:40:00,77.77,-31.36,8.00,,,,,
1854,07/25/2023 10:50:00,77.86,-32.05,8.01,,,,,
1855,07/25/2023 11:00:00,77.95,-32.02,8.01,,,,,
1856,07/25/2023 11:10:00,78.03,-32.39,8.02,,,,,
1857,07/25/2023 11:20:00,78.17,-32.49,8.02,,,,,
1858,07/25/2023 11:30:00,78.26,-32.72,8.02,,,,,
1859,07/25/2023 11:40:00,78.39,-34.41,8.06,,,,,
1860,07/25/2023 11:50:00,78.51,-34.22,8.05,,,,,
1861,07/25/2023 12:00:00,78.64,-35.86,8.08,,,,,
1862,07/25/2023 12:10:00,78.78,-37.72,8.12,,,,,
1863,07/25/2023 12:20:00,78.91,-36.28,8.09,,,,,
1864,07/25/2023 12:30:00,79.00,-37.80,8.12,,,,,
1865,07/25/2023 12:40:00,79.12,-38.08,8.13,,,,,
1866,07/25/2023 12:50:00,79.27,-40.06,8.17,,,,,
1867,07/25/2023 13:00:00,79.39,-40.59,8.18,,,,,
1868,07/25/2023 13:10:00,79.43,-40.22,8.17,,,,,
1869,07/25/2023 13:20:00,79.66,-41.13,8.19,,,,,
1870,07/25/2023 13:30:00,79.74,-42.02,8.21,,,,,
1871,07/25/2023 13:40:00,79.74,-42.05,8.21,,,,,
1872,07/25/2023 13:50:00,79.79,-41.95,8.20,,,,,
1873,07/25/2023 14:00:00,79.92,-43.61,8.24,,,,,
1874,07/25/2023 14:10:00,79.92,-43.39,8.23,,,,,
1875,07/25/2023 14:20:00,80.01,-43.85,8.24,,,,,
1876,07/25/2023 14:30:00,80.10,-45.25,8.27,,,,,
1877,07/25/2023 14:40:00,80.19,-45.41,8.27,,,,,
1878,07/25/2023 14:50:00,80.19,-44.58,8.26,,,,,
1879,07/25/2023 15:00:00,80.28,-45.14,8.27,,,,,
1880,07/25/2023 15:10:00,80.28,-44.47,8.25,,,,,
1881,07/25/2023 15:20:00,80.28,-44.22,8.25,,,,,
1882,07/25/2023 15:30:00,80.31,-44.55,8.26,,,,,
1883,07/25/2023 15:40:00,80.28,-43.91,8.24,,,,,
1884,07/25/2023 15:50:00,80.37,-44.33,8.25,,,,,
1885,07/25/2023 16:00:00,80.37,-44.41,8.25,,,,,
1886,07/25/2023 16:10:00,80.40,-44.78,8.26,,,,,
1887,07/25/2023 16:20:00,80.40,-44.67,8.26,,,,,
1888,07/25/2023 16:30:00,80.37,-44.53,8.26,,,,,
1889,07/25/2023 16:40:00,80.37,-44.22,8.25,,,,,
1890,07/25/2023 16:50:00,80.40,-45.25,8.27,,,,,
1891,07/25/2023 17:00:00,80.37,-44.78,8.26,,,,,
1892,07/25/2023 17:10:00,80.37,-44.36,8.25,,,,,
1893,07/25/2023 17:20:00,80.37,-43.88,8.24,,,,,
1894,07/25/2023 17:30:00,80.37,-43.94,8.24,,,,,
1895,07/25/2023 17:40:00,80.31,-43.28,8.23,,,,,
1896,07/25/2023 17:50:00,80.28,-42.49,8.21,,,,,
1897,07/25/2023 18:00:00,80.28,-41.97,8.20,,,,,
1898,07/25/2023 18:10:00,80.19,-41.16,8.19,,,,,
1899,07/25/2023 18:20:00,80.13,-40.78,8.18,,,,,
1900,07/25/2023 18:30:00,80.10,-39.64,8.16,,,,,
1901,07/25/2023 18:40:00,80.06,-39.27,8.15,,,,,
1902,07/25/2023 18:50:00,79.97,-38.61,8.14,,,,,
1903,07/25/2023 19:00:00,79.97,-38.16,8.13,,,,,
1904,07/25/2023 19:10:00,79.92,-37.36,8.11,,,,,
1905,07/25/2023 19:20:00,79.83,-36.64,8.10,,,,,
1906,07/25/2023 19:30:00,79.79,-36.08,8.09,,,,,
1907,07/25/2023 19:40:00,79.74,-35.69,8.08,,,,,
1908,07/25/2023 19:50:00,79.66,-35.53,8.08,,,,,
1909,07/25/2023 20:00:00,79.61,-35.19,8.07,,,,,
1910,07/25/2023 20:10:00,79.57,-34.86,8.06,,,,,
1911,07/25/2023 20:20:00,79.52,-34.33,8.05,,,,,
1912,07/25/2023 20:30:00,79.48,-33.89,8.04,,,,,
1913,07/25/2023 20:40:00,79.43,-33.88,8.04,,,,,
1914,07/25/2023 20:50:00,79.39,-33.28,8.03,,,,,
1915,07/25/2023 21:00:00,79.34,-33.19,8.03,,,,,
1916,07/25/2023 21:10:00,79.30,-32.80,8.02,,,,,
1917,07/25/2023 21:20:00,79.21,-32.66,8.02,,,,,
1918,07/25/2023 21:30:00,79.18,-32.50,8.02,,,,,
1919,07/25/2023 21:40:00,79.12,-32.28,8.01,,,,,
1920,07/25/2023 21:50:00,79.09,-32.08,8.01,,,,,
1921,07/25/2023 22:00:00,79.03,-31.94,8.01,,,,,
1922,07/25/2023 22:10:00,79.00,-31.77,8.00,,,,,
1923,07/25/2023 22:20:00,78.94,-31.56,8.00,,,,,
1924,07/25/2023 22:30:00,78.91,-30.94,7.99,,,,,
1925,07/25/2023 22:40:00,78.87,-30.69,7.98,,,,,
1926,07/25/2023 22:50:00,78.82,-30.59,7.98,,,,,
1927,07/25/2023 23:00:00,78.78,-30.86,7.98,,,,,
1928,07/25/2023 23:10:00,78.73,-30.84,7.98,,,,,
1929,07/25/2023 23:20:00,78.64,-30.84,7.98,,,,,
1930,07/25/2023 23:30:00,78.60,-30.52,7.98,,,,,
1931,07/25/2023 23:40:00,78.57,-30.58,7.98,,,,,
1932,07/25/2023 23:50:00,78.51,-30.44,7.98,,,,,
1933,07/26/2023 00:00:00,78.48,-30.56,7.98,,,,,
1934,07/26/2023 00:10:00,78.42,-30.31,7.97,,,,,
1935,07/26/2023 00:20:00,78.39,-30.41,7.98,,,,,
1936,07/26/2023 00:30:00,78.33,-30.22,7.97,,,,,
1937,07/26/2023 00:40:00,78.30,-29.83,7.96,,,,,
1938,07/26/2023 00:50:00,78.26,-29.83,7.96,,,,,
1939,07/26/2023 01:00:00,78.21,-29.41,7.96,,,,,
1940,07/26/2023 01:10:00,78.21,-28.69,7.94,,,,,
1941,07/26/2023 01:20:00,78.17,-28.16,7.93,,,,,
1942,07/26/2023 01:30:00,78.12,-28.31,7.93,,,,,
1943,07/26/2023 01:40:00,78.08,-29.50,7.96,,,,,
1944,07/26/2023 01:50:00,78.03,-29.33,7.95,,,,,
1945,07/26/2023 02:00:00,77.99,-29.13,7.95,,,,,
1946,07/26/2023 02:10:00,77.99,-29.30,7.95,,,,,
1947,07/26/2023 02:20:00,77.95,-29.20,7.95,,,,,
1948,07/26/2023 02:30:00,77.90,-29.13,7.95,,,,,
1949,07/26/2023 02:40:00,77.86,-28.99,7.95,,,,,
1950,07/26/2023 02:50:00,77.86,-28.58,7.94,,,,,
1951,07/26/2023 03:00:00,77.81,-29.17,7.95,,,,,
1952,07/26/2023 03:10:00,77.77,-29.77,7.96,,,,,
1953,07/26/2023 03:20:00,77.72,-29.67,7.96,,,,,
1954,07/26/2023 03:30:00,77.68,-29.22,7.95,,,,,
1955,07/26/2023 03:40:00,77.65,-29.31,7.96,,,,,
1956,07/26/2023 03:50:00,77.65,-29.17,7.95,,,,,
1957,07/26/2023 04:00:00,77.59,-29.44,7.96,,,,,
1958,07/26/2023 04:10:00,77.56,-29.20,7.95,,,,,
1959,07/26/2023 04:20:00,77.56,-29.56,7.96,,,,,
1960,07/26/2023 04:30:00,77.50,-29.17,7.95,,,,,
1961,07/26/2023 04:40:00,77.47,-28.95,7.95,,,,,
1962,07/26/2023 04:50:00,77.41,-29.17,7.95,,,,,
1963,07/26/2023 05:00:00,77.41,-28.67,7.94,,,,,
1964,07/26/2023 05:10:00,77.38,-28.63,7.94,,,,,
1965,07/26/2023 05:20:00,77.38,-28.92,7.95,,,,,
1966,07/26/2023 05:30:00,77.34,-29.22,7.95,,,,,
1967,07/26/2023 05:40:00,77.34,-28.83,7.95,,,,,
1968,07/26/2023 05:50:00,77.29,-28.33,7.94,,,,,
1969,07/26/2023 06:00:00,77.25,-28.38,7.94,,,,,
1970,07/26/2023 06:10:00,77.20,-28.59,7.94,,,,,
1971,07/26/2023 06:20:00,77.20,-28.74,7.94,,,,,
1972,07/26/2023 06:30:00,77.16,-28.55,7.94,,,,,
1973,07/26/2023 06:40:00,77.11,-28.74,7.94,,,,,
1974,07/26/2023 06:50:00,77.11,-28.97,7.95,,,,,
1975,07/26/2023 07:00:00,77.11,-28.77,7.95,,,,,
1976,07/26/2023 07:10:00,77.11,-28.55,7.94,,,,,
1977,07/26/2023 07:20:00,77.11,-28.25,7.93,,,,,
1978,07/26/2023 07:30:00,77.07,-28.05,7.93,,,,,
1979,07/26/2023 07:40:00,77.07,-28.47,7.94,,,,,
1980,07/26/2023 07:50:00,77.07,-28.52,7.94,,,,,
1981,07/26/2023 08:00:00,77.04,-28.53,7.94,,,,,
1982,07/26/2023 08:10:00,77.07,-28.31,7.94,,,,,
1983,07/26/2023 08:20:00,77.07,-28.42,7.94,,,,,
1984,07/26/2023 08:30:00,77.07,-28.06,7.93,,,,,
1985,07/26/2023 08:40:00,77.07,-28.08,7.93,,,,,
1986,07/26/2023 08:50:00,77.07,-28.25,7.93,,,,,
1987,07/26/2023 09:00:00,77.07,-28.00,7.93,,,,,
1988,07/26/2023 09:10:00,77.11,-27.99,7.93,,,,,
1989,07/26/2023 09:20:00,77.20,-28.81,7.95,,,,,
1990,07/26/2023 09:30:00,77.20,-28.47,7.94,,,,,
1991,07/26/2023 09:40:00,77.25,-28.86,7.95,,,,,
1992,07/26/2023 09:50:00,77.38,-29.44,7.96,,,,,
1993,07/26/2023 10:00:00,77.47,-30.24,7.97,,,,,
1994,07/26/2023 10:10:00,77.50,-30.74,7.98,,,,,
1995,07/26/2023 10:20:00,77.59,-31.78,8.00,,,,,
1996,07/26/2023 10:30:00,77.68,-32.30,8.02,,,,,
1997,07/26/2023 10:40:00,77.81,-32.56,8.02,,,,,
1998,07/26/2023 10:50:00,77.90,-33.25,8.03,,,,,
1999,07/26/2023 11:00:00,77.99,-33.77,8.04,,,,,
2000,07/26/2023 11:10:00,78.08,-34.22,8.05,,,,,
2001,07/26/2023 11:20:00,78.21,-34.84,8.07,,,,,
2002,07/26/2023 11:30:00,78.30,-35.20,8.07,,,,,
2003,07/26/2023 11:40:00,78.39,-35.42,8.08,,,,,
2004,07/26/2023 11:50:00,78.51,-36.41,8.10,,,,,
2005,07/26/2023 12:00:00,78.64,-36.95,8.11,,,,,
2006,07/26/2023 12:10:00,78.78,-38.97,8.15,,,,,
2007,07/26/2023 12:20:00,78.87,-39.69,8.16,,,,,
2008,07/26/2023 12:30:00,79.00,-39.66,8.16,,,,,
2009,07/26/2023 12:40:00,79.09,-40.58,8.18,,,,,
2010,07/26/2023 12:50:00,79.18,-41.22,8.19,,,,,
2011,07/26/2023 13:00:00,79.27,-40.58,8.18,,,,,
2012,07/26/2023 13:10:00,79.39,-42.39,8.21,,,,,
2013,07/26/2023 13:20:00,79.43,-42.06,8.21,,,,,
2014,07/26/2023 13:30:00,79.48,-43.02,8.23,,,,,
2015,07/26/2023 13:40:00,79.52,-42.41,8.21,,,,,
2016,07/26/2023 13:50:00,79.61,-43.14,8.23,,,,,
2017,07/26/2023 14:00:00,79.74,-45.11,8.27,,,,,
2018,07/26/2023 14:10:00,79.83,-47.28,8.31,,,,,
2019,07/26/2023 14:20:00,79.88,-48.39,8.33,,,,,
2020,07/26/2023 14:30:00,79.88,-44.94,8.26,,,,,
2021,07/26/2023 14:40:00,79.97,-45.41,8.27,,,,,
2022,07/26/2023 14:50:00,80.06,-47.02,8.31,,,,,
2023,07/26/2023 15:00:00,80.10,-43.92,8.24,,,,,
2024,07/26/2023 15:10:00,80.13,-40.56,8.18,,,,,
2025,07/26/2023 15:20:00,80.13,-41.22,8.19,,,,,
2026,07/26/2023 15:30:00,80.22,-41.44,8.19,,,,,
2027,07/26/2023 15:40:00,80.22,-43.91,8.24,,,,,
2028,07/26/2023 15:50:00,80.28,-43.97,8.24,,,,,
2029,07/26/2023 16:00:00,80.31,-44.36,8.25,,,,,
2030,07/26/2023 16:10:00,80.22,-44.77,8.26,,,,,
2031,07/26/2023 16:20:00,80.31,-45.45,8.27,,,,,
2032,07/26/2023 16:30:00,80.31,-45.88,8.28,,,,,
2033,07/26/2023 16:40:00,80.28,-45.38,8.27,,,,,
2034,07/26/2023 16:50:00,80.28,-44.95,8.26,,,,,
2035,07/26/2023 17:00:00,80.31,-44.80,8.26,,,,,
2036,07/26/2023 17:10:00,80.28,-44.70,8.26,,,,,
2037,07/26/2023 17:20:00,80.28,-44.60,8.26,,,,,
2038,07/26/2023 17:30:00,80.28,-44.52,8.25,,,,,
2039,07/26/2023 17:40:00,80.28,-44.10,8.25,,,,,
2040,07/26/2023 17:50:00,80.22,-43.28,8.23,,,,,
2041,07/26/2023 18:00:00,80.22,-42.95,8.22,,,,,
2042,07/26/2023 18:10:00,80.19,-42.56,8.22,,,,,
2043,07/26/2023 18:20:00,80.19,-41.13,8.19,,,,,
2044,07/26/2023 18:30:00,80.13,-40.86,8.18,,,,,
2045,07/26/2023 18:40:00,80.13,-40.36,8.17,,,,,
2046,07/26/2023 18:50:00,80.10,-39.50,8.15,,,,,
2047,07/26/2023 19:00:00,80.06,-38.75,8.14,,,,,
2048,07/26/2023 19:10:00,80.01,-38.17,8.13,,,,,
2049,07/26/2023 19:20:00,80.01,-38.24,8.13,,,,,
2050,07/26/2023 19:30:00,79.97,-38.16,8.13,,,,,
2051,07/26/2023 19:40:00,79.92,-37.45,8.11,,,,,
2052,07/26/2023 19:50:00,79.88,-37.27,8.11,,,,,
2053,07/26/2023 20:00:00,79.83,-36.97,8.10,,,,,
2054,07/26/2023 20:10:00,79.83,-36.89,8.10,,,,,
2055,07/26/2023 20:20:00,79.79,-36.81,8.10,,,,,
2056,07/26/2023 20:30:00,79.74,-36.58,8.10,,,,,
2057,07/26/2023 20:40:00,79.70,-36.09,8.09,,,,,
2058,07/26/2023 20:50:00,79.66,-35.89,8.08,,,,,
2059,07/26/2023 21:00:00,79.61,-35.28,8.07,,,,,
2060,07/26/2023 21:10:00,79.57,-35.17,8.07,,,,,
2061,07/26/2023 21:20:00,79.48,-34.72,8.06,,,,,
2062,07/26/2023 21:30:00,79.43,-34.47,8.06,,,,,
2063,07/26/2023 21:40:00,79.39,-34.52,8.06,,,,,
2064,07/26/2023 21:50:00,79.34,-33.94,8.04,,,,,
2065,07/26/2023 22:00:00,79.30,-33.92,8.04,,,,,
2066,07/26/2023 22:10:00,79.30,-33.69,8.04,,,,,
2067,07/26/2023 22:20:00,79.21,-33.33,8.03,,,,,
2068,07/26/2023 22:30:00,79.18,-32.83,8.02,,,,,
2069,07/26/2023 22:40:00,79.12,-32.58,8.02,,,,,
2070,07/26/2023 22:50:00,79.09,-32.25,8.01,,,,,
2071,07/26/2023 23:00:00,79.03,-32.16,8.01,,,,,
2072,07/26/2023 23:10:00,79.00,-31.78,8.00,,,,,
2073,07/26/2023 23:20:00,78.94,-31.78,8.00,,,,,
2074,07/26/2023 23:30:00,78.94,-31.61,8.00,,,,,
2075,07/26/2023 23:40:00,78.91,-31.34,7.99,,,,,
2076,07/26/2023 23:50:00,78.82,-31.34,7.99,,,,,
2077,07/27/2023 00:00:00,78.82,-30.83,7.98,,,,,
2078,07/27/2023 00:10:00,78.78,-31.13,7.99,,,,,
2079,07/27/2023 00:20:00,78.73,-30.53,7.98,,,,,
2080,07/27/2023 00:30:00,78.73,-30.13,7.97,,,,,
2081,07/27/2023 00:40:00,78.69,-30.28,7.97,,,,,
2082,07/27/2023 00:50:00,78.64,-30.05,7.97,,,,,
2083,07/27/2023 01:00:00,78.64,-29.97,7.97,,,,,
2084,07/27/2023 01:10:00,78.60,-29.39,7.95,,,,,
2085,07/27/2023 01:20:00,78.57,-29.59,7.96,,,,,
2086,07/27/2023 01:30:00,78.51,-29.55,7.96,,,,,
2087,07/27/2023 01:40:00,78.48,-29.42,7.96,,,,,
2088,07/27/2023 01:50:00,78.48,-29.66,7.96,,,,,
2089,07/27/2023 02:00:00,78.42,-29.55,7.96,,,,,
2090,07/27/2023 02:10:00,78.39,-29.13,7.95,,,,,
2091,07/27/2023 02:20:00,78.33,-29.11,7.95,,,,,
2092,07/27/2023 02:30:00,78.30,-29.11,7.95,,,,,
2093,07/27/2023 02:40:00,78.30,-28.95,7.95,,,,,
2094,07/27/2023 02:50:00,78.26,-28.66,7.94,,,,,
2095,07/27/2023 03:00:00,78.26,-28.61,7.94,,,,,
2096,07/27/2023 03:10:00,78.21,-28.36,7.93,,,,,
2097,07/27/2023 03:20:00,78.17,-28.61,7.94,,,,,
2098,07/27/2023 03:30:00,78.12,-28.17,7.93,,,,,
2099,07/27/2023 03:40:00,78.12,-28.50,7.94,,,,,
2100,07/27/2023 03:50:00,78.08,-28.20,7.93,,,,,
2101,07/27/2023 04:00:00,78.03,-28.08,7.93,,,,,
2102,07/27/2023 04:10:00,78.03,-28.08,7.93,,,,,
2103,07/27/2023 04:20:00,77.99,-28.44,7.94,,,,,
2104,07/27/2023 04:30:00,77.95,-28.64,7.94,,,,,
2105,07/27/2023 04:40:00,77.90,-28.88,7.95,,,,,
2106,07/27/2023 04:50:00,77.90,-28.92,7.95,,,,,
2107,07/27/2023 05:00:00,77.86,-29.06,7.95,,,,,
2108,07/27/2023 05:10:00,77.81,-29.03,7.95,,,,,
2109,07/27/2023 05:20:00,77.77,-28.94,7.95,,,,,
2110,07/27/2023 05:30:00,77.72,-28.70,7.94,,,,,
2111,07/27/2023 05:40:00,77.72,-28.31,7.93,,,,,
2112,07/27/2023 05:50:00,77.68,-28.42,7.94,,,,,
2113,07/27/2023 06:00:00,77.65,-29.06,7.95,,,,,
2114,07/27/2023 06:10:00,77.65,-28.94,7.95,,,,,
2115,07/27/2023 06:20:00,77.59,-28.99,7.95,,,,,
2116,07/27/2023 06:30:00,77.56,-28.94,7.95,,,,,
2117,07/27/2023 06:40:00,77.56,-28.74,7.94,,,,,
2118,07/27/2023 06:50:00,77.47,-28.64,7.94,,,,,
2119,07/27/2023 07:00:00,77.50,-28.61,7.94,,,,,
2120,07/27/2023 07:10:00,77.47,-28.61,7.94,,,,,
2121,07/27/2023 07:20:00,77.41,-28.59,7.94,,,,,
2122,07/27/2023 07:30:00,77.41,-28.80,7.95,,,,,
2123,07/27/2023 07:40:00,77.38,-28.63,7.94,,,,,
2124,07/27/2023 07:50:00,77.38,-28.66,7.94,,,,,
2125,07/27/2023 08:00:00,77.38,-28.70,7.94,,,,,
2126,07/27/2023 08:10:00,77.34,-28.61,7.94,,,,,
2127,07/27/2023 08:20:00,77.34,-28.61,7.94,,,,,
2128,07/27/2023 08:30:00,77.38,-28.59,7.94,,,,,
2129,07/27/2023 08:40:00,77.41,-28.36,7.94,,,,,
2130,07/27/2023 08:50:00,77.41,-28.28,7.93,,,,,
2131,07/27/2023 09:00:00,77.47,-28.31,7.94,,,,,
2132,07/27/2023 09:10:00,77.47,-28.38,7.94,,,,,
2133,07/27/2023 09:20:00,77.50,-28.42,7.94,,,,,
2134,07/27/2023 09:30:00,77.56,-28.78,7.94,,,,,
2135,07/27/2023 09:40:00,77.65,-29.70,7.96,,,,,
2136,07/27/2023 09:50:00,77.77,-30.42,7.98,,,,,
2137,07/27/2023 10:00:00,77.86,-30.88,7.99,,,,,
2138,07/27/2023 10:10:00,77.95,-31.31,7.99,,,,,
2139,07/27/2023 10:20:00,78.08,-31.28,7.99,,,,,
2140,07/27/2023 10:30:00,78.12,-31.67,8.00,,,,,
2141,07/27/2023 10:40:00,78.26,-32.27,8.01,,,,,
2142,07/27/2023 10:50:00,78.33,-33.16,8.03,,,,,
2143,07/27/2023 11:00:00,78.48,-34.11,8.05,,,,,
2144,07/27/2023 11:10:00,78.57,-34.17,8.05,,,,,
2145,07/27/2023 11:20:00,78.64,-34.88,8.07,,,,,
2146,07/27/2023 11:30:00,78.78,-35.39,8.08,,,,,
2147,07/27/2023 11:40:00,78.91,-34.99,8.07,,,,,
2148,07/27/2023 11:50:00,79.03,-35.86,8.08,,,,,
2149,07/27/2023 12:00:00,79.09,-35.81,8.08,,,,,
2150,07/27/2023 12:10:00,79.21,-36.66,8.10,,,,,
2151,07/27/2023 12:20:00,79.43,-38.47,8.14,,,,,
2152,07/27/2023 12:30:00,79.34,-37.47,8.12,,,,,
2153,07/27/2023 12:40:00,79.57,-39.09,8.15,,,,,
2154,07/27/2023 12:50:00,79.70,-41.60,8.20,,,,,
2155,07/27/2023 13:00:00,79.79,-41.55,8.20,,,,,
2156,07/27/2023 13:10:00,79.92,-42.27,8.21,,,,,
2157,07/27/2023 13:20:00,79.92,-39.42,8.15,,,,,
2158,07/27/2023 13:30:00,80.10,-41.85,8.20,,,,,
2159,07/27/2023 13:40:00,80.13,-43.17,8.23,,,,,
2160,07/27/2023 13:50:00,80.22,-44.36,8.25,,,,,
2161,07/27/2023 14:00:00,80.28,-43.28,8.23,,,,,
2162,07/27/2023 14:10:00,80.31,-41.89,8.20,,,,,
2163,07/27/2023 14:20:00,80.40,-44.27,8.25,,,,,
2164,07/27/2023 14:30:00,80.46,-46.13,8.29,,,,,
2165,07/27/2023 14:40:00,80.53,-45.72,8.28,,,,,
2166,07/27/2023 14:50:00,80.58,-43.22,8.23,,,,,
2167,07/27/2023 15:00:00,80.58,-44.60,8.26,,,,,
2168,07/27/2023 15:10:00,80.49,-43.50,8.23,,,,,
2169,07/27/2023 15:20:00,80.62,-44.58,8.26,,,,,
2170,07/27/2023 15:30:00,80.67,-45.03,8.26,,,,,
2171,07/27/2023 15:40:00,80.71,-45.20,8.27,,,,,
2172,07/27/2023 15:50:00,80.71,-44.22,8.25,,,,,
2173,07/27/2023 16:00:00,80.76,-45.53,8.27,,,,,
2174,07/27/2023 16:10:00,80.76,-46.63,8.30,,,,,
2175,07/27/2023 16:20:00,80.71,-46.24,8.29,,,,,
2176,07/27/2023 16:30:00,80.67,-45.78,8.28,,,,,
2177,07/27/2023 16:40:00,80.71,-45.30,8.27,,,,,
2178,07/27/2023 16:50:00,80.71,-45.14,8.27,,,,,
2179,07/27/2023 17:00:00,80.67,-44.35,8.25,,,,,
2180,07/27/2023 17:10:00,80.67,-44.27,8.25,,,,,
2181,07/27/2023 17:20:00,80.62,-43.20,8.23,,,,,
2182,07/27/2023 17:30:00,80.62,-42.83,8.22,,,,,
2183,07/27/2023 17:40:00,80.53,-42.41,8.21,,,,,
2184,07/27/2023 17:50:00,80.53,-42.24,8.21,,,,,
2185,07/27/2023 18:00:00,80.49,-41.58,8.20,,,,,
2186,07/27/2023 18:10:00,80.40,-40.81,8.18,,,,,
2187,07/27/2023 18:20:00,80.37,-39.92,8.16,,,,,
2188,07/27/2023 18:30:00,80.37,-39.45,8.15,,,,,
2189,07/27/2023 18:40:00,80.31,-39.05,8.15,,,,,
2190,07/27/2023 18:50:00,80.28,-38.39,8.13,,,,,
2191,07/27/2023 19:00:00,80.22,-37.61,8.12,,,,,
2192,07/27/2023 19:10:00,80.19,-36.99,8.10,,,,,
2193,07/27/2023 19:20:00,80.13,-37.14,8.11,,,,,
2194,07/27/2023 19:30:00,80.10,-35.92,8.08,,,,,
2195,07/27/2023 19:40:00,80.06,-36.05,8.09,,,,,
2196,07/27/2023 19:50:00,80.01,-35.84,8.08,,,,,
2197,07/27/2023 20:00:00,79.97,-35.49,8.07,,,,,
2198,07/27/2023 20:10:00,79.92,-35.03,8.07,,,,,
2199,07/27/2023 20:20:00,79.88,-34.72,8.06,,,,,
2200,07/27/2023 20:30:00,79.83,-34.80,8.06,,,,,
2201,07/27/2023 20:40:00,79.79,-34.72,8.06,,,,,
2202,07/27/2023 20:50:00,79.70,-34.17,8.05,,,,,
2203,07/27/2023 21:00:00,79.66,-34.06,8.05,,,,,
2204,07/27/2023 21:10:00,79.61,-33.75,8.04,,,,,
2205,07/27/2023 21:20:00,79.57,-33.39,8.03,,,,,
2206,07/27/2023 21:30:00,79.48,-33.34,8.03,,,,,
2207,07/27/2023 21:40:00,79.43,-33.05,8.03,,,,,
2208,07/27/2023 21:50:00,79.39,-33.17,8.03,,,,,
2209,07/27/2023 22:00:00,79.34,-32.56,8.02,,,,,
2210,07/27/2023 22:10:00,79.27,-32.47,8.02,,,,,
2211,07/27/2023 22:20:00,79.21,-32.75,8.02,,,,,
2212,07/27/2023 22:30:00,79.18,-32.33,8.01,,,,,
2213,07/27/2023 22:40:00,79.12,-32.42,8.01,,,,,
2214,07/27/2023 22:50:00,79.09,-32.05,8.01,,,,,
2215,07/27/2023 23:00:00,79.00,-32.14,8.01,,,,,
2216,07/27/2023 23:10:00,78.94,-32.16,8.01,,,,,
2217,07/27/2023 23:20:00,78.91,-31.75,8.00,,,,,
2218,07/27/2023 23:30:00,78.87,-32.08,8.01,,,,,
2219,07/27/2023 23:40:00,78.82,-31.70,8.00,,,,,
2220,07/27/2023 23:50:00,78.78,-31.27,7.99,,,,,
2221,07/28/2023 00:00:00,78.69,-30.74,7.98,,,,,
2222,07/28/2023 00:10:00,78.69,-30.95,7.99,,,,,
2223,07/28/2023 00:20:00,78.64,-30.77,7.98,,,,,
2224,07/28/2023 00:30:00,78.60,-31.13,7.99,,,,,
2225,07/28/2023 00:40:00,78.57,-31.17,7.99,,,,,
2226,07/28/2023 00:50:00,78.51,-31.16,7.99,,,,,
2227,07/28/2023 01:00:00,78.48,-31.11,7.99,,,,,
2228,07/28/2023 01:10:00,78.42,-31.13,7.99,,,,,
2229,07/28/2023 01:20:00,78.42,-30.92,7.99,,,,,
2230,07/28/2023 01:30:00,78.39,-31.17,7.99,,,,,
2231,07/28/2023 01:40:00,78.33,-30.91,7.99,,,,,
