#,Date-Time (HST),Ch: 1 - Temperature   (°C),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
1574,02/19/2023 23:10:00,23.09,-29.83,7.56,,,,,
1575,02/19/2023 23:20:00,23.09,-29.88,7.56,,,,,
1576,02/19/2023 23:30:00,23.09,-29.30,7.55,,,,,
1577,02/19/2023 23:40:00,23.09,-30.33,7.57,,,,,
1578,02/19/2023 23:50:00,23.09,-30.38,7.57,,,,,
1579,02/20/2023 00:00:00,23.09,-30.42,7.57,,,,,
1580,02/20/2023 00:10:00,23.09,-30.06,7.56,,,,,
1581,02/20/2023 00:20:00,23.09,-30.16,7.57,,,,,
1582,02/20/2023 00:30:00,23.11,-29.72,7.56,,,,,
1583,02/20/2023 00:40:00,23.11,-30.02,7.56,,,,,
1584,02/20/2023 00:50:00,23.11,-29.78,7.56,,,,,
1585,02/20/2023 01:00:00,23.11,-29.97,7.56,,,,,
1586,02/20/2023 01:10:00,23.11,-29.45,7.55,,,,,
1587,02/20/2023 01:20:00,23.11,-29.59,7.56,,,,,
1588,02/20/2023 01:30:00,23.09,-29.41,7.55,,,,,
1589,02/20/2023 01:40:00,23.09,-28.92,7.54,,,,,
1590,02/20/2023 01:50:00,23.09,-29.34,7.55,,,,,
1591,02/20/2023 02:00:00,23.09,-29.24,7.55,,,,,
1592,02/20/2023 02:10:00,23.09,-28.86,7.54,,,,,
1593,02/20/2023 02:20:00,23.09,-28.95,7.54,,,,,
1594,02/20/2023 02:30:00,23.09,-28.67,7.54,,,,,
1595,02/20/2023 02:40:00,23.09,-28.31,7.53,,,,,
1596,02/20/2023 02:50:00,23.09,-27.94,7.53,,,,,
1597,02/20/2023 03:00:00,23.09,-28.36,7.53,,,,,
1598,02/20/2023 03:10:00,23.11,-27.39,7.52,,,,,
1599,02/20/2023 03:20:00,23.11,-27.53,7.52,,,,,
1600,02/20/2023 03:30:00,23.11,-27.78,7.52,,,,,
1601,02/20/2023 03:40:00,23.11,-27.11,7.51,,,,,
1602,02/20/2023 03:50:00,23.11,-26.94,7.51,,,,,
1603,02/20/2023 04:00:00,23.11,-27.59,7.52,,,,,
1604,02/20/2023 04:10:00,23.11,-27.45,7.52,,,,,
1605,02/20/2023 04:20:00,23.09,-27.25,7.51,,,,,
1606,02/20/2023 04:30:00,23.09,-27.08,7.51,,,,,
1607,02/20/2023 04:40:00,23.09,-26.91,7.51,,,,,
1608,02/20/2023 04:50:00,23.09,-26.66,7.50,,,,,
1609,02/20/2023 05:00:00,23.06,-26.67,7.50,,,,,
1610,02/20/2023 05:10:00,23.06,-26.67,7.50,,,,,
1611,02/20/2023 05:20:00,23.06,-26.77,7.50,,,,,
1612,02/20/2023 05:30:00,23.06,-26.70,7.50,,,,,
1613,02/20/2023 05:40:00,23.06,-26.66,7.50,,,,,
1614,02/20/2023 05:50:00,23.04,-26.80,7.50,,,,,
1615,02/20/2023 06:00:00,23.04,-26.91,7.51,,,,,
1616,02/20/2023 06:10:00,23.04,-26.20,7.49,,,,,
1617,02/20/2023 06:20:00,23.04,-26.06,7.49,,,,,
1618,02/20/2023 06:30:00,23.04,-26.09,7.49,,,,,
1619,02/20/2023 06:40:00,23.04,-26.30,7.49,,,,,
1620,02/20/2023 06:50:00,23.04,-25.61,7.48,,,,,
1621,02/20/2023 07:00:00,23.02,-26.22,7.49,,,,,
1622,02/20/2023 07:10:00,23.02,-26.24,7.49,,,,,
1623,02/20/2023 07:20:00,23.02,-26.75,7.50,,,,,
1624,02/20/2023 07:30:00,23.02,-27.55,7.52,,,,,
1625,02/20/2023 07:40:00,23.02,-28.38,7.53,,,,,
1626,02/20/2023 07:50:00,23.02,-29.11,7.55,,,,,
1627,02/20/2023 08:00:00,22.99,-29.14,7.55,,,,,
1628,02/20/2023 08:10:00,22.99,-28.91,7.54,,,,,
1629,02/20/2023 08:20:00,22.99,-28.45,7.54,,,,,
1630,02/20/2023 08:30:00,23.02,-29.06,7.55,,,,,
1631,02/20/2023 08:40:00,22.99,-29.75,7.56,,,,,
1632,02/20/2023 08:50:00,22.99,-29.13,7.55,,,,,
1633,02/20/2023 09:00:00,23.02,-29.92,7.56,,,,,
1634,02/20/2023 09:10:00,23.02,-31.74,7.60,,,,,
1635,02/20/2023 09:20:00,23.02,-35.50,7.67,,,,,
1636,02/20/2023 09:30:00,23.02,-37.81,7.71,,,,,
1637,02/20/2023 09:40:00,23.04,-40.39,7.76,,,,,
1638,02/20/2023 09:50:00,23.04,-40.49,7.76,,,,,
1639,02/20/2023 10:00:00,23.04,-38.25,7.72,,,,,
1640,02/20/2023 10:10:00,23.04,-38.14,7.72,,,,,
1641,02/20/2023 10:20:00,23.04,-39.67,7.74,,,,,
1642,02/20/2023 10:30:00,23.04,-42.05,7.79,,,,,
1643,02/20/2023 10:40:00,23.06,-41.58,7.78,,,,,
1644,02/20/2023 10:50:00,23.06,-40.72,7.76,,,,,
1645,02/20/2023 11:00:00,23.04,-39.33,7.74,,,,,
1646,02/20/2023 11:10:00,23.04,-37.64,7.71,,,,,
1647,02/20/2023 11:20:00,23.06,-37.66,7.71,,,,,
1648,02/20/2023 11:30:00,23.06,-38.19,7.72,,,,,
1649,02/20/2023 11:40:00,23.06,-38.97,7.73,,,,,
1650,02/20/2023 11:50:00,23.06,-39.06,7.73,,,,,
1651,02/20/2023 12:00:00,23.06,-41.22,7.77,,,,,
1652,02/20/2023 12:10:00,23.09,-41.72,7.78,,,,,
1653,02/20/2023 12:20:00,23.09,-42.05,7.79,,,,,
1654,02/20/2023 12:30:00,23.09,-42.72,7.80,,,,,
1655,02/20/2023 12:40:00,23.09,-43.13,7.81,,,,,
1656,02/20/2023 12:50:00,23.09,-43.17,7.81,,,,,
1657,02/20/2023 13:00:00,23.09,-43.44,7.81,,,,,
1658,02/20/2023 13:10:00,23.09,-44.94,7.84,,,,,
1659,02/20/2023 13:20:00,23.09,-47.61,7.89,,,,,
1660,02/20/2023 13:30:00,23.11,-47.53,7.89,,,,,
1661,02/20/2023 13:40:00,23.14,-49.00,7.92,,,,,
1662,02/20/2023 13:50:00,23.16,-50.47,7.94,,,,,
1663,02/20/2023 14:00:00,23.16,-52.45,7.98,,,,,
1664,02/20/2023 14:10:00,23.18,-53.56,8.00,,,,,
1665,02/20/2023 14:20:00,23.21,-54.16,8.01,,,,,
1666,02/20/2023 14:30:00,23.21,-52.61,7.98,,,,,
1667,02/20/2023 14:40:00,23.21,-51.92,7.97,,,,,
1668,02/20/2023 14:50:00,23.21,-50.25,7.94,,,,,
1669,02/20/2023 15:00:00,23.23,-51.00,7.95,,,,,
1670,02/20/2023 15:10:00,23.23,-50.41,7.94,,,,,
1671,02/20/2023 15:20:00,23.23,-49.13,7.92,,,,,
1672,02/20/2023 15:30:00,23.21,-48.33,7.90,,,,,
1673,02/20/2023 15:40:00,23.21,-46.80,7.88,,,,,
1674,02/20/2023 15:50:00,23.21,-47.33,7.89,,,,,
1675,02/20/2023 16:00:00,23.21,-45.44,7.85,,,,,
1676,02/20/2023 16:10:00,23.21,-46.27,7.87,,,,,
1677,02/20/2023 16:20:00,23.18,-43.58,7.82,,,,,
1678,02/20/2023 16:30:00,23.21,-41.88,7.78,,,,,
1679,02/20/2023 16:40:00,23.21,-42.11,7.79,,,,,
1680,02/20/2023 16:50:00,23.21,-41.44,7.78,,,,,
1681,02/20/2023 17:00:00,23.18,-41.03,7.77,,,,,
1682,02/20/2023 17:10:00,23.21,-41.33,7.77,,,,,
1683,02/20/2023 17:20:00,23.21,-41.67,7.78,,,,,
1684,02/20/2023 17:30:00,23.21,-39.80,7.75,,,,,
1685,02/20/2023 17:40:00,23.18,-38.75,7.73,,,,,
1686,02/20/2023 17:50:00,23.16,-37.91,7.71,,,,,
1687,02/20/2023 18:00:00,23.16,-36.91,7.69,,,,,
1688,02/20/2023 18:10:00,23.14,-35.24,7.66,,,,,
1689,02/20/2023 18:20:00,23.14,-34.34,7.64,,,,,
1690,02/20/2023 18:30:00,23.14,-33.49,7.63,,,,,
1691,02/20/2023 18:40:00,23.14,-32.17,7.60,,,,,
1692,02/20/2023 18:50:00,23.11,-31.78,7.60,,,,,
1693,02/20/2023 19:00:00,23.11,-31.13,7.58,,,,,
1694,02/20/2023 19:10:00,23.09,-30.58,7.57,,,,,
1695,02/20/2023 19:20:00,23.09,-30.17,7.57,,,,,
1696,02/20/2023 19:30:00,23.09,-29.89,7.56,,,,,
1697,02/20/2023 19:40:00,23.09,-29.61,7.56,,,,,
1698,02/20/2023 19:50:00,23.06,-29.56,7.56,,,,,
1699,02/20/2023 20:00:00,23.04,-29.17,7.55,,,,,
1700,02/20/2023 20:10:00,23.04,-29.14,7.55,,,,,
1701,02/20/2023 20:20:00,23.02,-29.28,7.55,,,,,
1702,02/20/2023 20:30:00,22.99,-28.66,7.54,,,,,
1703,02/20/2023 20:40:00,22.99,-28.95,7.54,,,,,
1704,02/20/2023 20:50:00,22.99,-28.52,7.54,,,,,
1705,02/20/2023 21:00:00,22.99,-28.61,7.54,,,,,
1706,02/20/2023 21:10:00,22.99,-28.59,7.54,,,,,
1707,02/20/2023 21:20:00,22.99,-28.50,7.54,,,,,
1708,02/20/2023 21:30:00,22.99,-28.16,7.53,,,,,
1709,02/20/2023 21:40:00,22.97,-28.75,7.54,,,,,
1710,02/20/2023 21:50:00,22.97,-27.70,7.52,,,,,
1711,02/20/2023 22:00:00,22.97,-27.88,7.52,,,,,
1712,02/20/2023 22:10:00,22.94,-27.95,7.53,,,,,
1713,02/20/2023 22:20:00,22.94,-28.28,7.53,,,,,
1714,02/20/2023 22:30:00,22.94,-28.03,7.53,,,,,
1715,02/20/2023 22:40:00,22.92,-28.14,7.53,,,,,
1716,02/20/2023 22:50:00,22.92,-28.05,7.53,,,,,
1717,02/20/2023 23:00:00,22.92,-28.14,7.53,,,,,
1718,02/20/2023 23:10:00,22.90,-28.14,7.53,,,,,
1719,02/20/2023 23:20:00,22.90,-27.78,7.52,,,,,
1720,02/20/2023 23:30:00,22.90,-27.72,7.52,,,,,
1721,02/20/2023 23:40:00,22.90,-27.45,7.52,,,,,
1722,02/20/2023 23:50:00,22.90,-27.00,7.51,,,,,
1723,02/21/2023 00:00:00,22.90,-27.24,7.51,,,,,
1724,02/21/2023 00:10:00,22.90,-27.06,7.51,,,,,
1725,02/21/2023 00:20:00,22.87,-27.28,7.51,,,,,
1726,02/21/2023 00:30:00,22.87,-27.39,7.52,,,,,
1727,02/21/2023 00:40:00,22.87,-27.13,7.51,,,,,
1728,02/21/2023 00:50:00,22.85,-27.20,7.51,,,,,
1729,02/21/2023 01:00:00,22.85,-26.77,7.50,,,,,
1730,02/21/2023 01:10:00,22.85,-27.11,7.51,,,,,
1731,02/21/2023 01:20:00,22.85,-27.05,7.51,,,,,
1732,02/21/2023 01:30:00,22.85,-27.06,7.51,,,,,
1733,02/21/2023 01:40:00,22.85,-27.16,7.51,,,,,
1734,02/21/2023 01:50:00,22.82,-27.36,7.51,,,,,
1735,02/21/2023 02:00:00,22.82,-27.31,7.51,,,,,
1736,02/21/2023 02:10:00,22.82,-27.33,7.51,,,,,
1737,02/21/2023 02:20:00,22.82,-27.14,7.51,,,,,
1738,02/21/2023 02:30:00,22.82,-27.16,7.51,,,,,
1739,02/21/2023 02:40:00,22.82,-26.89,7.51,,,,,
1740,02/21/2023 02:50:00,22.82,-27.25,7.51,,,,,
1741,02/21/2023 03:00:00,22.82,-27.20,7.51,,,,,
1742,02/21/2023 03:10:00,22.82,-26.63,7.50,,,,,
1743,02/21/2023 03:20:00,22.82,-26.91,7.51,,,,,
1744,02/21/2023 03:30:00,22.85,-26.38,7.50,,,,,
1745,02/21/2023 03:40:00,22.85,-27.09,7.51,,,,,
1746,02/21/2023 03:50:00,22.85,-26.97,7.51,,,,,
1747,02/21/2023 04:00:00,22.87,-26.59,7.50,,,,,
1748,02/21/2023 04:10:00,22.87,-26.49,7.50,,,,,
1749,02/21/2023 04:20:00,22.87,-26.99,7.51,,,,,
1750,02/21/2023 04:30:00,22.87,-26.83,7.50,,,,,
1751,02/21/2023 04:40:00,22.87,-27.08,7.51,,,,,
1752,02/21/2023 04:50:00,22.87,-26.33,7.50,,,,,
1753,02/21/2023 05:00:00,22.87,-26.56,7.50,,,,,
1754,02/21/2023 05:10:00,22.90,-26.49,7.50,,,,,
1755,02/21/2023 05:20:00,22.90,-26.80,7.50,,,,,
1756,02/21/2023 05:30:00,22.87,-27.03,7.51,,,,,
1757,02/21/2023 05:40:00,22.87,-26.88,7.51,,,,,
1758,02/21/2023 05:50:00,22.87,-26.69,7.50,,,,,
1759,02/21/2023 06:00:00,22.87,-26.59,7.50,,,,,
1760,02/21/2023 06:10:00,22.87,-26.39,7.50,,,,,
1761,02/21/2023 06:20:00,22.87,-26.63,7.50,,,,,
1762,02/21/2023 06:30:00,22.87,-26.72,7.50,,,,,
1763,02/21/2023 06:40:00,22.87,-26.39,7.50,,,,,
1764,02/21/2023 06:50:00,22.90,-26.34,7.50,,,,,
1765,02/21/2023 07:00:00,22.90,-26.38,7.50,,,,,
1766,02/21/2023 07:10:00,22.90,-26.44,7.50,,,,,
1767,02/21/2023 07:20:00,22.90,-26.80,7.50,,,,,
1768,02/21/2023 07:30:00,22.92,-27.52,7.52,,,,,
1769,02/21/2023 07:40:00,22.92,-27.91,7.52,,,,,
1770,02/21/2023 07:50:00,22.94,-27.95,7.53,,,,,
1771,02/21/2023 08:00:00,22.94,-28.09,7.53,,,,,
1772,02/21/2023 08:10:00,22.94,-28.70,7.54,,,,,
1773,02/21/2023 08:20:00,22.97,-29.64,7.56,,,,,
1774,02/21/2023 08:30:00,22.97,-31.41,7.59,,,,,
1775,02/21/2023 08:40:00,22.99,-32.52,7.61,,,,,
1776,02/21/2023 08:50:00,22.97,-33.91,7.64,,,,,
1777,02/21/2023 09:00:00,22.97,-34.41,7.65,,,,,
1778,02/21/2023 09:10:00,22.97,-34.13,7.64,,,,,
1779,02/21/2023 09:20:00,22.97,-34.81,7.65,,,,,
1780,02/21/2023 09:30:00,22.97,-34.52,7.65,,,,,
1781,02/21/2023 09:40:00,22.97,-35.14,7.66,,,,,
1782,02/21/2023 09:50:00,22.97,-36.83,7.69,,,,,
1783,02/21/2023 10:00:00,22.99,-39.34,7.74,,,,,
1784,02/21/2023 10:10:00,23.02,-40.05,7.75,,,,,
1785,02/21/2023 10:20:00,22.99,-40.00,7.75,,,,,
1786,02/21/2023 10:30:00,22.99,-40.22,7.75,,,,,
1787,02/21/2023 10:40:00,23.02,-40.94,7.77,,,,,
1788,02/21/2023 10:50:00,23.04,-42.35,7.79,,,,,
1789,02/21/2023 11:00:00,23.02,-44.42,7.83,,,,,
1790,02/21/2023 11:10:00,23.02,-45.89,7.86,,,,,
1791,02/21/2023 11:20:00,23.04,-47.31,7.89,,,,,
1792,02/21/2023 11:30:00,23.06,-47.49,7.89,,,,,
1793,02/21/2023 11:40:00,23.09,-47.20,7.88,,,,,
1794,02/21/2023 11:50:00,23.09,-48.19,7.90,,,,,
1795,02/21/2023 12:00:00,23.11,-48.11,7.90,,,,,
1796,02/21/2023 12:10:00,23.11,-48.27,7.90,,,,,
1797,02/21/2023 12:20:00,23.16,-48.86,7.91,,,,,
1798,02/21/2023 12:30:00,23.18,-50.55,7.95,,,,,
1799,02/21/2023 12:40:00,23.21,-52.31,7.98,,,,,
1800,02/21/2023 12:50:00,23.23,-54.31,8.02,,,,,
1801,02/21/2023 13:00:00,23.26,-54.78,8.02,,,,,
1802,02/21/2023 13:10:00,23.28,-55.13,8.03,,,,,
1803,02/21/2023 13:20:00,23.30,-54.39,8.02,,,,,
1804,02/21/2023 13:30:00,23.33,-57.36,8.07,,,,,
1805,02/21/2023 13:40:00,23.35,-56.95,8.06,,,,,
1806,02/21/2023 13:50:00,23.35,-58.49,8.09,,,,,
1807,02/21/2023 14:00:00,23.38,-60.64,8.13,,,,,
1808,02/21/2023 14:10:00,23.40,-60.75,8.13,,,,,
1809,02/21/2023 14:20:00,23.40,-59.78,8.12,,,,,
1810,02/21/2023 14:30:00,23.38,-56.06,8.05,,,,,
1811,02/21/2023 14:40:00,23.38,-58.38,8.09,,,,,
1812,02/21/2023 14:50:00,23.40,-61.67,8.15,,,,,
1813,02/21/2023 15:00:00,23.38,-57.47,8.07,,,,,
1814,02/21/2023 15:10:00,23.35,-56.39,8.05,,,,,
1815,02/21/2023 15:20:00,23.35,-54.97,8.03,,,,,
1816,02/21/2023 15:30:00,23.33,-56.11,8.05,,,,,
1817,02/21/2023 15:40:00,23.33,-54.06,8.01,,,,,
1818,02/21/2023 15:50:00,23.33,-54.49,8.02,,,,,
1819,02/21/2023 16:00:00,23.33,-53.81,8.01,,,,,
1820,02/21/2023 16:10:00,23.33,-53.42,8.00,,,,,
1821,02/21/2023 16:20:00,23.33,-54.08,8.01,,,,,
1822,02/21/2023 16:30:00,23.33,-54.24,8.01,,,,,
1823,02/21/2023 16:40:00,23.33,-53.16,7.99,,,,,
1824,02/21/2023 16:50:00,23.33,-52.81,7.99,,,,,
1825,02/21/2023 17:00:00,23.33,-51.63,7.96,,,,,
1826,02/21/2023 17:10:00,23.33,-50.56,7.95,,,,,
1827,02/21/2023 17:20:00,23.30,-48.86,7.91,,,,,
1828,02/21/2023 17:30:00,23.30,-46.49,7.87,,,,,
1829,02/21/2023 17:40:00,23.28,-45.83,7.86,,,,,
1830,02/21/2023 17:50:00,23.26,-44.44,7.83,,,,,
1831,02/21/2023 18:00:00,23.26,-43.66,7.82,,,,,
1832,02/21/2023 18:10:00,23.26,-41.91,7.78,,,,,
1833,02/21/2023 18:20:00,23.23,-38.72,7.73,,,,,
1834,02/21/2023 18:30:00,23.23,-36.69,7.69,,,,,
1835,02/21/2023 18:40:00,23.23,-35.36,7.66,,,,,
1836,02/21/2023 18:50:00,23.21,-34.56,7.65,,,,,
1837,02/21/2023 19:00:00,23.21,-33.45,7.63,,,,,
1838,02/21/2023 19:10:00,23.18,-32.83,7.62,,,,,
1839,02/21/2023 19:20:00,23.18,-32.83,7.62,,,,,
1840,02/21/2023 19:30:00,23.16,-32.38,7.61,,,,,
1841,02/21/2023 19:40:00,23.16,-31.86,7.60,,,,,
1842,02/21/2023 19:50:00,23.14,-32.36,7.61,,,,,
1843,02/21/2023 20:00:00,23.14,-32.03,7.60,,,,,
1844,02/21/2023 20:10:00,23.11,-32.38,7.61,,,,,
1845,02/21/2023 20:20:00,23.11,-32.24,7.61,,,,,
1846,02/21/2023 20:30:00,23.09,-31.95,7.60,,,,,
1847,02/21/2023 20:40:00,23.06,-32.47,7.61,,,,,
1848,02/21/2023 20:50:00,23.06,-32.41,7.61,,,,,
1849,02/21/2023 21:00:00,23.06,-32.02,7.60,,,,,
1850,02/21/2023 21:10:00,23.06,-31.84,7.60,,,,,
1851,02/21/2023 21:20:00,23.04,-31.06,7.58,,,,,
1852,02/21/2023 21:30:00,23.02,-31.19,7.59,,,,,
1853,02/21/2023 21:40:00,23.02,-31.61,7.59,,,,,
1854,02/21/2023 21:50:00,22.99,-31.66,7.59,,,,,
1855,02/21/2023 22:00:00,22.99,-30.75,7.58,,,,,
1856,02/21/2023 22:10:00,22.99,-29.22,7.55,,,,,
1857,02/21/2023 22:20:00,22.97,-30.88,7.58,,,,,
1858,02/21/2023 22:30:00,22.97,-31.03,7.58,,,,,
1859,02/21/2023 22:40:00,22.97,-30.30,7.57,,,,,
1860,02/21/2023 22:50:00,22.94,-31.14,7.59,,,,,
1861,02/21/2023 23:00:00,22.90,-31.94,7.60,,,,,
1862,02/21/2023 23:10:00,22.87,-32.42,7.61,,,,,
1863,02/21/2023 23:20:00,22.85,-32.34,7.61,,,,,
1864,02/21/2023 23:30:00,22.82,-31.30,7.59,,,,,
1865,02/21/2023 23:40:00,22.82,-31.38,7.59,,,,,
1866,02/21/2023 23:50:00,22.80,-31.49,7.59,,,,,
1867,02/22/2023 00:00:00,22.80,-31.36,7.59,,,,,
1868,02/22/2023 00:10:00,22.80,-31.24,7.59,,,,,
1869,02/22/2023 00:20:00,22.80,-31.19,7.59,,,,,
1870,02/22/2023 00:30:00,22.80,-30.58,7.57,,,,,
1871,02/22/2023 00:40:00,22.80,-30.49,7.57,,,,,
1872,02/22/2023 00:50:00,22.78,-30.27,7.57,,,,,
1873,02/22/2023 01:00:00,22.78,-29.75,7.56,,,,,
1874,02/22/2023 01:10:00,22.78,-29.91,7.56,,,,,
1875,02/22/2023 01:20:00,22.78,-29.78,7.56,,,,,
1876,02/22/2023 01:30:00,22.78,-29.50,7.55,,,,,
1877,02/22/2023 01:40:00,22.78,-29.58,7.56,,,,,
1878,02/22/2023 01:50:00,22.78,-29.63,7.56,,,,,
1879,02/22/2023 02:00:00,22.75,-29.55,7.56,,,,,
1880,02/22/2023 02:10:00,22.75,-29.53,7.56,,,,,
1881,02/22/2023 02:20:00,22.75,-29.19,7.55,,,,,
1882,02/22/2023 02:30:00,22.78,-29.41,7.55,,,,,
1883,02/22/2023 02:40:00,22.78,-29.13,7.55,,,,,
1884,02/22/2023 02:50:00,22.78,-29.42,7.55,,,,,
1885,02/22/2023 03:00:00,22.78,-29.47,7.55,,,,,
1886,02/22/2023 03:10:00,22.78,-29.47,7.55,,,,,
1887,02/22/2023 03:20:00,22.80,-29.42,7.55,,,,,
1888,02/22/2023 03:30:00,22.80,-29.19,7.55,,,,,
1889,02/22/2023 03:40:00,22.80,-29.47,7.55,,,,,
1890,02/22/2023 03:50:00,22.82,-29.44,7.55,,,,,
1891,02/22/2023 04:00:00,22.82,-28.84,7.54,,,,,
1892,02/22/2023 04:10:00,22.82,-28.69,7.54,,,,,
1893,02/22/2023 04:20:00,22.85,-28.88,7.54,,,,,
1894,02/22/2023 04:30:00,22.85,-28.61,7.54,,,,,
1895,02/22/2023 04:40:00,22.85,-28.69,7.54,,,,,
1896,02/22/2023 04:50:00,22.85,-28.52,7.54,,,,,
1897,02/22/2023 05:00:00,22.85,-28.50,7.54,,,,,
1898,02/22/2023 05:10:00,22.85,-28.08,7.53,,,,,
1899,02/22/2023 05:20:00,22.85,-28.64,7.54,,,,,
1900,02/22/2023 05:30:00,22.85,-28.59,7.54,,,,,
1901,02/22/2023 05:40:00,22.85,-28.58,7.54,,,,,
1902,02/22/2023 05:50:00,22.87,-28.14,7.53,,,,,
1903,02/22/2023 06:00:00,22.87,-28.42,7.53,,,,,
1904,02/22/2023 06:10:00,22.87,-28.06,7.53,,,,,
1905,02/22/2023 06:20:00,22.87,-27.95,7.53,,,,,
1906,02/22/2023 06:30:00,22.87,-27.44,7.52,,,,,
1907,02/22/2023 06:40:00,22.90,-27.45,7.52,,,,,
1908,02/22/2023 06:50:00,22.87,-27.52,7.52,,,,,
1909,02/22/2023 07:00:00,22.87,-28.11,7.53,,,,,
1910,02/22/2023 07:10:00,22.87,-27.41,7.52,,,,,
1911,02/22/2023 07:20:00,22.87,-28.33,7.53,,,,,
1912,02/22/2023 07:30:00,22.87,-28.36,7.53,,,,,
1913,02/22/2023 07:40:00,22.87,-28.78,7.54,,,,,
1914,02/22/2023 07:50:00,22.87,-30.16,7.57,,,,,
1915,02/22/2023 08:00:00,22.85,-32.09,7.60,,,,,
1916,02/22/2023 08:10:00,22.85,-32.39,7.61,,,,,
1917,02/22/2023 08:20:00,22.80,-33.11,7.62,,,,,
1918,02/22/2023 08:30:00,22.80,-33.42,7.63,,,,,
1919,02/22/2023 08:40:00,22.82,-33.70,7.63,,,,,
1920,02/22/2023 08:50:00,22.80,-33.91,7.64,,,,,
1921,02/22/2023 09:00:00,22.80,-33.56,7.63,,,,,
1922,02/22/2023 09:10:00,22.80,-34.55,7.65,,,,,
1923,02/22/2023 09:20:00,22.82,-39.75,7.75,,,,,
1924,02/22/2023 09:30:00,22.82,-43.35,7.81,,,,,
1925,02/22/2023 09:40:00,22.85,-46.05,7.86,,,,,
1926,02/22/2023 09:50:00,22.87,-48.77,7.91,,,,,
1927,02/22/2023 10:00:00,22.90,-49.77,7.93,,,,,
1928,02/22/2023 10:10:00,22.90,-50.99,7.95,,,,,
1929,02/22/2023 10:20:00,22.92,-51.30,7.96,,,,,
1930,02/22/2023 10:30:00,22.94,-52.42,7.98,,,,,
1931,02/22/2023 10:40:00,22.97,-53.78,8.01,,,,,
1932,02/22/2023 10:50:00,22.99,-54.77,8.02,,,,,
1933,02/22/2023 11:00:00,22.99,-52.63,7.98,,,,,
1934,02/22/2023 11:10:00,22.99,-51.83,7.97,,,,,
1935,02/22/2023 11:20:00,23.02,-56.55,8.06,,,,,
1936,02/22/2023 11:30:00,23.04,-59.03,8.10,,,,,
1937,02/22/2023 11:40:00,23.06,-58.86,8.10,,,,,
1938,02/22/2023 11:50:00,23.09,-60.41,8.13,,,,,
1939,02/22/2023 12:00:00,23.11,-61.41,8.15,,,,,
1940,02/22/2023 12:10:00,23.14,-61.69,8.15,,,,,
1941,02/22/2023 12:20:00,23.14,-62.11,8.16,,,,,
1942,02/22/2023 12:30:00,23.14,-60.75,8.14,,,,,
1943,02/22/2023 12:40:00,23.16,-61.39,8.15,,,,,
1944,02/22/2023 12:50:00,23.16,-61.96,8.16,,,,,
1945,02/22/2023 13:00:00,23.18,-61.03,8.14,,,,,
1946,02/22/2023 13:10:00,23.21,-61.92,8.16,,,,,
1947,02/22/2023 13:20:00,23.23,-63.06,8.18,,,,,
1948,02/22/2023 13:30:00,23.23,-62.81,8.17,,,,,
1949,02/22/2023 13:40:00,23.26,-65.89,8.23,,,,,
1950,02/22/2023 13:50:00,23.26,-64.92,8.21,,,,,
1951,02/22/2023 14:00:00,23.28,-66.17,8.24,,,,,
1952,02/22/2023 14:10:00,23.30,-67.56,8.26,,,,,
1953,02/22/2023 14:20:00,23.30,-69.49,8.30,,,,,
1954,02/22/2023 14:30:00,23.35,-67.75,8.26,,,,,
1955,02/22/2023 14:40:00,23.38,-67.66,8.26,,,,,
1956,02/22/2023 14:50:00,23.38,-67.75,8.26,,,,,
1957,02/22/2023 15:00:00,23.38,-65.72,8.23,,,,,
1958,02/22/2023 15:10:00,23.38,-66.31,8.24,,,,,
1959,02/22/2023 15:20:00,23.40,-66.60,8.24,,,,,
1960,02/22/2023 15:30:00,23.40,-67.16,8.25,,,,,
1961,02/22/2023 15:40:00,23.38,-67.33,8.26,,,,,
1962,02/22/2023 15:50:00,23.40,-65.33,8.22,,,,,
1963,02/22/2023 16:00:00,23.40,-63.86,8.19,,,,,
1964,02/22/2023 16:10:00,23.40,-62.81,8.17,,,,,
1965,02/22/2023 16:20:00,23.40,-62.74,8.17,,,,,
1966,02/22/2023 16:30:00,23.38,-61.33,8.15,,,,,
1967,02/22/2023 16:40:00,23.38,-59.86,8.12,,,,,
1968,02/22/2023 16:50:00,23.38,-59.39,8.11,,,,,
1969,02/22/2023 17:00:00,23.35,-57.58,8.08,,,,,
1970,02/22/2023 17:10:00,23.33,-55.67,8.04,,,,,
1971,02/22/2023 17:20:00,23.33,-54.06,8.01,,,,,
1972,02/22/2023 17:30:00,23.30,-51.30,7.96,,,,,
1973,02/22/2023 17:40:00,23.28,-48.92,7.91,,,,,
1974,02/22/2023 17:50:00,23.28,-46.55,7.87,,,,,
1975,02/22/2023 18:00:00,23.28,-44.75,7.84,,,,,
1976,02/22/2023 18:10:00,23.26,-43.13,7.81,,,,,
1977,02/22/2023 18:20:00,23.26,-41.20,7.77,,,,,
1978,02/22/2023 18:30:00,23.23,-39.78,7.75,,,,,
1979,02/22/2023 18:40:00,23.21,-39.03,7.73,,,,,
1980,02/22/2023 18:50:00,23.18,-38.06,7.71,,,,,
1981,02/22/2023 19:00:00,23.18,-37.09,7.70,,,,,
1982,02/22/2023 19:10:00,23.16,-35.88,7.67,,,,,
