#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,End of File
1218,08/08/2025 11:50:00,28.25,-41.13,7.70,,,,,
1219,08/08/2025 12:00:00,28.30,-40.56,7.69,,,,,
1220,08/08/2025 12:10:00,28.47,-42.28,7.72,,,,,
1221,08/08/2025 12:20:00,28.52,-42.77,7.73,,,,,
1222,08/08/2025 12:30:00,28.64,-44.31,7.76,,,,,
1223,08/08/2025 12:40:00,28.72,-44.27,7.76,,,,,
1224,08/08/2025 12:50:00,28.79,-46.30,7.80,,,,,
1225,08/08/2025 13:00:00,28.92,-47.31,7.81,,,,,
1226,08/08/2025 13:10:00,28.97,-47.91,7.83,,,,,
1227,08/08/2025 13:20:00,28.99,-47.14,7.81,,,,,
1228,08/08/2025 13:30:00,29.04,-45.17,7.77,,,,,
1229,08/08/2025 13:40:00,29.11,-43.36,7.74,,,,,
1230,08/08/2025 13:50:00,29.19,-41.78,7.71,,,,,
1231,08/08/2025 14:00:00,29.29,-41.69,7.71,,,,,
1232,08/08/2025 14:10:00,29.31,-41.33,7.70,,,,,
1233,08/08/2025 14:20:00,29.39,-40.61,7.69,,,,,
1234,08/08/2025 14:30:00,29.44,-41.38,7.70,,,,,
1235,08/08/2025 14:40:00,29.49,-42.19,7.72,,,,,
1236,08/08/2025 14:50:00,29.59,-42.77,7.73,,,,,
1237,08/08/2025 15:00:00,29.64,-42.11,7.72,,,,,
1238,08/08/2025 15:10:00,29.71,-42.47,7.72,,,,,
1239,08/08/2025 15:20:00,29.71,-42.92,7.73,,,,,
1240,08/08/2025 15:30:00,29.79,-42.94,7.73,,,,,
1241,08/08/2025 15:40:00,29.82,-42.95,7.73,,,,,
1242,08/08/2025 15:50:00,29.84,-42.94,7.73,,,,,
1243,08/08/2025 16:00:00,29.87,-43.03,7.73,,,,,
1244,08/08/2025 16:10:00,29.87,-42.88,7.73,,,,,
1245,08/08/2025 16:20:00,29.87,-42.19,7.72,,,,,
1246,08/08/2025 16:30:00,29.89,-42.91,7.73,,,,,
1247,08/08/2025 16:40:00,29.87,-42.70,7.73,,,,,
1248,08/08/2025 16:50:00,29.84,-42.31,7.72,,,,,
1249,08/08/2025 17:00:00,29.82,-41.58,7.71,,,,,
1250,08/08/2025 17:10:00,29.77,-42.17,7.72,,,,,
1251,08/08/2025 17:20:00,29.71,-42.30,7.72,,,,,
1252,08/08/2025 17:30:00,29.66,-41.77,7.71,,,,,
1253,08/08/2025 17:40:00,29.59,-41.44,7.70,,,,,
1254,08/08/2025 17:50:00,29.54,-41.11,7.70,,,,,
1255,08/08/2025 18:00:00,29.49,-40.02,7.68,,,,,
1256,08/08/2025 18:10:00,29.44,-39.94,7.68,,,,,
1257,08/08/2025 18:20:00,29.39,-39.19,7.66,,,,,
1258,08/08/2025 18:30:00,29.31,-38.89,7.66,,,,,
1259,08/08/2025 18:40:00,29.29,-37.05,7.62,,,,,
1260,08/08/2025 18:50:00,29.21,-38.30,7.65,,,,,
1261,08/08/2025 19:00:00,29.16,-37.13,7.62,,,,,
1262,08/08/2025 19:10:00,29.14,-36.02,7.60,,,,,
1263,08/08/2025 19:20:00,29.09,-35.28,7.59,,,,,
1264,08/08/2025 19:30:00,29.07,-35.03,7.58,,,,,
1265,08/08/2025 19:40:00,29.02,-34.56,7.58,,,,,
1266,08/08/2025 19:50:00,28.97,-34.72,7.58,,,,,
1267,08/08/2025 20:00:00,28.94,-33.61,7.56,,,,,
1268,08/08/2025 20:10:00,28.92,-33.84,7.56,,,,,
1269,08/08/2025 20:20:00,28.87,-33.31,7.55,,,,,
1270,08/08/2025 20:30:00,28.82,-33.72,7.56,,,,,
1271,08/08/2025 20:40:00,28.79,-32.86,7.54,,,,,
1272,08/08/2025 20:50:00,28.77,-32.77,7.54,,,,,
1273,08/08/2025 21:00:00,28.74,-32.80,7.54,,,,,
1274,08/08/2025 21:10:00,28.69,-33.03,7.55,,,,,
1275,08/08/2025 21:20:00,28.64,-32.83,7.54,,,,,
1276,08/08/2025 21:30:00,28.62,-32.49,7.54,,,,,
1277,08/08/2025 21:40:00,28.57,-32.56,7.54,,,,,
1278,08/08/2025 21:50:00,28.54,-32.44,7.54,,,,,
1279,08/08/2025 22:00:00,28.49,-32.53,7.54,,,,,
1280,08/08/2025 22:10:00,28.47,-31.91,7.53,,,,,
1281,08/08/2025 22:20:00,28.44,-32.00,7.53,,,,,
1282,08/08/2025 22:30:00,28.42,-31.63,7.52,,,,,
1283,08/08/2025 22:40:00,28.39,-31.30,7.52,,,,,
1284,08/08/2025 22:50:00,28.34,-30.86,7.51,,,,,
1285,08/08/2025 23:00:00,28.32,-31.25,7.52,,,,,
1286,08/08/2025 23:10:00,28.27,-31.31,7.52,,,,,
1287,08/08/2025 23:20:00,28.25,-31.30,7.52,,,,,
1288,08/08/2025 23:30:00,28.22,-30.41,7.50,,,,,
1289,08/08/2025 23:40:00,28.20,-30.52,7.50,,,,,
1290,08/08/2025 23:50:00,28.17,-30.13,7.49,,,,,
1291,08/09/2025 00:00:00,28.12,-30.36,7.50,,,,,
1292,08/09/2025 00:10:00,28.10,-30.42,7.50,,,,,
1293,08/09/2025 00:20:00,28.05,-30.08,7.49,,,,,
1294,08/09/2025 00:30:00,28.02,-30.61,7.50,,,,,
1295,08/09/2025 00:40:00,28.00,-29.99,7.49,,,,,
1296,08/09/2025 00:50:00,27.97,-29.94,7.49,,,,,
1297,08/09/2025 01:00:00,27.95,-30.03,7.49,,,,,
1298,08/09/2025 01:10:00,27.90,-29.59,7.48,,,,,
1299,08/09/2025 01:20:00,27.87,-29.70,7.49,,,,,
1300,08/09/2025 01:30:00,27.83,-29.69,7.49,,,,,
1301,08/09/2025 01:40:00,27.80,-29.84,7.49,,,,,
1302,08/09/2025 01:50:00,27.75,-29.77,7.49,,,,,
1303,08/09/2025 02:00:00,27.73,-29.38,7.48,,,,,
1304,08/09/2025 02:10:00,27.68,-29.59,7.49,,,,,
1305,08/09/2025 02:20:00,27.68,-29.33,7.48,,,,,
1306,08/09/2025 02:30:00,27.63,-29.22,7.48,,,,,
1307,08/09/2025 02:40:00,27.60,-29.16,7.48,,,,,
1308,08/09/2025 02:50:00,27.55,-29.24,7.48,,,,,
1309,08/09/2025 03:00:00,27.53,-29.55,7.48,,,,,
1310,08/09/2025 03:10:00,27.51,-29.25,7.48,,,,,
1311,08/09/2025 03:20:00,27.46,-29.14,7.48,,,,,
1312,08/09/2025 03:30:00,27.41,-29.24,7.48,,,,,
1313,08/09/2025 03:40:00,27.38,-29.06,7.48,,,,,
1314,08/09/2025 03:50:00,27.36,-29.09,7.48,,,,,
1315,08/09/2025 04:00:00,27.33,-29.06,7.48,,,,,
1316,08/09/2025 04:10:00,27.28,-29.14,7.48,,,,,
1317,08/09/2025 04:20:00,27.26,-29.02,7.47,,,,,
1318,08/09/2025 04:30:00,27.23,-29.09,7.48,,,,,
1319,08/09/2025 04:40:00,27.19,-29.09,7.48,,,,,
1320,08/09/2025 04:50:00,27.14,-29.02,7.48,,,,,
1321,08/09/2025 05:00:00,27.11,-28.94,7.47,,,,,
1322,08/09/2025 05:10:00,27.11,-28.89,7.47,,,,,
1323,08/09/2025 05:20:00,27.06,-28.97,7.47,,,,,
1324,08/09/2025 05:30:00,27.04,-28.89,7.47,,,,,
1325,08/09/2025 05:40:00,27.01,-28.94,7.47,,,,,
1326,08/09/2025 05:50:00,27.01,-28.97,7.47,,,,,
1327,08/09/2025 06:00:00,26.96,-28.92,7.47,,,,,
1328,08/09/2025 06:10:00,26.94,-28.78,7.47,,,,,
1329,08/09/2025 06:20:00,26.92,-28.72,7.47,,,,,
1330,08/09/2025 06:30:00,26.89,-28.67,7.47,,,,,
1331,08/09/2025 06:40:00,26.87,-28.58,7.47,,,,,
1332,08/09/2025 06:50:00,26.87,-28.66,7.47,,,,,
1333,08/09/2025 07:00:00,26.84,-28.49,7.47,,,,,
1334,08/09/2025 07:10:00,26.84,-28.55,7.47,,,,,
1335,08/09/2025 07:20:00,26.82,-28.58,7.47,,,,,
1336,08/09/2025 07:30:00,26.82,-28.66,7.47,,,,,
1337,08/09/2025 07:40:00,26.79,-28.66,7.47,,,,,
1338,08/09/2025 07:50:00,26.77,-28.53,7.47,,,,,
1339,08/09/2025 08:00:00,26.74,-28.69,7.47,,,,,
1340,08/09/2025 08:10:00,26.74,-28.86,7.47,,,,,
1341,08/09/2025 08:20:00,26.77,-29.19,7.48,,,,,
1342,08/09/2025 08:30:00,26.77,-29.11,7.48,,,,,
1343,08/09/2025 08:40:00,26.74,-30.59,7.51,,,,,
1344,08/09/2025 08:50:00,26.74,-29.78,7.49,,,,,
1345,08/09/2025 09:00:00,26.74,-29.53,7.49,,,,,
1346,08/09/2025 09:10:00,26.74,-29.75,7.49,,,,,
1347,08/09/2025 09:20:00,26.77,-30.38,7.50,,,,,
1348,08/09/2025 09:30:00,26.79,-30.89,7.51,,,,,
1349,08/09/2025 09:40:00,26.87,-31.84,7.53,,,,,
1350,08/09/2025 09:50:00,26.94,-32.24,7.54,,,,,
1351,08/09/2025 10:00:00,26.99,-32.13,7.53,,,,,
1352,08/09/2025 10:10:00,27.06,-33.11,7.55,,,,,
1353,08/09/2025 10:20:00,27.11,-33.92,7.57,,,,,
1354,08/09/2025 10:30:00,27.16,-33.80,7.57,,,,,
1355,08/09/2025 10:40:00,27.21,-34.11,7.57,,,,,
1356,08/09/2025 10:50:00,27.28,-36.77,7.62,,,,,
1357,08/09/2025 11:00:00,27.38,-37.81,7.64,,,,,
1358,08/09/2025 11:10:00,27.38,-35.75,7.60,,,,,
1359,08/09/2025 11:20:00,27.46,-37.19,7.63,,,,,
1360,08/09/2025 11:30:00,27.55,-37.14,7.63,,,,,
1361,08/09/2025 11:40:00,27.68,-39.44,7.67,,,,,
1362,08/09/2025 11:50:00,27.85,-41.13,7.70,,,,,
1363,08/09/2025 12:00:00,27.92,-41.19,7.70,,,,,
1364,08/09/2025 12:10:00,28.07,-41.63,7.71,,,,,
1365,08/09/2025 12:20:00,28.15,-42.39,7.72,,,,,
1366,08/09/2025 12:30:00,28.30,-44.36,7.76,,,,,
1367,08/09/2025 12:40:00,28.44,-45.44,7.78,,,,,
1368,08/09/2025 12:50:00,28.49,-44.66,7.77,,,,,
1369,08/09/2025 13:00:00,28.52,-40.59,7.69,,,,,
1370,08/09/2025 13:10:00,28.57,-40.28,7.68,,,,,
1371,08/09/2025 13:20:00,28.62,-41.60,7.71,,,,,
1372,08/09/2025 13:30:00,28.67,-43.13,7.74,,,,,
1373,08/09/2025 13:40:00,28.67,-42.74,7.73,,,,,
1374,08/09/2025 13:50:00,28.69,-41.44,7.71,,,,,
1375,08/09/2025 14:00:00,28.72,-42.02,7.72,,,,,
1376,08/09/2025 14:10:00,28.74,-42.58,7.73,,,,,
1377,08/09/2025 14:20:00,28.74,-41.72,7.71,,,,,
1378,08/09/2025 14:30:00,28.79,-42.02,7.72,,,,,
1379,08/09/2025 14:40:00,28.84,-41.88,7.71,,,,,
1380,08/09/2025 14:50:00,28.87,-41.70,7.71,,,,,
1381,08/09/2025 15:00:00,28.92,-41.74,7.71,,,,,
1382,08/09/2025 15:10:00,28.97,-42.14,7.72,,,,,
1383,08/09/2025 15:20:00,28.99,-42.45,7.72,,,,,
1384,08/09/2025 15:30:00,29.02,-43.11,7.74,,,,,
1385,08/09/2025 15:40:00,29.02,-42.81,7.73,,,,,
1386,08/09/2025 15:50:00,29.04,-42.27,7.72,,,,,
1387,08/09/2025 16:00:00,29.07,-42.14,7.72,,,,,
1388,08/09/2025 16:10:00,29.07,-41.67,7.71,,,,,
1389,08/09/2025 16:20:00,28.99,-40.69,7.69,,,,,
1390,08/09/2025 16:30:00,28.89,-38.61,7.65,,,,,
1391,08/09/2025 16:40:00,28.87,-38.52,7.65,,,,,
1392,08/09/2025 16:50:00,28.82,-38.50,7.65,,,,,
1393,08/09/2025 17:00:00,28.84,-37.44,7.63,,,,,
1394,08/09/2025 17:10:00,28.79,-36.49,7.61,,,,,
1395,08/09/2025 17:20:00,28.84,-36.49,7.61,,,,,
1396,08/09/2025 17:30:00,28.84,-35.91,7.60,,,,,
1397,08/09/2025 17:40:00,28.87,-36.00,7.60,,,,,
1398,08/09/2025 17:50:00,28.87,-35.11,7.59,,,,,
1399,08/09/2025 18:00:00,28.87,-34.16,7.57,,,,,
1400,08/09/2025 18:10:00,28.87,-32.84,7.54,,,,,
1401,08/09/2025 18:20:00,28.82,-33.64,7.56,,,,,
1402,08/09/2025 18:30:00,28.82,-32.84,7.54,,,,,
1403,08/09/2025 18:40:00,28.84,-31.83,7.53,,,,,
1404,08/09/2025 18:50:00,28.82,-31.66,7.52,,,,,
1405,08/09/2025 19:00:00,28.82,-31.41,7.52,,,,,
1406,08/09/2025 19:10:00,28.79,-30.92,7.51,,,,,
1407,08/09/2025 19:20:00,28.67,-31.94,7.53,,,,,
1408,08/09/2025 19:30:00,28.64,-31.45,7.52,,,,,
1409,08/09/2025 19:40:00,28.64,-30.50,7.50,,,,,
1410,08/09/2025 19:50:00,28.69,-30.08,7.49,,,,,
1411,08/09/2025 20:00:00,28.69,-30.41,7.50,,,,,
1412,08/09/2025 20:10:00,28.72,-29.88,7.49,,,,,
1413,08/09/2025 20:20:00,28.72,-28.95,7.47,,,,,
1414,08/09/2025 20:30:00,28.72,-28.75,7.47,,,,,
1415,08/09/2025 20:40:00,28.69,-29.05,7.47,,,,,
1416,08/09/2025 20:50:00,28.64,-29.38,7.48,,,,,
1417,08/09/2025 21:00:00,28.62,-29.17,7.48,,,,,
1418,08/09/2025 21:10:00,28.59,-28.80,7.47,,,,,
1419,08/09/2025 21:20:00,28.57,-28.56,7.46,,,,,
1420,08/09/2025 21:30:00,28.54,-28.50,7.46,,,,,
1421,08/09/2025 21:40:00,28.52,-29.36,7.48,,,,,
1422,08/09/2025 21:50:00,28.47,-28.89,7.47,,,,,
1423,08/09/2025 22:00:00,28.42,-28.67,7.47,,,,,
1424,08/09/2025 22:10:00,28.39,-28.97,7.47,,,,,
1425,08/09/2025 22:20:00,28.32,-29.30,7.48,,,,,
1426,08/09/2025 22:30:00,28.25,-28.81,7.47,,,,,
1427,08/09/2025 22:40:00,28.20,-28.92,7.47,,,,,
1428,08/09/2025 22:50:00,28.25,-28.53,7.46,,,,,
1429,08/09/2025 23:00:00,28.22,-28.47,7.46,,,,,
1430,08/09/2025 23:10:00,28.17,-29.09,7.47,,,,,
1431,08/09/2025 23:20:00,28.12,-28.99,7.47,,,,,
1432,08/09/2025 23:30:00,28.10,-29.22,7.48,,,,,
1433,08/09/2025 23:40:00,28.05,-28.97,7.47,,,,,
1434,08/09/2025 23:50:00,27.97,-29.36,7.48,,,,,
1435,08/10/2025 00:00:00,27.90,-29.83,7.49,,,,,
1436,08/10/2025 00:10:00,27.87,-29.39,7.48,,,,,
1437,08/10/2025 00:20:00,27.83,-29.09,7.48,,,,,
1438,08/10/2025 00:30:00,27.78,-28.99,7.47,,,,,
1439,08/10/2025 00:40:00,27.73,-28.50,7.46,,,,,
1440,08/10/2025 00:50:00,27.70,-28.52,7.46,,,,,
1441,08/10/2025 01:00:00,27.65,-29.05,7.47,,,,,
1442,08/10/2025 01:10:00,27.60,-28.47,7.46,,,,,
1443,08/10/2025 01:20:00,27.63,-28.03,7.46,,,,,
1444,08/10/2025 01:30:00,27.55,-28.11,7.46,,,,,
1445,08/10/2025 01:40:00,27.53,-27.86,7.45,,,,,
1446,08/10/2025 01:50:00,27.55,-27.50,7.45,,,,,
1447,08/10/2025 02:00:00,27.58,-27.42,7.44,,,,,
1448,08/10/2025 02:10:00,27.60,-27.19,7.44,,,,,
1449,08/10/2025 02:20:00,27.55,-27.24,7.44,,,,,
1450,08/10/2025 02:30:00,27.48,-28.31,7.46,,,,,
1451,08/10/2025 02:40:00,27.46,-27.47,7.45,,,,,
1452,08/10/2025 02:50:00,27.46,-27.33,7.44,,,,,
1453,08/10/2025 03:00:00,27.43,-27.36,7.44,,,,,
1454,08/10/2025 03:10:00,27.38,-27.55,7.45,,,,,
1455,08/10/2025 03:20:00,27.38,-27.34,7.44,,,,,
1456,08/10/2025 03:30:00,27.36,-27.33,7.44,,,,,
1457,08/10/2025 03:40:00,27.31,-27.44,7.45,,,,,
1458,08/10/2025 03:50:00,27.28,-27.38,7.44,,,,,
1459,08/10/2025 04:00:00,27.26,-27.22,7.44,,,,,
1460,08/10/2025 04:10:00,27.23,-27.33,7.44,,,,,
1461,08/10/2025 04:20:00,27.21,-27.17,7.44,,,,,
1462,08/10/2025 04:30:00,27.19,-27.13,7.44,,,,,
1463,08/10/2025 04:40:00,27.16,-27.38,7.44,,,,,
1464,08/10/2025 04:50:00,27.14,-27.30,7.44,,,,,
1465,08/10/2025 05:00:00,27.11,-27.13,7.44,,,,,
1466,08/10/2025 05:10:00,27.09,-27.11,7.44,,,,,
1467,08/10/2025 05:20:00,27.09,-26.97,7.44,,,,,
1468,08/10/2025 05:30:00,27.04,-27.25,7.44,,,,,
1469,08/10/2025 05:40:00,27.01,-27.44,7.45,,,,,
1470,08/10/2025 05:50:00,27.01,-27.47,7.45,,,,,
1471,08/10/2025 06:00:00,26.99,-27.33,7.44,,,,,
1472,08/10/2025 06:10:00,26.96,-27.27,7.44,,,,,
1473,08/10/2025 06:20:00,26.96,-26.99,7.44,,,,,
1474,08/10/2025 06:30:00,26.94,-26.83,7.43,,,,,
1475,08/10/2025 06:40:00,26.94,-26.81,7.43,,,,,
1476,08/10/2025 06:50:00,26.92,-26.64,7.43,,,,,
1477,08/10/2025 07:00:00,26.92,-26.67,7.43,,,,,
1478,08/10/2025 07:10:00,26.89,-26.72,7.43,,,,,
1479,08/10/2025 07:20:00,26.89,-26.55,7.43,,,,,
1480,08/10/2025 07:30:00,26.89,-26.52,7.43,,,,,
1481,08/10/2025 07:40:00,26.89,-26.56,7.43,,,,,
1482,08/10/2025 07:50:00,26.87,-26.63,7.43,,,,,
1483,08/10/2025 08:00:00,26.87,-26.63,7.43,,,,,
1484,08/10/2025 08:10:00,26.87,-26.88,7.44,,,,,
1485,08/10/2025 08:20:00,26.87,-26.84,7.43,,,,,
1486,08/10/2025 08:30:00,26.87,-26.99,7.44,,,,,
1487,08/10/2025 08:40:00,26.87,-27.25,7.44,,,,,
1488,08/10/2025 08:50:00,26.87,-27.30,7.44,,,,,
1489,08/10/2025 09:00:00,26.87,-27.34,7.44,,,,,
1490,08/10/2025 09:10:00,26.89,-27.47,7.45,,,,,
1491,08/10/2025 09:20:00,26.89,-27.80,7.45,,,,,
1492,08/10/2025 09:30:00,26.89,-27.95,7.46,,,,,
1493,08/10/2025 09:40:00,26.92,-28.39,7.46,,,,,
1494,08/10/2025 09:50:00,26.94,-29.30,7.48,,,,,
1495,08/10/2025 10:00:00,27.01,-30.20,7.50,,,,,
1496,08/10/2025 10:10:00,27.09,-32.17,7.53,,,,,
1497,08/10/2025 10:20:00,27.16,-32.41,7.54,,,,,
1498,08/10/2025 10:30:00,27.26,-33.67,7.56,,,,,
1499,08/10/2025 10:40:00,27.36,-34.20,7.57,,,,,
1500,08/10/2025 10:50:00,27.48,-35.08,7.59,,,,,
1501,08/10/2025 11:00:00,27.48,-31.92,7.53,,,,,
1502,08/10/2025 11:10:00,27.63,-34.89,7.58,,,,,
1503,08/10/2025 11:20:00,27.68,-33.88,7.57,,,,,
1504,08/10/2025 11:30:00,27.80,-35.31,7.59,,,,,
1505,08/10/2025 11:40:00,27.95,-37.49,7.63,,,,,
1506,08/10/2025 11:50:00,28.07,-37.69,7.64,,,,,
1507,08/10/2025 12:00:00,28.15,-38.14,7.64,,,,,
1508,08/10/2025 12:10:00,28.34,-40.09,7.68,,,,,
1509,08/10/2025 12:20:00,28.47,-39.72,7.67,,,,,
1510,08/10/2025 12:30:00,28.52,-40.17,7.68,,,,,
1511,08/10/2025 12:40:00,28.64,-41.35,7.70,,,,,
1512,08/10/2025 12:50:00,28.74,-41.66,7.71,,,,,
1513,08/10/2025 13:00:00,28.84,-41.99,7.72,,,,,
1514,08/10/2025 13:10:00,28.89,-42.61,7.73,,,,,
1515,08/10/2025 13:20:00,29.02,-43.13,7.74,,,,,
1516,08/10/2025 13:30:00,29.07,-41.39,7.70,,,,,
1517,08/10/2025 13:40:00,29.11,-40.58,7.69,,,,,
1518,08/10/2025 13:50:00,29.19,-37.67,7.63,,,,,
1519,08/10/2025 14:00:00,29.29,-37.08,7.62,,,,,
1520,08/10/2025 14:10:00,29.31,-36.31,7.61,,,,,
1521,08/10/2025 14:20:00,29.34,-36.86,7.62,,,,,
1522,08/10/2025 14:30:00,29.41,-36.52,7.61,,,,,
1523,08/10/2025 14:40:00,29.46,-37.05,7.62,,,,,
1524,08/10/2025 14:50:00,29.49,-36.30,7.61,,,,,
1525,08/10/2025 15:00:00,29.51,-36.92,7.62,,,,,
1526,08/10/2025 15:10:00,29.54,-37.08,7.62,,,,,
1527,08/10/2025 15:20:00,29.56,-36.91,7.62,,,,,
1528,08/10/2025 15:30:00,29.59,-36.69,7.61,,,,,
1529,08/10/2025 15:40:00,29.59,-37.38,7.63,,,,,
1530,08/10/2025 15:50:00,29.56,-37.36,7.63,,,,,
1531,08/10/2025 16:00:00,29.56,-37.05,7.62,,,,,
1532,08/10/2025 16:10:00,29.59,-36.95,7.62,,,,,
1533,08/10/2025 16:20:00,29.56,-37.24,7.62,,,,,
1534,08/10/2025 16:30:00,29.56,-37.11,7.62,,,,,
1535,08/10/2025 16:40:00,29.56,-37.99,7.64,,,,,
1536,08/10/2025 16:50:00,29.54,-37.45,7.63,,,,,
1537,08/10/2025 17:00:00,29.51,-37.77,7.63,,,,,
1538,08/10/2025 17:10:00,29.49,-36.28,7.61,,,,,
1539,08/10/2025 17:20:00,29.44,-36.19,7.61,,,,,
1540,08/10/2025 17:30:00,29.41,-36.58,7.61,,,,,
1541,08/10/2025 17:40:00,29.36,-35.92,7.60,,,,,
1542,08/10/2025 17:50:00,29.34,-35.24,7.59,,,,,
1543,08/10/2025 18:00:00,29.29,-35.03,7.58,,,,,
1544,08/10/2025 18:10:00,29.24,-34.39,7.57,,,,,
1545,08/10/2025 18:20:00,29.19,-33.97,7.56,,,,,
1546,08/10/2025 18:30:00,29.16,-33.19,7.55,,,,,
1547,08/10/2025 18:40:00,29.14,-32.53,7.54,,,,,
1548,08/10/2025 18:50:00,29.11,-31.78,7.52,,,,,
1549,08/10/2025 19:00:00,29.07,-31.55,7.52,,,,,
1550,08/10/2025 19:10:00,29.04,-30.99,7.51,,,,,
1551,08/10/2025 19:20:00,29.02,-30.31,7.50,,,,,
1552,08/10/2025 19:30:00,28.99,-29.74,7.49,,,,,
1553,08/10/2025 19:40:00,28.97,-29.16,7.47,,,,,
1554,08/10/2025 19:50:00,28.94,-28.77,7.47,,,,,
1555,08/10/2025 20:00:00,28.89,-28.89,7.47,,,,,
1556,08/10/2025 20:10:00,28.87,-28.84,7.47,,,,,
1557,08/10/2025 20:20:00,28.84,-29.13,7.47,,,,,
1558,08/10/2025 20:30:00,28.82,-28.99,7.47,,,,,
1559,08/10/2025 20:40:00,28.79,-28.91,7.47,,,,,
1560,08/10/2025 20:50:00,28.77,-28.67,7.47,,,,,
1561,08/10/2025 21:00:00,28.74,-28.59,7.46,,,,,
1562,08/10/2025 21:10:00,28.72,-28.59,7.46,,,,,
1563,08/10/2025 21:20:00,28.67,-28.25,7.46,,,,,
1564,08/10/2025 21:30:00,28.64,-28.89,7.47,,,,,
1565,08/10/2025 21:40:00,28.64,-28.38,7.46,,,,,
1566,08/10/2025 21:50:00,28.59,-28.39,7.46,,,,,
1567,08/10/2025 22:00:00,28.57,-28.44,7.46,,,,,
1568,08/10/2025 22:10:00,28.54,-28.39,7.46,,,,,
1569,08/10/2025 22:20:00,28.52,-28.03,7.45,,,,,
1570,08/10/2025 22:30:00,28.47,-27.97,7.45,,,,,
1571,08/10/2025 22:40:00,28.47,-27.74,7.45,,,,,
1572,08/10/2025 22:50:00,28.44,-27.72,7.45,,,,,
1573,08/10/2025 23:00:00,28.39,-27.59,7.45,,,,,
1574,08/10/2025 23:10:00,28.37,-27.75,7.45,,,,,
1575,08/10/2025 23:20:00,28.37,-27.72,7.45,,,,,
1576,08/10/2025 23:30:00,28.34,-27.64,7.45,,,,,
1577,08/10/2025 23:40:00,28.32,-27.56,7.45,,,,,
1578,08/10/2025 23:50:00,28.30,-27.59,7.45,,,,,
1579,08/11/2025 00:00:00,28.27,-27.50,7.44,,,,,
1580,08/11/2025 00:10:00,28.25,-27.72,7.45,,,,,
1581,08/11/2025 00:20:00,28.22,-27.59,7.45,,,,,
1582,08/11/2025 00:30:00,28.17,-27.89,7.45,,,,,
1583,08/11/2025 00:40:00,28.17,-27.49,7.44,,,,,
1584,08/11/2025 00:50:00,28.15,-27.56,7.45,,,,,
1585,08/11/2025 01:00:00,28.12,-27.56,7.45,,,,,
1586,08/11/2025 01:10:00,28.07,-27.55,7.45,,,,,
1587,08/11/2025 01:20:00,28.07,-27.59,7.45,,,,,
1588,08/11/2025 01:30:00,28.05,-27.66,7.45,,,,,
1589,08/11/2025 01:40:00,28.02,-27.59,7.45,,,,,
1590,08/11/2025 01:50:00,28.00,-27.69,7.45,,,,,
1591,08/11/2025 02:00:00,27.97,-27.58,7.45,,,,,
1592,08/11/2025 02:10:00,27.95,-27.67,7.45,,,,,
1593,08/11/2025 02:20:00,27.92,-27.66,7.45,,,,,
1594,08/11/2025 02:30:00,27.90,-27.67,7.45,,,,,
1595,08/11/2025 02:40:00,27.87,-27.64,7.45,,,,,
1596,08/11/2025 02:50:00,27.85,-27.72,7.45,,,,,
1597,08/11/2025 03:00:00,27.83,-27.78,7.45,,,,,
1598,08/11/2025 03:10:00,27.80,-27.84,7.45,,,,,
1599,08/11/2025 03:20:00,27.78,-27.83,7.45,,,,,
1600,08/11/2025 03:30:00,27.75,-27.75,7.45,,,,,
1601,08/11/2025 03:40:00,27.73,-27.74,7.45,,,,,
1602,08/11/2025 03:50:00,27.70,-27.81,7.45,,,,,
1603,08/11/2025 04:00:00,27.68,-27.86,7.45,,,,,
1604,08/11/2025 04:10:00,27.65,-28.00,7.46,,,,,
1605,08/11/2025 04:20:00,27.65,-27.89,7.45,,,,,
1606,08/11/2025 04:30:00,27.63,-27.72,7.45,,,,,
1607,08/11/2025 04:40:00,27.60,-28.14,7.46,,,,,
1608,08/11/2025 04:50:00,27.58,-27.83,7.45,,,,,
1609,08/11/2025 05:00:00,27.55,-27.33,7.44,,,,,
1610,08/11/2025 05:10:00,27.53,-27.42,7.44,,,,,
1611,08/11/2025 05:20:00,27.51,-27.67,7.45,,,,,
1612,08/11/2025 05:30:00,27.48,-27.41,7.44,,,,,
1613,08/11/2025 05:40:00,27.46,-27.38,7.44,,,,,
1614,08/11/2025 05:50:00,27.41,-27.69,7.45,,,,,
1615,08/11/2025 06:00:00,27.38,-28.00,7.46,,,,,
1616,08/11/2025 06:10:00,27.36,-28.13,7.46,,,,,
1617,08/11/2025 06:20:00,27.33,-28.25,7.46,,,,,
1618,08/11/2025 06:30:00,27.31,-28.25,7.46,,,,,
1619,08/11/2025 06:40:00,27.31,-27.95,7.45,,,,,
1620,08/11/2025 06:50:00,27.28,-27.67,7.45,,,,,
1621,08/11/2025 07:00:00,27.26,-27.74,7.45,,,,,
1622,08/11/2025 07:10:00,27.26,-29.11,7.48,,,,,
1623,08/11/2025 07:20:00,27.23,-30.64,7.51,,,,,
1624,08/11/2025 07:30:00,27.23,-29.41,7.48,,,,,
1625,08/11/2025 07:40:00,27.23,-28.99,7.47,,,,,
1626,08/11/2025 07:50:00,27.21,-28.75,7.47,,,,,
1627,08/11/2025 08:00:00,27.21,-28.66,7.47,,,,,
