#,Date et heure (HST),Température   (°C),Millivolts   (mv),pH   (pH),Démarré,Bouton Bas,Bouton Haut,Hôte connecté,Arrêté,Fin du fichier
2876,12/12/2024 02:10:00,23.06,-57.83,7.70,,,,,,
2877,12/12/2024 02:20:00,23.04,-60.80,7.75,,,,,,
2878,12/12/2024 02:30:00,23.02,-62.94,7.79,,,,,,
2879,12/12/2024 02:40:00,22.99,-63.36,7.80,,,,,,
2880,12/12/2024 02:50:00,22.97,-64.38,7.81,,,,,,
2881,12/12/2024 03:00:00,22.94,-64.41,7.81,,,,,,
2882,12/12/2024 03:10:00,22.94,-63.74,7.80,,,,,,
2883,12/12/2024 03:20:00,22.92,-63.33,7.80,,,,,,
2884,12/12/2024 03:30:00,22.90,-63.25,7.79,,,,,,
2885,12/12/2024 03:40:00,22.90,-62.27,7.78,,,,,,
2886,12/12/2024 03:50:00,22.90,-61.03,7.76,,,,,,
2887,12/12/2024 04:00:00,22.94,-58.05,7.70,,,,,,
2888,12/12/2024 04:10:00,22.97,-56.50,7.67,,,,,,
2889,12/12/2024 04:20:00,22.97,-55.92,7.66,,,,,,
2890,12/12/2024 04:30:00,22.97,-55.85,7.66,,,,,,
2891,12/12/2024 04:40:00,22.97,-56.86,7.68,,,,,,
2892,12/12/2024 04:50:00,22.97,-56.36,7.67,,,,,,
2893,12/12/2024 05:00:00,22.97,-55.80,7.66,,,,,,
2894,12/12/2024 05:10:00,22.97,-54.69,7.64,,,,,,
2895,12/12/2024 05:20:00,22.99,-53.52,7.62,,,,,,
2896,12/12/2024 05:30:00,22.99,-52.55,7.60,,,,,,
2897,12/12/2024 05:40:00,22.99,-51.89,7.59,,,,,,
2898,12/12/2024 05:50:00,22.99,-51.06,7.58,,,,,,
2899,12/12/2024 06:00:00,22.99,-50.55,7.57,,,,,,
2900,12/12/2024 06:10:00,22.99,-49.80,7.56,,,,,,
2901,12/12/2024 06:20:00,22.99,-49.55,7.55,,,,,,
2902,12/12/2024 06:30:00,22.99,-49.05,7.54,,,,,,
2903,12/12/2024 06:40:00,22.99,-48.53,7.53,,,,,,
2904,12/12/2024 06:50:00,23.02,-48.16,7.53,,,,,,
2905,12/12/2024 07:00:00,23.02,-47.81,7.52,,,,,,
2906,12/12/2024 07:10:00,23.02,-47.39,7.51,,,,,,
2907,12/12/2024 07:20:00,23.02,-47.33,7.51,,,,,,
2908,12/12/2024 07:30:00,23.02,-47.64,7.52,,,,,,
2909,12/12/2024 07:40:00,23.04,-47.80,7.52,,,,,,
2910,12/12/2024 07:50:00,23.06,-48.35,7.53,,,,,,
2911,12/12/2024 08:00:00,23.09,-49.28,7.55,,,,,,
2912,12/12/2024 08:10:00,23.11,-49.74,7.55,,,,,,
2913,12/12/2024 08:20:00,23.11,-49.39,7.55,,,,,,
2914,12/12/2024 08:30:00,23.11,-49.60,7.55,,,,,,
2915,12/12/2024 08:40:00,23.16,-51.63,7.59,,,,,,
2916,12/12/2024 08:50:00,23.16,-52.53,7.60,,,,,,
2917,12/12/2024 09:00:00,23.18,-53.78,7.63,,,,,,
2918,12/12/2024 09:10:00,23.18,-53.67,7.62,,,,,,
2919,12/12/2024 09:20:00,23.21,-52.99,7.61,,,,,,
2920,12/12/2024 09:30:00,23.23,-54.17,7.63,,,,,,
2921,12/12/2024 09:40:00,23.23,-53.20,7.62,,,,,,
2922,12/12/2024 09:50:00,23.26,-53.56,7.62,,,,,,
2923,12/12/2024 10:00:00,23.26,-53.20,7.62,,,,,,
2924,12/12/2024 10:10:00,23.26,-52.86,7.61,,,,,,
2925,12/12/2024 10:20:00,23.28,-53.60,7.62,,,,,,
2926,12/12/2024 10:30:00,23.28,-52.91,7.61,,,,,,
2927,12/12/2024 10:40:00,23.28,-53.05,7.61,,,,,,
2928,12/12/2024 10:50:00,23.26,-53.41,7.62,,,,,,
2929,12/12/2024 11:00:00,23.23,-53.06,7.61,,,,,,
2930,12/12/2024 11:10:00,23.26,-52.75,7.61,,,,,,
2931,12/12/2024 11:20:00,23.28,-53.20,7.62,,,,,,
2932,12/12/2024 11:30:00,23.28,-53.05,7.61,,,,,,
2933,12/12/2024 11:40:00,23.28,-53.19,7.62,,,,,,
2934,12/12/2024 11:50:00,23.28,-53.89,7.63,,,,,,
2935,12/12/2024 12:00:00,23.30,-55.38,7.65,,,,,,
2936,12/12/2024 12:10:00,23.35,-58.16,7.70,,,,,,
2937,12/12/2024 12:20:00,23.35,-58.89,7.72,,,,,,
2938,12/12/2024 12:30:00,23.38,-58.91,7.72,,,,,,
2939,12/12/2024 12:40:00,23.45,-61.03,7.75,,,,,,
2940,12/12/2024 12:50:00,23.54,-65.03,7.82,,,,,,
2941,12/12/2024 13:00:00,23.52,-65.08,7.83,,,,,,
2942,12/12/2024 13:10:00,23.52,-68.27,7.88,,,,,,
2943,12/12/2024 13:20:00,23.45,-64.36,7.81,,,,,,
2944,12/12/2024 13:30:00,23.40,-63.14,7.79,,,,,,
2945,12/12/2024 13:40:00,23.52,-65.77,7.84,,,,,,
2946,12/12/2024 13:50:00,23.59,-68.99,7.89,,,,,,
2947,12/12/2024 14:00:00,23.69,-71.16,7.93,,,,,,
2948,12/12/2024 14:10:00,23.50,-64.58,7.82,,,,,,
2949,12/12/2024 14:20:00,23.42,-61.63,7.76,,,,,,
2950,12/12/2024 14:30:00,23.40,-61.00,7.75,,,,,,
2951,12/12/2024 14:40:00,23.33,-55.36,7.65,,,,,,
2952,12/12/2024 14:50:00,23.42,-60.38,7.74,,,,,,
2953,12/12/2024 15:00:00,23.40,-60.66,7.75,,,,,,
2954,12/12/2024 15:10:00,23.38,-60.05,7.74,,,,,,
2955,12/12/2024 15:20:00,23.40,-59.77,7.73,,,,,,
2956,12/12/2024 15:30:00,23.38,-58.20,7.70,,,,,,
2957,12/12/2024 15:40:00,23.38,-57.17,7.69,,,,,,
2958,12/12/2024 15:50:00,23.33,-54.35,7.64,,,,,,
2959,12/12/2024 16:00:00,23.33,-52.97,7.61,,,,,,
2960,12/12/2024 16:10:00,23.30,-52.05,7.60,,,,,,
2961,12/12/2024 16:20:00,23.30,-51.28,7.58,,,,,,
2962,12/12/2024 16:30:00,23.28,-49.94,7.56,,,,,,
2963,12/12/2024 16:40:00,23.28,-49.02,7.54,,,,,,
2964,12/12/2024 16:50:00,23.26,-47.92,7.52,,,,,,
2965,12/12/2024 17:00:00,23.26,-47.05,7.51,,,,,,
2966,12/12/2024 17:10:00,23.23,-46.30,7.49,,,,,,
2967,12/12/2024 17:20:00,23.21,-45.53,7.48,,,,,,
2968,12/12/2024 17:30:00,23.21,-44.50,7.46,,,,,,
2969,12/12/2024 17:40:00,23.18,-43.78,7.45,,,,,,
2970,12/12/2024 17:50:00,23.18,-43.10,7.44,,,,,,
2971,12/12/2024 18:00:00,23.16,-42.33,7.42,,,,,,
2972,12/12/2024 18:10:00,23.16,-41.83,7.42,,,,,,
2973,12/12/2024 18:20:00,23.14,-41.52,7.41,,,,,,
2974,12/12/2024 18:30:00,23.14,-41.20,7.40,,,,,,
2975,12/12/2024 18:40:00,23.14,-41.10,7.40,,,,,,
2976,12/12/2024 18:50:00,23.14,-40.86,7.40,,,,,,
2977,12/12/2024 19:00:00,23.14,-40.50,7.39,,,,,,
2978,12/12/2024 19:10:00,23.11,-40.63,7.39,,,,,,
2979,12/12/2024 19:20:00,23.11,-40.59,7.39,,,,,,
2980,12/12/2024 19:30:00,23.11,-40.39,7.39,,,,,,
2981,12/12/2024 19:40:00,23.11,-40.30,7.39,,,,,,
2982,12/12/2024 19:50:00,23.11,-40.22,7.39,,,,,,
2983,12/12/2024 20:00:00,23.09,-40.16,7.39,,,,,,
2984,12/12/2024 20:10:00,23.09,-39.89,7.38,,,,,,
2985,12/12/2024 20:20:00,23.09,-39.80,7.38,,,,,,
2986,12/12/2024 20:30:00,23.09,-38.92,7.36,,,,,,
2987,12/12/2024 20:40:00,23.09,-39.52,7.37,,,,,,
2988,12/12/2024 20:50:00,23.09,-39.05,7.37,,,,,,
2989,12/12/2024 21:00:00,23.09,-38.55,7.36,,,,,,
2990,12/12/2024 21:10:00,23.06,-39.13,7.37,,,,,,
2991,12/12/2024 21:20:00,23.06,-38.74,7.36,,,,,,
2992,12/12/2024 21:30:00,23.06,-38.97,7.36,,,,,,
2993,12/12/2024 21:40:00,23.06,-38.83,7.36,,,,,,
2994,12/12/2024 21:50:00,23.06,-38.49,7.36,,,,,,
2995,12/12/2024 22:00:00,23.04,-38.74,7.36,,,,,,
2996,12/12/2024 22:10:00,23.04,-38.89,7.36,,,,,,
2997,12/12/2024 22:20:00,23.04,-38.88,7.36,,,,,,
2998,12/12/2024 22:30:00,23.04,-38.53,7.36,,,,,,
2999,12/12/2024 22:40:00,23.04,-38.80,7.36,,,,,,
3000,12/12/2024 22:50:00,23.04,-38.97,7.36,,,,,,
3001,12/12/2024 23:00:00,23.04,-38.74,7.36,,,,,,
3002,12/12/2024 23:10:00,23.04,-38.49,7.36,,,,,,
3003,12/12/2024 23:20:00,23.04,-38.83,7.36,,,,,,
3004,12/12/2024 23:30:00,23.04,-38.41,7.35,,,,,,
3005,12/12/2024 23:40:00,23.04,-38.06,7.35,,,,,,
3006,12/12/2024 23:50:00,23.04,-37.81,7.34,,,,,,
3007,12/13/2024 00:00:00,23.04,-38.02,7.35,,,,,,
3008,12/13/2024 00:10:00,23.06,-37.66,7.34,,,,,,
3009,12/13/2024 00:20:00,23.06,-37.45,7.34,,,,,,
3010,12/13/2024 00:30:00,23.06,-37.17,7.33,,,,,,
3011,12/13/2024 00:40:00,23.06,-37.00,7.33,,,,,,
3012,12/13/2024 00:50:00,23.06,-36.86,7.33,,,,,,
3013,12/13/2024 01:00:00,23.09,-36.84,7.33,,,,,,
3014,12/13/2024 01:10:00,23.09,-36.92,7.33,,,,,,
3015,12/13/2024 01:20:00,23.09,-36.59,7.32,,,,,,
3016,12/13/2024 01:30:00,23.09,-36.74,7.33,,,,,,
3017,12/13/2024 01:40:00,23.09,-35.70,7.31,,,,,,
3018,12/13/2024 01:50:00,23.28,-48.75,7.54,,,,,,
3019,12/13/2024 02:00:00,23.42,-56.55,7.67,,,,,,
3020,12/13/2024 02:10:00,23.47,-59.47,7.73,,,,,,
3021,12/13/2024 02:20:00,23.50,-61.16,7.76,,,,,,
3022,12/13/2024 02:30:00,23.54,-62.17,7.77,,,,,,
3023,12/13/2024 02:40:00,23.52,-64.02,7.81,,,,,,
3024,12/13/2024 02:50:00,23.50,-64.94,7.82,,,,,,
3025,12/13/2024 03:00:00,23.47,-66.02,7.84,,,,,,
3026,12/13/2024 03:10:00,23.50,-66.74,7.85,,,,,,
3027,12/13/2024 03:20:00,23.47,-67.13,7.86,,,,,,
3028,12/13/2024 03:30:00,23.45,-67.83,7.87,,,,,,
3029,12/13/2024 03:40:00,23.45,-68.13,7.88,,,,,,
3030,12/13/2024 03:50:00,23.45,-68.03,7.88,,,,,,
3031,12/13/2024 04:00:00,23.42,-67.49,7.87,,,,,,
3032,12/13/2024 04:10:00,23.40,-67.77,7.87,,,,,,
3033,12/13/2024 04:20:00,23.40,-67.74,7.87,,,,,,
3034,12/13/2024 04:30:00,23.38,-67.47,7.87,,,,,,
3035,12/13/2024 04:40:00,23.38,-67.02,7.86,,,,,,
3036,12/13/2024 04:50:00,23.35,-66.77,7.86,,,,,,
3037,12/13/2024 05:00:00,23.28,-66.55,7.85,,,,,,
3038,12/13/2024 05:10:00,23.26,-66.21,7.85,,,,,,
3039,12/13/2024 05:20:00,23.26,-65.10,7.83,,,,,,
3040,12/13/2024 05:30:00,23.28,-64.06,7.81,,,,,,
3041,12/13/2024 05:40:00,23.30,-63.49,7.80,,,,,,
3042,12/13/2024 05:50:00,23.30,-62.69,7.78,,,,,,
3043,12/13/2024 06:00:00,23.28,-61.61,7.76,,,,,,
3044,12/13/2024 06:10:00,23.30,-61.58,7.76,,,,,,
3045,12/13/2024 06:20:00,23.33,-60.70,7.75,,,,,,
3046,12/13/2024 06:30:00,23.35,-61.80,7.77,,,,,,
3047,12/13/2024 06:40:00,23.35,-61.86,7.77,,,,,,
3048,12/13/2024 06:50:00,23.33,-61.33,7.76,,,,,,
3049,12/13/2024 07:00:00,23.33,-60.44,7.74,,,,,,
3050,12/13/2024 07:10:00,23.33,-59.95,7.74,,,,,,
3051,12/13/2024 07:20:00,23.30,-59.53,7.73,,,,,,
3052,12/13/2024 07:30:00,23.30,-59.03,7.72,,,,,,
3053,12/13/2024 07:40:00,23.30,-58.94,7.72,,,,,,
3054,12/13/2024 07:50:00,23.30,-58.56,7.71,,,,,,
3055,12/13/2024 08:00:00,23.30,-58.70,7.71,,,,,,
3056,12/13/2024 08:10:00,23.30,-58.69,7.71,,,,,,
3057,12/13/2024 08:20:00,23.30,-58.10,7.70,,,,,,
3058,12/13/2024 08:30:00,23.33,-58.58,7.71,,,,,,
3059,12/13/2024 08:40:00,23.33,-58.88,7.72,,,,,,
3060,12/13/2024 08:50:00,23.33,-58.49,7.71,,,,,,
3061,12/13/2024 09:00:00,23.35,-57.88,7.70,,,,,,
3062,12/13/2024 09:10:00,23.35,-57.10,7.68,,,,,,
3063,12/13/2024 09:20:00,23.35,-56.70,7.68,,,,,,
3064,12/13/2024 09:30:00,23.35,-56.41,7.67,,,,,,
3065,12/13/2024 09:40:00,23.35,-55.72,7.66,,,,,,
3066,12/13/2024 09:50:00,23.38,-58.11,7.70,,,,,,
3067,12/13/2024 10:00:00,23.38,-57.50,7.69,,,,,,
3068,12/13/2024 10:10:00,23.40,-58.60,7.71,,,,,,
3069,12/13/2024 10:20:00,23.40,-57.50,7.69,,,,,,
3070,12/13/2024 10:30:00,23.38,-56.20,7.67,,,,,,
3071,12/13/2024 10:40:00,23.40,-55.24,7.65,,,,,,
3072,12/13/2024 10:50:00,23.40,-54.55,7.64,,,,,,
3073,12/13/2024 11:00:00,23.40,-54.45,7.64,,,,,,
3074,12/13/2024 11:10:00,23.40,-54.44,7.64,,,,,,
3075,12/13/2024 11:20:00,23.40,-55.05,7.65,,,,,,
3076,12/13/2024 11:30:00,23.40,-55.00,7.65,,,,,,
3077,12/13/2024 11:40:00,23.42,-54.41,7.64,,,,,,
3078,12/13/2024 11:50:00,23.42,-54.88,7.65,,,,,,
3079,12/13/2024 12:00:00,23.42,-55.47,7.66,,,,,,
3080,12/13/2024 12:10:00,23.45,-55.72,7.66,,,,,,
3081,12/13/2024 12:20:00,23.50,-57.61,7.69,,,,,,
3082,12/13/2024 12:30:00,23.57,-60.49,7.74,,,,,,
3083,12/13/2024 12:40:00,23.64,-63.77,7.80,,,,,,
3084,12/13/2024 12:50:00,23.71,-64.96,7.82,,,,,,
3085,12/13/2024 13:00:00,23.66,-64.52,7.81,,,,,,
3086,12/13/2024 13:10:00,23.59,-65.85,7.84,,,,,,
3087,12/13/2024 13:20:00,23.74,-70.56,7.92,,,,,,
3088,12/13/2024 13:30:00,23.69,-67.55,7.87,,,,,,
3089,12/13/2024 13:40:00,23.88,-73.58,7.97,,,,,,
3090,12/13/2024 13:50:00,23.88,-74.11,7.98,,,,,,
3091,12/13/2024 14:00:00,23.98,-73.28,7.97,,,,,,
3092,12/13/2024 14:10:00,23.83,-71.28,7.93,,,,,,
3093,12/13/2024 14:20:00,24.03,-72.74,7.96,,,,,,
3094,12/13/2024 14:30:00,23.64,-65.61,7.83,,,,,,
3095,12/13/2024 14:40:00,23.54,-61.66,7.76,,,,,,
3096,12/13/2024 14:50:00,23.50,-58.88,7.72,,,,,,
3097,12/13/2024 15:00:00,23.50,-60.31,7.74,,,,,,
3098,12/13/2024 15:10:00,23.47,-59.31,7.72,,,,,,
3099,12/13/2024 15:20:00,23.47,-58.77,7.71,,,,,,
3100,12/13/2024 15:30:00,23.42,-55.88,7.66,,,,,,
3101,12/13/2024 15:40:00,23.40,-53.66,7.62,,,,,,
3102,12/13/2024 15:50:00,23.40,-53.66,7.62,,,,,,
3103,12/13/2024 16:00:00,23.40,-53.95,7.63,,,,,,
3104,12/13/2024 16:10:00,23.40,-54.97,7.65,,,,,,
3105,12/13/2024 16:20:00,23.38,-54.16,7.63,,,,,,
3106,12/13/2024 16:30:00,23.38,-54.33,7.64,,,,,,
3107,12/13/2024 16:40:00,23.35,-52.22,7.60,,,,,,
3108,12/13/2024 16:50:00,23.35,-51.74,7.59,,,,,,
3109,12/13/2024 17:00:00,23.33,-49.67,7.55,,,,,,
3110,12/13/2024 17:10:00,23.30,-49.13,7.54,,,,,,
3111,12/13/2024 17:20:00,23.30,-47.63,7.52,,,,,,
3112,12/13/2024 17:30:00,23.28,-46.33,7.49,,,,,,
3113,12/13/2024 17:40:00,23.26,-45.24,7.48,,,,,,
3114,12/13/2024 17:50:00,23.26,-44.35,7.46,,,,,,
3115,12/13/2024 18:00:00,23.23,-43.58,7.45,,,,,,
3116,12/13/2024 18:10:00,23.23,-42.58,7.43,,,,,,
3117,12/13/2024 18:20:00,23.21,-42.33,7.42,,,,,,
3118,12/13/2024 18:30:00,23.21,-41.95,7.42,,,,,,
3119,12/13/2024 18:40:00,23.18,-41.99,7.42,,,,,,
3120,12/13/2024 18:50:00,23.18,-41.08,7.40,,,,,,
3121,12/13/2024 19:00:00,23.18,-41.11,7.40,,,,,,
3122,12/13/2024 19:10:00,23.16,-41.10,7.40,,,,,,
3123,12/13/2024 19:20:00,23.16,-40.77,7.40,,,,,,
3124,12/13/2024 19:30:00,23.16,-40.36,7.39,,,,,,
3125,12/13/2024 19:40:00,23.16,-40.41,7.39,,,,,,
3126,12/13/2024 19:50:00,23.14,-40.75,7.40,,,,,,
3127,12/13/2024 20:00:00,23.14,-40.75,7.40,,,,,,
3128,12/13/2024 20:10:00,23.14,-40.59,7.39,,,,,,
3129,12/13/2024 20:20:00,23.14,-40.39,7.39,,,,,,
3130,12/13/2024 20:30:00,23.11,-40.36,7.39,,,,,,
3131,12/13/2024 20:40:00,23.11,-40.09,7.38,,,,,,
3132,12/13/2024 20:50:00,23.11,-40.02,7.38,,,,,,
3133,12/13/2024 21:00:00,23.11,-40.19,7.39,,,,,,
3134,12/13/2024 21:10:00,23.09,-40.20,7.39,,,,,,
3135,12/13/2024 21:20:00,23.09,-40.09,7.38,,,,,,
3136,12/13/2024 21:30:00,23.09,-39.81,7.38,,,,,,
3137,12/13/2024 21:40:00,23.09,-39.70,7.38,,,,,,
3138,12/13/2024 21:50:00,23.09,-39.81,7.38,,,,,,
3139,12/13/2024 22:00:00,23.09,-39.56,7.38,,,,,,
3140,12/13/2024 22:10:00,23.09,-39.72,7.38,,,,,,
3141,12/13/2024 22:20:00,23.06,-39.66,7.38,,,,,,
3142,12/13/2024 22:30:00,23.06,-39.41,7.37,,,,,,
3143,12/13/2024 22:40:00,23.06,-39.56,7.38,,,,,,
3144,12/13/2024 22:50:00,23.06,-39.38,7.37,,,,,,
3145,12/13/2024 23:00:00,23.06,-39.30,7.37,,,,,,
3146,12/13/2024 23:10:00,23.06,-39.00,7.37,,,,,,
3147,12/13/2024 23:20:00,23.06,-38.91,7.36,,,,,,
3148,12/13/2024 23:30:00,23.06,-38.84,7.36,,,,,,
3149,12/13/2024 23:40:00,23.06,-38.59,7.36,,,,,,
3150,12/13/2024 23:50:00,23.06,-38.80,7.36,,,,,,
3151,12/14/2024 00:00:00,23.06,-38.42,7.35,,,,,,
3152,12/14/2024 00:10:00,23.06,-37.81,7.34,,,,,,
3153,12/14/2024 00:20:00,23.09,-37.52,7.34,,,,,,
3154,12/14/2024 00:30:00,23.09,-37.30,7.34,,,,,,
3155,12/14/2024 00:40:00,23.09,-37.17,7.33,,,,,,
3156,12/14/2024 00:50:00,23.11,-37.08,7.33,,,,,,
3157,12/14/2024 01:00:00,23.11,-36.91,7.33,,,,,,
3158,12/14/2024 01:10:00,23.11,-36.80,7.33,,,,,,
3159,12/14/2024 01:20:00,23.11,-36.84,7.33,,,,,,
3160,12/14/2024 01:30:00,23.11,-36.80,7.33,,,,,,
3161,12/14/2024 01:40:00,23.11,-36.83,7.33,,,,,,
3162,12/14/2024 01:50:00,23.11,-36.78,7.33,,,,,,
3163,12/14/2024 02:00:00,23.38,-40.78,7.40,,,,,,
3164,12/14/2024 02:10:00,23.69,-52.74,7.61,,,,,,
3165,12/14/2024 02:20:00,23.79,-56.70,7.68,,,,,,
3166,12/14/2024 02:30:00,23.81,-58.60,7.71,,,,,,
3167,12/14/2024 02:40:00,23.81,-61.41,7.76,,,,,,
3168,12/14/2024 02:50:00,23.83,-63.25,7.79,,,,,,
3169,12/14/2024 03:00:00,23.79,-64.50,7.81,,,,,,
3170,12/14/2024 03:10:00,23.76,-66.11,7.84,,,,,,
3171,12/14/2024 03:20:00,23.69,-66.19,7.84,,,,,,
3172,12/14/2024 03:30:00,23.71,-66.56,7.85,,,,,,
3173,12/14/2024 03:40:00,23.71,-66.52,7.85,,,,,,
3174,12/14/2024 03:50:00,23.69,-66.86,7.86,,,,,,
3175,12/14/2024 04:00:00,23.69,-66.64,7.85,,,,,,
3176,12/14/2024 04:10:00,23.71,-66.14,7.84,,,,,,
3177,12/14/2024 04:20:00,23.76,-66.22,7.84,,,,,,
3178,12/14/2024 04:30:00,23.69,-65.99,7.84,,,,,,
3179,12/14/2024 04:40:00,23.69,-66.11,7.84,,,,,,
3180,12/14/2024 04:50:00,23.71,-65.77,7.84,,,,,,
3181,12/14/2024 05:00:00,23.69,-65.85,7.84,,,,,,
3182,12/14/2024 05:10:00,23.64,-65.39,7.83,,,,,,
3183,12/14/2024 05:20:00,23.62,-65.42,7.83,,,,,,
3184,12/14/2024 05:30:00,23.62,-65.28,7.83,,,,,,
3185,12/14/2024 05:40:00,23.59,-64.64,7.82,,,,,,
3186,12/14/2024 05:50:00,23.52,-64.50,7.81,,,,,,
3187,12/14/2024 06:00:00,23.47,-64.11,7.81,,,,,,
3188,12/14/2024 06:10:00,23.42,-63.35,7.79,,,,,,
3189,12/14/2024 06:20:00,23.35,-63.49,7.80,,,,,,
3190,12/14/2024 06:30:00,23.26,-64.38,7.81,,,,,,
3191,12/14/2024 06:40:00,23.18,-63.91,7.81,,,,,,
3192,12/14/2024 06:50:00,23.23,-63.10,7.79,,,,,,
3193,12/14/2024 07:00:00,23.21,-63.46,7.80,,,,,,
3194,12/14/2024 07:10:00,23.21,-62.83,7.79,,,,,,
3195,12/14/2024 07:20:00,23.26,-62.72,7.78,,,,,,
3196,12/14/2024 07:30:00,23.30,-62.31,7.78,,,,,,
3197,12/14/2024 07:40:00,23.38,-61.89,7.77,,,,,,
3198,12/14/2024 07:50:00,23.42,-61.47,7.76,,,,,,
3199,12/14/2024 08:00:00,23.42,-62.03,7.77,,,,,,
3200,12/14/2024 08:10:00,23.42,-62.14,7.77,,,,,,
3201,12/14/2024 08:20:00,23.42,-61.60,7.76,,,,,,
3202,12/14/2024 08:30:00,23.40,-61.33,7.76,,,,,,
3203,12/14/2024 08:40:00,23.42,-61.16,7.76,,,,,,
3204,12/14/2024 08:50:00,23.42,-61.50,7.76,,,,,,
3205,12/14/2024 09:00:00,23.45,-63.21,7.79,,,,,,
3206,12/14/2024 09:10:00,23.45,-61.89,7.77,,,,,,
3207,12/14/2024 09:20:00,23.45,-60.91,7.75,,,,,,
3208,12/14/2024 09:30:00,23.45,-60.33,7.74,,,,,,
3209,12/14/2024 09:40:00,23.45,-60.30,7.74,,,,,,
3210,12/14/2024 09:50:00,23.45,-59.39,7.72,,,,,,
3211,12/14/2024 10:00:00,23.45,-60.17,7.74,,,,,,
3212,12/14/2024 10:10:00,23.45,-59.22,7.72,,,,,,
3213,12/14/2024 10:20:00,23.47,-60.31,7.74,,,,,,
3214,12/14/2024 10:30:00,23.45,-59.17,7.72,,,,,,
3215,12/14/2024 10:40:00,23.47,-58.89,7.72,,,,,,
3216,12/14/2024 10:50:00,23.47,-60.27,7.74,,,,,,
3217,12/14/2024 11:00:00,23.47,-60.85,7.75,,,,,,
3218,12/14/2024 11:10:00,23.50,-61.44,7.76,,,,,,
3219,12/14/2024 11:20:00,23.50,-61.52,7.76,,,,,,
3220,12/14/2024 11:30:00,23.52,-64.99,7.82,,,,,,
3221,12/14/2024 11:40:00,23.54,-65.81,7.84,,,,,,
3222,12/14/2024 11:50:00,23.52,-63.61,7.80,,,,,,
3223,12/14/2024 12:00:00,23.54,-64.88,7.82,,,,,,
3224,12/14/2024 12:10:00,23.57,-63.77,7.80,,,,,,
3225,12/14/2024 12:20:00,23.59,-65.33,7.83,,,,,,
3226,12/14/2024 12:30:00,23.59,-64.22,7.81,,,,,,
3227,12/14/2024 12:40:00,23.69,-67.24,7.86,,,,,,
3228,12/14/2024 12:50:00,23.95,-79.10,8.07,,,,,,
3229,12/14/2024 13:00:00,24.12,-81.53,8.11,,,,,,
3230,12/14/2024 13:10:00,23.86,-73.64,7.98,,,,,,
3231,12/14/2024 13:20:00,24.00,-79.11,8.07,,,,,,
3232,12/14/2024 13:30:00,24.29,-83.58,8.15,,,,,,
3233,12/14/2024 13:40:00,24.03,-79.03,8.07,,,,,,
3234,12/14/2024 13:50:00,24.15,-79.66,8.08,,,,,,
3235,12/14/2024 14:00:00,24.00,-78.38,8.06,,,,,,
3236,12/14/2024 14:10:00,23.91,-73.58,7.97,,,,,,
3237,12/14/2024 14:20:00,23.83,-73.24,7.97,,,,,,
3238,12/14/2024 14:30:00,23.66,-67.49,7.87,,,,,,
3239,12/14/2024 14:40:00,23.59,-63.99,7.81,,,,,,
3240,12/14/2024 14:50:00,23.54,-62.30,7.78,,,,,,
3241,12/14/2024 15:00:00,23.52,-58.63,7.71,,,,,,
3242,12/14/2024 15:10:00,23.50,-57.38,7.69,,,,,,
3243,12/14/2024 15:20:00,23.50,-57.61,7.69,,,,,,
3244,12/14/2024 15:30:00,23.47,-55.74,7.66,,,,,,
3245,12/14/2024 15:40:00,23.45,-54.67,7.64,,,,,,
3246,12/14/2024 15:50:00,23.45,-53.45,7.62,,,,,,
3247,12/14/2024 16:00:00,23.42,-52.55,7.60,,,,,,
3248,12/14/2024 16:10:00,23.42,-52.28,7.60,,,,,,
3249,12/14/2024 16:20:00,23.40,-52.13,7.60,,,,,,
3250,12/14/2024 16:30:00,23.40,-51.92,7.59,,,,,,
3251,12/14/2024 16:40:00,23.38,-51.92,7.59,,,,,,
3252,12/14/2024 16:50:00,23.38,-50.89,7.57,,,,,,
3253,12/14/2024 17:00:00,23.35,-49.95,7.56,,,,,,
3254,12/14/2024 17:10:00,23.33,-48.64,7.54,,,,,,
3255,12/14/2024 17:20:00,23.33,-47.95,7.52,,,,,,
3256,12/14/2024 17:30:00,23.30,-47.31,7.51,,,,,,
3257,12/14/2024 17:40:00,23.28,-46.55,7.50,,,,,,
3258,12/14/2024 17:50:00,23.28,-45.85,7.49,,,,,,
3259,12/14/2024 18:00:00,23.26,-45.17,7.47,,,,,,
3260,12/14/2024 18:10:00,23.26,-44.72,7.47,,,,,,
3261,12/14/2024 18:20:00,23.23,-44.44,7.46,,,,,,
3262,12/14/2024 18:30:00,23.23,-44.13,7.46,,,,,,
3263,12/14/2024 18:40:00,23.21,-43.95,7.45,,,,,,
3264,12/14/2024 18:50:00,23.21,-43.85,7.45,,,,,,
3265,12/14/2024 19:00:00,23.18,-43.58,7.45,,,,,,
3266,12/14/2024 19:10:00,23.18,-43.36,7.44,,,,,,
3267,12/14/2024 19:20:00,23.18,-43.11,7.44,,,,,,
3268,12/14/2024 19:30:00,23.18,-42.89,7.43,,,,,,
3269,12/14/2024 19:40:00,23.16,-42.83,7.43,,,,,,
3270,12/14/2024 19:50:00,23.16,-42.66,7.43,,,,,,
3271,12/14/2024 20:00:00,23.14,-42.53,7.43,,,,,,
3272,12/14/2024 20:10:00,23.14,-42.47,7.43,,,,,,
