"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Expired Sensor Cap (LGR S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Coupler Detached (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
2803,05/17/23 12:00:00,-888.88,-888.88,,,,,,
2804,05/17/23 12:10:00,-888.88,-888.88,,,,,,
2805,05/17/23 12:20:00,-888.88,-888.88,,,,,,
2806,05/17/23 12:30:00,-888.88,-888.88,,,,,,
2807,05/17/23 12:40:00,-888.88,-888.88,,,,,,
2808,05/17/23 12:50:00,-888.88,-888.88,,,,,,
2809,05/17/23 13:00:00,-888.88,-888.88,,,,,,
2810,05/17/23 13:10:00,-888.88,-888.88,,,,,,
2811,05/17/23 13:20:00,-888.88,-888.88,,,,,,
2812,05/17/23 13:30:00,-888.88,-888.88,,,,,,
2813,05/17/23 13:40:00,-888.88,-888.88,,,,,,
2814,05/17/23 13:50:00,-888.88,-888.88,,,,,,
2815,05/17/23 14:00:00,-888.88,-888.88,,,,,,
2816,05/17/23 14:10:00,-888.88,-888.88,,,,,,
2817,05/17/23 14:20:00,-888.88,-888.88,,,,,,
2818,05/17/23 14:30:00,-888.88,-888.88,,,,,,
2819,05/17/23 14:40:00,-888.88,-888.88,,,,,,
2820,05/17/23 14:50:00,-888.88,-888.88,,,,,,
2821,05/17/23 15:00:00,-888.88,-888.88,,,,,,
2822,05/17/23 15:10:00,-888.88,-888.88,,,,,,
2823,05/17/23 15:20:00,-888.88,-888.88,,,,,,
2824,05/17/23 15:30:00,-888.88,-888.88,,,,,,
2825,05/17/23 15:40:00,-888.88,-888.88,,,,,,
2826,05/17/23 15:50:00,-888.88,-888.88,,,,,,
2827,05/17/23 16:00:00,-888.88,-888.88,,,,,,
2828,05/17/23 16:10:00,-888.88,-888.88,,,,,,
2829,05/17/23 16:20:00,-888.88,-888.88,,,,,,
2830,05/17/23 16:30:00,-888.88,-888.88,,,,,,
2831,05/17/23 16:40:00,-888.88,-888.88,,,,,,
2832,05/17/23 16:50:00,-888.88,-888.88,,,,,,
2833,05/17/23 17:00:00,-888.88,-888.88,,,,,,
2834,05/17/23 17:10:00,-888.88,-888.88,,,,,,
2835,05/17/23 17:20:00,-888.88,-888.88,,,,,,
2836,05/17/23 17:30:00,-888.88,-888.88,,,,,,
2837,05/17/23 17:40:00,-888.88,-888.88,,,,,,
2838,05/17/23 17:50:00,-888.88,-888.88,,,,,,
2839,05/17/23 18:00:00,-888.88,-888.88,,,,,,
2840,05/17/23 18:10:00,-888.88,-888.88,,,,,,
2841,05/17/23 18:20:00,-888.88,-888.88,,,,,,
2842,05/17/23 18:30:00,-888.88,-888.88,,,,,,
2843,05/17/23 18:40:00,-888.88,-888.88,,,,,,
2844,05/17/23 18:50:00,-888.88,-888.88,,,,,,
2845,05/17/23 19:00:00,-888.88,-888.88,,,,,,
2846,05/17/23 19:10:00,-888.88,-888.88,,,,,,
2847,05/17/23 19:20:00,-888.88,-888.88,,,,,,
2848,05/17/23 19:30:00,-888.88,-888.88,,,,,,
2849,05/17/23 19:40:00,-888.88,-888.88,,,,,,
2850,05/17/23 19:50:00,-888.88,-888.88,,,,,,
2851,05/17/23 20:00:00,-888.88,-888.88,,,,,,
2852,05/17/23 20:10:00,-888.88,-888.88,,,,,,
2853,05/17/23 20:20:00,-888.88,-888.88,,,,,,
2854,05/17/23 20:30:00,-888.88,-888.88,,,,,,
2855,05/17/23 20:40:00,-888.88,-888.88,,,,,,
2856,05/17/23 20:50:00,-888.88,-888.88,,,,,,
2857,05/17/23 21:00:00,-888.88,-888.88,,,,,,
2858,05/17/23 21:10:00,-888.88,-888.88,,,,,,
2859,05/17/23 21:20:00,-888.88,-888.88,,,,,,
2860,05/17/23 21:30:00,-888.88,-888.88,,,,,,
2861,05/17/23 21:40:00,-888.88,-888.88,,,,,,
2862,05/17/23 21:50:00,-888.88,-888.88,,,,,,
2863,05/17/23 22:00:00,-888.88,-888.88,,,,,,
2864,05/17/23 22:10:00,-888.88,-888.88,,,,,,
2865,05/17/23 22:20:00,-888.88,-888.88,,,,,,
2866,05/17/23 22:30:00,-888.88,-888.88,,,,,,
2867,05/17/23 22:40:00,-888.88,-888.88,,,,,,
2868,05/17/23 22:50:00,-888.88,-888.88,,,,,,
2869,05/17/23 23:00:00,-888.88,-888.88,,,,,,
2870,05/17/23 23:10:00,-888.88,-888.88,,,,,,
2871,05/17/23 23:20:00,-888.88,-888.88,,,,,,
2872,05/17/23 23:30:00,-888.88,-888.88,,,,,,
2873,05/17/23 23:40:00,-888.88,-888.88,,,,,,
2874,05/17/23 23:50:00,-888.88,-888.88,,,,,,
2875,05/18/23 00:00:00,-888.88,-888.88,,,,,,
2876,05/18/23 00:10:00,-888.88,-888.88,,,,,,
2877,05/18/23 00:20:00,-888.88,-888.88,,,,,,
2878,05/18/23 00:30:00,-888.88,-888.88,,,,,,
2879,05/18/23 00:40:00,-888.88,-888.88,,,,,,
2880,05/18/23 00:50:00,-888.88,-888.88,,,,,,
2881,05/18/23 01:00:00,-888.88,-888.88,,,,,,
2882,05/18/23 01:10:00,-888.88,-888.88,,,,,,
2883,05/18/23 01:20:00,-888.88,-888.88,,,,,,
2884,05/18/23 01:30:00,-888.88,-888.88,,,,,,
2885,05/18/23 01:40:00,-888.88,-888.88,,,,,,
2886,05/18/23 01:50:00,-888.88,-888.88,,,,,,
2887,05/18/23 02:00:00,-888.88,-888.88,,,,,,
2888,05/18/23 02:10:00,-888.88,-888.88,,,,,,
2889,05/18/23 02:20:00,-888.88,-888.88,,,,,,
2890,05/18/23 02:30:00,-888.88,-888.88,,,,,,
2891,05/18/23 02:40:00,-888.88,-888.88,,,,,,
2892,05/18/23 02:50:00,-888.88,-888.88,,,,,,
2893,05/18/23 03:00:00,-888.88,-888.88,,,,,,
2894,05/18/23 03:10:00,-888.88,-888.88,,,,,,
2895,05/18/23 03:20:00,-888.88,-888.88,,,,,,
2896,05/18/23 03:30:00,-888.88,-888.88,,,,,,
2897,05/18/23 03:40:00,-888.88,-888.88,,,,,,
2898,05/18/23 03:50:00,-888.88,-888.88,,,,,,
2899,05/18/23 04:00:00,-888.88,-888.88,,,,,,
2900,05/18/23 04:10:00,-888.88,-888.88,,,,,,
2901,05/18/23 04:20:00,-888.88,-888.88,,,,,,
2902,05/18/23 04:30:00,-888.88,-888.88,,,,,,
2903,05/18/23 04:40:00,-888.88,-888.88,,,,,,
2904,05/18/23 04:50:00,-888.88,-888.88,,,,,,
2905,05/18/23 05:00:00,-888.88,-888.88,,,,,,
2906,05/18/23 05:10:00,-888.88,-888.88,,,,,,
2907,05/18/23 05:20:00,-888.88,-888.88,,,,,,
2908,05/18/23 05:30:00,-888.88,-888.88,,,,,,
2909,05/18/23 05:40:00,-888.88,-888.88,,,,,,
2910,05/18/23 05:50:00,-888.88,-888.88,,,,,,
2911,05/18/23 06:00:00,-888.88,-888.88,,,,,,
2912,05/18/23 06:10:00,-888.88,-888.88,,,,,,
2913,05/18/23 06:20:00,-888.88,-888.88,,,,,,
2914,05/18/23 06:30:00,-888.88,-888.88,,,,,,
2915,05/18/23 06:40:00,-888.88,-888.88,,,,,,
2916,05/18/23 06:50:00,-888.88,-888.88,,,,,,
2917,05/18/23 07:00:00,-888.88,-888.88,,,,,,
2918,05/18/23 07:10:00,-888.88,-888.88,,,,,,
2919,05/18/23 07:20:00,-888.88,-888.88,,,,,,
2920,05/18/23 07:30:00,-888.88,-888.88,,,,,,
2921,05/18/23 07:40:00,-888.88,-888.88,,,,,,
2922,05/18/23 07:50:00,-888.88,-888.88,,,,,,
2923,05/18/23 08:00:00,-888.88,-888.88,,,,,,
2924,05/18/23 08:10:00,-888.88,-888.88,,,,,,
2925,05/18/23 08:20:00,-888.88,-888.88,,,,,,
2926,05/18/23 08:30:00,-888.88,-888.88,,,,,,
2927,05/18/23 08:40:00,-888.88,-888.88,,,,,,
2928,05/18/23 08:50:00,-888.88,-888.88,,,,,,
2929,05/18/23 09:00:00,-888.88,-888.88,,,,,,
2930,05/18/23 09:10:00,-888.88,-888.88,,,,,,
2931,05/18/23 09:20:00,-888.88,-888.88,,,,,,
2932,05/18/23 09:30:00,-888.88,-888.88,,,,,,
2933,05/18/23 09:40:00,-888.88,-888.88,,,,,,
2934,05/18/23 09:50:00,-888.88,-888.88,,,,,,
2935,05/18/23 10:00:00,-888.88,-888.88,,,,,,
2936,05/18/23 10:10:00,-888.88,-888.88,,,,,,
2937,05/18/23 10:20:00,-888.88,-888.88,,,,,,
2938,05/18/23 10:30:00,-888.88,-888.88,,,,,,
2939,05/18/23 10:40:00,-888.88,-888.88,,,,,,
2940,05/18/23 10:50:00,-888.88,-888.88,,,,,,
2941,05/18/23 11:00:00,-888.88,-888.88,,,,,,
2942,05/18/23 11:10:00,-888.88,-888.88,,,,,,
2943,05/18/23 11:20:00,-888.88,-888.88,,,,,,
2944,05/18/23 11:30:00,-888.88,-888.88,,,,,,
2945,05/18/23 11:40:00,-888.88,-888.88,,,,,,
2946,05/18/23 11:50:00,-888.88,-888.88,,,,,,
2947,05/18/23 12:00:00,-888.88,-888.88,,,,,,
2948,05/18/23 12:10:00,-888.88,-888.88,,,,,,
2949,05/18/23 12:20:00,-888.88,-888.88,,,,,,
2950,05/18/23 12:30:00,-888.88,-888.88,,,,,,
2951,05/18/23 12:40:00,-888.88,-888.88,,,,,,
2952,05/18/23 12:50:00,-888.88,-888.88,,,,,,
2953,05/18/23 13:00:00,-888.88,-888.88,,,,,,
2954,05/18/23 13:10:00,-888.88,-888.88,,,,,,
2955,05/18/23 13:20:00,-888.88,-888.88,,,,,,
2956,05/18/23 13:30:00,-888.88,-888.88,,,,,,
2957,05/18/23 13:40:00,-888.88,-888.88,,,,,,
2958,05/18/23 13:50:00,-888.88,-888.88,,,,,,
2959,05/18/23 14:00:00,-888.88,-888.88,,,,,,
2960,05/18/23 14:10:00,-888.88,-888.88,,,,,,
2961,05/18/23 14:20:00,-888.88,-888.88,,,,,,
2962,05/18/23 14:30:00,-888.88,-888.88,,,,,,
2963,05/18/23 14:40:00,-888.88,-888.88,,,,,,
2964,05/18/23 14:50:00,-888.88,-888.88,,,,,,
2965,05/18/23 15:00:00,-888.88,-888.88,,,,,,
2966,05/18/23 15:10:00,-888.88,-888.88,,,,,,
2967,05/18/23 15:20:00,-888.88,-888.88,,,,,,
2968,05/18/23 15:30:00,-888.88,-888.88,,,,,,
2969,05/18/23 15:40:00,-888.88,-888.88,,,,,,
2970,05/18/23 15:50:00,-888.88,-888.88,,,,,,
2971,05/18/23 16:00:00,-888.88,-888.88,,,,,,
2972,05/18/23 16:10:00,-888.88,-888.88,,,,,,
2973,05/18/23 16:20:00,-888.88,-888.88,,,,,,
2974,05/18/23 16:30:00,-888.88,-888.88,,,,,,
2975,05/18/23 16:40:00,-888.88,-888.88,,,,,,
2976,05/18/23 16:50:00,-888.88,-888.88,,,,,,
2977,05/18/23 17:00:00,-888.88,-888.88,,,,,,
2978,05/18/23 17:10:00,-888.88,-888.88,,,,,,
2979,05/18/23 17:20:00,-888.88,-888.88,,,,,,
2980,05/18/23 17:30:00,-888.88,-888.88,,,,,,
2981,05/18/23 17:40:00,-888.88,-888.88,,,,,,
2982,05/18/23 17:50:00,-888.88,-888.88,,,,,,
2983,05/18/23 18:00:00,-888.88,-888.88,,,,,,
2984,05/18/23 18:10:00,-888.88,-888.88,,,,,,
2985,05/18/23 18:20:00,-888.88,-888.88,,,,,,
2986,05/18/23 18:30:00,-888.88,-888.88,,,,,,
2987,05/18/23 18:40:00,-888.88,-888.88,,,,,,
2988,05/18/23 18:50:00,-888.88,-888.88,,,,,,
2989,05/18/23 19:00:00,-888.88,-888.88,,,,,,
2990,05/18/23 19:10:00,-888.88,-888.88,,,,,,
2991,05/18/23 19:20:00,-888.88,-888.88,,,,,,
2992,05/18/23 19:30:00,-888.88,-888.88,,,,,,
2993,05/18/23 19:40:00,-888.88,-888.88,,,,,,
2994,05/18/23 19:50:00,-888.88,-888.88,,,,,,
2995,05/18/23 20:00:00,-888.88,-888.88,,,,,,
2996,05/18/23 20:10:00,-888.88,-888.88,,,,,,
2997,05/18/23 20:20:00,-888.88,-888.88,,,,,,
2998,05/18/23 20:30:00,-888.88,-888.88,,,,,,
2999,05/18/23 20:40:00,-888.88,-888.88,,,,,,
3000,05/18/23 20:50:00,-888.88,-888.88,,,,,,
3001,05/18/23 21:00:00,-888.88,-888.88,,,,,,
3002,05/18/23 21:10:00,-888.88,-888.88,,,,,,
3003,05/18/23 21:20:00,-888.88,-888.88,,,,,,
3004,05/18/23 21:30:00,-888.88,-888.88,,,,,,
3005,05/18/23 21:40:00,-888.88,-888.88,,,,,,
3006,05/18/23 21:50:00,-888.88,-888.88,,,,,,
3007,05/18/23 22:00:00,-888.88,-888.88,,,,,,
3008,05/18/23 22:10:00,-888.88,-888.88,,,,,,
3009,05/18/23 22:20:00,-888.88,-888.88,,,,,,
3010,05/18/23 22:30:00,-888.88,-888.88,,,,,,
3011,05/18/23 22:40:00,-888.88,-888.88,,,,,,
3012,05/18/23 22:50:00,-888.88,-888.88,,,,,,
3013,05/18/23 23:00:00,-888.88,-888.88,,,,,,
3014,05/18/23 23:10:00,-888.88,-888.88,,,,,,
3015,05/18/23 23:20:00,-888.88,-888.88,,,,,,
3016,05/18/23 23:30:00,-888.88,-888.88,,,,,,
3017,05/18/23 23:40:00,-888.88,-888.88,,,,,,
3018,05/18/23 23:50:00,-888.88,-888.88,,,,,,
3019,05/19/23 00:00:00,-888.88,-888.88,,,,,,
3020,05/19/23 00:10:00,-888.88,-888.88,,,,,,
3021,05/19/23 00:20:00,-888.88,-888.88,,,,,,
3022,05/19/23 00:30:00,-888.88,-888.88,,,,,,
3023,05/19/23 00:40:00,-888.88,-888.88,,,,,,
3024,05/19/23 00:50:00,-888.88,-888.88,,,,,,
3025,05/19/23 01:00:00,-888.88,-888.88,,,,,,
3026,05/19/23 01:10:00,-888.88,-888.88,,,,,,
3027,05/19/23 01:20:00,-888.88,-888.88,,,,,,
3028,05/19/23 01:30:00,-888.88,-888.88,,,,,,
3029,05/19/23 01:40:00,-888.88,-888.88,,,,,,
3030,05/19/23 01:50:00,-888.88,-888.88,,,,,,
3031,05/19/23 02:00:00,-888.88,-888.88,,,,,,
3032,05/19/23 02:10:00,-888.88,-888.88,,,,,,
3033,05/19/23 02:20:00,-888.88,-888.88,,,,,,
3034,05/19/23 02:30:00,-888.88,-888.88,,,,,,
3035,05/19/23 02:40:00,-888.88,-888.88,,,,,,
3036,05/19/23 02:50:00,-888.88,-888.88,,,,,,
3037,05/19/23 03:00:00,-888.88,-888.88,,,,,,
3038,05/19/23 03:10:00,-888.88,-888.88,,,,,,
3039,05/19/23 03:20:00,-888.88,-888.88,,,,,,
3040,05/19/23 03:30:00,-888.88,-888.88,,,,,,
3041,05/19/23 03:40:00,-888.88,-888.88,,,,,,
3042,05/19/23 03:50:00,-888.88,-888.88,,,,,,
3043,05/19/23 04:00:00,-888.88,-888.88,,,,,,
3044,05/19/23 04:10:00,-888.88,-888.88,,,,,,
3045,05/19/23 04:20:00,-888.88,-888.88,,,,,,
3046,05/19/23 04:30:00,-888.88,-888.88,,,,,,
3047,05/19/23 04:40:00,-888.88,-888.88,,,,,,
3048,05/19/23 04:50:00,-888.88,-888.88,,,,,,
3049,05/19/23 05:00:00,-888.88,-888.88,,,,,,
3050,05/19/23 05:10:00,-888.88,-888.88,,,,,,
3051,05/19/23 05:20:00,-888.88,-888.88,,,,,,
3052,05/19/23 05:30:00,-888.88,-888.88,,,,,,
3053,05/19/23 05:40:00,-888.88,-888.88,,,,,,
3054,05/19/23 05:50:00,-888.88,-888.88,,,,,,
3055,05/19/23 06:00:00,-888.88,-888.88,,,,,,
3056,05/19/23 06:10:00,-888.88,-888.88,,,,,,
3057,05/19/23 06:20:00,-888.88,-888.88,,,,,,
3058,05/19/23 06:30:00,-888.88,-888.88,,,,,,
3059,05/19/23 06:40:00,-888.88,-888.88,,,,,,
3060,05/19/23 06:50:00,-888.88,-888.88,,,,,,
3061,05/19/23 07:00:00,-888.88,-888.88,,,,,,
3062,05/19/23 07:10:00,-888.88,-888.88,,,,,,
3063,05/19/23 07:20:00,-888.88,-888.88,,,,,,
3064,05/19/23 07:30:00,-888.88,-888.88,,,,,,
3065,05/19/23 07:40:00,-888.88,-888.88,,,,,,
3066,05/19/23 07:50:00,-888.88,-888.88,,,,,,
3067,05/19/23 08:00:00,-888.88,-888.88,,,,,,
3068,05/19/23 08:10:00,-888.88,-888.88,,,,,,
3069,05/19/23 08:20:00,-888.88,-888.88,,,,,,
3070,05/19/23 08:30:00,-888.88,-888.88,,,,,,
3071,05/19/23 08:40:00,-888.88,-888.88,,,,,,
3072,05/19/23 08:50:00,-888.88,-888.88,,,,,,
3073,05/19/23 09:00:00,-888.88,-888.88,,,,,,
3074,05/19/23 09:10:00,-888.88,-888.88,,,,,,
3075,05/19/23 09:20:00,-888.88,-888.88,,,,,,
3076,05/19/23 09:30:00,-888.88,-888.88,,,,,,
3077,05/19/23 09:40:00,-888.88,-888.88,,,,,,
3078,05/19/23 09:50:00,-888.88,-888.88,,,,,,
3079,05/19/23 10:00:00,-888.88,-888.88,,,,,,
3080,05/19/23 10:10:00,-888.88,-888.88,,,,,,
3081,05/19/23 10:20:00,-888.88,-888.88,,,,,,
3082,05/19/23 10:30:00,-888.88,-888.88,,,,,,
3083,05/19/23 10:40:00,-888.88,-888.88,,,,,,
3084,05/19/23 10:50:00,-888.88,-888.88,,,,,,
3085,05/19/23 11:00:00,-888.88,-888.88,,,,,,
3086,05/19/23 11:10:00,-888.88,-888.88,,,,,,
3087,05/19/23 11:20:00,-888.88,-888.88,,,,,,
3088,05/19/23 11:30:00,-888.88,-888.88,,,,,,
3089,05/19/23 11:40:00,-888.88,-888.88,,,,,,
3090,05/19/23 11:50:00,-888.88,-888.88,,,,,,
3091,05/19/23 12:00:00,-888.88,-888.88,,,,,,
3092,05/19/23 12:10:00,-888.88,-888.88,,,,,,
3093,05/19/23 12:20:00,-888.88,-888.88,,,,,,
3094,05/19/23 12:30:00,-888.88,-888.88,,,,,,
3095,05/19/23 12:40:00,-888.88,-888.88,,,,,,
3096,05/19/23 12:50:00,-888.88,-888.88,,,,,,
3097,05/19/23 13:00:00,-888.88,-888.88,,,,,,
3098,05/19/23 13:10:00,-888.88,-888.88,,,,,,
3099,05/19/23 13:20:00,-888.88,-888.88,,,,,,
3100,05/19/23 13:30:00,-888.88,-888.88,,,,,,
3101,05/19/23 13:40:00,-888.88,-888.88,,,,,,
3102,05/19/23 13:50:00,-888.88,-888.88,,,,,,
3103,05/19/23 14:00:00,-888.88,-888.88,,,,,,
3104,05/19/23 14:10:00,-888.88,-888.88,,,,,,
3105,05/19/23 14:20:00,-888.88,-888.88,,,,,,
3106,05/19/23 14:30:00,-888.88,-888.88,,,,,,
3107,05/19/23 14:40:00,-888.88,-888.88,,,,,,
3108,05/19/23 14:50:00,-888.88,-888.88,,,,,,
3109,05/19/23 15:00:00,-888.88,-888.88,,,,,,
3110,05/19/23 15:10:00,-888.88,-888.88,,,,,,
3111,05/19/23 15:20:00,-888.88,-888.88,,,,,,
3112,05/19/23 15:30:00,-888.88,-888.88,,,,,,
3113,05/19/23 15:40:00,-888.88,-888.88,,,,,,
3114,05/19/23 15:50:00,-888.88,-888.88,,,,,,
3115,05/19/23 16:00:00,-888.88,-888.88,,,,,,
3116,05/19/23 16:10:00,-888.88,-888.88,,,,,,
3117,05/19/23 16:20:00,-888.88,-888.88,,,,,,
3118,05/19/23 16:30:00,-888.88,-888.88,,,,,,
3119,05/19/23 16:40:00,-888.88,-888.88,,,,,,
3120,05/19/23 16:50:00,-888.88,-888.88,,,,,,
3121,05/19/23 17:00:00,-888.88,-888.88,,,,,,
3122,05/19/23 17:10:00,-888.88,-888.88,,,,,,
3123,05/19/23 17:20:00,-888.88,-888.88,,,,,,
3124,05/19/23 17:30:00,-888.88,-888.88,,,,,,
3125,05/19/23 17:40:00,-888.88,-888.88,,,,,,
3126,05/19/23 17:50:00,-888.88,-888.88,,,,,,
3127,05/19/23 18:00:00,-888.88,-888.88,,,,,,
3128,05/19/23 18:10:00,-888.88,-888.88,,,,,,
3129,05/19/23 18:20:00,-888.88,-888.88,,,,,,
3130,05/19/23 18:30:00,-888.88,-888.88,,,,,,
3131,05/19/23 18:40:00,-888.88,-888.88,,,,,,
3132,05/19/23 18:50:00,-888.88,-888.88,,,,,,
3133,05/19/23 19:00:00,-888.88,-888.88,,,,,,
3134,05/19/23 19:10:00,-888.88,-888.88,,,,,,
3135,05/19/23 19:20:00,-888.88,-888.88,,,,,,
3136,05/19/23 19:30:00,-888.88,-888.88,,,,,,
3137,05/19/23 19:40:00,-888.88,-888.88,,,,,,
3138,05/19/23 19:50:00,-888.88,-888.88,,,,,,
3139,05/19/23 20:00:00,-888.88,-888.88,,,,,,
3140,05/19/23 20:10:00,-888.88,-888.88,,,,,,
3141,05/19/23 20:20:00,-888.88,-888.88,,,,,,
3142,05/19/23 20:30:00,-888.88,-888.88,,,,,,
3143,05/19/23 20:40:00,-888.88,-888.88,,,,,,
3144,05/19/23 20:50:00,-888.88,-888.88,,,,,,
3145,05/19/23 21:00:00,-888.88,-888.88,,,,,,
3146,05/19/23 21:10:00,-888.88,-888.88,,,,,,
3147,05/19/23 21:20:00,-888.88,-888.88,,,,,,
3148,05/19/23 21:30:00,-888.88,-888.88,,,,,,
3149,05/19/23 21:40:00,-888.88,-888.88,,,,,,
3150,05/19/23 21:50:00,-888.88,-888.88,,,,,,
3151,05/19/23 22:00:00,-888.88,-888.88,,,,,,
3152,05/19/23 22:10:00,-888.88,-888.88,,,,,,
3153,05/19/23 22:20:00,-888.88,-888.88,,,,,,
3154,05/19/23 22:30:00,-888.88,-888.88,,,,,,
3155,05/19/23 22:40:00,-888.88,-888.88,,,,,,
3156,05/19/23 22:50:00,-888.88,-888.88,,,,,,
3157,05/19/23 23:00:00,-888.88,-888.88,,,,,,
3158,05/19/23 23:10:00,-888.88,-888.88,,,,,,
3159,05/19/23 23:20:00,-888.88,-888.88,,,,,,
3160,05/19/23 23:30:00,-888.88,-888.88,,,,,,
3161,05/19/23 23:40:00,-888.88,-888.88,,,,,,
3162,05/19/23 23:50:00,-888.88,-888.88,,,,,,
3163,05/20/23 00:00:00,-888.88,-888.88,,,,,,
3164,05/20/23 00:10:00,-888.88,-888.88,,,,,,
3165,05/20/23 00:20:00,-888.88,-888.88,,,,,,
3166,05/20/23 00:30:00,-888.88,-888.88,,,,,,
3167,05/20/23 00:40:00,-888.88,-888.88,,,,,,
3168,05/20/23 00:50:00,-888.88,-888.88,,,,,,
3169,05/20/23 01:00:00,-888.88,-888.88,,,,,,
3170,05/20/23 01:10:00,-888.88,-888.88,,,,,,
3171,05/20/23 01:20:00,-888.88,-888.88,,,,,,
3172,05/20/23 01:30:00,-888.88,-888.88,,,,,,
3173,05/20/23 01:40:00,-888.88,-888.88,,,,,,
3174,05/20/23 01:50:00,-888.88,-888.88,,,,,,
3175,05/20/23 02:00:00,-888.88,-888.88,,,,,,
3176,05/20/23 02:10:00,-888.88,-888.88,,,,,,
3177,05/20/23 02:20:00,-888.88,-888.88,,,,,,
3178,05/20/23 02:30:00,-888.88,-888.88,,,,,,
3179,05/20/23 02:40:00,-888.88,-888.88,,,,,,
3180,05/20/23 02:50:00,-888.88,-888.88,,,,,,
3181,05/20/23 03:00:00,-888.88,-888.88,,,,,,
3182,05/20/23 03:10:00,-888.88,-888.88,,,,,,
3183,05/20/23 03:20:00,-888.88,-888.88,,,,,,
3184,05/20/23 03:30:00,-888.88,-888.88,,,,,,
3185,05/20/23 03:40:00,-888.88,-888.88,,,,,,
3186,05/20/23 03:50:00,-888.88,-888.88,,,,,,
3187,05/20/23 04:00:00,-888.88,-888.88,,,,,,
3188,05/20/23 04:10:00,-888.88,-888.88,,,,,,
3189,05/20/23 04:20:00,-888.88,-888.88,,,,,,
3190,05/20/23 04:30:00,-888.88,-888.88,,,,,,
3191,05/20/23 04:40:00,-888.88,-888.88,,,,,,
3192,05/20/23 04:50:00,-888.88,-888.88,,,,,,
3193,05/20/23 05:00:00,-888.88,-888.88,,,,,,
3194,05/20/23 05:10:00,-888.88,-888.88,,,,,,
3195,05/20/23 05:20:00,-888.88,-888.88,,,,,,
3196,05/20/23 05:30:00,-888.88,-888.88,,,,,,
3197,05/20/23 05:40:00,-888.88,-888.88,,,,,,
3198,05/20/23 05:50:00,-888.88,-888.88,,,,,,
3199,05/20/23 06:00:00,-888.88,-888.88,,,,,,
3200,05/20/23 06:10:00,-888.88,-888.88,,,,,,
3201,05/20/23 06:20:00,-888.88,-888.88,,,,,,
3202,05/20/23 06:30:00,-888.88,-888.88,,,,,,
3203,05/20/23 06:40:00,-888.88,-888.88,,,,,,
3204,05/20/23 06:50:00,-888.88,-888.88,,,,,,
3205,05/20/23 07:00:00,-888.88,-888.88,,,,,,
3206,05/20/23 07:10:00,-888.88,-888.88,,,,,,
3207,05/20/23 07:20:00,-888.88,-888.88,,,,,,
3208,05/20/23 07:30:00,-888.88,-888.88,,,,,,
3209,05/20/23 07:40:00,-888.88,-888.88,,,,,,
3210,05/20/23 07:50:00,-888.88,-888.88,,,,,,
3211,05/20/23 08:00:00,-888.88,-888.88,,,,,,
3212,05/20/23 08:10:00,-888.88,-888.88,,,,,,
3213,05/20/23 08:20:00,-888.88,-888.88,,,,,,
3214,05/20/23 08:30:00,-888.88,-888.88,,,,,,
3215,05/20/23 08:40:00,-888.88,-888.88,,,,,,
3216,05/20/23 08:50:00,-888.88,-888.88,,,,,,
3217,05/20/23 09:00:00,-888.88,-888.88,,,,,,
3218,05/20/23 09:10:00,-888.88,-888.88,,,,,,
3219,05/20/23 09:20:00,-888.88,-888.88,,,,,,
3220,05/20/23 09:30:00,-888.88,-888.88,,,,,,
3221,05/20/23 09:40:00,-888.88,-888.88,,,,,,
3222,05/20/23 09:50:00,-888.88,-888.88,,,,,,
3223,05/20/23 10:00:00,-888.88,-888.88,,,,,,
3224,05/20/23 10:10:00,-888.88,-888.88,,,,,,
3225,05/20/23 10:20:00,-888.88,-888.88,,,,,,
3226,05/20/23 10:30:00,-888.88,-888.88,,,,,,
3227,05/20/23 10:40:00,-888.88,-888.88,,,,,,
3228,05/20/23 10:50:00,-888.88,-888.88,,,,,,
3229,05/20/23 11:00:00,-888.88,-888.88,,,,,,
3230,05/20/23 11:10:00,-888.88,-888.88,,,,,,
3231,05/20/23 11:20:00,-888.88,-888.88,,,,,,
3232,05/20/23 11:30:00,-888.88,-888.88,,,,,,
3233,05/20/23 11:40:00,-888.88,-888.88,,,,,,
3234,05/20/23 11:50:00,-888.88,-888.88,,,,,,
3235,05/20/23 12:00:00,-888.88,-888.88,,,,,,
3236,05/20/23 12:10:00,-888.88,-888.88,,,,,,
3237,05/20/23 12:20:00,-888.88,-888.88,,,,,,
3238,05/20/23 12:30:00,-888.88,-888.88,,,,,,
3239,05/20/23 12:40:00,-888.88,-888.88,,,,,,
3240,05/20/23 12:50:00,-888.88,-888.88,,,,,,
3241,05/20/23 13:00:00,-888.88,-888.88,,,,,,
3242,05/20/23 13:10:00,-888.88,-888.88,,,,,,
3243,05/20/23 13:20:00,-888.88,-888.88,,,,,,
3244,05/20/23 13:30:00,-888.88,-888.88,,,,,,
3245,05/20/23 13:40:00,-888.88,-888.88,,,,,,
3246,05/20/23 13:50:00,-888.88,-888.88,,,,,,
