"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Expired Sensor Cap (LGR S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
1876,08/19/25 01:30:00 AM,6.91,23.70,,,,,
1877,08/19/25 01:40:00 AM,6.90,23.70,,,,,
1878,08/19/25 01:50:00 AM,6.92,23.68,,,,,
1879,08/19/25 02:00:00 AM,6.94,23.66,,,,,
1880,08/19/25 02:10:00 AM,6.96,23.66,,,,,
1881,08/19/25 02:20:00 AM,6.94,23.64,,,,,
1882,08/19/25 02:30:00 AM,6.98,23.62,,,,,
1883,08/19/25 02:40:00 AM,6.98,23.62,,,,,
1884,08/19/25 02:50:00 AM,6.97,23.60,,,,,
1885,08/19/25 03:00:00 AM,6.98,23.58,,,,,
1886,08/19/25 03:10:00 AM,6.96,23.58,,,,,
1887,08/19/25 03:20:00 AM,6.91,23.56,,,,,
1888,08/19/25 03:30:00 AM,6.97,23.56,,,,,
1889,08/19/25 03:40:00 AM,7.03,23.56,,,,,
1890,08/19/25 03:50:00 AM,6.99,23.54,,,,,
1891,08/19/25 04:00:00 AM,7.02,23.54,,,,,
1892,08/19/25 04:10:00 AM,7.01,23.52,,,,,
1893,08/19/25 04:20:00 AM,7.00,23.52,,,,,
1894,08/19/25 04:30:00 AM,7.00,23.50,,,,,
1895,08/19/25 04:40:00 AM,7.00,23.50,,,,,
1896,08/19/25 04:50:00 AM,6.98,23.48,,,,,
1897,08/19/25 05:00:00 AM,7.01,23.48,,,,,
1898,08/19/25 05:10:00 AM,7.01,23.46,,,,,
1899,08/19/25 05:20:00 AM,7.03,23.46,,,,,
1900,08/19/25 05:30:00 AM,7.04,23.44,,,,,
1901,08/19/25 05:40:00 AM,6.97,23.42,,,,,
1902,08/19/25 05:50:00 AM,7.01,23.42,,,,,
1903,08/19/25 06:00:00 AM,6.95,23.42,,,,,
1904,08/19/25 06:10:00 AM,6.97,23.40,,,,,
1905,08/19/25 06:20:00 AM,7.04,23.40,,,,,
1906,08/19/25 06:30:00 AM,7.02,23.38,,,,,
1907,08/19/25 06:40:00 AM,7.03,23.38,,,,,
1908,08/19/25 06:50:00 AM,7.03,23.38,,,,,
1909,08/19/25 07:00:00 AM,7.02,23.38,,,,,
1910,08/19/25 07:10:00 AM,7.04,23.38,,,,,
1911,08/19/25 07:20:00 AM,7.07,23.38,,,,,
1912,08/19/25 07:30:00 AM,7.08,23.38,,,,,
1913,08/19/25 07:40:00 AM,7.04,23.36,,,,,
1914,08/19/25 07:50:00 AM,7.08,23.38,,,,,
1915,08/19/25 08:00:00 AM,7.08,23.38,,,,,
1916,08/19/25 08:10:00 AM,7.02,23.36,,,,,
1917,08/19/25 08:20:00 AM,7.11,23.36,,,,,
1918,08/19/25 08:30:00 AM,7.13,23.38,,,,,
1919,08/19/25 08:40:00 AM,7.17,23.40,,,,,
1920,08/19/25 08:50:00 AM,7.10,23.40,,,,,
1921,08/19/25 09:00:00 AM,7.16,23.40,,,,,
1922,08/19/25 09:10:00 AM,7.14,23.40,,,,,
1923,08/19/25 09:20:00 AM,7.23,23.44,,,,,
1924,08/19/25 09:30:00 AM,7.27,23.44,,,,,
1925,08/19/25 09:40:00 AM,7.39,23.46,,,,,
1926,08/19/25 09:50:00 AM,7.41,23.46,,,,,
1927,08/19/25 10:00:00 AM,7.38,23.46,,,,,
1928,08/19/25 10:10:00 AM,7.31,23.46,,,,,
1929,08/19/25 10:20:00 AM,7.45,23.50,,,,,
1930,08/19/25 10:30:00 AM,7.81,23.52,,,,,
1931,08/19/25 10:40:00 AM,7.93,23.56,,,,,
1932,08/19/25 10:50:00 AM,8.28,23.58,,,,,
1933,08/19/25 11:00:00 AM,8.30,23.64,,,,,
1934,08/19/25 11:10:00 AM,8.49,23.60,,,,,
1935,08/19/25 11:20:00 AM,8.28,23.58,,,,,
1936,08/19/25 11:30:00 AM,8.91,23.60,,,,,
1937,08/19/25 11:40:00 AM,8.54,23.64,,,,,
1938,08/19/25 11:50:00 AM,8.62,23.66,,,,,
1939,08/19/25 12:00:00 PM,8.81,23.76,,,,,
1940,08/19/25 12:10:00 PM,8.67,23.74,,,,,
1941,08/19/25 12:20:00 PM,8.40,23.72,,,,,
1942,08/19/25 12:30:00 PM,8.42,23.72,,,,,
1943,08/19/25 12:40:00 PM,8.48,23.82,,,,,
1944,08/19/25 12:50:00 PM,8.68,25.08,,,,,
1945,08/19/25 01:00:00 PM,8.81,26.44,,,,,
1946,08/19/25 01:10:00 PM,8.83,27.12,,,,,
1947,08/19/25 01:20:00 PM,8.99,27.34,,,,,
1948,08/19/25 01:30:00 PM,9.25,27.72,,,,,
1949,08/19/25 01:40:00 PM,9.36,28.12,,,,,
1950,08/19/25 01:50:00 PM,9.50,28.26,,,,,
1951,08/19/25 02:00:00 PM,9.41,28.30,,,,,
1952,08/19/25 02:10:00 PM,9.36,28.32,,,,,
1953,08/19/25 02:20:00 PM,9.16,28.44,,,,,
1954,08/19/25 02:30:00 PM,9.30,28.54,,,,,
1955,08/19/25 02:40:00 PM,9.37,28.66,,,,,
1956,08/19/25 02:50:00 PM,9.49,28.82,,,,,
1957,08/19/25 03:00:00 PM,9.32,28.94,,,,,
1958,08/19/25 03:10:00 PM,9.46,29.02,,,,,
1959,08/19/25 03:20:00 PM,9.41,29.10,,,,,
1960,08/19/25 03:30:00 PM,9.33,29.16,,,,,
1961,08/19/25 03:40:00 PM,9.11,29.14,,,,,
1962,08/19/25 03:50:00 PM,9.10,29.12,,,,,
1963,08/19/25 04:00:00 PM,9.50,29.28,,,,,
1964,08/19/25 04:10:00 PM,9.52,29.34,,,,,
1965,08/19/25 04:20:00 PM,9.28,29.28,,,,,
1966,08/19/25 04:30:00 PM,9.22,29.22,,,,,
1967,08/19/25 04:40:00 PM,8.97,29.10,,,,,
1968,08/19/25 04:50:00 PM,8.99,29.02,,,,,
1969,08/19/25 05:00:00 PM,9.03,28.96,,,,,
1970,08/19/25 05:10:00 PM,9.46,28.84,,,,,
1971,08/19/25 05:20:00 PM,9.32,28.78,,,,,
1972,08/19/25 05:30:00 PM,9.10,28.66,,,,,
1973,08/19/25 05:40:00 PM,8.83,28.48,,,,,
1974,08/19/25 05:50:00 PM,8.76,28.30,,,,,
1975,08/19/25 06:00:00 PM,8.56,28.08,,,,,
1976,08/19/25 06:10:00 PM,8.36,27.86,,,,,
1977,08/19/25 06:20:00 PM,8.15,27.64,,,,,
1978,08/19/25 06:30:00 PM,8.04,27.40,,,,,
1979,08/19/25 06:40:00 PM,7.93,27.20,,,,,
1980,08/19/25 06:50:00 PM,7.85,27.04,,,,,
1981,08/19/25 07:00:00 PM,7.76,26.86,,,,,
1982,08/19/25 07:10:00 PM,7.68,26.72,,,,,
1983,08/19/25 07:20:00 PM,7.62,26.56,,,,,
1984,08/19/25 07:30:00 PM,7.56,26.44,,,,,
1985,08/19/25 07:40:00 PM,7.48,26.30,,,,,
1986,08/19/25 07:50:00 PM,7.43,26.18,,,,,
1987,08/19/25 08:00:00 PM,7.37,26.06,,,,,
1988,08/19/25 08:10:00 PM,7.33,25.94,,,,,
1989,08/19/25 08:20:00 PM,7.27,25.84,,,,,
1990,08/19/25 08:30:00 PM,7.24,25.76,,,,,
1991,08/19/25 08:40:00 PM,7.22,25.66,,,,,
1992,08/19/25 08:50:00 PM,7.13,25.60,,,,,
1993,08/19/25 09:00:00 PM,7.12,25.52,,,,,
1994,08/19/25 09:10:00 PM,7.10,25.44,,,,,
1995,08/19/25 09:20:00 PM,7.03,25.36,,,,,
1996,08/19/25 09:30:00 PM,7.04,25.30,,,,,
1997,08/19/25 09:40:00 PM,7.02,25.22,,,,,
1998,08/19/25 09:50:00 PM,6.98,25.16,,,,,
1999,08/19/25 10:00:00 PM,6.94,25.10,,,,,
2000,08/19/25 10:10:00 PM,6.91,25.04,,,,,
2001,08/19/25 10:20:00 PM,6.91,24.96,,,,,
2002,08/19/25 10:30:00 PM,6.90,24.92,,,,,
2003,08/19/25 10:40:00 PM,6.86,24.86,,,,,
2004,08/19/25 10:50:00 PM,6.84,24.82,,,,,
2005,08/19/25 11:00:00 PM,6.81,24.76,,,,,
2006,08/19/25 11:10:00 PM,6.82,24.72,,,,,
2007,08/19/25 11:20:00 PM,6.82,24.68,,,,,
2008,08/19/25 11:30:00 PM,6.81,24.64,,,,,
2009,08/19/25 11:40:00 PM,6.78,24.58,,,,,
2010,08/19/25 11:50:00 PM,6.77,24.56,,,,,
2011,08/20/25 12:00:00 AM,6.75,24.52,,,,,
2012,08/20/25 12:10:00 AM,6.76,24.48,,,,,
2013,08/20/25 12:20:00 AM,6.78,24.44,,,,,
2014,08/20/25 12:30:00 AM,6.75,24.40,,,,,
2015,08/20/25 12:40:00 AM,6.78,24.36,,,,,
2016,08/20/25 12:50:00 AM,6.78,24.32,,,,,
2017,08/20/25 01:00:00 AM,6.79,24.30,,,,,
2018,08/20/25 01:10:00 AM,6.82,24.26,,,,,
2019,08/20/25 01:20:00 AM,6.81,24.22,,,,,
2020,08/20/25 01:30:00 AM,6.83,24.20,,,,,
2021,08/20/25 01:40:00 AM,6.81,24.18,,,,,
2022,08/20/25 01:50:00 AM,6.80,24.14,,,,,
2023,08/20/25 02:00:00 AM,6.81,24.12,,,,,
2024,08/20/25 02:10:00 AM,6.81,24.08,,,,,
2025,08/20/25 02:20:00 AM,6.80,24.06,,,,,
2026,08/20/25 02:30:00 AM,6.79,24.04,,,,,
2027,08/20/25 02:40:00 AM,6.80,24.02,,,,,
2028,08/20/25 02:50:00 AM,6.81,23.98,,,,,
2029,08/20/25 03:00:00 AM,6.79,23.96,,,,,
2030,08/20/25 03:10:00 AM,6.81,23.94,,,,,
2031,08/20/25 03:20:00 AM,6.87,23.94,,,,,
2032,08/20/25 03:30:00 AM,6.84,23.92,,,,,
2033,08/20/25 03:40:00 AM,6.80,23.90,,,,,
2034,08/20/25 03:50:00 AM,6.80,23.88,,,,,
2035,08/20/25 04:00:00 AM,6.81,23.84,,,,,
2036,08/20/25 04:10:00 AM,6.86,23.84,,,,,
2037,08/20/25 04:20:00 AM,6.85,23.82,,,,,
2038,08/20/25 04:30:00 AM,6.87,23.80,,,,,
2039,08/20/25 04:40:00 AM,6.88,23.78,,,,,
2040,08/20/25 04:50:00 AM,6.86,23.76,,,,,
2041,08/20/25 05:00:00 AM,6.87,23.74,,,,,
2042,08/20/25 05:10:00 AM,6.84,23.72,,,,,
2043,08/20/25 05:20:00 AM,6.85,23.72,,,,,
2044,08/20/25 05:30:00 AM,6.86,23.70,,,,,
2045,08/20/25 05:40:00 AM,6.87,23.68,,,,,
2046,08/20/25 05:50:00 AM,6.83,23.68,,,,,
2047,08/20/25 06:00:00 AM,6.83,23.66,,,,,
2048,08/20/25 06:10:00 AM,6.82,23.64,,,,,
2049,08/20/25 06:20:00 AM,6.78,23.64,,,,,
2050,08/20/25 06:30:00 AM,6.80,23.64,,,,,
2051,08/20/25 06:40:00 AM,6.79,23.62,,,,,
2052,08/20/25 06:50:00 AM,6.82,23.60,,,,,
2053,08/20/25 07:00:00 AM,6.84,23.60,,,,,
2054,08/20/25 07:10:00 AM,6.83,23.60,,,,,
2055,08/20/25 07:20:00 AM,6.83,23.60,,,,,
2056,08/20/25 07:30:00 AM,6.88,23.60,,,,,
2057,08/20/25 07:40:00 AM,6.86,23.60,,,,,
2058,08/20/25 07:50:00 AM,6.94,23.62,,,,,
2059,08/20/25 08:00:00 AM,6.97,23.62,,,,,
2060,08/20/25 08:10:00 AM,7.02,23.62,,,,,
2061,08/20/25 08:20:00 AM,7.03,23.62,,,,,
2062,08/20/25 08:30:00 AM,7.04,23.64,,,,,
2063,08/20/25 08:40:00 AM,7.10,23.62,,,,,
2064,08/20/25 08:50:00 AM,7.16,23.62,,,,,
2065,08/20/25 09:00:00 AM,7.21,23.64,,,,,
2066,08/20/25 09:10:00 AM,7.34,23.68,,,,,
2067,08/20/25 09:20:00 AM,7.32,23.66,,,,,
2068,08/20/25 09:30:00 AM,7.49,23.72,,,,,
2069,08/20/25 09:40:00 AM,7.59,23.74,,,,,
2070,08/20/25 09:50:00 AM,7.62,23.72,,,,,
2071,08/20/25 10:00:00 AM,7.65,23.74,,,,,
2072,08/20/25 10:10:00 AM,7.78,23.74,,,,,
2073,08/20/25 10:20:00 AM,7.82,23.76,,,,,
2074,08/20/25 10:30:00 AM,7.59,23.74,,,,,
2075,08/20/25 10:40:00 AM,7.64,23.74,,,,,
2076,08/20/25 10:50:00 AM,7.81,23.72,,,,,
2077,08/20/25 11:00:00 AM,7.84,23.74,,,,,
2078,08/20/25 11:10:00 AM,7.92,23.74,,,,,
2079,08/20/25 11:20:00 AM,7.92,23.76,,,,,
2080,08/20/25 11:30:00 AM,7.91,23.80,,,,,
2081,08/20/25 11:40:00 AM,7.92,23.78,,,,,
2082,08/20/25 11:50:00 AM,8.07,23.76,,,,,
2083,08/20/25 12:00:00 PM,7.98,23.76,,,,,
2084,08/20/25 12:10:00 PM,8.10,23.76,,,,,
2085,08/20/25 12:20:00 PM,8.16,23.78,,,,,
2086,08/20/25 12:30:00 PM,8.14,23.78,,,,,
2087,08/20/25 12:40:00 PM,8.26,23.80,,,,,
2088,08/20/25 12:50:00 PM,8.46,23.90,,,,,
2089,08/20/25 01:00:00 PM,8.72,24.02,,,,,
2090,08/20/25 01:10:00 PM,8.99,24.22,,,,,
2091,08/20/25 01:20:00 PM,8.83,25.58,,,,,
2092,08/20/25 01:30:00 PM,9.25,26.36,,,,,
2093,08/20/25 01:40:00 PM,9.24,26.56,,,,,
2094,08/20/25 01:50:00 PM,9.34,26.68,,,,,
2095,08/20/25 02:00:00 PM,9.77,26.88,,,,,
2096,08/20/25 02:10:00 PM,9.75,27.08,,,,,
2097,08/20/25 02:20:00 PM,9.90,27.14,,,,,
2098,08/20/25 02:30:00 PM,9.91,27.24,,,,,
2099,08/20/25 02:40:00 PM,9.82,27.38,,,,,
2100,08/20/25 02:50:00 PM,9.65,27.48,,,,,
2101,08/20/25 03:00:00 PM,9.90,27.56,,,,,
2102,08/20/25 03:10:00 PM,9.93,27.68,,,,,
2103,08/20/25 03:20:00 PM,9.86,27.78,,,,,
2104,08/20/25 03:30:00 PM,10.04,27.88,,,,,
2105,08/20/25 03:40:00 PM,9.92,27.96,,,,,
2106,08/20/25 03:50:00 PM,9.69,28.02,,,,,
2107,08/20/25 04:00:00 PM,9.70,28.10,,,,,
2108,08/20/25 04:10:00 PM,9.84,28.16,,,,,
2109,08/20/25 04:20:00 PM,9.57,28.18,,,,,
2110,08/20/25 04:30:00 PM,9.41,28.16,,,,,
2111,08/20/25 04:40:00 PM,9.28,28.16,,,,,
2112,08/20/25 04:50:00 PM,9.34,28.18,,,,,
2113,08/20/25 05:00:00 PM,9.26,28.12,,,,,
2114,08/20/25 05:10:00 PM,9.14,28.08,,,,,
2115,08/20/25 05:20:00 PM,9.15,27.98,,,,,
2116,08/20/25 05:30:00 PM,9.21,27.98,,,,,
2117,08/20/25 05:40:00 PM,8.91,27.90,,,,,
2118,08/20/25 05:50:00 PM,9.51,27.80,,,,,
2119,08/20/25 06:00:00 PM,9.22,27.74,,,,,
2120,08/20/25 06:10:00 PM,9.03,27.72,,,,,
2121,08/20/25 06:20:00 PM,8.90,27.60,,,,,
2122,08/20/25 06:30:00 PM,8.76,27.46,,,,,
2123,08/20/25 06:40:00 PM,8.53,27.30,,,,,
2124,08/20/25 06:50:00 PM,8.44,27.14,,,,,
2125,08/20/25 07:00:00 PM,8.25,26.98,,,,,
2126,08/20/25 07:10:00 PM,8.00,26.84,,,,,
2127,08/20/25 07:20:00 PM,7.93,26.68,,,,,
2128,08/20/25 07:30:00 PM,7.88,26.54,,,,,
2129,08/20/25 07:40:00 PM,7.78,26.42,,,,,
2130,08/20/25 07:50:00 PM,7.71,26.30,,,,,
2131,08/20/25 08:00:00 PM,7.61,26.20,,,,,
2132,08/20/25 08:10:00 PM,7.58,26.10,,,,,
2133,08/20/25 08:20:00 PM,7.50,26.00,,,,,
2134,08/20/25 08:30:00 PM,7.46,25.90,,,,,
2135,08/20/25 08:40:00 PM,7.41,25.80,,,,,
2136,08/20/25 08:50:00 PM,7.35,25.72,,,,,
2137,08/20/25 09:00:00 PM,7.31,25.64,,,,,
2138,08/20/25 09:10:00 PM,7.25,25.56,,,,,
2139,08/20/25 09:20:00 PM,7.18,25.48,,,,,
2140,08/20/25 09:30:00 PM,7.15,25.42,,,,,
2141,08/20/25 09:40:00 PM,7.11,25.36,,,,,
2142,08/20/25 09:50:00 PM,7.08,25.30,,,,,
2143,08/20/25 10:00:00 PM,7.05,25.24,,,,,
2144,08/20/25 10:10:00 PM,7.00,25.18,,,,,
2145,08/20/25 10:20:00 PM,6.95,25.14,,,,,
2146,08/20/25 10:30:00 PM,6.96,25.08,,,,,
2147,08/20/25 10:40:00 PM,6.92,25.02,,,,,
2148,08/20/25 10:50:00 PM,6.89,24.98,,,,,
2149,08/20/25 11:00:00 PM,6.87,24.92,,,,,
2150,08/20/25 11:10:00 PM,6.84,24.88,,,,,
2151,08/20/25 11:20:00 PM,6.81,24.82,,,,,
2152,08/20/25 11:30:00 PM,6.80,24.78,,,,,
2153,08/20/25 11:40:00 PM,6.80,24.74,,,,,
2154,08/20/25 11:50:00 PM,6.80,24.70,,,,,
2155,08/21/25 12:00:00 AM,6.74,24.66,,,,,
2156,08/21/25 12:10:00 AM,6.71,24.62,,,,,
2157,08/21/25 12:20:00 AM,6.74,24.58,,,,,
2158,08/21/25 12:30:00 AM,6.74,24.54,,,,,
2159,08/21/25 12:40:00 AM,6.75,24.50,,,,,
2160,08/21/25 12:50:00 AM,6.76,24.46,,,,,
2161,08/21/25 01:00:00 AM,6.76,24.42,,,,,
2162,08/21/25 01:10:00 AM,6.74,24.38,,,,,
2163,08/21/25 01:20:00 AM,6.76,24.34,,,,,
2164,08/21/25 01:30:00 AM,6.74,24.32,,,,,
2165,08/21/25 01:40:00 AM,6.76,24.28,,,,,
2166,08/21/25 01:50:00 AM,6.76,24.26,,,,,
2167,08/21/25 02:00:00 AM,6.78,24.22,,,,,
2168,08/21/25 02:10:00 AM,6.76,24.20,,,,,
2169,08/21/25 02:20:00 AM,6.79,24.18,,,,,
2170,08/21/25 02:30:00 AM,6.79,24.14,,,,,
2171,08/21/25 02:40:00 AM,6.83,24.12,,,,,
2172,08/21/25 02:50:00 AM,6.86,24.08,,,,,
2173,08/21/25 03:00:00 AM,6.83,24.06,,,,,
2174,08/21/25 03:10:00 AM,6.81,24.04,,,,,
2175,08/21/25 03:20:00 AM,6.86,24.02,,,,,
2176,08/21/25 03:30:00 AM,6.86,23.98,,,,,
2177,08/21/25 03:40:00 AM,6.85,23.96,,,,,
2178,08/21/25 03:50:00 AM,6.88,23.94,,,,,
2179,08/21/25 04:00:00 AM,6.83,23.94,,,,,
2180,08/21/25 04:10:00 AM,6.87,23.92,,,,,
2181,08/21/25 04:20:00 AM,6.87,23.90,,,,,
2182,08/21/25 04:30:00 AM,6.85,23.88,,,,,
2183,08/21/25 04:40:00 AM,6.86,23.86,,,,,
2184,08/21/25 04:50:00 AM,6.88,23.84,,,,,
2185,08/21/25 05:00:00 AM,6.88,23.84,,,,,
2186,08/21/25 05:10:00 AM,6.86,23.82,,,,,
2187,08/21/25 05:20:00 AM,6.88,23.80,,,,,
2188,08/21/25 05:30:00 AM,6.84,23.80,,,,,
2189,08/21/25 05:40:00 AM,6.82,23.78,,,,,
2190,08/21/25 05:50:00 AM,6.79,23.76,,,,,
2191,08/21/25 06:00:00 AM,6.80,23.74,,,,,
2192,08/21/25 06:10:00 AM,6.79,23.74,,,,,
2193,08/21/25 06:20:00 AM,6.79,23.72,,,,,
2194,08/21/25 06:30:00 AM,6.75,23.72,,,,,
2195,08/21/25 06:40:00 AM,6.75,23.70,,,,,
2196,08/21/25 06:50:00 AM,6.76,23.70,,,,,
2197,08/21/25 07:00:00 AM,6.68,23.70,,,,,
2198,08/21/25 07:10:00 AM,6.85,23.70,,,,,
2199,08/21/25 07:20:00 AM,6.86,23.70,,,,,
2200,08/21/25 07:30:00 AM,6.88,23.70,,,,,
2201,08/21/25 07:40:00 AM,6.91,23.70,,,,,
2202,08/21/25 07:50:00 AM,6.95,23.68,,,,,
2203,08/21/25 08:00:00 AM,6.97,23.68,,,,,
2204,08/21/25 08:10:00 AM,6.96,23.68,,,,,
2205,08/21/25 08:20:00 AM,7.08,23.70,,,,,
2206,08/21/25 08:30:00 AM,7.12,23.68,,,,,
2207,08/21/25 08:40:00 AM,7.14,23.68,,,,,
2208,08/21/25 08:50:00 AM,7.17,23.70,,,,,
2209,08/21/25 09:00:00 AM,7.30,23.72,,,,,
2210,08/21/25 09:10:00 AM,7.33,23.74,,,,,
2211,08/21/25 09:20:00 AM,7.43,23.76,,,,,
2212,08/21/25 09:30:00 AM,7.44,23.74,,,,,
2213,08/21/25 09:40:00 AM,7.47,23.72,,,,,
2214,08/21/25 09:50:00 AM,7.46,23.70,,,,,
2215,08/21/25 10:00:00 AM,7.49,23.74,,,,,
2216,08/21/25 10:10:00 AM,7.53,23.76,,,,,
2217,08/21/25 10:20:00 AM,7.57,23.80,,,,,
2218,08/21/25 10:30:00 AM,7.60,23.82,,,,,
2219,08/21/25 10:40:00 AM,7.68,23.88,,,,,
2220,08/21/25 10:50:00 AM,7.61,23.90,,,,,
2221,08/21/25 11:00:00 AM,7.79,23.92,,,,,
2222,08/21/25 11:10:00 AM,8.04,23.98,,,,,
2223,08/21/25 11:20:00 AM,8.10,24.08,,,,,
2224,08/21/25 11:30:00 AM,8.10,24.14,,,,,
2225,08/21/25 11:40:00 AM,8.10,24.06,,,,,
2226,08/21/25 11:50:00 AM,8.27,24.10,,,,,
2227,08/21/25 12:00:00 PM,8.09,24.10,,,,,
2228,08/21/25 12:10:00 PM,7.91,23.98,,,,,
2229,08/21/25 12:20:00 PM,8.08,23.96,,,,,
2230,08/21/25 12:30:00 PM,8.12,23.92,,,,,
2231,08/21/25 12:40:00 PM,8.35,23.88,,,,,
2232,08/21/25 12:50:00 PM,8.43,23.88,,,,,
2233,08/21/25 01:00:00 PM,8.64,23.92,,,,,
2234,08/21/25 01:10:00 PM,8.71,23.92,,,,,
2235,08/21/25 01:20:00 PM,8.40,23.98,,,,,
2236,08/21/25 01:30:00 PM,8.78,24.12,,,,,
2237,08/21/25 01:40:00 PM,8.60,24.18,,,,,
2238,08/21/25 01:50:00 PM,8.65,24.28,,,,,
2239,08/21/25 02:00:00 PM,9.67,25.46,,,,,
2240,08/21/25 02:10:00 PM,9.52,26.78,,,,,
2241,08/21/25 02:20:00 PM,10.00,27.32,,,,,
2242,08/21/25 02:30:00 PM,10.64,27.80,,,,,
2243,08/21/25 02:40:00 PM,11.39,28.32,,,,,
2244,08/21/25 02:50:00 PM,10.99,28.52,,,,,
2245,08/21/25 03:00:00 PM,10.67,28.58,,,,,
2246,08/21/25 03:10:00 PM,10.81,28.62,,,,,
2247,08/21/25 03:20:00 PM,10.73,28.74,,,,,
2248,08/21/25 03:30:00 PM,10.75,28.78,,,,,
2249,08/21/25 03:40:00 PM,10.73,28.94,,,,,
2250,08/21/25 03:50:00 PM,10.55,29.02,,,,,
2251,08/21/25 04:00:00 PM,10.50,29.02,,,,,
2252,08/21/25 04:10:00 PM,10.43,29.02,,,,,
2253,08/21/25 04:20:00 PM,10.36,29.06,,,,,
2254,08/21/25 04:30:00 PM,10.42,29.06,,,,,
2255,08/21/25 04:40:00 PM,10.30,29.14,,,,,
2256,08/21/25 04:50:00 PM,10.16,29.08,,,,,
2257,08/21/25 05:00:00 PM,10.01,28.98,,,,,
2258,08/21/25 05:10:00 PM,10.21,29.02,,,,,
2259,08/21/25 05:20:00 PM,10.03,29.04,,,,,
2260,08/21/25 05:30:00 PM,9.72,28.94,,,,,
2261,08/21/25 05:40:00 PM,9.88,28.92,,,,,
2262,08/21/25 05:50:00 PM,9.78,28.90,,,,,
2263,08/21/25 06:00:00 PM,9.62,28.82,,,,,
2264,08/21/25 06:10:00 PM,9.45,28.74,,,,,
2265,08/21/25 06:20:00 PM,9.62,28.70,,,,,
2266,08/21/25 06:30:00 PM,9.67,28.68,,,,,
2267,08/21/25 06:40:00 PM,9.45,28.60,,,,,
2268,08/21/25 06:50:00 PM,9.24,28.44,,,,,
2269,08/21/25 07:00:00 PM,8.98,28.22,,,,,
2270,08/21/25 07:10:00 PM,8.74,27.98,,,,,
2271,08/21/25 07:20:00 PM,8.46,27.74,,,,,
2272,08/21/25 07:30:00 PM,8.25,27.54,,,,,
2273,08/21/25 07:40:00 PM,8.08,27.36,,,,,
2274,08/21/25 07:50:00 PM,7.99,27.18,,,,,
2275,08/21/25 08:00:00 PM,7.94,27.02,,,,,
2276,08/21/25 08:10:00 PM,7.90,26.86,,,,,
2277,08/21/25 08:20:00 PM,7.78,26.72,,,,,
2278,08/21/25 08:30:00 PM,7.71,26.58,,,,,
2279,08/21/25 08:40:00 PM,7.71,26.46,,,,,
2280,08/21/25 08:50:00 PM,7.65,26.36,,,,,
2281,08/21/25 09:00:00 PM,7.55,26.24,,,,,
2282,08/21/25 09:10:00 PM,7.53,26.14,,,,,
2283,08/21/25 09:20:00 PM,7.39,26.04,,,,,
2284,08/21/25 09:30:00 PM,7.41,25.94,,,,,
2285,08/21/25 09:40:00 PM,7.38,25.84,,,,,
2286,08/21/25 09:50:00 PM,7.25,25.76,,,,,
2287,08/21/25 10:00:00 PM,7.30,25.66,,,,,
2288,08/21/25 10:10:00 PM,7.27,25.58,,,,,
2289,08/21/25 10:20:00 PM,7.21,25.52,,,,,
2290,08/21/25 10:30:00 PM,7.22,25.44,,,,,
2291,08/21/25 10:40:00 PM,7.18,25.38,,,,,
2292,08/21/25 10:50:00 PM,7.11,25.34,,,,,
2293,08/21/25 11:00:00 PM,7.11,25.28,,,,,
2294,08/21/25 11:10:00 PM,7.07,25.22,,,,,
2295,08/21/25 11:20:00 PM,7.02,25.18,,,,,
2296,08/21/25 11:30:00 PM,6.94,25.12,,,,,
2297,08/21/25 11:40:00 PM,6.96,25.08,,,,,
2298,08/21/25 11:50:00 PM,6.93,25.02,,,,,
2299,08/22/25 12:00:00 AM,6.94,24.96,,,,,
2300,08/22/25 12:10:00 AM,6.95,24.92,,,,,
2301,08/22/25 12:20:00 AM,6.90,24.88,,,,,
2302,08/22/25 12:30:00 AM,6.86,24.82,,,,,
2303,08/22/25 12:40:00 AM,6.84,24.78,,,,,
2304,08/22/25 12:50:00 AM,6.83,24.74,,,,,
2305,08/22/25 01:00:00 AM,6.84,24.70,,,,,
2306,08/22/25 01:10:00 AM,6.87,24.66,,,,,
2307,08/22/25 01:20:00 AM,6.84,24.62,,,,,
2308,08/22/25 01:30:00 AM,6.83,24.58,,,,,
2309,08/22/25 01:40:00 AM,6.84,24.54,,,,,
2310,08/22/25 01:50:00 AM,6.83,24.52,,,,,
2311,08/22/25 02:00:00 AM,6.83,24.48,,,,,
2312,08/22/25 02:10:00 AM,6.81,24.44,,,,,
2313,08/22/25 02:20:00 AM,6.82,24.40,,,,,
2314,08/22/25 02:30:00 AM,6.82,24.38,,,,,
2315,08/22/25 02:40:00 AM,6.83,24.34,,,,,
2316,08/22/25 02:50:00 AM,6.85,24.32,,,,,
2317,08/22/25 03:00:00 AM,6.85,24.28,,,,,
2318,08/22/25 03:10:00 AM,6.85,24.26,,,,,
2319,08/22/25 03:20:00 AM,6.85,24.22,,,,,
2320,08/22/25 03:30:00 AM,6.86,24.20,,,,,
